REPORTING YEAR	TRADE SECRET INDICATOR	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	QUANTITY RELEASED PRIOR YEAR	QUANTITY RELEASED CURRENT YEAR	QUANTITY RELEASED FOLLOWING YEAR	QUANTITY RELEASED SECOND FOLLOWING YEAR	ENERGY RECOVERY ONSITE PRIOR YEAR	ENERGY RECOVERY ONSITE CURRENT YEAR	ENERGY RECOVERY ONSITE FOLLOWING YEAR	ENERGY RECOVERY ONSITE SECOND FOLLOWING YEAR	ENERGY RECOVERY OFFSITE PRIOR YEAR	ENERGY RECOVERY OFFSITE CURRENT YEAR	ENERGY RECOVERY OFFSITE FOLLOWING YEAR	ENERGY RECOVERY OFFSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED ONSITE PRIOR YEAR	QUANTITY RECYCLED ONSITE CURRENT YEAR	QUANTITY RECYCLED ONSITE FOLLOWING YEAR	QUANTITY RECYCLED ONSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE PRIOR YEAR	QUANTITY RECYCLED OFFSITE CURRENT YEAR	QUANTITY RECYCLED OFFSITE FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE SECOND FOLLOWING YEAR	QUANTITY TREATED ONSITE PRIOR YEAR	QUANTITY TREATED ONSITE CURRENT YEAR	QUANTITY TREATED ONSITE FOLLOWING YEAR	QUANTITY TREATED ONSITE SECOND FOLLOWING YEAR	QUANTITY TREATED OFFSITE PRIOR YEAR	QUANTITY TREATED OFFSITE CURRENT YEAR	QUANTITY TREATED OFFSITE FOLLOWING YEAR	QUANTITY TREATED OFFSITE SECOND FOLLOWING YEAR	CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	PROD RATIO/ACTIVITY INDEX	FIRST SOURCE REDUCTION ACTIVITY	FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 1	FIRST SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 2	FIRST SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 3	FIRST SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	SECOND SOURCE REDUCTION ACTIVITY	SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 1	SECOND SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 2	SECOND SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 3	SECOND SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	THIRD SOURCE REDUCTION ACTIVITY	THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 1	THIRD SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 2	THIRD SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 3	THIRD SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	FOURTH SOURCE REDUCTION ACTIVITY	FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 1	FOURTH SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 2	FOURTH SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 3	FOURTH SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	ON-SITE LIMITED RELEASE PRIOR YEAR	ON-SITE LIMITED RELEASE CURRENT YEAR	ON-SITE LIMITED RELEASE FOLLOWING YEAR	ON-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	ON-SITE OTHER RELEASE PRIOR YEAR	ON-SITE OTHER RELEASE CURRENT YEAR	ON-SITE OTHER RELEASE FOLLOWING YEAR	ON-SITE OTHER RELEASE SECOND FOLLOWING YEAR	OFF-SITE LIMITED RELEASE PRIOR YEAR	OFF-SITE LIMITED RELEASE CURRENT YEAR	OFF-SITE LIMITED RELEASE FOLLOWING YEAR	OFF-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	OFF-SITE OTHER RELEASE PRIOR YEAR	OFF-SITE OTHER RELEASE CURRENT YEAR	OFF-SITE OTHER RELEASE FOLLOWING YEAR	OFF-SITE OTHER RELEASE SECOND FOLLOWING YEAR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
2007	NO	00771RDMDCRD183	RD MEDICAL MANUFACTURING INC	RD 183 KM 21.6	LAS PIEDRAS	LAS PIEDRAS	PR	00771	YES	NO	NO	NO								339112						18.182664	-65.869932											1307206092470	000117817	DI(2-ETHYLHEXYL) PHTHALATE	TRI	Pounds																		0	60	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	6126	6000	6000	0	0	0	0	0	0	0	0			NA	NA																															0	0	0	0	0	60	60	60	0	0	0	0	0	0	0	0	NO	RAFAELDIAZ@RDMEDICAL.COM			NO	
2007	NO	00777MGNMNRD31K	AMGEN MANUFACTURING LTD	RD 31 KM 246	JUNCOS	JUNCOS	PR	00777	YES	NO	NO	NO								325412	325414					18.2375	-65.907222	785800020										1307205677382	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		158	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	NA	NA																															0	0	0	0	158	161	0	0	0	0	0	0	0	0	0	0	NO	PEREIRA@AMGEN.COM			NO	
2007	NO	00784CPHRMSTATE	LILLY DEL CARIBE INC PR06	STATE RD 53 KM 82 JOBOS EXIT 83	GUAYAMA	GUAYAMA	PR	00784	YES	NO	NO	NO								325412						17.981111	-66.153056									ELI LILLY & CO	006421325	1307205743370	000107211	ETHYLENE GLYCOL	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5148	0	0	35	0	0	0	572	.96	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	S.MALONE@LILLY.COM			NO	
2007	NO	00784CPHRMSTATE	LILLY DEL CARIBE INC PR06	STATE RD 53 KM 82 JOBOS EXIT 83	GUAYAMA	GUAYAMA	PR	00784	YES	NO	NO	NO								325412						17.981111	-66.153056									ELI LILLY & CO	006421325	1307205743382	000108883	TOLUENE	TRI	Pounds																		0	16146	18000	18000	0	0	0	0	0	0	0	0	0	0	50000	50000	0	0	0	0	0	0	10000	15000	269263	62905	65000	65000		.23	NA	NA																															0	0	0	0	0	16146	18000	18000	0	0	0	0	0	0	0	0	NO	S.MALONE@LILLY.COM			NO	
2007	NO	00764CRBGPSTRD6	CARIBE GE INTERNATIONAL OF PUERTO RICO INC	CABO CARIBE INDUSTRIAL PARK ST 686 KM 17.4	VEGA BAJA	VEGA BAJA	PR	00693	YES	NO	NO	NO								335313						18.455996	-66.392966	090193277								GE CO	001367960	1307206014060	007440508	COPPER	TRI	Pounds																		33	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	92263	110123	110123	110123	0	0	0	0	0	0	0	0	0	1.07	NA	NA																															0	0	0	0	33	255	255	255	0	0	0	0	0	0	0	0	NO	ROLANDO.VARGAS@GE.COM			YES	
2007	NO	00764CRBGPSTRD6	CARIBE GE INTERNATIONAL OF PUERTO RICO INC	CABO CARIBE INDUSTRIAL PARK ST 686 KM 17.4	VEGA BAJA	VEGA BAJA	PR	00693	YES	NO	NO	NO								335313						18.455996	-66.392966	090193277								GE CO	001367960	1307206014072	007439921	LEAD	PBT	Pounds																		2.06	1.46	1.46	1.46	0	0	0	0	0	0	0	0	0	0	0	0	336	115	115	115	0	0	0	0	0	0	0	0	0	1.07	NA	NA																															0	0	0	0	2.06	1.46	1.46	1.46	0	0	0	0	0	0	0	0	NO	ROLANDO.VARGAS@GE.COM			YES	
2007	NO	00765CRBGNRTE20	CARIBE GE VIEQUES LLC	RD 200 CORNER 201	VIEQUES	VIEQUES	PR	00765	YES	NO	NO	NO								335311						18.139908	-65.457898	090193277								GE CO.	001367960	1307205971043	007440508	COPPER	TRI	Pounds																		5	8	8.4	8.8	0	0	0	0	0	0	0	0	0	0	0	0	5455	12000	12600	13230	0	0	0	0	0	0	0	0	0	.92	NA	NA																															0	0	0	0	5	8	8.4	8.8	0	0	0	0	0	0	0	0	NO	EDGARDO.RIVERA@GE.COM			YES	
2007	NO	00785CHMSRRD3KM	TAPI PUERTO RICO INC.	RD #3 KM. 143.0 JOBOS WARD	GUAYAMA	GUAYAMA	PR	00785	YES	NO	NO	NO								325412						17.948504	-66.154155	101085694								TEVA PHARMACEUTICALS USA	001677975	1307205688587	000107062	1,2-DICHLOROETHANE	TRI	Pounds																		0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34114	0	0	0	0	0	0			NA	NA																															0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	NO	RAUL.MONTEFUSCO@PLANTEXUSA.COM			NO	
2007	NO	00785CHMSRRD3KM	TAPI PUERTO RICO INC.	RD #3 KM. 143.0 JOBOS WARD	GUAYAMA	GUAYAMA	PR	00785	YES	NO	NO	NO								325412						17.948504	-66.154155	101085694								TEVA PHARMACEUTICALS USA	001677975	1307205688599	000075058	ACETONITRILE	TRI	Pounds																		0	300	12907	51492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25240	1085836	4331733	0	16	690	2752			NA	NA																															0	0	0	0	0	300	12907	51492	0	0	0	0	0	0	0	0	NO	RAUL.MONTEFUSCO@PLANTEXUSA.COM			NO	
2007	NO	00785CHMSRRD3KM	TAPI PUERTO RICO INC.	RD #3 KM. 143.0 JOBOS WARD	GUAYAMA	GUAYAMA	PR	00785	YES	NO	NO	NO								325412						17.948504	-66.154155	101085694								TEVA PHARMACEUTICALS USA	001677975	1307205688601	000075092	DICHLOROMETHANE	TRI	Pounds																		0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16678	0	0	0	0	0	0			NA	NA																															0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	NO	RAUL.MONTEFUSCO@PLANTEXUSA.COM			NO	
