TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
2123WMRYLN619BA	1313211598089	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2013	MARYLAND PAVING ROSEDALE LLC	619 BATAVIA FARM RD	ROSEDALE	BALTIMORE	MD	21237			YES	NO	NO	NO								324121						39.315616	-76.495422									MARYLAND PAVING INC.	003098217	|SRNA:The toxic compound is an impurity in the Asphalt Cement binder that occurs naturally and is a function of the source of the crude oil and the refinery where the crude oil was processed.  All of which occur before the Asphalt Cement is delivered to the facility.	NO	JEFF@MARYLANDPAVING.COM			NO	 	
2123WMRYLN619BA	1313211598065	000191242	BENZO(G,H,I)PERYLENE	PBT	2013	MARYLAND PAVING ROSEDALE LLC	619 BATAVIA FARM RD	ROSEDALE	BALTIMORE	MD	21237			YES	NO	NO	NO								324121						39.315616	-76.495422									MARYLAND PAVING INC.	003098217	|SRNA:The toxic compound is an impurity in the Asphalt Cement binder that occurs naturally and is a function of the source of the crude oil and the refinery where the crude oil was processed.  All of which occur before the Asphalt Cement is delivered to the facility.	NO	JEFF@MARYLANDPAVING.COM			NO	 	
21005BRDNPSTEAP	1313211340740	007439921	LEAD	TRI	2013	US ARMY ABERDEEN PROVING GROUND	IMNE-APG-PWE, BLDG. 4304	ABERDEEN PROVING GROUND	HARFORD	MD	21005			NO	YES	YES	NO								928110						39.4606	-76.1414									US DEPARTMENT OF DEFENSE		Reported releases consist of widely	YES	KELLY.C.LUSTER.CIV@MAIL.MIL			YES	 	
21702SRMYF81SCH	1313211623929	007439921	LEAD	TRI	2013	US ARMY FORT DETRICK	810 SCHREIDER ST	FORT DETRICK	FREDERICK	MD	21702			NO	YES	YES	NO								928110						39.434169	-77.446668									US DEPARTMENT OF DEFENSE		The Area B indoor firing range vents its exhaust through a High Effieciency Particulate Air (HEPA) filtering exhaust system prior to the ambient air.	YES	LANESSA.HILL@US.ARMY.MIL			YES	 	
20695WLDRF6309T	1313211230166	000100425	STYRENE	TRI	2013	WALDORF MARBLE INC	4317 CHARLES CROSSING DR	WHITE PLAINS	CHARLES	MD	20695			YES	NO	NO	NO								326191	326122					38.59121	-76.94637	083987057								WALDORF MARBLE INC	083987057	We are still using the low hap gelcoat which has less styrene content.	NO	PAULWALDORFMARBLE@GMAIL.COM			NO	 	
21222VLCNM2415G	1313211097252	007632000	SODIUM NITRITE	TRI	2013	AMG RESOURCES CORP	2415 GRAYS RD	BALTIMORE	BALTIMORE (CITY)	MD	21222			YES	NO	NO	NO								331492						39.2454	-76.46752	185112661		MDD003093119		MDR000001				AMG RESOURCES CORP	185112661	|SRNA:The chemical for disposal is consumed in our manufacturing process. What is left is small amounts that are not technically or economically feasible to eliminate.	NO	DMCSWEENEY@AMGRESOURCES.COM			YES	 	
21742PHNXC18249	1313211548247	N230	CERTAIN GLYCOL ETHERS	TRI	2013	PHOENIX COLOR CORP	18249 PHOENIX DR	HAGERSTOWN	WASHINGTON	MD	21742			YES	NO	NO	NO								323111	323110					39.71383	-77.73819	822703109								VISANT CORP	822703109	|W42:Phoenix Color Corp. continues to use cleaning solutions with a vapor pressure <10mmHg @ 20 degrees C.|T11:See above.	NO	GBONNER@PHOENIXCOLOR.COM			NO	 	
21017CTRSL4620M	1313211190487	000096333	METHYL ACRYLATE	TRI	2013	CITRUS & ALLIED ESSENCES LTD	4620 MERCEDES DR	BELCAMP	HARFORD	MD	21017			YES	NO	NO	NO								325998						39.47898	-76.22792	609142773								CITRUS & ALLIED ESSENCES LTD	609142773	|SRNA:Material is used in a reaction and cannot be replaced.	NO	RPISANO@CITRUSANDALLIED.COM			NO	 	
20707STCST9090W	1313211761895	007664417	AMMONIA	TRI	2013	DREYER'S GRAND ICE CREAM INC	9090 WHISKEY BOTTOM RD	LAUREL	HOWARD	MD	20723			YES	NO	NO	NO								311520						39.11392	-76.8286	066563859								DREYER'S GRAND ICE CREAM	133509237	|W52:Replaced the Hansen Purger in the South Engine Room|T02:Corporate and external audits of the ammonia handling system|T03:Monthly inventory reconciliation|T04:PHA, RMP, Training, Monthly meetings and discussions regarding the status of the ammonia system and any proposed modifications or changes to the system.	NO	JAMES.MUSIC@US.NESTLE.COM			NO	 	
21791LHGHP117SO	1313210940161	N458	MERCURY COMPOUNDS	PBT	2013	LEHIGH CEMENT CO LLC	675 QUAKER HILL RD	UNION BRIDGE	CARROLL	MD	21791			YES	NO	NO	NO								327310						39.557158	-77.166252	003064854								LEHIGH HANSON		Gas stream treated with actived carbon through an ACI system.	NO	KDEERY@LEHIGHCEMENT.COM			YES	 	
