TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
2123WMRYLN619BA	1313211598089	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2013	NO	MARYLAND PAVING ROSEDALE LLC	619 BATAVIA FARM RD	ROSEDALE	BALTIMORE	MD	21237			YES	NO	NO	NO								324121						39.315616	-76.495422									MARYLAND PAVING INC.	003098217	0		NA												NO	JEFF@MARYLANDPAVING.COM			NO	 	
2123WMRYLN619BA	1313211598065	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2013	NO	MARYLAND PAVING ROSEDALE LLC	619 BATAVIA FARM RD	ROSEDALE	BALTIMORE	MD	21237			YES	NO	NO	NO								324121						39.315616	-76.495422									MARYLAND PAVING INC.	003098217	0		NA												NO	JEFF@MARYLANDPAVING.COM			NO	 	
2060WWLDRF12475	1313211442280	007439976	MERCURY	PBT	Pounds																		2013	NO	WALDORF PLANT	12475 ACTON LN	WALDORF	CHARLES	MD	20601			YES	NO	NO	NO								327320						38.631267	-76.888472									CHANEY ENTERPRISES	167423045	0		NA												NO	VVILECE@CHANEYENTERPRISES.COM			YES	 	
2060WWLDRF12475	1313211442304	N511	NITRATE COMPOUNDS	TRI	Pounds																		2013	NO	WALDORF PLANT	12475 ACTON LN	WALDORF	CHARLES	MD	20601			YES	NO	NO	NO								327320						38.631267	-76.888472									CHANEY ENTERPRISES	167423045	0		NA												NO	VVILECE@CHANEYENTERPRISES.COM			NO	 	
2060WWLDRF12475	1313211442266	007439921	LEAD	TRI	Pounds																		2013	NO	WALDORF PLANT	12475 ACTON LN	WALDORF	CHARLES	MD	20601			YES	NO	NO	NO								327320						38.631267	-76.888472									CHANEY ENTERPRISES	167423045	0		NA												NO	VVILECE@CHANEYENTERPRISES.COM			YES	 	
21226WRGRC5500C	1313211493503	N511	NITRATE COMPOUNDS	TRI	Pounds																		2013	NO	GRACE DAVISON -CURTIS BAY WORKS	5500 CHEMICAL RD	BALTIMORE	BALTIMORE (CITY)	MD	212261698			YES	NO	NO	NO								325188						39.216111	-76.57	003093606								W R GRACE & CO	001367846	0		NA												NO	MARK.GALLOWAY@GRACE.COM			NO	 	
21226WRGRC5500C	1313211493477	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2013	NO	GRACE DAVISON -CURTIS BAY WORKS	5500 CHEMICAL RD	BALTIMORE	BALTIMORE (CITY)	MD	212261698			YES	NO	NO	NO								325188						39.216111	-76.57	003093606								W R GRACE & CO	001367846	0		NA												NO	MARK.GALLOWAY@GRACE.COM			NO	 	
21226WRGRC5500C	1313211493541	N770	VANADIUM COMPOUNDS	TRI	Pounds																		2013	NO	GRACE DAVISON -CURTIS BAY WORKS	5500 CHEMICAL RD	BALTIMORE	BALTIMORE (CITY)	MD	212261698			YES	NO	NO	NO								325188						39.216111	-76.57	003093606								W R GRACE & CO	001367846	0		NA												NO	MARK.GALLOWAY@GRACE.COM			YES	 	
21226WRGRC5500C	1313211493453	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	Pounds																		2013	NO	GRACE DAVISON -CURTIS BAY WORKS	5500 CHEMICAL RD	BALTIMORE	BALTIMORE (CITY)	MD	212261698			YES	NO	NO	NO								325188						39.216111	-76.57	003093606								W R GRACE & CO	001367846	0		NA												NO	MARK.GALLOWAY@GRACE.COM			YES	 	
21226WRGRC5500C	1313211493438	007664417	AMMONIA	TRI	Pounds																		2013	NO	GRACE DAVISON -CURTIS BAY WORKS	5500 CHEMICAL RD	BALTIMORE	BALTIMORE (CITY)	MD	212261698			YES	NO	NO	NO								325188						39.216111	-76.57	003093606								W R GRACE & CO	001367846	0		NA												NO	MARK.GALLOWAY@GRACE.COM			NO	 	
21226WRGRC5500C	1313211493539	000108883	TOLUENE	TRI	Pounds																		2013	NO	GRACE DAVISON -CURTIS BAY WORKS	5500 CHEMICAL RD	BALTIMORE	BALTIMORE (CITY)	MD	212261698			YES	NO	NO	NO								325188						39.216111	-76.57	003093606								W R GRACE & CO	001367846	0		NA												NO	MARK.GALLOWAY@GRACE.COM			NO	 	
21226WRGRC5500C	1313211493491	N495	NICKEL COMPOUNDS	TRI	Pounds																		2013	NO	GRACE DAVISON -CURTIS BAY WORKS	5500 CHEMICAL RD	BALTIMORE	BALTIMORE (CITY)	MD	212261698			YES	NO	NO	NO								325188						39.216111	-76.57	003093606								W R GRACE & CO	001367846	0		NA												NO	MARK.GALLOWAY@GRACE.COM			YES	 	
21226WRGRC5500C	1313211493515	007697372	NITRIC ACID	TRI	Pounds																		2013	NO	GRACE DAVISON -CURTIS BAY WORKS	5500 CHEMICAL RD	BALTIMORE	BALTIMORE (CITY)	MD	212261698			YES	NO	NO	NO								325188						39.216111	-76.57	003093606								W R GRACE & CO	001367846	0		NA												NO	MARK.GALLOWAY@GRACE.COM			NO	 	
21226WRGRC5500C	1313211493489	001313275	MOLYBDENUM TRIOXIDE	TRI	Pounds																		2013	NO	GRACE DAVISON -CURTIS BAY WORKS	5500 CHEMICAL RD	BALTIMORE	BALTIMORE (CITY)	MD	212261698			YES	NO	NO	NO								325188						39.216111	-76.57	003093606								W R GRACE & CO	001367846	0		NA												NO	MARK.GALLOWAY@GRACE.COM			YES	 	
21226WRGRC5500C	1313211493527	007550450	TITANIUM TETRACHLORIDE	TRI	Pounds																		2013	NO	GRACE DAVISON -CURTIS BAY WORKS	5500 CHEMICAL RD	BALTIMORE	BALTIMORE (CITY)	MD	212261698			YES	NO	NO	NO								325188						39.216111	-76.57	003093606								W R GRACE & CO	001367846	0		NA												NO	MARK.GALLOWAY@GRACE.COM			YES	 	
20850LFRGM14824	1313211400294	N420	LEAD COMPOUNDS	PBT	Pounds																		2013	NO	LAFARGE MID-ATLANTIC INC ROCKVILLE RMX	14824 S LAWN LN	ROCKVILLE	MONTGOMERY	MD	20850			YES	NO	NO	NO								327320						39.099722	-77.136944	605990944								LAFARGE N.A. INC	067568246	0		NA												NO	SARA.COOK@LAFARGE.COM			YES	 	
21226LCLC 3440F	1313211091867	000067561	METHANOL	TRI	Pounds																		2013	NO	SOLVAY USA INC	3440 FAIRFIELD AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226			YES	NO	NO	NO								325613	325199					39.236618	-76.579154	608380580								SOLVAY HOLDING INC.	874748937	0		NA												NO	DOUG.SCHEPP@SOLVAY.COM	RR4		NO	 	
21226LCLC 3440F	1313211091828	000079107	ACRYLIC ACID	TRI	Pounds																		2013	NO	SOLVAY USA INC	3440 FAIRFIELD AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226			YES	NO	NO	NO								325613	325199					39.236618	-76.579154	608380580								SOLVAY HOLDING INC.	874748937	0		NA												NO	DOUG.SCHEPP@SOLVAY.COM	RR4		NO	 	
21226LCLC 3440F	1313211089406	000111422	DIETHANOLAMINE	TRI	Pounds																		2013	NO	SOLVAY USA INC	3440 FAIRFIELD AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226			YES	NO	NO	NO								325613	325199					39.236618	-76.579154	608380580								SOLVAY HOLDING INC.	874748937	0		NA												NO	DOUG.SCHEPP@SOLVAY.COM			NO	 	
21226LCLC 3440F	1313211089382	007664417	AMMONIA	TRI	Pounds																		2013	NO	SOLVAY USA INC	3440 FAIRFIELD AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226			YES	NO	NO	NO								325613	325199					39.236618	-76.579154	608380580								SOLVAY HOLDING INC.	874748937	0		NA												NO	DOUG.SCHEPP@SOLVAY.COM			NO	 	
21226LCLC 3440F	1313211089418	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2013	NO	SOLVAY USA INC	3440 FAIRFIELD AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226			YES	NO	NO	NO								325613	325199					39.236618	-76.579154	608380580								SOLVAY HOLDING INC.	874748937	0		NA												NO	DOUG.SCHEPP@SOLVAY.COM			NO	 	
21226LCLC 3440F	1313211089394	007637072	BORON TRIFLUORIDE	TRI	Pounds																		2013	NO	SOLVAY USA INC	3440 FAIRFIELD AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226			YES	NO	NO	NO								325613	325199					39.236618	-76.579154	608380580								SOLVAY HOLDING INC.	874748937	0		NA												NO	DOUG.SCHEPP@SOLVAY.COM			YES	 	
21226LCLC 3440F	1313211089420	000108316	MALEIC ANHYDRIDE	TRI	Pounds																		2013	NO	SOLVAY USA INC	3440 FAIRFIELD AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226			YES	NO	NO	NO								325613	325199					39.236618	-76.579154	608380580								SOLVAY HOLDING INC.	874748937	0		NA												NO	DOUG.SCHEPP@SOLVAY.COM			NO	 	
21226LCLC 3440F	1313211089368	000123911	1,4-DIOXANE	TRI	Pounds																		2013	NO	SOLVAY USA INC	3440 FAIRFIELD AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226			YES	NO	NO	NO								325613	325199					39.236618	-76.579154	608380580								SOLVAY HOLDING INC.	874748937	141	O 	PATAPSCO WASTEWATER TREATMENT FACILITY	3501 ASIATIC AVENUE	BALTIMORE	MD	BALTIMORE (CITY)	212261507							NO	DOUG.SCHEPP@SOLVAY.COM			NO	 	
21230SFTYK1448D	1313211845110	000107211	ETHYLENE GLYCOL	TRI	Pounds																		2013	NO	SAFETY-KLEEN SYSTEMS (201601)	1448 DESOTO RD	BALTIMORE	BALTIMORE (CITY)	MD	21230			YES	NO	NO	NO								562112	484220	484230				39.267836	-76.659236	053976551								CLEAN HARBORS INC	157793639	0		NA												NO	MARTY.SILVER@SAFETY-KLEEN.COM	RR4		NO	 	
21230SFTYK1448D	1313211845072	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2013	NO	SAFETY-KLEEN SYSTEMS (201601)	1448 DESOTO RD	BALTIMORE	BALTIMORE (CITY)	MD	21230			YES	NO	NO	NO								562112	484220	484230				39.267836	-76.659236	053976551								CLEAN HARBORS INC	157793639	0		NA												NO	MARTY.SILVER@SAFETY-KLEEN.COM	RR4		NO	 	
21230SFTYK1448D	1313211845146	007439921	LEAD	TRI	Pounds																		2013	NO	SAFETY-KLEEN SYSTEMS (201601)	1448 DESOTO RD	BALTIMORE	BALTIMORE (CITY)	MD	21230			YES	NO	NO	NO								562112	484220	484230				39.267836	-76.659236	053976551								CLEAN HARBORS INC	157793639	0		NA												NO	MARTY.SILVER@SAFETY-KLEEN.COM	RR4		YES	 	
21230SFTYK1448D	1313211845185	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2013	NO	SAFETY-KLEEN SYSTEMS (201601)	1448 DESOTO RD	BALTIMORE	BALTIMORE (CITY)	MD	21230			YES	NO	NO	NO								562112	484220	484230				39.267836	-76.659236	053976551								CLEAN HARBORS INC	157793639	0		NA												NO	MARTY.SILVER@SAFETY-KLEEN.COM	RR4		NO	 	
21230SFTYK1448D	1313211700303	000067561	METHANOL	TRI	Pounds																		2013	NO	SAFETY-KLEEN SYSTEMS (201601)	1448 DESOTO RD	BALTIMORE	BALTIMORE (CITY)	MD	21230			YES	NO	NO	NO								562112	484220	484230				39.267836	-76.659236	053976551								CLEAN HARBORS INC	157793639	0		NA												NO	MARTY.SILVER@SAFETY-KLEEN.COM			NO	 	
21502SWRRR11600	1313211458423	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams																		2013	NO	AES WARRIOR RUN INC	11600 MEXICO FARMS RD SE	CUMBERLAND	ALLEGANY	MD	21502			YES	NO	NO	NO								221112						39.59419	-78.74661	159808419								AES CORP	043857812	0		NA												NO	JEFF.LEAF@AES.COM			NO	 	
21502SWRRR11600	1313211458498	000110543	N-HEXANE	TRI	Pounds																		2013	NO	AES WARRIOR RUN INC	11600 MEXICO FARMS RD SE	CUMBERLAND	ALLEGANY	MD	21502			YES	NO	NO	NO								221112						39.59419	-78.74661	159808419								AES CORP	043857812	0		NA												NO	JEFF.LEAF@AES.COM			NO	 	
21502SWRRR11600	1313211458500	N495	NICKEL COMPOUNDS	TRI	Pounds																		2013	NO	AES WARRIOR RUN INC	11600 MEXICO FARMS RD SE	CUMBERLAND	ALLEGANY	MD	21502			YES	NO	NO	NO								221112						39.59419	-78.74661	159808419								AES CORP	043857812	0		NA												NO	JEFF.LEAF@AES.COM			YES	 	
21502SWRRR11600	1313211458361	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2013	NO	AES WARRIOR RUN INC	11600 MEXICO FARMS RD SE	CUMBERLAND	ALLEGANY	MD	21502			YES	NO	NO	NO								221112						39.59419	-78.74661	159808419								AES CORP	043857812	0		NA												NO	JEFF.LEAF@AES.COM			NO	 	
21502SWRRR11600	1313211458411	N100	COPPER COMPOUNDS	TRI	Pounds																		2013	NO	AES WARRIOR RUN INC	11600 MEXICO FARMS RD SE	CUMBERLAND	ALLEGANY	MD	21502			YES	NO	NO	NO								221112						39.59419	-78.74661	159808419								AES CORP	043857812	0		NA												NO	JEFF.LEAF@AES.COM			YES	 	
