TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
98595MRNSS1804N	1313211652553	000075456	CHLORODIFLUOROMETHANE	TRI	Pounds																		2013	NO	OCEAN GOLD INC	1804 N NYHUS ST	WESTPORT	GRAYS HARBOR	WA	985951104			YES	NO	NO	NO								311710						46.9053	-124.108	831553854				WA0041971				OCEAN GOLD INC	831553854	0		NA												NO	ACARTER@OCEANCOS.COM			NO	 	
99216SFTYK388NS	1313211848217	000107211	ETHYLENE GLYCOL	TRI	Pounds																		2013	NO	SAFETY-KLEEN SYSTEMS (118301)	3808 N SULLIVAN RD BLDG. 12 SUITE1W	SPOKANE VALLEY	SPOKANE	WA	99216			YES	NO	NO	NO								562112	484220	484230				47.6901	-117.19685	053976551								CLEAN HARBORS INC	157793639	0		NA												NO	NATHAN.BURNS@SAFETY-KLEEN.COM	RR4		NO	 	
9866WTDWTR635NW	1313211137625	000091203	NAPHTHALENE	TRI	Pounds																		2013	NO	TIDEWATER TERMINAL CO - TIDEWATER INDUSTRIAL CENTER	6305 NW OLD LOWER RIVER RD	VANCOUVER	CLARK	WA	98660			YES	NO	NO	NO								424710						45.650318	-122.739569	009618265	085985596							TIDEWATER HOLDINGS INC	963958152	0		NA												NO	BILL.COLLINS@TIDEWATER.COM			NO	 	
9866WTDWTR635NW	1313211137637	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2013	NO	TIDEWATER TERMINAL CO - TIDEWATER INDUSTRIAL CENTER	6305 NW OLD LOWER RIVER RD	VANCOUVER	CLARK	WA	98660			YES	NO	NO	NO								424710						45.650318	-122.739569	009618265	085985596							TIDEWATER HOLDINGS INC	963958152	0		NA												NO	BILL.COLLINS@TIDEWATER.COM			NO	 	
98315NVLSBC8521	1313211359563	007439921	LEAD	TRI	Pounds																		2013	NO	NAVAL BASE KITSAP BANGOR	1101 TAUTOG CIR	SILVERDALE	KITSAP	WA	983151087			NO	YES	YES	NO								928110						47.699	-122.7131			WA5170027291						US DEPARTMENT OF DEFENSE		2.44	M2	CENTRAL KITSAP WASTEWATER TREATMENT PLANT	12351 BROWNSVILLE HIGHWAY NE	POULSBO	WA	KITSAP	98370							YES	TOM.DANAHER@NAVY.MIL			YES	 	
98315NVLSBC8521	1313211359738	007439921	LEAD	TRI	Pounds																		2013	NO	NAVAL BASE KITSAP BANGOR	1101 TAUTOG CIR	SILVERDALE	KITSAP	WA	983151087			NO	YES	YES	NO								928110						47.699	-122.7131			WA5170027291						US DEPARTMENT OF DEFENSE		0		NA												YES	TOM.DANAHER@NAVY.MIL			YES	 	
98002CNBRNRSTSE	1313211399516	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2013	NO	ICON AUBURN	R ST SE & ORVALEZ RD	AUBURN	KING	WA	98002			YES	NO	NO	NO								324121	212321					47.27096	-122.193117	033954121								OLDCASTLE INC	037176591	0		NA												NO	KCKLOSTERMAN@OLDCASTLEMATERIALS.COM			NO	 	
98002CNBRNRSTSE	1313211399528	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2013	NO	ICON AUBURN	R ST SE & ORVALEZ RD	AUBURN	KING	WA	98002			YES	NO	NO	NO								324121	212321					47.27096	-122.193117	033954121								OLDCASTLE INC	037176591	0		NA												NO	KCKLOSTERMAN@OLDCASTLEMATERIALS.COM			NO	 	
98433SDDSR11MIL	1313211169762	000055630	NITROGLYCERIN	TRI	Pounds																		2013	NO	US ARMY JOINT BASE LEWIS-MCCHORD	11 MILES S OF TACOMA CITY	JBLM	PIERCE	WA	984339500			NO	YES	YES	NO								928110						47.1142	-122.5365			WA9214053465		WAR05A13F	WA0021954			US DEPARTMENT OF DEFENSE		0		NA												YES	PAUL.STEUCKE@US.ARMY.MIL			NO	 	
98433SDDSR11MIL	1313211169750	N420	LEAD COMPOUNDS	PBT	Pounds																		2013	NO	US ARMY JOINT BASE LEWIS-MCCHORD	11 MILES S OF TACOMA CITY	JBLM	PIERCE	WA	984339500			NO	YES	YES	NO								928110						47.1142	-122.5365			WA9214053465		WAR05A13F	WA0021954			US DEPARTMENT OF DEFENSE		0		NA												YES	PAUL.STEUCKE@US.ARMY.MIL			YES	 	
