TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
80204NTDST320WE	1312210070138	007440020	NICKEL	TRI	Pounds																		2012	NO	US DEPARTMENT OF THE TREASURY US MINT DENVER	320 W COLFAX AVE	DENVER	DENVER	CO	802042693	YES	NO	YES	NO								332116						39.740088	-104.992119									US DEPARTMENT OF THE TREASURY		34.19	M1	METRO WASTEWATER RECLAMATION DISTRICT	6450 YORK STREET	DENVER	CO	ADAMS	802297407							YES	TOM.JURKOWSKY@USMINT.TREAS.GOV			YES	 	
80204NTDST320WE	1312210070102	007440508	COPPER	TRI	Pounds																		2012	NO	US DEPARTMENT OF THE TREASURY US MINT DENVER	320 W COLFAX AVE	DENVER	DENVER	CO	802042693	YES	NO	YES	NO								332116						39.740088	-104.992119									US DEPARTMENT OF THE TREASURY		12.12	M2	METRO WASTEWATER RECLAMATION DISTRICT	6450 YORK STREET	DENVER	CO	ADAMS	802297407							YES	TOM.JURKOWSKY@USMINT.TREAS.GOV			YES	 	
80204NTDST320WE	1312210070114	007439921	LEAD	TRI	Pounds																		2012	NO	US DEPARTMENT OF THE TREASURY US MINT DENVER	320 W COLFAX AVE	DENVER	DENVER	CO	802042693	YES	NO	YES	NO								332116						39.740088	-104.992119									US DEPARTMENT OF THE TREASURY		0		NA												YES	TOM.JURKOWSKY@USMINT.TREAS.GOV			YES	 	
80204NTDST320WE	1312210070126	007439965	MANGANESE	TRI	Pounds																		2012	NO	US DEPARTMENT OF THE TREASURY US MINT DENVER	320 W COLFAX AVE	DENVER	DENVER	CO	802042693	YES	NO	YES	NO								332116						39.740088	-104.992119									US DEPARTMENT OF THE TREASURY		88.48	M1	METRO WASTEWATER RECLAMATION DISTRICT	6450 YORK STREET	DENVER	CO	ADAMS	802297407							YES	TOM.JURKOWSKY@USMINT.TREAS.GOV			YES	 	
62222SCTTR701HA	1312210147878	007782505	CHLORINE	TRI	Pounds																		2012	NO	U S DOD USAF SCOTT AFB	702 HANGAR RD 375 CES/CEAN	SCOTT AFB	ST CLAIR	IL	62225	YES	NO	YES	NO								928110						38.543197	-89.859817			IL7570024177		ILR002659	IL0026859			US DEPARTMENT OF DEFENSE		0		NA												YES	CHRISTINE.SPARGUR@SCOTT.AF.MIL			NO	 	
96863SMRNCMAGAZ	1312210713208	N511	NITRATE COMPOUNDS	TRI	Pounds																		2012	NO	US MARINE CORPS BASE HAWAII	MARINE CORPS BASE HAWAII MOKAPU RD BUILDING 1360	MCBH KANEOHE BAY	HONOLULU	HI	96863	YES	NO	YES	NO								928110						21.438111	-157.758889			HI6170022762		HI0110078				US DEPARTMENT OF DEFENSE		0		NA												YES	DEREK.GEORGE@USMC.MIL			NO	 	
96863SMRNCMAGAZ	1312210713184	000107211	ETHYLENE GLYCOL	TRI	Pounds																		2012	NO	US MARINE CORPS BASE HAWAII	MARINE CORPS BASE HAWAII MOKAPU RD BUILDING 1360	MCBH KANEOHE BAY	HONOLULU	HI	96863	YES	NO	YES	NO								928110						21.438111	-157.758889			HI6170022762		HI0110078				US DEPARTMENT OF DEFENSE		0		NA												YES	DEREK.GEORGE@USMC.MIL			NO	 	
96863SMRNCMAGAZ	1312210713172	007439921	LEAD	TRI	Pounds																		2012	NO	US MARINE CORPS BASE HAWAII	MARINE CORPS BASE HAWAII MOKAPU RD BUILDING 1360	MCBH KANEOHE BAY	HONOLULU	HI	96863	YES	NO	YES	NO								928110						21.438111	-157.758889			HI6170022762		HI0110078				US DEPARTMENT OF DEFENSE		0		NA												YES	DEREK.GEORGE@USMC.MIL			YES	 	
88210STRSR1300W	1312210042851	007440508	COPPER	TRI	Pounds																		2012	NO	US DHS FEDERAL LAW ENFORCEMENT TRAINING CENTER ARTESIA	1300 W RICHEY BLDG 25	ARTESIA	EDDY	NM	88210	YES	NO	YES	NO								928110						32.85726	-104.41297									US DEPARTMENT OF HOMELAND SECURITY		0		NA												YES	TERRY.TODD@DHS.GOV			YES	 	
88210STRSR1300W	1312210042863	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	US DHS FEDERAL LAW ENFORCEMENT TRAINING CENTER ARTESIA	1300 W RICHEY BLDG 25	ARTESIA	EDDY	NM	88210	YES	NO	YES	NO								928110						32.85726	-104.41297									US DEPARTMENT OF HOMELAND SECURITY		0		NA												YES	TERRY.TODD@DHS.GOV			YES	 	
