TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
48061NTDTC1905B	1312210822944	N120	DIISOCYANATES	TRI	2012	IAC PORT HURON LLC	1905 BEARD ST	PORT HURON	ST CLAIR	MI	48060	YES	NO	NO	NO								336399						42.95832	-82.44444	064206444								IAC N.A.	064206444	In the 2011 RY, I counted our ISO even after it was made into foam/ parts, not just as a chemical like I did this year.  Also, understand the spreadsheets more clearly in regards to stack emissions.|PRAI:utilized our MDI calculation spreadsheet.	NO	GESCHENBERG@IACGROUP.COM			NO	 	
49712LLDSG375NL	1312210273595	007439921	LEAD	TRI	2012	HONEYWELL INTERNATIONAL - BOYNE CITY MI	375 N LAKE ST	BOYNE CITY	CHARLEVOIX	MI	49712	YES	NO	NO	NO								334511						45.217809	-85.012953	139691877								HONEYWELL INTERNATIONAL INC	139691877	|PRAI:Production ratio depends on number of weights made as related to request by customers.	NO	DIANE.FIEL@HONEYWELL.COM			YES	 	
48184NSTRT35660	1312210572018	N982	ZINC COMPOUNDS	TRI	2012	UNISTRUT INTERNATIONAL CORP	4205 ELIZABETH ST	WAYNE	WAYNE	MI	48184	YES	NO	NO	NO								332312	332813					42.2771	-83.3902	142423425								ATKORE INTERNATIONAL	966651502	|PRAI:Based on number of parts produced.	NO	MGOODMAN@ATKORE.COM			YES	 	
48184NSTRT35660	1312210572006	007440473	CHROMIUM	TRI	2012	UNISTRUT INTERNATIONAL CORP	4205 ELIZABETH ST	WAYNE	WAYNE	MI	48184	YES	NO	NO	NO								332312	332813					42.2771	-83.3902	142423425								ATKORE INTERNATIONAL	966651502	|PRAI:Based on Number of Parts Manufactured	NO	MGOODMAN@ATKORE.COM			YES	 	
48165CNTNN29201	1312210583480	N420	LEAD COMPOUNDS	PBT	2012	CONTINENTAL ALUMINUM	29201 MILFORD RD	NEW HUDSON	OAKLAND	MI	48165	YES	NO	NO	NO								331314						42.4998	-83.6165									METAL EXCHANGE CORP		The production ratio is calculated using pounds of throughput. When compared to last year there has been a 2% decrease in production. However, due to new waste analysis you'll notice an increase in waste shipped off-site. It should be noted that the emission calculations performed are considered to be the worst case scenarios.|PRAI:The production ratio is calculated using pounds of throughput. When compared to last year there has been a 2% decrease in production. However, due to new waste analysis you'll notice an increase in waste shipped off-site.	NO	FLINDSAY@CONTALUM.COM			YES	 	
48165CNTNN29201	1312210583478	N100	COPPER COMPOUNDS	TRI	2012	CONTINENTAL ALUMINUM	29201 MILFORD RD	NEW HUDSON	OAKLAND	MI	48165	YES	NO	NO	NO								331314						42.4998	-83.6165									METAL EXCHANGE CORP		The production ratio is calculated using pounds of throughput. When compared to last year there has been a 2% decrease in production. However, due to new waste analysis you'll notice an increase in waste shipped off-site. It should be noted that the emission calculations performed are considered to be the worst case scenarios.	NO	FLINDSAY@CONTALUM.COM			YES	 	
48057HSPTR4150S	1312210545265	000098828	CUMENE	TRI	2012	LYMTAL INTERNATIONAL,INC	4150 S LAPEER RD	LAKE ORION	OAKLAND	MI	48359	YES	NO	NO	NO								325510						42.718908	-83.24568	861267284										Our production management team is working on reclaiming most of this material anduse this in our manufacturing process, thus reducing waste.|PRAI:RATIO IS HIGHER DUE TO HIGHER PRODUCTION VOLUME	NO	FRANK@LYMTAL.COM			NO	 	
49445NRMCH1740W	1312210527735	007664417	AMMONIA	TRI	2012	BAYER CROPSCIENCE	1740 WHITEHALL RD	MUSKEGON	MUSKEGON	MI	49445	YES	NO	NO	NO								325320						43.285278	-86.261111	001350263								BAYER GROUP		|PRAI:Production ratio based on sales projections.	NO	HAROLD.LOFTON@BAYER.COM			NO	 	
49245TRTRN29991	1312210360943	007440666	ZINC (FUME OR DUST)	TRI	2012	BREMBO NORTH AMERICA	29991 M-60 E	HOMER	CALHOUN	MI	49245	YES	NO	NO	NO								336340						42.166667	-84.708333	798817722								BREMBO NORTH AMERICA INC	005357355	|PRAI:Expecting a 30% increase	NO	MKENWORTHY@US.BREMBO.COM			YES	 	
48846MRCNB14NOR	1312210520957	N100	COPPER COMPOUNDS	TRI	2012	VENTRA IONIA MAIN LLC	14 N BEARDSLEY RD	IONIA	IONIA	MI	48846	YES	NO	NO	NO								336399						42.985496	-85.030167	831144196								VENTRA GREENWICH HOLDINGS CORP		Scrap copper recycled.	NO	NDAVIS@VENTRA.US			YES	 	
