TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
4817WTLSTB1311E	1312210235812	007439965	MANGANESE	TRI	Pounds																		2012	NO	ATLAS TUBE- PLYMOUTH PLANT	13101 ECKLES RD	PLYMOUTH	WAYNE	MI	48170	YES	NO	NO	NO								331210	332312					42.37988	-83.43116									JMC STEEL GROUP		0		NA												NO	KIMBERLY.HAWKINS@JMCSTEEL.COM			YES	 	
48150MCGNR38521	1312210281667	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	Pounds																		2012	NO	MCGEAN-ROHCO INC	38521 SCHOOLCRAFT AVE	LIVONIA	WAYNE	MI	48150	YES	NO	NO	NO								325998						42.381533	-83.422822	069820181								MCGEAN-ROHCO INC	071112593	31	M1	DETROIT WWTP-CHLORINATION/DECHLORINATION FACILITY	9300 WEST JEFFERSON AVENUE	DETROIT	MI	WAYNE	482092676							NO	TOM.EDMUNDS@MCGEAN.COM			YES	 	
48150MCGNR38521	1312210281782	N511	NITRATE COMPOUNDS	TRI	Pounds																		2012	NO	MCGEAN-ROHCO INC	38521 SCHOOLCRAFT AVE	LIVONIA	WAYNE	MI	48150	YES	NO	NO	NO								325998						42.381533	-83.422822	069820181								MCGEAN-ROHCO INC	071112593	3500	E2	DETROIT WWTP-CHLORINATION/DECHLORINATION FACILITY	9300 WEST JEFFERSON AVENUE	DETROIT	MI	WAYNE	482092676							NO	TOM.EDMUNDS@MCGEAN.COM			NO	 	
48184FRDMT38303	1312210292165	007440508	COPPER	TRI	Pounds																		2012	NO	FORD MOTOR CO MICHIGAN ASSEMBLY PLANT	38303 MICHIGAN AVE	WAYNE	WAYNE	MI	48184	YES	NO	NO	NO								336112						42.26666	-83.4	120551403								FORD MOTOR CO	001344746	0		NA												NO	JNOWAK2@FORD.COM			YES	 	
48066HFLYM15500	1312210373116	007440473	CHROMIUM	TRI	Pounds																		2012	NO	GLOBAL ROLLFORMING SYSTEMS	15500 12 MILE RD	ROSEVILLE	MACOMB	MI	48066	YES	NO	NO	NO								336399						42.508737	-82.964896	789000473								GLOBAL AUTOMOTIVE SYSTEMS	614897440	0		NA												NO	KEVIN.MEGER@GLOBALAUTOSYS.COM			YES	 	
4866WSTYRN164BU	1312210147599	000141322	BUTYL ACRYLATE	TRI	Pounds																		2012	NO	STYRON LLC - MI OPERATIONS	1604 BUILDING	MIDLAND	MIDLAND	MI	48667	YES	NO	NO	NO								325211						43.617297	-84.200045	833167310								STYRON LLC	833167310	0		NA												NO	JNSCOTT@STYRON.COM			NO	 	
48077STRLN38111	1312210367557	N120	DIISOCYANATES	TRI	Pounds																		2012	NO	CHRYSLER STERLING HEIGHTS ASSEMBLY PLANT	38111 VAN DYKE	STERLING HEIGHTS	MACOMB	MI	48312	YES	NO	NO	NO								336111						42.57361	-83.02969	108426180								CHRYSLER GROUP LLC	830966904	0		NA												NO				NO	 	
48139PRGRS10850	1312210851515	007440473	CHROMIUM	TRI	Pounds																		2012	NO	PROGRESSIVE METAL FORMING INC	10850 HALL RD	HAMBURG	LIVINGSTON	MI	48139	YES	NO	NO	NO								332116						42.44694	-83.79416	005498423										0		NA												NO	THERESA@PMFDRAW.COM			YES	 	
4950WGRSPR76BND	1312210558538	007440508	COPPER	TRI	Pounds																		2012	NO	GR SPRING & STAMPING INC	706 BOND AVE NW	GRAND RAPIDS	KENT	MI	49503	YES	NO	NO	NO								336370						42.975236	-85.671412									HZ INDUSTRIES	006018311	0		NA												NO	JENNIFERROBINSON@GRS-S.COM			YES	 	
48218SCKBT14ZUG	1312210774598	000074851	ETHYLENE	TRI	Pounds																		2012	NO	EES COKE BATTERY LLC	1400 ZUG ISLAND	RIVER ROUGE	WAYNE	MI	48218	YES	NO	NO	NO								324199						42.29	-83.11	876235490								DTE ENERGY CO	839329158	0		NA												NO				NO	 	
