TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
00603HWLTTSTATE	1313211202876	007439921	LEAD	TRI	2013	HEWLETT-PACKARD CARIBE BV SITE	HWY 110 N KM 5.1	AGUADILLA	AGUADILLA	PR	00605			YES	NO	NO	NO								334111						18.486887	-67.111292	021885603								HEWLETT-PACKARD CO	009122532	|PRAI:Placements / boards	NO	DAVID.TRABAL@HP.COM			YES	 	
00603HWLTTSTATE	1313211202837	N230	CERTAIN GLYCOL ETHERS	TRI	2013	HEWLETT-PACKARD CARIBE BV SITE	HWY 110 N KM 5.1	AGUADILLA	AGUADILLA	PR	00605			YES	NO	NO	NO								334111						18.486887	-67.111292	021885603								HEWLETT-PACKARD CO	009122532	|PRAI:Solvent ink liters manufactured.	NO	DAVID.TRABAL@HP.COM			NO	 	
00621SLNDCLUCHE	1313211021035	000108101	METHYL ISOBUTYL KETONE	TRI	2013	ISLAND CAN CARRIBEAN INC	PR-28, CORNER PR-05 LUCHETTI INDUSTRIAL PARK	BAYAMON	BAYAMON	PR	00961			YES	NO	NO	NO								332431						18.414114	-66.144055	090083387										|PRAI:The variable used to calculate proudction satio is : total cans manufactured	NO	PORTIZ@GOYAPR.COM			NO	 	
00632BCRDCSTREE	1313211689118	007783064	HYDROGEN SULFIDE	TRI	2013	BACARDI CORP	RD #165 KM 2.6 INDUSTRIAL AREA	CATANO	CATANO	PR	009626780			YES	NO	NO	NO								312140						18.459668	-66.141	090008855		PRD987381092		PRR00A023	PR0000591			BACARDI CORP	090008855	|FACC:No comments.	NO	ROCARRILLO@BACARDI.COM			NO	 	
00632BCRDCSTREE	1313211687215	000191242	BENZO(G,H,I)PERYLENE	PBT	2013	BACARDI CORP	RD #165 KM 2.6 INDUSTRIAL AREA	CATANO	CATANO	PR	009626780			YES	NO	NO	NO								312140						18.459668	-66.141	090008855		PRD987381092		PRR00A023	PR0000591			BACARDI CORP	090008855	|FACC:No comments.	NO	ROCARRILLO@BACARDI.COM			NO	 	
00632BCRDCSTREE	1313211689106	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2013	BACARDI CORP	RD #165 KM 2.6 INDUSTRIAL AREA	CATANO	CATANO	PR	009626780			YES	NO	NO	NO								312140						18.459668	-66.141	090008855		PRD987381092		PRR00A023	PR0000591			BACARDI CORP	090008855	|FACC:No comments.	NO	ROCARRILLO@BACARDI.COM			NO	 	
00926WTRTRPOBOX	1313211049123	007664417	AMMONIA	TRI	2013	WATER TREATMENT SPECIALIST INC	PR RD 869, KM 2.0 BO PALMAS INDUSTRIAL PARK	CATANO	CATANO	PR	00962			YES	NO	NO	NO								325998						18.433861	-66.149611	090493172										|811AI:The aqua ammonia manufactured is in encloses system, releases are included in the transfer to the POTW.	NO	WATER.TREATMENT@WTSPR.COM			NO	 	
00706BXTRFCARR3	1313211460516	000117817	DI(2-ETHYLHEXYL) PHTHALATE	TRI	2013	FENWAL INTERNATIONAL INC	RD 357 KM 0.8	MARICAO	MARICAO	PR	00606			YES	NO	NO	NO								325412						18.18642	-66.985694											|PRAI:Production that requires this type of material is to be transferred to other site.  |TPRL:Production transfer to other site for that particular activity.	NO	EDDIE.RIVERA@FRESENIUS-KABI.COM			NO	 	
00754LNCMNURBAP	1313211245980	000075092	DICHLOROMETHANE	TRI	2013	LANCO MANUFACTURING CORP	URB.APONTE #5	SAN LORENZO	SAN LORENZO	PR	00754			YES	NO	NO	NO								325510	325520					18.193248	-65.94819	090469834										|PRAI: The variable used to calculate production ratio is: Gallons Used. The variable used to calculate production ratio is: Gallons Used.	NO	JPGAZTAMBIDE@LANCOPAINTS.COM			NO	 	
00754LNCMNURBAP	1313211246018	000110543	N-HEXANE	TRI	2013	LANCO MANUFACTURING CORP	URB.APONTE #5	SAN LORENZO	SAN LORENZO	PR	00754			YES	NO	NO	NO								325510	325520					18.193248	-65.94819	090469834										|PRAI: The variable used to calculate production ratio is: Gallons Used.	NO	JPGAZTAMBIDE@LANCOPAINTS.COM			NO	 	
