TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
96707CHVRN91480	1307205846710	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			NO	
96707CHVRN91480	1307205846722	000106990	1,3-BUTADIENE	TRI	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			NO	
96707CHVRN91480	1307205846734	007664417	AMMONIA	TRI	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			NO	
96707CHVRN91480	1307205846746	000071432	BENZENE	TRI	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			NO	
96707CHVRN91480	1307205846759	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			NO	
96707CHVRN91480	1307205846761	000110827	CYCLOHEXANE	TRI	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			NO	
96707CHVRN91480	1307205846773	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams	5	0	2	1	0	1	2	2	2	15	0	65	2	2	1	0	0	2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			NO	
96707CHVRN91480	1307205846785	000100414	ETHYLBENZENE	TRI	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			NO	
96707CHVRN91480	1307205846797	000074851	ETHYLENE	TRI	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			NO	
96707CHVRN91480	1307205846809	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			NO	
96707CHVRN91480	1307205846811	N458	MERCURY COMPOUNDS	PBT	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			YES	
96707CHVRN91480	1307205846823	000110543	N-HEXANE	TRI	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			NO	
96707CHVRN91480	1307205846835	000091203	NAPHTHALENE	TRI	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			NO	
96707CHVRN91480	1307205846847	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			NO	
96707CHVRN91480	1307205846850	000115071	PROPYLENE	TRI	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			NO	
96707CHVRN91480	1307205846862	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			NO	
96707CHVRN91480	1307205846874	000127184	TETRACHLOROETHYLENE	TRI	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			NO	
96707CHVRN91480	1307205846886	000108883	TOLUENE	TRI	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			NO	
96707CHVRN91480	1307205846898	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			YES	
96707CHVRN91480	1307205846900	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			NO	
96707CHVRN91480	1307205846912	N511	NITRATE COMPOUNDS	TRI	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			NO	
96707CHVRN91480	1307205846924	000067561	METHANOL	TRI	Pounds																		2007	NO	CHEVRON PRODUCTS CO - HAW AII REFINERY	91-480 MALAKOLE ST	KAPOLEI	HONOLULU	HI	967071807	YES	NO	NO	NO														21.313495	-158.11379	009140559								CHEVRON CORP	001382555	0														NO	ALCHEE@CHEVRON.COM			NO	
96707KLLCG91111	1307205403621	007439976	MERCURY	PBT	Pounds																		2007	NO	KALAELOA COGENERATION PLANT	91-111 KALAELOA BLVD	KAPOLEI	HONOLULU	HI	96707	YES	NO	NO	NO														21.333483	-158.089874	784472300								KALAELOA PARTNERS L.P.	784472300	0														NO	HANSTOBLER@AOL.COM			YES	
96707KLLCG91111	1307205413420	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	KALAELOA COGENERATION PLANT	91-111 KALAELOA BLVD	KAPOLEI	HONOLULU	HI	96707	YES	NO	NO	NO														21.333483	-158.089874	784472300								KALAELOA PARTNERS L.P.	784472300	0														NO	HANSTOBLER@AOL.COM	RR4		YES	
96707KLLCG91111	1307205413444	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	KALAELOA COGENERATION PLANT	91-111 KALAELOA BLVD	KAPOLEI	HONOLULU	HI	96707	YES	NO	NO	NO														21.333483	-158.089874	784472300								KALAELOA PARTNERS L.P.	784472300	0														NO	HANSTOBLER@AOL.COM	RR4		NO	
96707SHWNC91086	1307205541473	007664417	AMMONIA	TRI	Pounds																		2007	NO	AES HAWAII INC.	91-086 KAOMI LOOP	KAPOLEI	HONOLULU	HI	96707	YES	NO	NO	NO														21.306111	-158.10805	031835064								AES CORP.	043857812	0														NO	NA			NO	
96707SHWNC91086	1307205541485	N040	BARIUM COMPOUNDS	TRI	Pounds																		2007	NO	AES HAWAII INC.	91-086 KAOMI LOOP	KAPOLEI	HONOLULU	HI	96707	YES	NO	NO	NO														21.306111	-158.10805	031835064								AES CORP.	043857812	0														NO	NA			YES	
96707SHWNC91086	1307205541497	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams	20.8	5.1	5.8	.8	.8	2.5	0	.2	.2	12.7	9.3	30.4	.4	4.3	0	6.4	.3	2007	NO	AES HAWAII INC.	91-086 KAOMI LOOP	KAPOLEI	HONOLULU	HI	96707	YES	NO	NO	NO														21.306111	-158.10805	031835064								AES CORP.	043857812	0														NO	NA			NO	
96707SHWNC91086	1307205541509	N458	MERCURY COMPOUNDS	PBT	Pounds																		2007	NO	AES HAWAII INC.	91-086 KAOMI LOOP	KAPOLEI	HONOLULU	HI	96707	YES	NO	NO	NO														21.306111	-158.10805	031835064								AES CORP.	043857812	0														NO	NA			YES	
96707SHWNC91086	1307205541511	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	AES HAWAII INC.	91-086 KAOMI LOOP	KAPOLEI	HONOLULU	HI	96707	YES	NO	NO	NO														21.306111	-158.10805	031835064								AES CORP.	043857812	0														NO	NA			YES	
96707SHWNC91086	1307205541523	N982	ZINC COMPOUNDS	TRI	Pounds																		2007	NO	AES HAWAII INC.	91-086 KAOMI LOOP	KAPOLEI	HONOLULU	HI	96707	YES	NO	NO	NO														21.306111	-158.10805	031835064								AES CORP.	043857812	0														NO	NA			YES	
96707SHWNC91086	1307205541535	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2007	NO	AES HAWAII INC.	91-086 KAOMI LOOP	KAPOLEI	HONOLULU	HI	96707	YES	NO	NO	NO														21.306111	-158.10805	031835064								AES CORP.	043857812	0														NO	NA			YES	
96727HMKNR45300	1307205951395	007664417	AMMONIA	TRI	Pounds																		2007	NO	HAMAKUA PARTNERS  AMAKUA ENERGY PLANT	45-300 LEHUA ST	HONOKAA	HAWAII	HI	96727	YES	NO	NO	NO														20.094083	-155.47102	006996177								HAMAKUA ENERGY PARTNERS LP		0														NO	LKAFCHINSKI@HAMAKUAENERGY.COM			NO	
96727HMKNR45300	1307205951407	000071432	BENZENE	TRI	Pounds																		2007	NO	HAMAKUA PARTNERS  AMAKUA ENERGY PLANT	45-300 LEHUA ST	HONOKAA	HAWAII	HI	96727	YES	NO	NO	NO														20.094083	-155.47102	006996177								HAMAKUA ENERGY PARTNERS LP		0														NO	LKAFCHINSKI@HAMAKUAENERGY.COM			NO	
96727HMKNR45300	1307205951419	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams																		2007	NO	HAMAKUA PARTNERS  AMAKUA ENERGY PLANT	45-300 LEHUA ST	HONOKAA	HAWAII	HI	96727	YES	NO	NO	NO														20.094083	-155.47102	006996177								HAMAKUA ENERGY PARTNERS LP		0														NO	LKAFCHINSKI@HAMAKUAENERGY.COM			NO	
96727HMKNR45300	1307205951421	000100414	ETHYLBENZENE	TRI	Pounds																		2007	NO	HAMAKUA PARTNERS  AMAKUA ENERGY PLANT	45-300 LEHUA ST	HONOKAA	HAWAII	HI	96727	YES	NO	NO	NO														20.094083	-155.47102	006996177								HAMAKUA ENERGY PARTNERS LP		0														NO	LKAFCHINSKI@HAMAKUAENERGY.COM			NO	
96727HMKNR45300	1307205951433	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	HAMAKUA PARTNERS  AMAKUA ENERGY PLANT	45-300 LEHUA ST	HONOKAA	HAWAII	HI	96727	YES	NO	NO	NO														20.094083	-155.47102	006996177								HAMAKUA ENERGY PARTNERS LP		0														NO	LKAFCHINSKI@HAMAKUAENERGY.COM			NO	
96727HMKNR45300	1307205951445	000110543	N-HEXANE	TRI	Pounds																		2007	NO	HAMAKUA PARTNERS  AMAKUA ENERGY PLANT	45-300 LEHUA ST	HONOKAA	HAWAII	HI	96727	YES	NO	NO	NO														20.094083	-155.47102	006996177								HAMAKUA ENERGY PARTNERS LP		0														NO	LKAFCHINSKI@HAMAKUAENERGY.COM			NO	
96727HMKNR45300	1307205951458	000091203	NAPHTHALENE	TRI	Pounds																		2007	NO	HAMAKUA PARTNERS  AMAKUA ENERGY PLANT	45-300 LEHUA ST	HONOKAA	HAWAII	HI	96727	YES	NO	NO	NO														20.094083	-155.47102	006996177								HAMAKUA ENERGY PARTNERS LP		0														NO	LKAFCHINSKI@HAMAKUAENERGY.COM			NO	
96727HMKNR45300	1307205951460	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	HAMAKUA PARTNERS  AMAKUA ENERGY PLANT	45-300 LEHUA ST	HONOKAA	HAWAII	HI	96727	YES	NO	NO	NO														20.094083	-155.47102	006996177								HAMAKUA ENERGY PARTNERS LP		0														NO	LKAFCHINSKI@HAMAKUAENERGY.COM			NO	
96727HMKNR45300	1307205951472	000108883	TOLUENE	TRI	Pounds																		2007	NO	HAMAKUA PARTNERS  AMAKUA ENERGY PLANT	45-300 LEHUA ST	HONOKAA	HAWAII	HI	96727	YES	NO	NO	NO														20.094083	-155.47102	006996177								HAMAKUA ENERGY PARTNERS LP		0														NO	LKAFCHINSKI@HAMAKUAENERGY.COM			NO	
96727HMKNR45300	1307205951484	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	HAMAKUA PARTNERS  AMAKUA ENERGY PLANT	45-300 LEHUA ST	HONOKAA	HAWAII	HI	96727	YES	NO	NO	NO														20.094083	-155.47102	006996177								HAMAKUA ENERGY PARTNERS LP		0														NO	LKAFCHINSKI@HAMAKUAENERGY.COM			NO	
96749PNGNRPUNAM	1307206018893	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	HAWAII ELECTRIC LIGHT CO INC PUNA GENERATING STATION	PUNA MILL RD	KEAAU	HAWAII	HI	96749	YES	NO	NO	NO														19.634167	-155.031666	797422870								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96749PNGNRPUNAM	1307206018905	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams	6.58	0	2.71	1.99	0	0	1.71	1.8	1.62	0	67.63	3.61	3.43	2.16	2.16	3.16	1.44	2007	NO	HAWAII ELECTRIC LIGHT CO INC PUNA GENERATING STATION	PUNA MILL RD	KEAAU	HAWAII	HI	96749	YES	NO	NO	NO														19.634167	-155.031666	797422870								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96749PNGNRPUNAM	1307206018931	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	HAWAII ELECTRIC LIGHT CO INC PUNA GENERATING STATION	PUNA MILL RD	KEAAU	HAWAII	HI	96749	YES	NO	NO	NO														19.634167	-155.031666	797422870								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96749PNGNRPUNAM	1307206018956	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	HAWAII ELECTRIC LIGHT CO INC PUNA GENERATING STATION	PUNA MILL RD	KEAAU	HAWAII	HI	96749	YES	NO	NO	NO														19.634167	-155.031666	797422870								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96792KHGNR89900	1307206010631	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	HAWAIIAN ELECTRIC CO INC KAHE GENERATING STATION	92-200 FARRINGTON HWY	KAPOLEI	HONOLULU	HI	96707	YES	NO	NO	NO														21.357417	-158.129694	006926927								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96792KHGNR89900	1307206010643	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams	6.58	0	2.71	1.99	0	0	1.71	1.8	1.62	0	67.63	3.61	3.43	2.16	2.16	3.16	1.44	2007	NO	HAWAIIAN ELECTRIC CO INC KAHE GENERATING STATION	92-200 FARRINGTON HWY	KAPOLEI	HONOLULU	HI	96707	YES	NO	NO	NO														21.357417	-158.129694	006926927								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96792KHGNR89900	1307206010656	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	HAWAIIAN ELECTRIC CO INC KAHE GENERATING STATION	92-200 FARRINGTON HWY	KAPOLEI	HONOLULU	HI	96707	YES	NO	NO	NO														21.357417	-158.129694	006926927								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96792KHGNR89900	1307206010668	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	HAWAIIAN ELECTRIC CO INC KAHE GENERATING STATION	92-200 FARRINGTON HWY	KAPOLEI	HONOLULU	HI	96707	YES	NO	NO	NO														21.357417	-158.129694	006926927								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			YES	
96792KHGNR89900	1307206010670	N458	MERCURY COMPOUNDS	PBT	Pounds																		2007	NO	HAWAIIAN ELECTRIC CO INC KAHE GENERATING STATION	92-200 FARRINGTON HWY	KAPOLEI	HONOLULU	HI	96707	YES	NO	NO	NO														21.357417	-158.129694	006926927								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			YES	
96792KHGNR89900	1307206010682	N495	NICKEL COMPOUNDS	TRI	Pounds																		2007	NO	HAWAIIAN ELECTRIC CO INC KAHE GENERATING STATION	92-200 FARRINGTON HWY	KAPOLEI	HONOLULU	HI	96707	YES	NO	NO	NO														21.357417	-158.129694	006926927								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			YES	
96792KHGNR89900	1307206010706	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	HAWAIIAN ELECTRIC CO INC KAHE GENERATING STATION	92-200 FARRINGTON HWY	KAPOLEI	HONOLULU	HI	96707	YES	NO	NO	NO														21.357417	-158.129694	006926927								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96792KHGNR89900	1307206010718	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	HAWAIIAN ELECTRIC CO INC KAHE GENERATING STATION	92-200 FARRINGTON HWY	KAPOLEI	HONOLULU	HI	96707	YES	NO	NO	NO														21.357417	-158.129694	006926927								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96819HFFCR321AL	1307205615659	000071432	BENZENE	TRI	Pounds																		2007	NO	HFFC AIRPORT FUEL FARM	3201 AOLELE ST	HONOLULU	HONOLULU	HI	96819	YES	NO	NO	NO														21.333132	-157.913242	062901624										0														NO	RON.BARRINGER@ASIG.COM			NO	
96819HFFCR321AL	1307205615685	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2007	NO	HFFC AIRPORT FUEL FARM	3201 AOLELE ST	HONOLULU	HONOLULU	HI	96819	YES	NO	NO	NO														21.333132	-157.913242	062901624										0														NO	RON.BARRINGER@ASIG.COM			NO	
96819HFFCR321AL	1307205615709	000110827	CYCLOHEXANE	TRI	Pounds																		2007	NO	HFFC AIRPORT FUEL FARM	3201 AOLELE ST	HONOLULU	HONOLULU	HI	96819	YES	NO	NO	NO														21.333132	-157.913242	062901624										0														NO	RON.BARRINGER@ASIG.COM			NO	
