TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
12979YRSTL64MAP	1313211104070	000075092	DICHLOROMETHANE	TRI	2013	WYETH	64 MAPLE ST	ROUSES POINT	CLINTON	NY	12979			YES	NO	NO	NO								325412						44.989024	-73.371118									PFIZER INC	113480771	|PRAI:Decrease due to fewer number of PAL2 and Glatt1 batches in 2013.|TARL:DQA disregarded.|TOTRL:DQA disregarded.|TPRL:DQA disregarded.	NO	MARK.MCCULLOUGH@PFIZER.COM			NO	 	
13602SRMYFHQ10T	1313211310596	007439921	LEAD	TRI	2013	US ARMY FORT DRUM	10000 10TH MOUNTAIN DIV DR	FORT DRUM	JEFFERSON	NY	136025000			NO	YES	YES	NO								928110						44.044963	-75.776548									US DEPARTMENT OF DEFENSE		|PRAI:No discernable changes to Garrison's Cantonment operations/functions.	YES	JULIE.A.CUPERNALL.CIV@MAIL.MIL			YES	 	
13602SRMYFHQ10T	1313211310608	007440508	COPPER	TRI	2013	US ARMY FORT DRUM	10000 10TH MOUNTAIN DIV DR	FORT DRUM	JEFFERSON	NY	136025000			NO	YES	YES	NO								928110						44.044963	-75.776548									US DEPARTMENT OF DEFENSE		TRI chemical uses and/or releases depend upon the training needs of soldiers.|PRAI:Index: CY2013 Copper Otherwise Use / CY2012 Copper Otherwise Use or 1.24 = 91,533lbs / 73,589lbs.	YES	JULIE.A.CUPERNALL.CIV@MAIL.MIL			YES	 	
13602SRMYFHQ10T	1313211310610	N420	LEAD COMPOUNDS	PBT	2013	US ARMY FORT DRUM	10000 10TH MOUNTAIN DIV DR	FORT DRUM	JEFFERSON	NY	136025000			NO	YES	YES	NO								928110						44.044963	-75.776548									US DEPARTMENT OF DEFENSE		TRI chemical uses and/or releases depend upon the training needs of soldiers.|PRAI:Index: CY2013 Lead Compounds Otherwise Use / CY2012 Lead Compounds Otherwise Use or 0.86 = 52,169.5 lbs / 60,989.2lbs.	YES	JULIE.A.CUPERNALL.CIV@MAIL.MIL			YES	 	
13602SRMYFHQ10T	1313211310622	000055630	NITROGLYCERIN	TRI	2013	US ARMY FORT DRUM	10000 10TH MOUNTAIN DIV DR	FORT DRUM	JEFFERSON	NY	136025000			NO	YES	YES	NO								928110						44.044963	-75.776548									US DEPARTMENT OF DEFENSE		TRI chemical uses and/or releases depend upon the training needs of soldiers.|PRAI:Index: CY2013 Nitroglycerin Otherwise Use / CY2012 Nitroglycerin Otherwise Use or 0.74 =  25,979lbs / 35,070lbs.	YES	JULIE.A.CUPERNALL.CIV@MAIL.MIL			NO	 	
14443CRSMNRT520	1313210923076	007440224	SILVER	TRI	2013	CROSMAN CORP	RT 5 & 20	BLOOMFIELD	ONTARIO	NY	14469			YES	NO	NO	NO								332992	332994					42.897003	-77.454492	001237254										|PRAI:gun production and BB production	NO	GTHOMS@CROSMAN.COM			YES	 	
14443CRSMNRT520	1313210923052	007439965	MANGANESE	TRI	2013	CROSMAN CORP	RT 5 & 20	BLOOMFIELD	ONTARIO	NY	14469			YES	NO	NO	NO								332992	332994					42.897003	-77.454492	001237254										|PRAI:gun production	NO	GTHOMS@CROSMAN.COM			YES	 	
14443CRSMNRT520	1313210923013	007440473	CHROMIUM	TRI	2013	CROSMAN CORP	RT 5 & 20	BLOOMFIELD	ONTARIO	NY	14469			YES	NO	NO	NO								332992	332994					42.897003	-77.454492	001237254										|PRAI:CO2 powerlets produced	NO	GTHOMS@CROSMAN.COM			YES	 	
14443CRSMNRT520	1313210923037	007440508	COPPER	TRI	2013	CROSMAN CORP	RT 5 & 20	BLOOMFIELD	ONTARIO	NY	14469			YES	NO	NO	NO								332992	332994					42.897003	-77.454492	001237254										|PRAI:Air Gun Production|TOTRL:variation in data is due to different metals chosen to be used by manufacturing engineers	NO	GTHOMS@CROSMAN.COM			YES	 	
14443CRSMNRT520	1313210923049	007439921	LEAD	TRI	2013	CROSMAN CORP	RT 5 & 20	BLOOMFIELD	ONTARIO	NY	14469			YES	NO	NO	NO								332992	332994					42.897003	-77.454492	001237254										|PRAI:lead pellet production	NO	GTHOMS@CROSMAN.COM			YES	 	
