TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
13357DPNTRCLARK	1313211353382	007632000	SODIUM NITRITE	TRI	Pounds																		2013	NO	REMINGTON ARMS CO INC	CLARK ST	ILION	HERKIMER	NY	13357			YES	NO	NO	NO								332994						43.013726	-75.034048	001453216								REMINGTON ARMS CO INC	001453216	150	O 	HERKIMER COUNTY WWTP	106 WEST MAIN STREET	MOHAWK	NY	HERKIMER	13407							NO	STEVEN.TAYLOR@REMINGTON.COM			YES	 	
13357DPNTRCLARK	1313211353370	N511	NITRATE COMPOUNDS	TRI	Pounds																		2013	NO	REMINGTON ARMS CO INC	CLARK ST	ILION	HERKIMER	NY	13357			YES	NO	NO	NO								332994						43.013726	-75.034048	001453216								REMINGTON ARMS CO INC	001453216	11000	O 	HERKIMER COUNTY WWTP	106 WEST MAIN STREET	MOHAWK	NY	HERKIMER	13407							NO	STEVEN.TAYLOR@REMINGTON.COM			NO	 	
13357DPNTRCLARK	1313211353368	007439965	MANGANESE	TRI	Pounds																		2013	NO	REMINGTON ARMS CO INC	CLARK ST	ILION	HERKIMER	NY	13357			YES	NO	NO	NO								332994						43.013726	-75.034048	001453216								REMINGTON ARMS CO INC	001453216	25	O 	HERKIMER COUNTY WWTP	106 WEST MAIN STREET	MOHAWK	NY	HERKIMER	13407							NO	STEVEN.TAYLOR@REMINGTON.COM			YES	 	
13357DPNTRCLARK	1313211353356	N420	LEAD COMPOUNDS	PBT	Pounds																		2013	NO	REMINGTON ARMS CO INC	CLARK ST	ILION	HERKIMER	NY	13357			YES	NO	NO	NO								332994						43.013726	-75.034048	001453216								REMINGTON ARMS CO INC	001453216	10	M2	HERKIMER COUNTY WWTP	106 WEST MAIN STREET	MOHAWK	NY	HERKIMER	13407							NO	STEVEN.TAYLOR@REMINGTON.COM			YES	 	
13357DPNTRCLARK	1313211353343	007440508	COPPER	TRI	Pounds																		2013	NO	REMINGTON ARMS CO INC	CLARK ST	ILION	HERKIMER	NY	13357			YES	NO	NO	NO								332994						43.013726	-75.034048	001453216								REMINGTON ARMS CO INC	001453216	42	M2	HERKIMER COUNTY WWTP	106 WEST MAIN STREET	MOHAWK	NY	HERKIMER	13407							NO	STEVEN.TAYLOR@REMINGTON.COM			YES	 	
13357DPNTRCLARK	1313211353331	007440473	CHROMIUM	TRI	Pounds																		2013	NO	REMINGTON ARMS CO INC	CLARK ST	ILION	HERKIMER	NY	13357			YES	NO	NO	NO								332994						43.013726	-75.034048	001453216								REMINGTON ARMS CO INC	001453216	24	M2	HERKIMER COUNTY WWTP	106 WEST MAIN STREET	MOHAWK	NY	HERKIMER	13407							NO	STEVEN.TAYLOR@REMINGTON.COM			YES	 	
12832NRTNCONESE	1313211434434	000108883	TOLUENE	TRI	Pounds																		2013	NO	SAINT-GOBAIN PERFORMANCE PLASTICS	1 SEALANTS PARK	GRANVILLE	WASHINGTON	NY	12832			YES	NO	NO	NO								326199						43.397645	-73.253734	782731848								SAINT-GOBAIN CORP	782731848	6061	C 	PETRO-CHEM PROCESSING GROUP	421 LYCASTE	DETROIT	MI	WAYNE	48214							NO	CHRISTOPHER.J.KLESSE@SAINT-GOBAIN.COM			NO	 	
12832NRTNCONESE	1313211434422	N120	DIISOCYANATES	TRI	Pounds																		2013	NO	SAINT-GOBAIN PERFORMANCE PLASTICS	1 SEALANTS PARK	GRANVILLE	WASHINGTON	NY	12832			YES	NO	NO	NO								326199						43.397645	-73.253734	782731848								SAINT-GOBAIN CORP	782731848	0		NA												NO	CHRISTOPHER.J.KLESSE@SAINT-GOBAIN.COM			NO	 	
11740HZLTLCUBAH	1313211589712	007439921	LEAD	TRI	Pounds																		2013	NO	BAE SYSTEMS	450 PULASKI RD	GREENLAWN	SUFFOLK	NY	11740			YES	NO	NO	NO								334511						40.866134	-73.368727	083489893								BAE SYSTEMS INC	876861790	0		NA												NO	MARIA.FELIX@BAESYSTEMS.COM			YES	 	
12979YRSTL64MAP	1313211104070	000075092	DICHLOROMETHANE	TRI	Pounds																		2013	NO	WYETH	64 MAPLE ST	ROUSES POINT	CLINTON	NY	12979			YES	NO	NO	NO								325412						44.989024	-73.371118									PFIZER INC	113480771	0		NA												NO	MARK.MCCULLOUGH@PFIZER.COM			NO	 	
13617CRNNGROUTE	1313211428521	N420	LEAD COMPOUNDS	PBT	Pounds																		2013	NO	CORNING INC	334 COUNTY RT 16	CANTON	ST LAWRENCE	NY	13617			YES	NO	NO	NO								327212						44.559299	-75.316195	001307735		NYD042352658		NY0085006				CORNING INC	001307735	0		NA												NO	HORVATHSI@CORNING.COM			YES	 	
14733MRCBRMAROC	1313211359005	007440473	CHROMIUM	TRI	Pounds																		2013	NO	SKF AEROENGINE FALCONER	1 MAROCO RD	FALCONER	CHAUTAUQUA	NY	14733			YES	NO	NO	NO								332991						42.121851	-79.173873	199736323								SKF USA INC	002297661	2	M2	ELLICOTT (T) SD#6	GIRTS ROAD	FALCONER	NY	CHAUTAUQUA	14733							NO	CHERYL.L.JOHNSON@SKF.COM			YES	 	
13602SRMYFHQ10T	1313211310622	000055630	NITROGLYCERIN	TRI	Pounds																		2013	NO	US ARMY FORT DRUM	10000 10TH MOUNTAIN DIV DR	FORT DRUM	JEFFERSON	NY	136025000			NO	YES	YES	NO								928110						44.044963	-75.776548									US DEPARTMENT OF DEFENSE		0		NA												YES	JULIE.A.CUPERNALL.CIV@MAIL.MIL			NO	 	
13602SRMYFHQ10T	1313211310610	N420	LEAD COMPOUNDS	PBT	Pounds																		2013	NO	US ARMY FORT DRUM	10000 10TH MOUNTAIN DIV DR	FORT DRUM	JEFFERSON	NY	136025000			NO	YES	YES	NO								928110						44.044963	-75.776548									US DEPARTMENT OF DEFENSE		0		NA												YES	JULIE.A.CUPERNALL.CIV@MAIL.MIL			YES	 	
13602SRMYFHQ10T	1313211310608	007440508	COPPER	TRI	Pounds																		2013	NO	US ARMY FORT DRUM	10000 10TH MOUNTAIN DIV DR	FORT DRUM	JEFFERSON	NY	136025000			NO	YES	YES	NO								928110						44.044963	-75.776548									US DEPARTMENT OF DEFENSE		0		NA												YES	JULIE.A.CUPERNALL.CIV@MAIL.MIL			YES	 	
13602SRMYFHQ10T	1313211310596	007439921	LEAD	TRI	Pounds																		2013	NO	US ARMY FORT DRUM	10000 10TH MOUNTAIN DIV DR	FORT DRUM	JEFFERSON	NY	136025000			NO	YES	YES	NO								928110						44.044963	-75.776548									US DEPARTMENT OF DEFENSE		0		NA												YES	JULIE.A.CUPERNALL.CIV@MAIL.MIL			YES	 	
14845HRDNG3575O	1313211170889	007439921	LEAD	TRI	Pounds																		2013	NO	HARDINGE INC	ONE HARDINGE DR	ELMIRA	CHEMUNG	NY	149011507			YES	NO	NO	NO								333517	333515	333512				42.1398	-76.8225	002204063										0		NA												NO				YES	 	
12498GGRTR7HASB	1313211361934	007439921	LEAD	TRI	Pounds																		2013	NO	AMETEK ROTRON	55 HASBROUCK LN	WOODSTOCK	ULSTER	NY	12498			YES	NO	NO	NO								333412						42.025497	-74.100313	001223692		NYD001223692		NY0086495				AMETEK INC	001345149	0		NA												NO	TELLY.KASSIMIS@AMETEK.COM			YES	 	
1173WBSFCR361SH	1313211270160	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2013	NO	BASF CORP	361 SHEEP PASTURE RD	EAST SETAUKET	SUFFOLK	NY	117333614			YES	NO	NO	NO								325620						40.929237	-73.079732	788535396								BASF CORP	071014385	1022	E1	RECYCLE INC.	20A HARMICH RD	SOUTH PLAINFIELD	NJ	MIDDLESEX	07080							NO	MAUREEN.PAUKERT@BASF.COM			NO	 	
14727MPRCH4520H	1313210967523	007697372	NITRIC ACID	TRI	Pounds																		2013	NO	EMPIRE CHEESE	4520 HASKELL RD	CUBA	ALLEGANY	NY	14727			YES	NO	NO	NO								311513						42.197778	-78.275	018219808								GREAT LAKES CHEESE CO INC	018219808	0		NA												NO	BUTLERD@GREATLAKESCHEESE.COM			NO	 	
14727MPRCH4520H	1313210967511	N511	NITRATE COMPOUNDS	TRI	Pounds																		2013	NO	EMPIRE CHEESE	4520 HASKELL RD	CUBA	ALLEGANY	NY	14727			YES	NO	NO	NO								311513						42.197778	-78.275	018219808								GREAT LAKES CHEESE CO INC	018219808	0		NA												NO	BUTLERD@GREATLAKESCHEESE.COM			NO	 	
12204SRPSS3BRID	1313210986790	007782505	CHLORINE	TRI	Pounds																		2013	NO	SURPASS CHEMICAL CO	3 BRIDGE ST	ALBANY	ALBANY	NY	12204			YES	NO	NO	NO								325998						42.665556	-73.740833									SURPASS CHEMICAL CO INC		0		NA												NO	SKOZAK@SURPASSCHEMICAL.COM			NO	 	
14150CRBRN168CR	1313211465339	007664417	AMMONIA	TRI	Pounds																		2013	NO	SAINT GOBAIN CORP ADVA NCED CERAMICS	168 CREEKSIDE DR	AMHERST	ERIE	NY	142282027			YES	NO	NO	NO								325188						43.031667	-78.815	624611703								SAINT-GOBAIN CORP		8935	M1	TOWN OF AMHERST WASTE WATER	455 TONAWANDA CREEK ROAD	AMHERST	NY	ERIE	14228							NO	BRAD.J.KENNY@SAINT-GOBAIN.COM			NO	 	
14443CRSMNRT520	1313210923076	007440224	SILVER	TRI	Pounds																		2013	NO	CROSMAN CORP	RT 5 & 20	BLOOMFIELD	ONTARIO	NY	14469			YES	NO	NO	NO								332992	332994					42.897003	-77.454492	001237254										5	C 	BLOOMFIELD - V STP	5 ELM STREET	BLOOMFIELD	NY	ONTARIO	144699311							NO	GTHOMS@CROSMAN.COM			YES	 	
