REPORTING YEAR	TRADE SECRET INDICATOR	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	QUANTITY RELEASED PRIOR YEAR	QUANTITY RELEASED CURRENT YEAR	QUANTITY RELEASED FOLLOWING YEAR	QUANTITY RELEASED SECOND FOLLOWING YEAR	ENERGY RECOVERY ONSITE PRIOR YEAR	ENERGY RECOVERY ONSITE CURRENT YEAR	ENERGY RECOVERY ONSITE FOLLOWING YEAR	ENERGY RECOVERY ONSITE SECOND FOLLOWING YEAR	ENERGY RECOVERY OFFSITE PRIOR YEAR	ENERGY RECOVERY OFFSITE CURRENT YEAR	ENERGY RECOVERY OFFSITE FOLLOWING YEAR	ENERGY RECOVERY OFFSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED ONSITE PRIOR YEAR	QUANTITY RECYCLED ONSITE CURRENT YEAR	QUANTITY RECYCLED ONSITE FOLLOWING YEAR	QUANTITY RECYCLED ONSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE PRIOR YEAR	QUANTITY RECYCLED OFFSITE CURRENT YEAR	QUANTITY RECYCLED OFFSITE FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE SECOND FOLLOWING YEAR	QUANTITY TREATED ONSITE PRIOR YEAR	QUANTITY TREATED ONSITE CURRENT YEAR	QUANTITY TREATED ONSITE FOLLOWING YEAR	QUANTITY TREATED ONSITE SECOND FOLLOWING YEAR	QUANTITY TREATED OFFSITE PRIOR YEAR	QUANTITY TREATED OFFSITE CURRENT YEAR	QUANTITY TREATED OFFSITE FOLLOWING YEAR	QUANTITY TREATED OFFSITE SECOND FOLLOWING YEAR	CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	PROD RATIO/ACTIVITY INDEX	FIRST SOURCE REDUCTION ACTIVITY	FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 1	FIRST SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 2	FIRST SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 3	FIRST SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	SECOND SOURCE REDUCTION ACTIVITY	SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 1	SECOND SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 2	SECOND SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 3	SECOND SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	THIRD SOURCE REDUCTION ACTIVITY	THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 1	THIRD SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 2	THIRD SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 3	THIRD SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	FOURTH SOURCE REDUCTION ACTIVITY	FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 1	FOURTH SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 2	FOURTH SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 3	FOURTH SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	ON-SITE LIMITED RELEASE PRIOR YEAR	ON-SITE LIMITED RELEASE CURRENT YEAR	ON-SITE LIMITED RELEASE FOLLOWING YEAR	ON-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	ON-SITE OTHER RELEASE PRIOR YEAR	ON-SITE OTHER RELEASE CURRENT YEAR	ON-SITE OTHER RELEASE FOLLOWING YEAR	ON-SITE OTHER RELEASE SECOND FOLLOWING YEAR	OFF-SITE LIMITED RELEASE PRIOR YEAR	OFF-SITE LIMITED RELEASE CURRENT YEAR	OFF-SITE LIMITED RELEASE FOLLOWING YEAR	OFF-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	OFF-SITE OTHER RELEASE PRIOR YEAR	OFF-SITE OTHER RELEASE CURRENT YEAR	OFF-SITE OTHER RELEASE FOLLOWING YEAR	OFF-SITE OTHER RELEASE SECOND FOLLOWING YEAR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
2011	NO	89445CYNC 9000W	CYANCO CO LLC	5505 CYANCO DR	WINNEMUCCA	HUMBOLDT	NV	894454807	YES	NO	NO	NO								325188						40.563	-117.52	612755959										1311209215262	007664417	AMMONIA	TRI	Pounds																		355.9	373.76	380	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16379053	19759098	19800000	19800000	0	0	0	0		1.21	NA	NA																															0	0	0	0	355.9	373.76	380	390	0	0	0	0	0	0	0	0	NO	GREG.MITCH@CYANCO.COM			NO	 	
2011	NO	89445CYNC 9000W	CYANCO CO LLC	5505 CYANCO DR	WINNEMUCCA	HUMBOLDT	NV	894454807	YES	NO	NO	NO								325188						40.563	-117.52	612755959										1311209215274	N106	CYANIDE COMPOUNDS	TRI	Pounds																		655.988	824.208	910	910	0	0	0	0	0	0	0	0	2605.3	2576.74	2700	2700	0	0	0	0	0	0	0	0	0	0	0	0	88.57	1.21	NA	NA																															0	0	0	0	648.3	820.93	900	900	0	0	0	0	7.688	3.278	10	10	NO	GREG.MITCH@CYANCO.COM			NO	 	
2011	NO	89005FBRGL16450	FIBERGLASS SPECIALTIES INC	1650 FOOTHILL DR  UNIT 602	BOULDER CITY	CLARK	NV	89005	YES	NO	NO	NO								326130						35.97081	-114.85898	063834758								FIBERGLASS SPECIALITIES INC		1311209319476	000100425	STYRENE	TRI	Pounds																		5220	2523	2018	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.48	NA	NA																															0	0	0	0	5220	2523	2018	2500	0	0	0	0	0	0	0	0	NO	MARKFASTOW@YAHOO.COM			NO	 	
2011	NO	89408QBCRP2000E	QG PRINTING CORP	2200 NEWLANDS DR E	FERNLEY	LYON	NV	89408	YES	NO	NO	NO								323111						39.61094	-119.19725	005354480								QUAD GRAPHICS INC	055302756	1311209346586	000108883	TOLUENE	TRI	Pounds																		10877	9963	10000	10000	0	0	0	0	3953	20121	10000	10000	17156788	15081975	16000000	16000000	3738150	4199177	40000000	40000000	0	0	0	0	1380	3402	3000	3000		1.03	NA	NA																															0	0	0	0	10877	9963	10000	10000	0	0	0	0	0	0	0	0	NO	DARRYL.HUCKABY@QG.COM			NO	 	
2011	NO	89408QBCRP2000E	QG PRINTING CORP	2200 NEWLANDS DR E	FERNLEY	LYON	NV	89408	YES	NO	NO	NO								323111						39.61094	-119.19725	005354480								QUAD GRAPHICS INC	055302756	1311209346574	N100	COPPER COMPOUNDS	TRI	Pounds																		8	21	20	20	0	0	0	0	0	0	0	0	0	0	0	0	76268	67163	70000	70000	0	0	0	0	0	0	0	0		.88	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	8	21	20	20	NO	DARRYL.HUCKABY@QG.COM			YES	 	
2011	NO	89408CNTRY2095N	21ST CENTURY ENVIRONMENTAL MANAGEMENT OF NEVADA LLC	2095 NEWLANDS DR E	FERNLEY	LYON	NV	89408	YES	NO	NO	NO								562211						39.61033	-119.20296	248622813								PHILIP SERVICES CORP	248622813	1311209805670	007697372	NITRIC ACID	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68461.44	39707.64	0	0	0	0	0	0		.58	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	CHRISTINE.HILLS@PSCNOW.COM			NO	 	
2011	NO	89408CNTRY2095N	21ST CENTURY ENVIRONMENTAL MANAGEMENT OF NEVADA LLC	2095 NEWLANDS DR E	FERNLEY	LYON	NV	89408	YES	NO	NO	NO								562211						39.61033	-119.20296	248622813								PHILIP SERVICES CORP	248622813	1311209805821	N495	NICKEL COMPOUNDS	TRI	Pounds																		125853.21	70477.79	700000	700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.56	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	125853.21	70477.79	700000	700000	NO	CHRISTINE.HILLS@PSCNOW.COM			YES	 	
2011	NO	89408CNTRY2095N	21ST CENTURY ENVIRONMENTAL MANAGEMENT OF NEVADA LLC	2095 NEWLANDS DR E	FERNLEY	LYON	NV	89408	YES	NO	NO	NO								562211						39.61033	-119.20296	248622813								PHILIP SERVICES CORP	248622813	1311209806001	007439976	MERCURY	PBT	Pounds																		.12	.12	.12	.12	0	0	0	0	0	0	0	0	0	0	0	0	1101.21	3509	3000	3000	0	0	0	0	0	0	0	0		3.18	NA	NA																															0	0	0	0	.12	.12	.12	.12	0	0	0	0	0	0	0	0	NO	CHRISTINE.HILLS@PSCNOW.COM			YES	 	
2011	NO	89408CNTRY2095N	21ST CENTURY ENVIRONMENTAL MANAGEMENT OF NEVADA LLC	2095 NEWLANDS DR E	FERNLEY	LYON	NV	89408	YES	NO	NO	NO								562211						39.61033	-119.20296	248622813								PHILIP SERVICES CORP	248622813	1311209805720	N511	NITRATE COMPOUNDS	TRI	Pounds																		67258.64	39010	50020	50020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.58	NA	NA																															0	0	0	0	25.49	14.78	20	20	67233.15	38995.22	50000	50000	0	0	0	0	NO	CHRISTINE.HILLS@PSCNOW.COM			NO	 	
2011	NO	89408CNTRY2095N	21ST CENTURY ENVIRONMENTAL MANAGEMENT OF NEVADA LLC	2095 NEWLANDS DR E	FERNLEY	LYON	NV	89408	YES	NO	NO	NO								562211						39.61033	-119.20296	248622813								PHILIP SERVICES CORP	248622813	1311209806621	N100	COPPER COMPOUNDS	TRI	Pounds																		17440.07	11747.55	12000	12000	0	0	0	0	0	0	0	0	0	0	0	0	250	250	250	250	0	0	0	0	0	0	0	0		.67	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	17440.07	11747.55	12000	12000	NO	CHRISTINE.HILLS@PSCNOW.COM			YES	 	
