REPORTING YEAR	TRADE SECRET INDICATOR	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	QUANTITY RELEASED PRIOR YEAR	QUANTITY RELEASED CURRENT YEAR	QUANTITY RELEASED FOLLOWING YEAR	QUANTITY RELEASED SECOND FOLLOWING YEAR	ENERGY RECOVERY ONSITE PRIOR YEAR	ENERGY RECOVERY ONSITE CURRENT YEAR	ENERGY RECOVERY ONSITE FOLLOWING YEAR	ENERGY RECOVERY ONSITE SECOND FOLLOWING YEAR	ENERGY RECOVERY OFFSITE PRIOR YEAR	ENERGY RECOVERY OFFSITE CURRENT YEAR	ENERGY RECOVERY OFFSITE FOLLOWING YEAR	ENERGY RECOVERY OFFSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED ONSITE PRIOR YEAR	QUANTITY RECYCLED ONSITE CURRENT YEAR	QUANTITY RECYCLED ONSITE FOLLOWING YEAR	QUANTITY RECYCLED ONSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE PRIOR YEAR	QUANTITY RECYCLED OFFSITE CURRENT YEAR	QUANTITY RECYCLED OFFSITE FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE SECOND FOLLOWING YEAR	QUANTITY TREATED ONSITE PRIOR YEAR	QUANTITY TREATED ONSITE CURRENT YEAR	QUANTITY TREATED ONSITE FOLLOWING YEAR	QUANTITY TREATED ONSITE SECOND FOLLOWING YEAR	QUANTITY TREATED OFFSITE PRIOR YEAR	QUANTITY TREATED OFFSITE CURRENT YEAR	QUANTITY TREATED OFFSITE FOLLOWING YEAR	QUANTITY TREATED OFFSITE SECOND FOLLOWING YEAR	CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	PROD RATIO/ACTIVITY INDEX	FIRST SOURCE REDUCTION ACTIVITY	FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 1	FIRST SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 2	FIRST SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 3	FIRST SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	SECOND SOURCE REDUCTION ACTIVITY	SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 1	SECOND SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 2	SECOND SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 3	SECOND SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	THIRD SOURCE REDUCTION ACTIVITY	THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 1	THIRD SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 2	THIRD SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 3	THIRD SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	FOURTH SOURCE REDUCTION ACTIVITY	FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 1	FOURTH SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 2	FOURTH SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 3	FOURTH SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	ON-SITE LIMITED RELEASE PRIOR YEAR	ON-SITE LIMITED RELEASE CURRENT YEAR	ON-SITE LIMITED RELEASE FOLLOWING YEAR	ON-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	ON-SITE OTHER RELEASE PRIOR YEAR	ON-SITE OTHER RELEASE CURRENT YEAR	ON-SITE OTHER RELEASE FOLLOWING YEAR	ON-SITE OTHER RELEASE SECOND FOLLOWING YEAR	OFF-SITE LIMITED RELEASE PRIOR YEAR	OFF-SITE LIMITED RELEASE CURRENT YEAR	OFF-SITE LIMITED RELEASE FOLLOWING YEAR	OFF-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	OFF-SITE OTHER RELEASE PRIOR YEAR	OFF-SITE OTHER RELEASE CURRENT YEAR	OFF-SITE OTHER RELEASE FOLLOWING YEAR	OFF-SITE OTHER RELEASE SECOND FOLLOWING YEAR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
2011	NO	05468WYTHNGEORG	PBM NUTRITIONALS LLC	147 INDUSTRIAL PARK RD	GEORGIA	FRANKLIN	VT	05468	YES	NO	NO	NO								311514						44.696389	-73.089722	131639775										1311209255948	007697372	NITRIC ACID	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51536	51536	60000	60000	0	0	0	0		.93	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	JOHN.GRIMMER@PERRIGO.COM			NO	 	
2011	NO	05468WYTHNGEORG	PBM NUTRITIONALS LLC	147 INDUSTRIAL PARK RD	GEORGIA	FRANKLIN	VT	05468	YES	NO	NO	NO								311514						44.696389	-73.089722	131639775										1311209255936	N511	NITRATE COMPOUNDS	TRI	Pounds																		969	706	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70765	51536	60000	60000	0	0	0	0		.93	NA	NA																															0	0	0	0	969	706	800	800	0	0	0	0	0	0	0	0	NO	JOHN.GRIMMER@PERRIGO.COM			NO	 	
2011	NO	05488CRGLL100JO	CARGILL INC	149 JONERGIN DR	SWANTON	FRANKLIN	VT	05488	YES	NO	NO	NO								311119						44.929501	-73.129891	006249189								CARGILL INC	006249189	1311209216821	N450	MANGANESE COMPOUNDS	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	WENDEE_J_LARSON@CARGILL.COM			YES	 	
2011	NO	05488CRGLL100JO	CARGILL INC	149 JONERGIN DR	SWANTON	FRANKLIN	VT	05488	YES	NO	NO	NO								311119						44.929501	-73.129891	006249189								CARGILL INC	006249189	1311209216833	N982	ZINC COMPOUNDS	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	WENDEE_J_LARSON@CARGILL.COM			YES	 	
2011	NO	05491HRCLSPANTO	GOODRICH CORP SENSORS & INTEGRATED SYSTEMS	100 PANTON RD	VERGENNES	ADDISON	VT	05491	YES	NO	NO	NO								336413						44.16303	-73.26294	001307594								GOODRICH CORP	004467452	1311209695358	007439921	LEAD	TRI	Pounds																		101.9	125.9	129.8	133.7	0	0	0	0	0	0	0	0	0	0	0	0	0	857.7	883.4	910	0	0	0	0	0	0	0	0		1.05	NA	NA																															0	0	0	0	3.9	3.9	4.1	4.2	0	0	0	0	98	122	125.7	129.5	NO	HEATHER.BANKS@GOODRICH.COM			YES	 	
2011	NO	05446HZLTT217LA	HAZELETT STRIP CASTING CORP	135 W LAKESHORE DR	COLCHESTER	CHITTENDEN	VT	05446	YES	NO	NO	NO								333298						44.54572	-73.21844	019141092										1311209408842	007440020	NICKEL	TRI	Pounds																		0	39	33	27	0	0	0	0	0	0	0	0	0	0	0	0	0	2199	1759	1407	0	0	0	0	0	0	0	0		1.09	NA	NA																															0	0	0	0	0	5	5	4	0	28	23	18	0	6	5	5	NO	PETERRO@HAZELETT.COM			YES	 	
2011	NO	05446HZLTT217LA	HAZELETT STRIP CASTING CORP	135 W LAKESHORE DR	COLCHESTER	CHITTENDEN	VT	05446	YES	NO	NO	NO								333298						44.54572	-73.21844	019141092										1311209408828	007440473	CHROMIUM	TRI	Pounds																		38	53	43	35	0	0	0	0	0	0	0	0	0	0	0	0	7646	4123	3298	2639	0	0	0	0	0	0	0	0		1.09	NA	NA																															0	0	0	0	5	5	5	5	4	39	31	25	29	9	7	5	NO	PETERRO@HAZELETT.COM			YES	 	
2011	NO	05446HZLTT217LA	HAZELETT STRIP CASTING CORP	135 W LAKESHORE DR	COLCHESTER	CHITTENDEN	VT	05446	YES	NO	NO	NO								333298						44.54572	-73.21844	019141092										1311209408830	007440508	COPPER	TRI	Pounds																		184	142	114	92	0	0	0	0	0	0	0	0	0	0	0	0	42450	41960	33568	26854	0	0	0	0	0	0	0	0		1.09	NA	NA																															0	0	0	0	5	5	5	5	159	110	88	70	20	27	21	17	NO	PETERRO@HAZELETT.COM			YES	 	
2011	NO	05250MCKML79EAR	MACK MOLDING CO	79 E ARLINGTON RD	ARLINGTON	BENNINGTON	VT	05250	YES	NO	NO	NO								326199						43.07181	-73.15339	002068096								MACK GROUP	050227250	1311209298621	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		285	285	285	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	NA	NA																															0	0	0	0	285	285	285	285	0	0	0	0	0	0	0	0	NO	EEE@MACK.COM			NO	 	
2011	NO	05759GNRLL16WIN	GE AVIATION PLANT 2	270 WINDCREST RD	NORTH CLARENDON	RUTLAND	VT	057599533	YES	NO	NO	NO								336412	333611					43.576873	-72.959048	001367960								GENERAL ELECTRIC CO (GE CO)	001367960	1311209408285	N511	NITRATE COMPOUNDS	TRI	Pounds																		0	1030	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43730	44000	44000		1.02	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	1030	1000	1000	NO	PAUL.BENDER@GE.COM			NO	 	
2011	NO	05759GNRLL16WIN	GE AVIATION PLANT 2	270 WINDCREST RD	NORTH CLARENDON	RUTLAND	VT	057599533	YES	NO	NO	NO								336412	333611					43.576873	-72.959048	001367960								GENERAL ELECTRIC CO (GE CO)	001367960	1311209408273	007440020	NICKEL	TRI	Pounds																		0	26680.4	27005	27005	0	0	0	0	0	0	0	0	0	0	0	0	7000	93550	93000	93000	0	0	0	0	0	0	0	0		1.02	NA	NA																															0	0	0	0	0	5	5	5	0	0	0	0	0	26675.4	27000	27000	NO	PAUL.BENDER@GE.COM			YES	 	
