TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
53520WDBRDTENEY	1311209046655	000111422	DIETHANOLAMINE	TRI	2011	WOODBRIDGE CORP	W1901 TEN EYCK RD	BRODHEAD	GREEN	WI	53520	YES	NO	NO	NO								326150						42.607778	-89.388333	114115942								WOODBRIDGE HOLDINGS INC	161659883	THE FACILITY CEASED PRODUCTION OPERATIONS DEC. 31, 2011.	NO	SHAYNE_MAY@WOODBRIDGEGROUP.COM			NO	 	
53520WDBRDTENEY	1311209046667	N120	DIISOCYANATES	TRI	2011	WOODBRIDGE CORP	W1901 TEN EYCK RD	BRODHEAD	GREEN	WI	53520	YES	NO	NO	NO								326150						42.607778	-89.388333	114115942								WOODBRIDGE HOLDINGS INC	161659883	THE FACILITY CEASED PRODUCTION OPERATIONS DEC. 31, 2011.	NO	SHAYNE_MAY@WOODBRIDGEGROUP.COM			NO	 	
54241HMLTN13161	1311209073117	007440508	COPPER	TRI	2011	FISHER HAMILTON LLC	1316 18TH ST	TWO RIVERS	MANITOWOC	WI	54241	YES	NO	NO	NO								337212						44.149707	-87.566863	028844321								THERMO FISHER SCIENTIFIC INC	001408673	FACILITY WILL CLOSE DEC 2012	NO	KRIS.SITTERLE@THERMOFISHER.COM			YES	 	
54241HMLTN13161	1311209073105	007440473	CHROMIUM	TRI	2011	FISHER HAMILTON LLC	1316 18TH ST	TWO RIVERS	MANITOWOC	WI	54241	YES	NO	NO	NO								337212						44.149707	-87.566863	028844321								THERMO FISHER SCIENTIFIC INC	001408673	FACILITY WILL BE CLOSED DECEMBER 2012.	NO	KRIS.SITTERLE@THERMOFISHER.COM			YES	 	
54813WSCNSNORTH	1311209794256	007439965	MANGANESE	TRI	2011	WISCONSIN STRUCTURAL STEEL CO	N HWY 63	BARRONETT	BARRON	WI	548130038	YES	NO	NO	NO								332312						45.6396	-91.99273	157585514								API GROUP INC	035854939	-W58:CHANGED WELDING PROCESS FROM FCAW TO GMAW WHICH RESULTED LOWER MANGANESE EMISSIONS.	NO	MATT.ROVNAK@LEJEUNESTEEL.US			YES	 	
53051ZNTHSW156N	1311209268059	007664417	AMMONIA	TRI	2011	GKN SINTER METALS	W156 N9305 TIPP ST	MENOMONEE FALLS	WAUKESHA	WI	53051	YES	NO	NO	NO								332117						43.186111	-88.103889	006423594								GKN NA INC	006423594	ELIMATED THE USE OF AMMONIA IN THE PROCESS-W58:ELIMINATED USING AMMONIA	NO	TERRY.KROENING@GKLNSINTERMETALS.COM			NO	 	
54952WSCNS3RDAN	1311209268667	007664417	AMMONIA	TRI	2011	SCA TISSUE NA LLC MENASHA PAPER MILL	190 THIRD ST	MENASHA	WINNEBAGO	WI	54952	YES	NO	NO	NO								322121						44.206806	-88.460944	005694349								SCA TISSUE NA INC	005694349	WE ALSO FOUND THAT THE LOADINGS TO OUR WASTEWATER TREATMENT PLANT INCREASED DURING THE APPLICATION OF WET STRENGTH TO OUR TOWELING GRADES.  THIS WET STRENGTH CONTAINED RESIDUAL NITROGEN SO WITH THE INCREASED MONITORING, WE WERE ABLE TO FINE TUNE THAT AMOUNT OF NITROGEN THAT WE NEEDED EACH DAY.-T05:STARTED TESTING TOTAL INORGANIC NITROGEN IN VARIOUS AREAS THROUGHOUT THE WWTP;T10:PURCHASED A DR3900 FROM THE HACH COMPANY TO HELP US MONITOR RESIDUAL NITROGEN FROM THE AMMONIA;T10:INSTALLED A NEW PUMP WITH BETTER FLOW CONTROL;T05:MAINTENANCE WORKED WITH VENDOR FOR A BETTER PUMP TO FEED AMMONIA	NO	PAUL.L.JONSON@SCA.COM			NO	 	
54611WSCNSROUTE	1311209093766	N420	LEAD COMPOUNDS	PBT	2011	FOREMOST FARMS USA	W12215 COUNTY RD FF	ALMA CENTER	JACKSON	WI	54611	YES	NO	NO	NO								311513						44.392997	-90.923995	877549923								FOREMOST FARMS USA COOPERATIVE	877549923	-W42:USED MORE NATURAL GAS FOR BOILER;T11:OPERATIONAL CHANGE DUE TO DOWNTIME ON WOOD FIRE BOILER	NO	JIM.WITTENBERGER@FOREMOSTFARMS.COM			YES	 	
54611WSCNSROUTE	1311209791654	007697372	NITRIC ACID	TRI	2011	FOREMOST FARMS USA	W12215 COUNTY RD FF	ALMA CENTER	JACKSON	WI	54611	YES	NO	NO	NO								311513						44.392997	-90.923995	877549923								FOREMOST FARMS USA COOPERATIVE	877549923	REVISION IS SENT AS THE E MAIL FOR THE PUBLIC CONTACT WAS MISSING FROM ORIGINAL SUBMISSION.	NO	JIM.WITTENBERGER@FOREMOSTFARMS.COM	RR5		NO	 	
53573WSCNS810NE	1311209752258	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2011	SCOT INDUSTRIES INC	810 E NEBRASKA ST	MUSCODA	GRANT	WI	535739178	YES	NO	NO	NO								332813	332811	423510				43.185304	-90.442663	006115182								SCOT INDUSTRIES INC	006115182	-W49:SLIGHTLY CHANGED THE CHEMICAL ADDITIONS OF THE CHROME PLATING BATHS.;W78:EMPHASIZED CLEANING OF TUBES AND BARS BEFORE CHROME PLATING TO FURTHER IMPROVE BOTH PLATING EFFICIENCIES AND LIFE CYCLE OF CHROMIC ACID PLATING BATHS.;T04:PLANT AND ASST. PLANT MANAGERS, PLATING MANAGERS, MAINTENANCE STAFF, AND ENVIRONMENTAL ENGINEER CONSIDERED WAYS TO SAVE MONEY, IMPROVE PROCESSES, AND REDUCE WASTE GENERATION.;W13:INCREASED MAINTENANCE OF CHROME PLATING AND WASTE WATER TREATMENT SYSTEMS.	NO	KHANSEN@SCOTINDUSTRIES.COM			YES	 	
