TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
53177JHNSN83111	1311209363706	N982	ZINC COMPOUNDS	TRI	Pounds																		2011	NO	DIVERSEY INC  - WAXDALE FACILITY	8311 16TH ST	STURTEVANT	RACINE	WI	53177	YES	NO	NO	NO								325611	325612	325998				42.71464	-87.88606	018240817	120762617							DIVERSEY INC A SUBSIDIARY OF SEALED AIR CORP	120762617	48.17	O 	CITY OF RACINE	2101 S WISCONSIN AVE	RACINE	WI	RACINE	53402							NO	KEN.AURICHIO@SEALEDAIR.COM			YES	 	
53177JHNSN83111	1311209363670	000107211	ETHYLENE GLYCOL	TRI	Pounds																		2011	NO	DIVERSEY INC  - WAXDALE FACILITY	8311 16TH ST	STURTEVANT	RACINE	WI	53177	YES	NO	NO	NO								325611	325612	325998				42.71464	-87.88606	018240817	120762617							DIVERSEY INC A SUBSIDIARY OF SEALED AIR CORP	120762617	48.92	O 	CITY OF RACINE	2101 S WISCONSIN AVE	RACINE	WI	RACINE	53402							NO	KEN.AURICHIO@SEALEDAIR.COM			NO	 	
53177JHNSN83111	1311209363668	000111422	DIETHANOLAMINE	TRI	Pounds																		2011	NO	DIVERSEY INC  - WAXDALE FACILITY	8311 16TH ST	STURTEVANT	RACINE	WI	53177	YES	NO	NO	NO								325611	325612	325998				42.71464	-87.88606	018240817	120762617							DIVERSEY INC A SUBSIDIARY OF SEALED AIR CORP	120762617	89.55	O 	CITY OF RACINE	2101 S WISCONSIN AVE	RACINE	WI	RACINE	53402							NO	KEN.AURICHIO@SEALEDAIR.COM			NO	 	
53177JHNSN83111	1311209363656	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2011	NO	DIVERSEY INC  - WAXDALE FACILITY	8311 16TH ST	STURTEVANT	RACINE	WI	53177	YES	NO	NO	NO								325611	325612	325998				42.71464	-87.88606	018240817	120762617							DIVERSEY INC A SUBSIDIARY OF SEALED AIR CORP	120762617	7431.09	O 	CITY OF RACINE	2101 S WISCONSIN AVE	RACINE	WI	RACINE	53402							NO	KEN.AURICHIO@SEALEDAIR.COM			NO	 	
53177JHNSN83111	1311209363694	000067561	METHANOL	TRI	Pounds																		2011	NO	DIVERSEY INC  - WAXDALE FACILITY	8311 16TH ST	STURTEVANT	RACINE	WI	53177	YES	NO	NO	NO								325611	325612	325998				42.71464	-87.88606	018240817	120762617							DIVERSEY INC A SUBSIDIARY OF SEALED AIR CORP	120762617	6.24	O 	CITY OF RACINE	2101 S WISCONSIN AVE	RACINE	WI	RACINE	53402							NO	KEN.AURICHIO@SEALEDAIR.COM			NO	 	
53177JHNSN83111	1311209363643	007664417	AMMONIA	TRI	Pounds																		2011	NO	DIVERSEY INC  - WAXDALE FACILITY	8311 16TH ST	STURTEVANT	RACINE	WI	53177	YES	NO	NO	NO								325611	325612	325998				42.71464	-87.88606	018240817	120762617							DIVERSEY INC A SUBSIDIARY OF SEALED AIR CORP	120762617	348.76	O 	CITY OF RACINE	2101 S WISCONSIN AVE	RACINE	WI	RACINE	53402							NO	KEN.AURICHIO@SEALEDAIR.COM			NO	 	
53177SCJHN2512W	1311209426372	N982	ZINC COMPOUNDS	TRI	Pounds																		2011	NO	SC JOHNSON & SON INC WAXDALE FACILITY	8311 16TH ST	STURTEVANT	RACINE	WI	531771964	YES	NO	NO	NO								325612	325620	325320				42.71464	-87.88606	006091425								SC JOHNSON & SONS INC	006091417	750	O 	BURLINGTON WASTEWATER TREATEMENT FAC	6551 S. PINE STREET	BURLINGTON	WI	RACINE	53105	BURLINGTON WASTEWATER TREATEMENT FAC	6551 S. PINE STREET	BURLINGTON	WI	RACINE	53105	NO	RPSTEWAR@SCJ.COM			YES	 	
53177SCJHN2512W	1311209426372	N982	ZINC COMPOUNDS	TRI	Pounds																		2011	NO	SC JOHNSON & SON INC WAXDALE FACILITY	8311 16TH ST	STURTEVANT	RACINE	WI	531771964	YES	NO	NO	NO								325612	325620	325320				42.71464	-87.88606	006091425								SC JOHNSON & SONS INC	006091417	250	O 	BURLINGTON WASTEWATER TREATEMENT FAC	6551 S. PINE STREET	BURLINGTON	WI	RACINE	53105	BURLINGTON WASTEWATER TREATEMENT FAC	6551 S. PINE STREET	BURLINGTON	WI	RACINE	53105	NO	RPSTEWAR@SCJ.COM			YES	 	
53177SCJHN2512W	1311209426345	000067561	METHANOL	TRI	Pounds																		2011	NO	SC JOHNSON & SON INC WAXDALE FACILITY	8311 16TH ST	STURTEVANT	RACINE	WI	531771964	YES	NO	NO	NO								325612	325620	325320				42.71464	-87.88606	006091425								SC JOHNSON & SONS INC	006091417	250	O 	BURLINGTON WASTEWATER TREATEMENT FAC	6551 S. PINE STREET	BURLINGTON	WI	RACINE	53105	BURLINGTON WASTEWATER TREATEMENT FAC	6551 S. PINE STREET	BURLINGTON	WI	RACINE	53105	NO	RPSTEWAR@SCJ.COM			NO	 	
53177SCJHN2512W	1311209426345	000067561	METHANOL	TRI	Pounds																		2011	NO	SC JOHNSON & SON INC WAXDALE FACILITY	8311 16TH ST	STURTEVANT	RACINE	WI	531771964	YES	NO	NO	NO								325612	325620	325320				42.71464	-87.88606	006091425								SC JOHNSON & SONS INC	006091417	5	O 	BURLINGTON WASTEWATER TREATEMENT FAC	6551 S. PINE STREET	BURLINGTON	WI	RACINE	53105	BURLINGTON WASTEWATER TREATEMENT FAC	6551 S. PINE STREET	BURLINGTON	WI	RACINE	53105	NO	RPSTEWAR@SCJ.COM			NO	 	
