TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
67401GRTPL244NO	1311209792783	007439965	MANGANESE	TRI	2011	GREAT PLAINS MANUFACTURING INC KIPP	244 N HUGH	SALINA	SALINE	KS	67401	YES	NO	NO	NO								333111						38.78568	-97.45529	030612634		KSD104076179		ISH46NP01				GREAT PLAINS MANUFACTURING INC	030612634	THIS CHEMICAL IS A COMPONENT OF OUR STEEL AS AN ALLOY.	NO	MARSHALL.GREENE@GREATPLAINSMFG.COM			YES	 	
67401GRTPL244NO	1311209792769	007439921	LEAD	TRI	2011	GREAT PLAINS MANUFACTURING INC KIPP	244 N HUGH	SALINA	SALINE	KS	67401	YES	NO	NO	NO								333111						38.78568	-97.45529	030612634		KSD104076179		ISH46NP01				GREAT PLAINS MANUFACTURING INC	030612634	THIS CHEMICAL IS A COMPONENT OF OUR STEEL AS AN ALLOY.	NO	MARSHALL.GREENE@GREATPLAINSMFG.COM			YES	 	
67401GRTPL244NO	1311209792795	007440020	NICKEL	TRI	2011	GREAT PLAINS MANUFACTURING INC KIPP	244 N HUGH	SALINA	SALINE	KS	67401	YES	NO	NO	NO								333111						38.78568	-97.45529	030612634		KSD104076179		ISH46NP01				GREAT PLAINS MANUFACTURING INC	030612634	THIS CHEMICAL IS A COMPONENT OF OUR STEEL AS AN ALLOY.	NO	MARSHALL.GREENE@GREATPLAINSMFG.COM			YES	 	
67401GRTPL244NO	1311209792732	007440473	CHROMIUM	TRI	2011	GREAT PLAINS MANUFACTURING INC KIPP	244 N HUGH	SALINA	SALINE	KS	67401	YES	NO	NO	NO								333111						38.78568	-97.45529	030612634		KSD104076179		ISH46NP01				GREAT PLAINS MANUFACTURING INC	030612634	THIS CHEMICAL IS A COMPONENT OF OUR STEEL AS AN ALLOY.	NO	MARSHALL.GREENE@GREATPLAINSMFG.COM			YES	 	
67215BRDLN4420W	1311209213863	N982	ZINC COMPOUNDS	TRI	2011	ISF (DBA INFINITECH SURFACE FINISHING)	4420 W 29TH CIR S	WICHITA	SEDGWICK	KS	67215	YES	NO	NO	NO								332813						37.639505	-97.393714	082468729								INFINITECH SURFACE FINISHING( DBA)		INCREASE PRODUCTION.	NO	KRONCO@ISF.BZ			YES	 	
67220KCHNG4111E	1311209230061	007440508	COPPER	TRI	2011	KOCH-GLITSCH LP	4111 E 37TH ST N BLDG E	WICHITA	SEDGWICK	KS	67220	YES	NO	NO	NO								332313						37.75228	-97.28994	007324916								KOCH INDUSTRIES INC	006944334	WE MAKE PRODUCTS OUT OF SHEET METAL. MOST OF THE CHEMICALS IN THIS REPORT ARE SOLIDS CONTAINED IN OUR SHEET METAL FEEDSTOCK.	NO	MELISSA.COHLMIA@KOCHPS.COM			YES	 	
67220KCHNG4111E	1311209230059	007440473	CHROMIUM	TRI	2011	KOCH-GLITSCH LP	4111 E 37TH ST N BLDG E	WICHITA	SEDGWICK	KS	67220	YES	NO	NO	NO								332313						37.75228	-97.28994	007324916								KOCH INDUSTRIES INC	006944334	WE MAKE PRODUCTS OUT OF SHEET METAL. MOST OF THE CHEMICALS IN THIS REPORT ARE SOLIDS CONTAINED IN OUR SHEET METAL FEEDSTOCK.	NO	MELISSA.COHLMIA@KOCHPS.COM			YES	 	
67220KCHNG4111E	1311209230073	007439965	MANGANESE	TRI	2011	KOCH-GLITSCH LP	4111 E 37TH ST N BLDG E	WICHITA	SEDGWICK	KS	67220	YES	NO	NO	NO								332313						37.75228	-97.28994	007324916								KOCH INDUSTRIES INC	006944334	WE MAKE PRODUCTS OUT OF SHEET METAL. MOST OF THE CHEMICALS IN THIS REPORT ARE SOLIDS CONTAINED IN OUR SHEET METAL FEEDSTOCK.	NO	MELISSA.COHLMIA@KOCHPS.COM			YES	 	
67220KCHNG4111E	1311209230085	007440020	NICKEL	TRI	2011	KOCH-GLITSCH LP	4111 E 37TH ST N BLDG E	WICHITA	SEDGWICK	KS	67220	YES	NO	NO	NO								332313						37.75228	-97.28994	007324916								KOCH INDUSTRIES INC	006944334	WE MAKE PRODUCTS OUT OF SHEET METAL. MOST OF THE CHEMICALS IN THIS REPORT ARE SOLIDS CONTAINED IN OUR SHEET METAL FEEDSTOCK.	NO	MELISSA.COHLMIA@KOCHPS.COM			YES	 	
66032STRCP410NC	1311209307065	000100425	STYRENE	TRI	2011	ASTRO TRUCK COVERS INC	210 S CATALPA ST	GARNETT	ANDERSON	KS	66032	YES	NO	NO	NO								336214						38.282938	-95.221885	054084330										PLEASE BE ADVISED THAT WE HAD A FIRE THAT DESTROYED OUR MAIN PRODUCTION FACILITY 02/08/2011. DAN BENJAMIN PROVIDED A COPY OF THE FORM A REPORT THAT WAS SUBMITTED TO THE KANSAS DIVISION OF EMERGENCY MANAGEMENT AS THE SUMMARY REQUIRED FOR THE INCIDENT AS SPECIFIED ON THE ANNUAL CERTIFICATION FORM. ADDITIONALLY, A VERBAL REPORT OF THE INCIDENT WAS GIVEN TO MARION MASSOTH, DAVID PETER, AND TERRY TAVENER ON 02/10/2011 BY CONFERENCE CALL. OUR OPERATIONS CONTINUED IN OTHER SECTIONS OF THE PROPERTY AT A MINIMUM BUT WERE NOT ABLE TO REACH FULL CAPACITY. WE MOVED THE FACILITY TO OUR NEW LOCATION IN OTTAWA KS AT THE END OF DECEMBER 2011. NOTE: INCLUDED IN THIS REPORT IS THE CALCULATED AMOUNTS RELEASED DUE TO THE FIRE AS PART OF THE NON-POINT AIR EMISSIONS.	NO	TCALLEY@ATCTRUCKCOVERS.COM			NO	 	
