TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
67601CHMPN119RE	1311209418728	000108883	TOLUENE	TRI	Pounds																		2011	NO	CHAMPION TECHNOLOGIES INC	1019 RESERVATION RD	HAYS	ELLIS	KS	67601	YES	NO	NO	NO								424690						38.85853	-99.31481									PERMIAN MUD SERVICE	008024580	0		NA												NO	TIM.RUDER@CHAMP-TECH.COM			NO	 	
67601CHMPN119RE	1311209418716	000067561	METHANOL	TRI	Pounds																		2011	NO	CHAMPION TECHNOLOGIES INC	1019 RESERVATION RD	HAYS	ELLIS	KS	67601	YES	NO	NO	NO								424690						38.85853	-99.31481									PERMIAN MUD SERVICE	008024580	0		NA												NO	TIM.RUDER@CHAMP-TECH.COM			NO	 	
67219NVRSL2824N	1311209187006	N982	ZINC COMPOUNDS	TRI	Pounds																		2011	NO	UNIVERSAL LUBRICANTS LLC	2824 N OHIO	WICHITA	SEDGWICK	KS	67219	YES	NO	NO	NO								324191						37.73499	-97.32414	007236375										0		NA												NO	GREGVS@UNIVERSALLUBES.COM			YES	 	
67219NVRSL2824N	1311209186992	000107211	ETHYLENE GLYCOL	TRI	Pounds																		2011	NO	UNIVERSAL LUBRICANTS LLC	2824 N OHIO	WICHITA	SEDGWICK	KS	67219	YES	NO	NO	NO								324191						37.73499	-97.32414	007236375										0		NA												NO	GREGVS@UNIVERSALLUBES.COM			NO	 	
66111BRTNS901S6	1311209167396	000084742	DIBUTYL PHTHALATE	TRI	Pounds																		2011	NO	BARTON SOLVENTS INC KANSAS CITY	901 S 66TH TERRACE	KANSAS CITY	WYANDOTTE	KS	66111	YES	NO	NO	NO								424690						39.08093	-94.7314	005306717		KSD984969238								0		NA												NO	DAVEC@BARSOL.COM			NO	 	
66111BRTNS901S6	1311209167372	000098828	CUMENE	TRI	Pounds																		2011	NO	BARTON SOLVENTS INC KANSAS CITY	901 S 66TH TERRACE	KANSAS CITY	WYANDOTTE	KS	66111	YES	NO	NO	NO								424690						39.08093	-94.7314	005306717		KSD984969238								0		NA												NO	DAVEC@BARSOL.COM			NO	 	
66111BRTNS901S6	1311209167422	000108101	METHYL ISOBUTYL KETONE	TRI	Pounds																		2011	NO	BARTON SOLVENTS INC KANSAS CITY	901 S 66TH TERRACE	KANSAS CITY	WYANDOTTE	KS	66111	YES	NO	NO	NO								424690						39.08093	-94.7314	005306717		KSD984969238								0		NA												NO	DAVEC@BARSOL.COM			NO	 	
66111BRTNS901S6	1311209167360	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2011	NO	BARTON SOLVENTS INC KANSAS CITY	901 S 66TH TERRACE	KANSAS CITY	WYANDOTTE	KS	66111	YES	NO	NO	NO								424690						39.08093	-94.7314	005306717		KSD984969238								0		NA												NO	DAVEC@BARSOL.COM			NO	 	
66111BRTNS901S6	1311209167461	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2011	NO	BARTON SOLVENTS INC KANSAS CITY	901 S 66TH TERRACE	KANSAS CITY	WYANDOTTE	KS	66111	YES	NO	NO	NO								424690						39.08093	-94.7314	005306717		KSD984969238								0		NA												NO	DAVEC@BARSOL.COM			NO	 	
66111BRTNS901S6	1311209167434	000071363	N-BUTYL ALCOHOL	TRI	Pounds																		2011	NO	BARTON SOLVENTS INC KANSAS CITY	901 S 66TH TERRACE	KANSAS CITY	WYANDOTTE	KS	66111	YES	NO	NO	NO								424690						39.08093	-94.7314	005306717		KSD984969238								0		NA												NO	DAVEC@BARSOL.COM			NO	 	
