TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
19903GNRLMPOBOX	1307205252745	N230	CERTAIN GLYCOL ETHERS	TRI	2007	HIRSH INDUSTRIES INC	1525 MCKEE RD	DOVER	KENT	DE	19904	YES	NO	NO	NO								337214	337124					39.17953	-75.557237	005280078		DED984072280								WE ELIMINATED ONE OF THE COATINGS THAT WAS HIGH IN THESE CHEMICALS BUT USED MORE OF OTHERS THAT CONTAIN THE GLYCO ETHERS DURING CALENDAR YEAR 2007. WE CONSISTENTLY CHALLENGE OUR COATINGS VENDORS TO REDUCE THE LEVELS OF THESE CHEMICALS IN THEIR PRODUCTS.	NO	KEN.MURR@HIRSHINDUSTRIES.COM			NO	
19720MRCNM301PI	1307205701206	007440020	NICKEL	TRI	2007	PRINCE MINERALS INC	301 PIGEON POINT RD	NEW CASTLE	NEW CASTLE	DE	19720	YES	NO	NO	NO								212299						39.705127	-75.531815									PRINCE MINERALS INC.	045136884	MATERIAL IS STORED AND PROCESSED INSIDE BUILDING, THEREFORE EXPOSURE TO STORMWATER IS MINIMAL	NO	PSMART@PRINCEMINERALS.COM			YES	
19801NRMCF500OL	1307205632072	000075092	DICHLOROMETHANE	TRI	2007	NORAMCO INC	500 SWEDES LANDING RD	WILMINGTON	NEW CASTLE	DE	19801	YES	NO	NO	NO								325411						39.736268	-75.541499	057234486								JOHNSON & JOHNSON	001307081	ON MY 29, 2007 AN ACCIDENTAL INCIDENT OCCURED AT THE SITE THAT RESULTED IN THE RELEASE OF ABOUT 960 POUNDS OF METHYLENE CHLORIDE.  THE INCIDENT WAS REPORTED TO THE APPROPRIATE AUTHORITIES AND COORECTIVE ACTIONS HAVE BEEN PUT IN PLACE TO MINMIZE THE CHANCE FOR A RECURRENCE.	NO	BBREDE@NORUS.JNJ.COM			NO	
19973SCJHN100IN	1307205287168	007664417	AMMONIA	TRI	2007	BASF CORP	100 INDUSTRIAL BLVD	SEAFORD	SUSSEX	DE	19973	YES	NO	NO	NO								325998						38.657065	-75.621936	006091417								BASF CORP	071014385	The resin cutting process was modified so that ammonia is added later in the process.  This causes less ammonia to be lost resulting in less emission and decreased use.	NO	STEVEN.DANLEY@BASF.COM			NO	
19703CTSTL4001P	1307205905538	N458	MERCURY COMPOUNDS	PBT	2007	CLAYMONT STEEL	4001 PHILADELPHIA PIKE	CLAYMONT	NEW CASTLE	DE	19703	YES	NO	NO	NO								331221						39.807579	-75.448381	188183891										CLAYMONT STEEL RECYCLES APPROXIMATELY 500,000 TONS PER YEAR OF SCRAP STEEL IN AN ELECTRIC ARC FURNACE (EAF).  THE USEPA IDENTIFIED EAF SHOPS AS SOURCES OF MERCURY EMISSIONS WHICH CAN BE TRACED TO THE SCRAP METAL FEEDSTOCK THAT IS USED TO PRODUCE STEEL.  THE PRIMARY SOURCE OF MERCURY CONTAMINATION IN SCRAP METAL IS FROM MERCURY SWITCHES USED IN AUTOMOBILE HOOD AND TRUNK CONVENIENCE LIGHTING.  WHEN THESE DEVICES ARE NOT REMOVED PRIOR TO CRUSHING AND SHREDDING THE SCRAPPED AUTOMOBILES, THE MERCURY BECOMES ENTRAINED IN THE SCRAP AND VOLATILIZED IN THE MELTING PROCESS.  CLAYMONT STEEL AND OTHER EAF RECYCLERS DO NOT WANT OR RECEIVE ANY BENEFIT FROM MERCURY IN THE SCRAP METAL RECEIVED FROM SUPPLIERS IN THE REGION.    CLAYMONT STEEL REMAINS COMMITTED TO REDUCE MERCURY EMISSIONS FROM THIS FACILITY.  TO THIS END, CLAYMONT STEEL HAS IMPLEMENTED A NUMBER OF SOURCE REDUCTION MEASURES TO REDUCE MERCURY FROM ENTERING THE EAF VIA THE SCRAP METAL FEED.  THESE INITIAL MEASURES ARE PART OF AN OVERALL POLLUTION PREVENTION PROGRAM TO FURTHER REDUCE THE AMOUNT OF MERCURY IN THE EAF FEED AND TO REDUCE MERCURY EMISSIONS.  CLAYMONT STEEL BELIEVES THIS IS THE MOST EXPEDITIOUS AND ENVIRONMENTALLY BENEFICIAL ALTERNATIVE. THE SOURCE REDUCTION MEASURES ARE DISCUSSED BELOW:    NATIONAL VEHICLE MERCURY SWITCH REMOVAL PROGRAM (NVMSRP).   CLAYMONT STEEL JOINED FORCES WITH OTHER MEMBERS OF THE STEEL MANUFACTURERS ASSOCIATION (SMA) AND THE AMERICAN IRON AND STEEL INSTITUTE (AISI) TO ESTABLISH THE NVMSRP.   CLAYMONT STEEL ENTERED INTO THIS AGREEMENT WITH OTHER STEELMAKERS TO FULLY FUND THE NVMSRP OVER A THREE YEAR PERIOD.    FOSTER RELATIONSHIPS WITH SUPPLIERS WHO PARTICIPATE IN THE NVMSRP.  CLAYMONT STEEL WILL CONTINUE TO PURCHASE FROM SUPPLIERS WHO PARTICIPATE IN THE NVMSRP.  ULTIMATELY, THIS IS THE MOST ENVIRONMENTALLY BENEFICIAL PROGRAM BECAUSE THE MERCURY IS RECOVERED AND RECYCLED IN A SEPARATE STREAM RATHER THAN ALLOWING THE MERCURY SWITCH TO BE SHREDDED AND VOLATILIZED IN AN EAF AT A STEELMAKING FACILITY.   CLAYMONT STEEL HAS NOTIFIED SUPPLIERS INDICATING THAT WE INTEND TO UTILIZE, TO THE MAXIMUM EXTENT POSSIBLE, SCRAP FROM VEHICLES WHICH DO NOT CONTAIN MERCURY FROM SWITCHES OR SCRAP FROM VEHICLES THAT HAVE HAD MERCURY SWITCHES REMOVED.  THE SUPPLIERS HAVE BEEN AUDITED TO ASSESS THEIR PARTICIPATION IN THE PROGRAM AND THEIR ABILITY TO MEET OUR PURCHASE SPECIFICATIONS.    AUTO-FREE SHRED.  CLAYMONT STEEL HAS ARRANGED FOR OUR SHREDDED SCRAP SUPPLIERS TO SUPPLY SHRED THAT DOES NOT CONTAIN AUTOMOBILES.  SINCE MERCURY CONVENIENCE SWITCHES FROM END-OF-LIFE AUTOMOBILES IS THE PREDOMINANT SOURCE OF MERCURY IN STEEL SCRAP, THE ELIMINATION OF THIS SCRAP SOURCE HAS ALREADY PROVIDED AN IMMEDIATE REDUCTION IN MERCURY EMISSIONS.  WE HAVE AUDITED THESE SUPPLIERS AND FOUND THAT THESE SUPPLIERS HAVE SATISFACTORY PROCEDURES IN PLACE.  THE VOLUME OF AUTO-FREE SHRED IN THE REGION IS LIMITED, SO CLAYMONT STEEL ALSO PURCHASES SHREDDED SCRAP FROM SUPPLIERS WHO HAVE A DOCUMENTED MERCURY REMOVAL PROGRAM.     NO SHRED FROM MUNICIPAL SOURCES.  CLAYMONT STEEL HAS CEASED USING SHREDDED STEEL SCRAP FROM MUNICIPAL WASTE INCINERATORS.  THIS COMMERCIAL FERROUS SCRAP IS MAGNETICALLY RECOVERED FROM RESIDUAL AND COMMERCIAL WASTE COMBUSTION FACILITIES AND THERE IS A CONCERN THAT THERE COULD BE RESIDUAL MERCURY IN THIS SOURCE OF SCRAP IN THE FORM OF THERMOSTATS, MANOMETERS, BUTTON CELL BATTERIES, FLAME SENSORS AND OTHER MERCURY-TILT SWITCHES.    REVISE THE SCRAP MIX.  CLAYMONT STEEL HAS REDUCED THE AMOUNT OF SHREDDED SCRAP CHARGED TO THE EAF AS A PERCENTAGE OF TOTAL FEEDSTOCK.  OTHER SCRAP GRADES NOT CONTAINING AUTO SCRAP HAVE BEEN SUBSTITUTED TO THE EXTENT THEY ARE AVAILABLE AND FEASIBLE.	NO				YES	
19703LLDSG6100P	1307205673938	N420	LEAD COMPOUNDS	PBT	2007	HONEYWELL DELAWARE PLANT	6100 PHILADELPHIA PIKE	CLAYMONT	NEW CASTLE	DE	19703	YES	NO	NO	NO								325188	325199					39.816389	-75.440833	054717939								HONEYWELL	139691877	THIS MATERIAL IS IMPORTED FOR REDISTRIBUTION IN ITS ORIGINAL PACKAGES. NO REPACKING OR PROCESSING OCCURS, THEREFORE NO REALSEASES.	NO	TIM.LOVE@HONEYWELL.COM			YES	
19720SPPLY321CH	1307205868122	N495	NICKEL COMPOUNDS	TRI	2007	SPI POLYOLS INC.	321 CHERRY LN	NEW CASTLE	NEW CASTLE	DE	197202780	YES	NO	NO	NO								325199						39.690769	-75.547731	848642351								ABF NA	612832428	The site was sold on 09/21/07 to Croda, Inc. All chemicals were removed from the site.	NO	SFREEBERY@SPIPOLYOLS.COM			YES	
19720SPPLY321CH	1307205868134	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2007	SPI POLYOLS INC.	321 CHERRY LN	NEW CASTLE	NEW CASTLE	DE	197202780	YES	NO	NO	NO								325199						39.690769	-75.547731	848642351								ABF NA	612832428	The site was sold to Croda, Inc. on 09/21/07. All chemicals were removed from the site.	NO	SFREEBERY@SPIPOLYOLS.COM			NO	
19720SPPLY321CH	1307205868146	007697372	NITRIC ACID	TRI	2007	SPI POLYOLS INC.	321 CHERRY LN	NEW CASTLE	NEW CASTLE	DE	197202780	YES	NO	NO	NO								325199						39.690769	-75.547731	848642351								ABF NA	612832428	The site was sold on 9/21/07 to Croda, Inc. All chemicals were removed from the site.	NO	SFREEBERY@SPIPOLYOLS.COM			NO	
19804RCKLN538FI	1307205808280	000075058	ACETONITRILE	TRI	2007	AGILENT TECHNOLOGIES INC - NEWPORT SITE	538 FIRST STATE BLVD	NEWPORT	NEW CASTLE	DE	19804	YES	NO	NO	NO								339111						39.713755	-75.633702	084963177								AGILENT TECHNOLOGIES INC.	084963177	ALL REPORTS ARE BASED ON PRODUCTION LEVELS.  IT IS NOT POSSIBLE TO SUBSTITUE NON-REPORTABLE CHEMICALS FOR CURRENT IN-USE CHEMICALS. ALTHOUGH BETTER TRACKING ALLOWS FOR ACCURATE REPORTING.	NO	BOB_LYDUM@AGILENT.COM			NO	
