TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
54241PNTBC6610N	1312210238527	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	NEXTERA ENERGY POINT BEACH LLC	6610 NUCLEAR RD	TWO RIVERS	MANITOWOC	WI	54241	YES	NO	NO	NO								221113						44.27947	-87.53755	808007962								NEXTERA ENERGY RESOURCES LLC	059006937	0		NA												NO	SARA.CASSIDY@NEE.COM			YES	 	
54143SLVNN2121C	1312210474452	007440473	CHROMIUM	TRI	Pounds																		2012	NO	SILVAN INDUSTRIES	2121 CLEVELAND AVE	MARINETTE	MARINETTE	WI	54143	YES	NO	NO	NO								332420						45.0841	-87.6356	096825997								SAMUEL SON & CO LTD	200427755	0		NA												NO	BBERQUIST@SILVANIND.COM			YES	 	
54143SLVNN2121C	1312210474464	007439965	MANGANESE	TRI	Pounds																		2012	NO	SILVAN INDUSTRIES	2121 CLEVELAND AVE	MARINETTE	MARINETTE	WI	54143	YES	NO	NO	NO								332420						45.0841	-87.6356	096825997								SAMUEL SON & CO LTD	200427755	0		NA												NO	BBERQUIST@SILVANIND.COM			YES	 	
54143SLVNN2121C	1312210474476	000108883	TOLUENE	TRI	Pounds																		2012	NO	SILVAN INDUSTRIES	2121 CLEVELAND AVE	MARINETTE	MARINETTE	WI	54143	YES	NO	NO	NO								332420						45.0841	-87.6356	096825997								SAMUEL SON & CO LTD	200427755	0		NA												NO	BBERQUIST@SILVANIND.COM			NO	 	
54143SLVNN2121C	1312210474488	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2012	NO	SILVAN INDUSTRIES	2121 CLEVELAND AVE	MARINETTE	MARINETTE	WI	54143	YES	NO	NO	NO								332420						45.0841	-87.6356	096825997								SAMUEL SON & CO LTD	200427755	0		NA												NO	BBERQUIST@SILVANIND.COM			NO	 	
53038HLFRB110LI	1312210344180	N982	ZINC COMPOUNDS	TRI	Pounds																		2012	NO	AVON HI-LIFE  INC	110 LINCOLN ST	JOHNSON CREEK	JEFFERSON	WI	530380009	YES	NO	NO	NO								326291						43.07957	-88.77552	019387351								AVON RUBBER PLC		0	O 	JOHNSON CREEK WASTEWATER TREATMENT FACILITY	200 AZTALAN STREET, JOHNSON CREEK, WISCONSIN	JOHNSON CREEK	WI	JEFFERSON	53038							NO	JENNIFER.JURSA@AVON-RUBBER.COM			YES	 	
53813WSCNS932NO	1312210161028	N511	NITRATE COMPOUNDS	TRI	Pounds																		2012	NO	FOREMOST FARMS USA	932 N MADISON ST	LANCASTER	GRANT	WI	538131139	YES	NO	NO	NO								311513						42.8566	-90.7108	877549923								FOREMOST FARMS USA COOPERATIVE	877549923	0		NA												NO	JIM.WITTENBERGER@FOREMOSTFARMS.COM			NO	 	
53813WSCNS932NO	1312210161030	007697372	NITRIC ACID	TRI	Pounds																		2012	NO	FOREMOST FARMS USA	932 N MADISON ST	LANCASTER	GRANT	WI	538131139	YES	NO	NO	NO								311513						42.8566	-90.7108	877549923								FOREMOST FARMS USA COOPERATIVE	877549923	0		NA												NO	JIM.WITTENBERGER@FOREMOSTFARMS.COM			NO	 	
54004WSCNSMAINA	1312210024725	N511	NITRATE COMPOUNDS	TRI	Pounds																		2012	NO	FOREMOST FARMS USA	100 N MAIN	CLAYTON	POLK	WI	54004	YES	NO	NO	NO								311513						45.333556	-92.168861	877549923								FOREMOST FARMS USA COOPERATIVE	877549923	0		NA												NO	JIM.WITTENBERGER@FOREMOSTFARMS.COM			NO	 	
54004WSCNSMAINA	1312210024752	007697372	NITRIC ACID	TRI	Pounds																		2012	NO	FOREMOST FARMS USA	100 N MAIN	CLAYTON	POLK	WI	54004	YES	NO	NO	NO								311513						45.333556	-92.168861	877549923								FOREMOST FARMS USA COOPERATIVE	877549923	0		NA												NO	JIM.WITTENBERGER@FOREMOSTFARMS.COM			NO	 	
54912WHTCLN8495	1312210429383	N511	NITRATE COMPOUNDS	TRI	Pounds																		2012	NO	BELGIOIOSO SHERWOOD	N8495 HWY 55	MENASHA	CALUMET	WI	54952	YES	NO	NO	NO								311513						44.206556	-88.28875									BELGIOIOSO CHEESE INC	093432243	0		NA												NO	MARKS@BELGIOIOSO.COM			NO	 	
54912WHTCLN8495	1312210429458	007697372	NITRIC ACID	TRI	Pounds																		2012	NO	BELGIOIOSO SHERWOOD	N8495 HWY 55	MENASHA	CALUMET	WI	54952	YES	NO	NO	NO								311513						44.206556	-88.28875									BELGIOIOSO CHEESE INC	093432243	0		NA												NO	MARKS@BELGIOIOSO.COM			NO	 	
53179GLBLT26112	1312210356705	N120	DIISOCYANATES	TRI	Pounds																		2012	NO	AMORIM CORK COMPOSITES	26112 110TH ST	TREVOR	KENOSHA	WI	53179	YES	NO	NO	NO								321999						42.5181	-88.1251	006098941								AMORIM CORK COMPOSITES	006098941	0		NA												NO	ALOVELY.ACC@AMORIM.COM			NO	 	
53158NTRST99558	1312210493654	007664417	AMMONIA	TRI	Pounds																		2012	NO	GERDAU- PLEASANT PRAIRIE FACILITY	9955 80TH. AVE	PLEASANT PRAIRIE	KENOSHA	WI	53158	YES	NO	NO	NO								332811						42.529444	-87.902222	035722110								GERDAU GROUP	826329299	0		NA												NO	ARNOLD.JOHNSON@GERDAU.COM			NO	 	
54703PPTLB1200F	1312210264255	007664417	AMMONIA	TRI	Pounds																		2012	NO	CASCADES TISSUE GROUP - WISCON SIN INC	1200 FOREST ST	EAU CLAIRE	EAU CLAIRE	WI	54703	YES	NO	NO	NO								322121	322110	322291				44.828889	-91.509167	202026399								CASCADES INC	202026399	0		NA												NO	CHUCK_STANKE@CASCADES.COM			NO	 	
54703PPTLB1200F	1312210264279	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams																		2012	NO	CASCADES TISSUE GROUP - WISCON SIN INC	1200 FOREST ST	EAU CLAIRE	EAU CLAIRE	WI	54703	YES	NO	NO	NO								322121	322110	322291				44.828889	-91.509167	202026399								CASCADES INC	202026399	0		NA												NO	CHUCK_STANKE@CASCADES.COM			NO	 	
54703PPTLB1200F	1312210264281	N511	NITRATE COMPOUNDS	TRI	Pounds																		2012	NO	CASCADES TISSUE GROUP - WISCON SIN INC	1200 FOREST ST	EAU CLAIRE	EAU CLAIRE	WI	54703	YES	NO	NO	NO								322121	322110	322291				44.828889	-91.509167	202026399								CASCADES INC	202026399	0		NA												NO	CHUCK_STANKE@CASCADES.COM			NO	 	
54703PPTLB1200F	1312210264293	001336363	POLYCHLORINATED BIPHENYLS	PBT	Pounds																		2012	NO	CASCADES TISSUE GROUP - WISCON SIN INC	1200 FOREST ST	EAU CLAIRE	EAU CLAIRE	WI	54703	YES	NO	NO	NO								322121	322110	322291				44.828889	-91.509167	202026399								CASCADES INC	202026399	0		NA												NO	CHUCK_STANKE@CASCADES.COM			NO	 	
54304FXVLL1201P	1312210006742	007440473	CHROMIUM	TRI	Pounds																		2012	NO	FOX VALLEY METAL-TECH INC	1201 PARKVIEW RD	GREEN BAY	BROWN	WI	54304	YES	NO	NO	NO								332322						44.469099	-88.094706	606460590										0		NA												NO	SCORBEILLE@FVMT.COM			YES	 	
54304FXVLL1201P	1312210006755	007440020	NICKEL	TRI	Pounds																		2012	NO	FOX VALLEY METAL-TECH INC	1201 PARKVIEW RD	GREEN BAY	BROWN	WI	54304	YES	NO	NO	NO								332322						44.469099	-88.094706	606460590										0		NA												NO	SCORBEILLE@FVMT.COM			YES	 	
53022GHLSGN116W	1312210507695	N511	NITRATE COMPOUNDS	TRI	Pounds																		2012	NO	GEHL FOODS INC	N116 W15970 MAIN ST	GERMANTOWN	WASHINGTON	WI	53022	YES	NO	NO	NO								311513						43.228611	-88.1075	006087951										0		NA												NO	SSCHULZ@GEHLFOODS.COM			NO	 	
53022GHLSGN116W	1312210507707	007697372	NITRIC ACID	TRI	Pounds																		2012	NO	GEHL FOODS INC	N116 W15970 MAIN ST	GERMANTOWN	WASHINGTON	WI	53022	YES	NO	NO	NO								311513						43.228611	-88.1075	006087951										0		NA												NO	SSCHULZ@GEHLFOODS.COM			NO	 	
53589NRYLP501SW	1312210448991	N010	ANTIMONY COMPOUNDS	TRI	Pounds																		2012	NO	UNIROYAL ENGINEERED PRODUCTS LLC	501 S WATER ST	STOUGHTON	DANE	WI	53589	YES	NO	NO	NO								313320						42.915329	-89.221566	006120919								UNIROYAL ENGINEERED PRODUCTS LLC		0		NA												NO	MARK.EVERSON@NAUGA.COM			YES	 	
53589NRYLP501SW	1312210449017	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	UNIROYAL ENGINEERED PRODUCTS LLC	501 S WATER ST	STOUGHTON	DANE	WI	53589	YES	NO	NO	NO								313320						42.915329	-89.221566	006120919								UNIROYAL ENGINEERED PRODUCTS LLC		0		NA												NO	MARK.EVERSON@NAUGA.COM			YES	 	
53589NRYLP501SW	1312210449031	000872504	N-METHYL-2-PYRROLIDONE	TRI	Pounds																		2012	NO	UNIROYAL ENGINEERED PRODUCTS LLC	501 S WATER ST	STOUGHTON	DANE	WI	53589	YES	NO	NO	NO								313320						42.915329	-89.221566	006120919								UNIROYAL ENGINEERED PRODUCTS LLC		0		NA												NO	MARK.EVERSON@NAUGA.COM			NO	 	
53121NTRTR960PR	1312210116859	007440473	CHROMIUM	TRI	Pounds																		2012	NO	INTERTRACTOR AMERICA CORP	960 PROCTOR DR	ELKHORN	WALWORTH	WI	531212041	YES	NO	NO	NO								333131						42.660766	-88.533818	076136100										0		NA												NO	JSCHLICK@GROUP-ITM.COM			YES	 	
