TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
54241PNTBC6610N	1312210238527	N420	LEAD COMPOUNDS	PBT	2012	NEXTERA ENERGY POINT BEACH LLC	6610 NUCLEAR RD	TWO RIVERS	MANITOWOC	WI	54241	YES	NO	NO	NO								221113						44.27947	-87.53755	808007962								NEXTERA ENERGY RESOURCES LLC	059006937	Recycle of munitions fired into the earthen berm at the firing range will be determined on an annual basis.  At this time there is no schedule determined for that activity.|SRNA:NRC and Homeland Security requirements determine emergency generator testing and maintenance operations and firing range activity by security forces, respectively.	NO	SARA.CASSIDY@NEE.COM			YES	 	
54912WHTCLN8495	1312210429383	N511	NITRATE COMPOUNDS	TRI	2012	BELGIOIOSO SHERWOOD	N8495 HWY 55	MENASHA	CALUMET	WI	54952	YES	NO	NO	NO								311513						44.206556	-88.28875									BELGIOIOSO CHEESE INC	093432243	SRNA:Nitrate compounds are generated from neutralization of nitric acid. The nitric acid is used to clean the pipes and process equipment. Any changes in nitrate compound manufacturing is directly related to the current and future business climate. There are no expected changes for the coming year.	NO	MARKS@BELGIOIOSO.COM			NO	 	
54912WHTCLN8495	1312210429458	007697372	NITRIC ACID	TRI	2012	BELGIOIOSO SHERWOOD	N8495 HWY 55	MENASHA	CALUMET	WI	54952	YES	NO	NO	NO								311513						44.206556	-88.28875									BELGIOIOSO CHEESE INC	093432243	SRNA:Nitric acid usage is a direct correlation to current business conditions. Any reductions in nitric acid would be attributed to slowing business conditions.	NO	MARKS@BELGIOIOSO.COM			NO	 	
53022GHLSGN116W	1312210507707	007697372	NITRIC ACID	TRI	2012	GEHL FOODS INC	N116 W15970 MAIN ST	GERMANTOWN	WASHINGTON	WI	53022	YES	NO	NO	NO								311513						43.228611	-88.1075	006087951										SRNA:Concern that product quality may decline as a result of source reduction because the reportable chemical is required for CIP process cleaning.	NO	SSCHULZ@GEHLFOODS.COM			NO	 	
53022GHLSGN116W	1312210507695	N511	NITRATE COMPOUNDS	TRI	2012	GEHL FOODS INC	N116 W15970 MAIN ST	GERMANTOWN	WASHINGTON	WI	53022	YES	NO	NO	NO								311513						43.228611	-88.1075	006087951										SRNA:Concern that product quality may decline as a result of source reduction because reportable chemical is used for process cleaning.	NO	SSCHULZ@GEHLFOODS.COM			NO	 	
53004CDRVL3115J	1312209896911	N511	NITRATE COMPOUNDS	TRI	2012	CEDAR VALLEY CHEESE	W3111 JAY RD	BELGIUM	OZAUKEE	WI	53004	YES	NO	NO	NO								311513						43.5277	-87.94198											Our plant engineer with Vendor assistance maximized the efficiency of cleaning equipment and cleaning chemicals use to help reduce the overall quantity of cleaning chemicals used.	NO	SCOTT@CEDARVALLEYCHEESE.COM	RR5		NO	 	
54868MSTRC120WE	1312209991936	001330207	XYLENE (MIXED ISOMERS)	TRI	2012	MASTERCRAFT INDUSTRIES INC	120 W ALLEN ST	RICE LAKE	BARRON	WI	54868	YES	NO	NO	NO								337110						45.49411	-91.73813	006156400										FormR between 2011 and 2012 showed differences including 1) change in coating formulations resulting in an increase in use of Xylene; 2) change in clean-up solvent constituents to now include Xylene for 2012; which is recycled on-site.|W49:FormR between 2011 and 2012 showed differences including 1) change in coating formulations resulting in an increase in use of Xylene; 2) change in clean-up solvent constituents to now include Xylene for 2012; which is recycled on-site.	NO	JIMHODSHIRE@MASTERCRAFTINDUSTRIES.COM			NO	 	
54868MSTRC120WE	1312209991924	000108883	TOLUENE	TRI	2012	MASTERCRAFT INDUSTRIES INC	120 W ALLEN ST	RICE LAKE	BARRON	WI	54868	YES	NO	NO	NO								337110						45.49411	-91.73813	006156400										FormR between 2011 and 2012 showed differences including 1) change in coating formulations resulting in a continuing decrease in use of Toluene; 2) change in clean-up solvent constituents to now include Toluene for 2012; which is recycled on-site.|W49:FormR between 2011 and 2012 showed differences including 1) change in coating formulations resulting in a continuing decrease in use of Toluene; 2) change in clean-up solvent constituents to now include Toluene for 2012; which is recycled on-si	NO	JIMHODSHIRE@MASTERCRAFTINDUSTRIES.COM			NO	 	
53929WLKRS902SE	1312210875860	007440473	CHROMIUM	TRI	2012	WALKER STAINLESS EQUIPMENT CO	902 SECOND MAIN ST	ELROY	JUNEAU	WI	53929	YES	NO	NO	NO								332420						43.746101	-90.271599	006425136								WALKER GROUP HOLDINGS	961559445	Worked on developing better inventory management, tracking actual use and materials recycled.|W19:Worked on developing better inventory management, tracking actual use and materials recycled.	NO	JARZT@WALKERSTAINLESS.COM			YES	 	
53929WLKRS902SE	1312210875934	007440020	NICKEL	TRI	2012	WALKER STAINLESS EQUIPMENT CO	902 SECOND MAIN ST	ELROY	JUNEAU	WI	53929	YES	NO	NO	NO								332420						43.746101	-90.271599	006425136								WALKER GROUP HOLDINGS	961559445	Worked on developing better inventory management, tracking actural use and materials recycled.|W19:Worked on developing better inventory management, tracking actural use and materials recycled.	NO	JARZT@WALKERSTAINLESS.COM			YES	 	
