TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
37091TNNSS1421H	1307205192990	N420	LEAD COMPOUNDS	PBT	2007	TENNESSEE TECHNICAL COATINGS CORP	1421 HIGGS RD	LEWISBURG	MARSHALL	TN	370914402	YES	NO	NO	NO								325510						35.436153	-86.768283	089558092										Customer demand was zero in 2006 and resumed at a lower rate in 2007.  The .275 activity ratio uses the average yearly usage for 2002-2006 (3151.66 lbs) compared with 2007 usage of 865.4 lbs.  This material is used in the manufacture of professional grade Artist paint (Lead Carbonate base).	NO	JFR@TNTECHCOATINGS.COM			YES	
37160MPRPNPENCI	1307205363258	001330207	XYLENE (MIXED ISOMERS)	TRI	2007	SANFORD LP	1 PENCIL ST	SHELBYVILLE	BEDFORD	TN	37160	YES	NO	NO	NO								339941						35.480831	-86.471947	038108726								NEWELL RUBBERMAID	161403852	CHANGE OVER THIS YEAR FROM OLD PRODUCTION TANKS TO NEW TANKS WITH CONDENSERS TO COLLECT VAPOR WILL RESULT IN SIGNIFICANT REDUCTION IN VOC EMMISSIONS.	NO	SCOTT.PETERSEN@NEWELLCO.COM			NO	
37921FNCLR1737L	1307205789439	007440020	NICKEL	TRI	2007	GREENKOTE IPC	1737 LOUISVILLE DR	KNOXVILLE	KNOX	TN	37921	YES	NO	NO	NO								332813						35.96062	-84.011667											This facility closed in December 2007 & will not operate in 2008 or futrue years.	NO	DRITER@IPCOATINGS.COM			YES	
37716DCTRNMODIN	1307205661135	000110827	CYCLOHEXANE	TRI	2007	CARLISLE TIRE	520 JD YARNELL PKWY	CLINTON	ANDERSON	TN	37716	YES	NO	NO	NO								326211						36.092586	-84.110423	617920624								CARLISLE COS	003005766	THE CARLISILE TIRE & WHEEL LINTON FACILITY HAS BEEN REDUCING THE AMOUNT OF SOLVENT BASED CEMENT USED AT THE FACILIRY IN FAVOR OF WATER BASED CEMENT.  THIS REDUCTION OF SOLVENT BASED CEMENT REDUCED THE AMOUNT OF CYCLOHEXANE PRESENT, USED, OR DISPOSED OF AT THE FACILITY.	NO	MONICA.FOX@CARLISLETIRE.COM			NO	
37716DCTRNMODIN	1307205661162	001330207	XYLENE (MIXED ISOMERS)	TRI	2007	CARLISLE TIRE	520 JD YARNELL PKWY	CLINTON	ANDERSON	TN	37716	YES	NO	NO	NO								326211						36.092586	-84.110423	617920624								CARLISLE COS	003005766	THE CARLISILE TIRE & WHEEL LINTON FACILITY HAS BEEN REDUCING THE AMOUNT OF SOLVENT BASED CEMENT USED AT THE FACILIRY IN FAVOR OF WATER BASED CEMENT.  THIS REDUCTION OF SOLVENT BASED CEMENT REDUCED THE AMOUNT OF XYLENE PRESENT, USED, OR DISPOSED OF AT THE FACILITY.	NO	MONICA.FOX@CARLISLETIRE.COM			NO	
38019WRLDW128IN	1307205216753	N420	LEAD COMPOUNDS	PBT	2007	WORLD WIDE LINE	128 INDUSTRIAL RD	COVINGTON	TIPTON	TN	38019	YES	NO	NO	NO								323110	323113					35.579645	-89.641245	007032725										BECAUSE OF THE PROP 65 STANDARD WE HAVE NOT HAD TO DO ANY ADDITIONAL IMPLEMENTING  .THE DEMAND FOR THIS PROCESS AT OUR FACILITY HAS DECREASED WHICH MEANS THAT OUR USAGE, WASTE,AND OUTPUT IS DIMISHING	NO	GARY.KUYKENDALL@WORLDWIDELINE.COM			YES	
38025BKRTCONEBE	1307205188473	N100	COPPER COMPOUNDS	TRI	2007	BEKAERT CORP	ONE BEKAERT RD INDUSTRIAL PARK	DYERSBURG	DYER	TN	38024	YES	NO	NO	NO								314992						36.056971	-89.336788	051525129								BEKAERT CORP	051525129	The plant closed in 2007 and because of the closure we produced 2944 pounds of copper compounds in a non-routine fashion.	NO	RICK.MCWHIRT@BEKAERT.COM			YES	
38025BKRTCONEBE	1307205188497	N982	ZINC COMPOUNDS	TRI	2007	BEKAERT CORP	ONE BEKAERT RD INDUSTRIAL PARK	DYERSBURG	DYER	TN	38024	YES	NO	NO	NO								314992						36.056971	-89.336788	051525129								BEKAERT CORP	051525129	Plant closed in 2007. We generated 7720 pounds of zinc compounds not normally associated with normal production when the plant closed.	NO	RICK.MCWHIRT@BEKAERT.COM			YES	
37763DVRSF657GA	1307205520101	N458	MERCURY COMPOUNDS	PBT	2007	DIVERSIFIED SCIENTIFIC SERVICE S INC. (DSSI)	657 GALLAHER RD	KINGSTON	ROANE	TN	37763	YES	NO	NO	NO								562211						35.877041	-84.435413	175851245								PERMA-FIX ENVIRONMENTAL SERVICES	792117681	MERCURY COMPOUNDS RECEIVED FROM OFF-SITE MIXED WASTE GENERATORS FOR MANAGEMENT.  SITE POINT SOURCE AIR RELEASES CONTROLLED AT > 97% EFFICIENCY DETERMINED FROM BOILER CMBSTSOURCE EMISSIONS TESTING TO MEET RCRA AND MACT COMPLIANCE.  COLLECTED MERCURY COMPOUNDS STABILIZED FOR OFF-SITE RCRA REGULATED LAND DISPOSAL.	NO	RDEVIN@PERMA-FIX.COM			YES	
37334CLDWL209AR	1307205466877	N420	LEAD COMPOUNDS	PBT	2007	CALDWELL CHEMICAL COATINGS CORP	29 ARDMORE RD	FAYETTEVILLE	LINCOLN	TN	37334	YES	NO	NO	NO								325510						35.119813	-86.568425	004046199										WE ARE CURRENTLY NOT USING ANY LEAD BASED PRODUCTS	NO	RICHARD@CALDWELLCOATINGS.COM			YES	
37138RMYNC7LDHI	1307206193462	001582098	TRIFLURALIN	PBT	2007	FIBERWEB, INC.	70 OLD HICKORY BLVD	OLD HICKORY	DAVIDSON	TN	37138	YES	NO	NO	NO								313230						36.266594	-86.670686	131056764								FIBERWEB, INC.	189701217	DOCKET NUMBER 04-2009-9155	NO	SKINDERMAN@FIBERWEB.COM			NO	
37403CMBRL950RI	1307205823949	N511	NITRATE COMPOUNDS	TRI	2007	CANNON EQUIPMENT SOUTHEAST	950 RIVERSIDE DR	CHATTANOOGA	HAMILTON	TN	37403	YES	NO	NO	NO								332813						35.054531	-85.282158	003329513								CANNON EQUIPMENT CO	056542780	Nitrates were produced as a byproduct of neutrailization of nitric acid used in process.  Facility eliminated the use of nitric acid in 2007, therfore nitrate generation is reduced to zero.	NO	BFRYAR@CANNONEQUIPMENT.COM			NO	
37403CMBRL950RI	1307205823964	007697372	NITRIC ACID	TRI	2007	CANNON EQUIPMENT SOUTHEAST	950 RIVERSIDE DR	CHATTANOOGA	HAMILTON	TN	37403	YES	NO	NO	NO								332813						35.054531	-85.282158	003329513								CANNON EQUIPMENT CO	056542780	Nitric acid replaced as a raw material by facility in 2007.  Material is no longer used as a processing aid in facility operations.	NO	BFRYAR@CANNONEQUIPMENT.COM			NO	
37404RCDNC1815E	1307206156299	000079016	TRICHLOROETHYLENE	TRI	2007	ARCADE MARKETING INC.	1815 E MAIN ST PO BOX 3196	CHATTANOOGA	HAMILTON	TN	37404	YES	NO	NO	NO								323110						35.026958	-85.280838	003335676								VISANT CORP	141260757	Part 1, Section 4 has been reviewed and cinfirmed that no changes are needed.	NO	RMITCHELL@ARCADEINC.COM			NO	
37406CCCST1911C	1307205259587	007440473	CHROMIUM	TRI	2007	ACCU-CAST INC	1911 CRUTCHFIELD ST	CHATTANOOGA	HAMILTON	TN	37406	YES	NO	NO	NO								331512						35.06213	-85.261192	794733352								GENERAL TECHNOLOGY INC. D.B.A. UNIVERSAL SPC	062488580	WE HAVE INTRODUCED A SPAL SYSTEM IN THE FOUNDRY WHICH PROVIDES AN ARGON BLANKET OVER THE LIQUID METAL, BY DOING THIS IT GIVE US PURER METAL WHICH HELPS US TO USE LESS ALLOYS.THIS PROCESS WILL HELP TO REDUCE THE OXIDATION WHICH IN TURN WILL REDUCE THE CONSUMPTION OF CROME.OVER THE NEXT 6 MONTHS WE WILL TAKE READINGS OF THE CHROMIUM CONTENT AND  RECORD THE AVERAGE REDUCTION OF MATERIAL.	NO	PATR@EACCUCAST.COM			YES	
37419BRNRS3600C	1307205885041	007440473	CHROMIUM	TRI	2007	BURNER SYSTEMS INTERNATIONAL INC	3600 CUMMINGS RD	CHATTANOOGA	HAMILTON	TN	37419	YES	NO	NO	NO								333414						35.013451	-85.385437	118547074										BURNER SYTEMS HAS CHANGED THE AMOUNT CUT FROM EACH END TO INCREASE THE AMOUNT OF MATERIAL USED AND DECREASE THE SCRAP CUTS BY 6 INCHES.  THIS SHOULD DECREASE THE AMOUNT RECYCLED FOR 2008.	NO	DKUSTER@BURNERSYSTEMS.COM			YES	
37620XDCRP364EX	1307205841760	N010	ANTIMONY COMPOUNDS	TRI	2007	EXIDE TECHNOLOGIES	364 EXIDE DR	BRISTOL	SULLIVAN	TN	37620	YES	NO	NO	NO								335911	335912					36.520182	-82.282189	038009866										Pollution Control Activities:  A team has been assigned for reviewing pollution control activites that include routine preventative maintenance on exhaust ports, fugitive emissions, and proper balancing of air handling equipment.  The facility plans to install reclamation units that will allow further use of chemicals and components in the battery manufacturing process.	NO	MICHAEL.FOX@EXIDE.COM			YES	
37620XDCRP364EX	1307205841772	N020	ARSENIC COMPOUNDS	TRI	2007	EXIDE TECHNOLOGIES	364 EXIDE DR	BRISTOL	SULLIVAN	TN	37620	YES	NO	NO	NO								335911	335912					36.520182	-82.282189	038009866										Pollution Control Activities: A team has been assigned for reviewing pollution control activities that include routine preventative maintenance on exhaust ports, fugitive emissions, and proper balancing of air handling equipment.  The facility plans to install reclamation units that will allow further use of chemicals and components in the battery manufacturing process.	NO	MICHAEL.FOX@EXIDE.COM			YES	
