REPORTING YEAR	TRADE SECRET INDICATOR	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	QUANTITY RELEASED PRIOR YEAR	QUANTITY RELEASED CURRENT YEAR	QUANTITY RELEASED FOLLOWING YEAR	QUANTITY RELEASED SECOND FOLLOWING YEAR	ENERGY RECOVERY ONSITE PRIOR YEAR	ENERGY RECOVERY ONSITE CURRENT YEAR	ENERGY RECOVERY ONSITE FOLLOWING YEAR	ENERGY RECOVERY ONSITE SECOND FOLLOWING YEAR	ENERGY RECOVERY OFFSITE PRIOR YEAR	ENERGY RECOVERY OFFSITE CURRENT YEAR	ENERGY RECOVERY OFFSITE FOLLOWING YEAR	ENERGY RECOVERY OFFSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED ONSITE PRIOR YEAR	QUANTITY RECYCLED ONSITE CURRENT YEAR	QUANTITY RECYCLED ONSITE FOLLOWING YEAR	QUANTITY RECYCLED ONSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE PRIOR YEAR	QUANTITY RECYCLED OFFSITE CURRENT YEAR	QUANTITY RECYCLED OFFSITE FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE SECOND FOLLOWING YEAR	QUANTITY TREATED ONSITE PRIOR YEAR	QUANTITY TREATED ONSITE CURRENT YEAR	QUANTITY TREATED ONSITE FOLLOWING YEAR	QUANTITY TREATED ONSITE SECOND FOLLOWING YEAR	QUANTITY TREATED OFFSITE PRIOR YEAR	QUANTITY TREATED OFFSITE CURRENT YEAR	QUANTITY TREATED OFFSITE FOLLOWING YEAR	QUANTITY TREATED OFFSITE SECOND FOLLOWING YEAR	CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	PROD RATIO/ACTIVITY INDEX	FIRST SOURCE REDUCTION ACTIVITY	FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 1	FIRST SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 2	FIRST SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 3	FIRST SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	SECOND SOURCE REDUCTION ACTIVITY	SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 1	SECOND SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 2	SECOND SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 3	SECOND SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	THIRD SOURCE REDUCTION ACTIVITY	THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 1	THIRD SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 2	THIRD SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 3	THIRD SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	FOURTH SOURCE REDUCTION ACTIVITY	FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 1	FOURTH SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 2	FOURTH SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 3	FOURTH SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	ON-SITE LIMITED RELEASE PRIOR YEAR	ON-SITE LIMITED RELEASE CURRENT YEAR	ON-SITE LIMITED RELEASE FOLLOWING YEAR	ON-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	ON-SITE OTHER RELEASE PRIOR YEAR	ON-SITE OTHER RELEASE CURRENT YEAR	ON-SITE OTHER RELEASE FOLLOWING YEAR	ON-SITE OTHER RELEASE SECOND FOLLOWING YEAR	OFF-SITE LIMITED RELEASE PRIOR YEAR	OFF-SITE LIMITED RELEASE CURRENT YEAR	OFF-SITE LIMITED RELEASE FOLLOWING YEAR	OFF-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	OFF-SITE OTHER RELEASE PRIOR YEAR	OFF-SITE OTHER RELEASE CURRENT YEAR	OFF-SITE OTHER RELEASE FOLLOWING YEAR	OFF-SITE OTHER RELEASE SECOND FOLLOWING YEAR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
2007	NO	37064BNSLM422LE	BONSAL AMERICAN INC	422 LEWISBURG AVE	FRANKLIN	WILLIAMSON	TN	37064	YES	NO	NO	NO								327390						35.914806	-86.866426	003149457								OLDCASTLE INC	037176591	1307205454325	N420	LEAD COMPOUNDS	PBT	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1.07	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	JACK.COVER@OLDCASTLEAPG.COM			YES	
2007	NO	37064GYPTNFORTG	EGYPTIAN LACQUER MANUFACTURING CO	113 FORT GRANGER DR	FRANKLIN	WILLIAMSON	TN	37064	YES	NO	NO	NO								325510						35.926352	-86.85706	014764109										1307205206459	000108883	TOLUENE	TRI	Pounds																		750	750	750	750	0	0	0	0	0	0	0	0	1400	1400	1400	1400	0	0	0	0	0	0	0	0	0	0	0	0	250	0	NA	NA																															0	0	0	0	750	750	750	750	0	0	0	0	0	0	0	0	NO	KERRYMAT@EGYPTCOAT.COM			NO	
2007	NO	37064GYPTNFORTG	EGYPTIAN LACQUER MANUFACTURING CO	113 FORT GRANGER DR	FRANKLIN	WILLIAMSON	TN	37064	YES	NO	NO	NO								325510						35.926352	-86.85706	014764109										1307205206461	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		750	750	750	750	0	0	0	0	0	0	0	0	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0		0	NA	NA																															0	0	0	0	750	750	750	750	0	0	0	0	0	0	0	0	NO	KERRYMAT@EGYPTCOAT.COM			NO	
2007	NO	37064GYPTNFORTG	EGYPTIAN LACQUER MANUFACTURING CO	113 FORT GRANGER DR	FRANKLIN	WILLIAMSON	TN	37064	YES	NO	NO	NO								325510						35.926352	-86.85706	014764109										1307205206473	000108101	METHYL ISOBUTYL KETONE	TRI	Pounds																		750	750	750	750	0	0	0	0	0	0	0	0	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0		0	NA	NA																															0	0	0	0	750	750	750	750	0	0	0	0	0	0	0	0	NO	KERRYMAT@EGYPTCOAT.COM			NO	
2007	NO	37352JCKDNHIGHW	JACK DANIEL DISTILLERY LEM MOTLOW PROP INC	280 LYNCHBURG HWY	LYNCHBURG	MOORE	TN	37352	YES	NO	NO	NO								312140						35.286435	-86.369375									BROWN-FORMAN CORP	006379812	1307205616889	N420	LEAD COMPOUNDS	PBT	Pounds																		2.5	1.3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.79	NA	NA																															0	0	0	0	2.5	1.3	1	1	0	0	0	0	0	0	0	0	NO	DONNA_CLARK@B-F.COM			YES	
2007	NO	37352JCKDNHIGHW	JACK DANIEL DISTILLERY LEM MOTLOW PROP INC	280 LYNCHBURG HWY	LYNCHBURG	MOORE	TN	37352	YES	NO	NO	NO								312140						35.286435	-86.369375									BROWN-FORMAN CORP	006379812	1307205616891	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams	15.44	1.6	4.69	5.79	2.11	2.77	.26	.53	.49	5.55	9.77	37.11	4.87	4.56	.27	4.15	.04	1.5	1.2	1.2	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.79	NA	NA																															0	0	0	0	1.5	1.2	1.2	1.2	0	0	0	0	0	0	0	0	NO	DONNA_CLARK@B-F.COM			NO	
2007	NO	37357BRDGSHWY55	BRIDGESTONE FIRESTONE NORTH AMERICAN TIRE LLC-WARREN COUNTY	HWY 55 & OLD WELL RD	MORRISON	WARREN	TN	37357	YES	NO	NO	NO								326211						35.625	-85.879167	001288109								BRIDGESTONE AMERICAS HOLDING INC.	101479322	1307205389238	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		5.6	5.2	5.2	5.2	0	0	0	0	26.1	27.4	27.4	27.4	18.3	18	18	18	3.7	3.1	3.1	3.1	0	0	0	0	0	0	0	0	0	.98	NA	NA																															0	0	0	0	1.3	1.3	1.3	1.3	4.3	3.9	3.9	3.9	0	0	0	0	NO	SIMCOXCAROL@BFUSA.COM			NO	
2007	NO	37357BRDGSHWY55	BRIDGESTONE FIRESTONE NORTH AMERICAN TIRE LLC-WARREN COUNTY	HWY 55 & OLD WELL RD	MORRISON	WARREN	TN	37357	YES	NO	NO	NO								326211						35.625	-85.879167	001288109								BRIDGESTONE AMERICAS HOLDING INC.	101479322	1307205389240	N096	COBALT COMPOUNDS	TRI	Pounds																		1134	1070	1070	1070	0	0	0	0	0	0	0	0	186	185	185	185	610	536	536	536	0	0	0	0	0	0	0	0	0	.98	NA	NA																															0	0	0	0	3	3	3	3	1131	1067	1067	1067	0	0	0	0	NO	SIMCOXCAROL@BFUSA.COM			YES	
2007	NO	37357BRDGSHWY55	BRIDGESTONE FIRESTONE NORTH AMERICAN TIRE LLC-WARREN COUNTY	HWY 55 & OLD WELL RD	MORRISON	WARREN	TN	37357	YES	NO	NO	NO								326211						35.625	-85.879167	001288109								BRIDGESTONE AMERICAS HOLDING INC.	101479322	1307205389253	N420	LEAD COMPOUNDS	PBT	Pounds																		30.1	29.4	29.4	29.4	0	0	0	0	0	0	0	0	11.7	12	12	12	13.1	11.4	11.4	11.4	0	0	0	0	0	0	0	0	0	.98	NA	NA																															0	0	0	0	.5	.6	.6	.6	29.6	28.8	28.8	28.8	0	0	0	0	NO	SIMCOXCAROL@BFUSA.COM			YES	
2007	NO	37357BRDGSHWY55	BRIDGESTONE FIRESTONE NORTH AMERICAN TIRE LLC-WARREN COUNTY	HWY 55 & OLD WELL RD	MORRISON	WARREN	TN	37357	YES	NO	NO	NO								326211						35.625	-85.879167	001288109								BRIDGESTONE AMERICAS HOLDING INC.	101479322	1307205389265	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		41.5	37.8	37.8	37.8	0	0	0	0	15.8	13.3	13.3	13.3	112.8	110.7	110.7	110.7	28.8	23.5	23.5	23.5	0	0	0	0	0	0	0	0	0	.98	NA	NA																															0	0	0	0	8.7	8.6	8.6	8.6	32.8	29.2	29.2	29.2	0	0	0	0	NO	SIMCOXCAROL@BFUSA.COM			NO	
