TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
04073CYRNDINDUS	1311209293950	000191242	BENZO(G,H,I)PERYLENE	PBT	2011	EVONIK CYRO LLC	1796 MAIN ST	SANFORD	YORK	ME	04073	YES	NO	NO	NO								326113						43.403056	-70.7125	040249096								EVONIK INDUSTRIES	068209295	-W58:PERMANENTLY SHUT DOWN #6 FUEL FIRED BOILERS, REPLACED WITH NATURAL GAS.	NO	DREW.SCOTT@EVONIK.COM			NO	 	
04073CYRNDINDUS	1311209293974	000080626	METHYL METHACRYLATE	TRI	2011	EVONIK CYRO LLC	1796 MAIN ST	SANFORD	YORK	ME	04073	YES	NO	NO	NO								326113						43.403056	-70.7125	040249096								EVONIK INDUSTRIES	068209295	WILL RESTART A WIPED FILM EVAPORATOR IN 2012 FOR ON SITE RECYCLING.	NO	DREW.SCOTT@EVONIK.COM			NO	 	
04073CYRNDINDUS	1311209293986	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2011	EVONIK CYRO LLC	1796 MAIN ST	SANFORD	YORK	ME	04073	YES	NO	NO	NO								326113						43.403056	-70.7125	040249096								EVONIK INDUSTRIES	068209295	-W58:PERMANENTLY SHUT DOWN #6 FUEL FIRED BOILERS, REPLACED WITH NATURAL GAS.	NO	DREW.SCOTT@EVONIK.COM			NO	 	
04073CYRNDINDUS	1311209293962	000096333	METHYL ACRYLATE	TRI	2011	EVONIK CYRO LLC	1796 MAIN ST	SANFORD	YORK	ME	04073	YES	NO	NO	NO								326113						43.403056	-70.7125	040249096								EVONIK INDUSTRIES	068209295	WILL RESTART A WIPED FILM EVAPORATOR IN 2012 FOR ON SITE RECYCLING.	NO	DREW.SCOTT@EVONIK.COM			NO	 	
04106NRTHSONECL	1311209131491	000100414	ETHYLBENZENE	TRI	2011	GLOBAL COS LLC SOUTH PORTLAND TERMINAL	1 CLARK RD	SOUTH PORTLAND	CUMBERLAND	ME	041063511	YES	NO	NO	NO								424710						43.634167	-70.274722	019177757								CHELSEA SANDWICH LLC	019177757	SEE NOTES-W13:SAME AS PREVIOUS YEAR;T01:CLEANED TANKS AND REPAIRED TANK BOTTOMS, CLEANED O/W SEPARATORS.;T04:SAME AS PREVIOUS YEAR;T11:N/A	NO	RKENNY@GLOBALP.COM			NO	 	
04106NRTHSONECL	1311209131527	000091203	NAPHTHALENE	TRI	2011	GLOBAL COS LLC SOUTH PORTLAND TERMINAL	1 CLARK RD	SOUTH PORTLAND	CUMBERLAND	ME	041063511	YES	NO	NO	NO								424710						43.634167	-70.274722	019177757								CHELSEA SANDWICH LLC	019177757	SEE NOTES-W13:SAME AS PREVIOUS YEAR;T01:CLEANED PRODUCT TANKS, REPAIRED TANK BOTTOMS, CLEAND O/W SEPARATORS;T04:SAME AS PREVOUS YEAR;T11:N/A	NO	RKENNY@GLOBALP.COM			NO	 	
04106NRTHSONECL	1311209131477	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2011	GLOBAL COS LLC SOUTH PORTLAND TERMINAL	1 CLARK RD	SOUTH PORTLAND	CUMBERLAND	ME	041063511	YES	NO	NO	NO								424710						43.634167	-70.274722	019177757								CHELSEA SANDWICH LLC	019177757	-W13:SAME AS PREVIOUS YEAR;T01:CLEANED TANKS AND REPAIRED TANK BOTTOMS. CLEANED O/W SEPARATOR.;T04:SAME AS PREVIOUS YEAR;T11:NONE	NO	RKENNY@GLOBALP.COM			NO	 	
04106NRTHSONECL	1311209131515	000110543	N-HEXANE	TRI	2011	GLOBAL COS LLC SOUTH PORTLAND TERMINAL	1 CLARK RD	SOUTH PORTLAND	CUMBERLAND	ME	041063511	YES	NO	NO	NO								424710						43.634167	-70.274722	019177757								CHELSEA SANDWICH LLC	019177757	SEE NOTES-W13:SAME AS PREVIOUS YEAR;T01:CLEANED TANKS, REPAIRED TANK BOTTOMS, CLEANED O/W SEPARATORS;T04:SAME AS PREVIOUS YEAR;T11:N/A	NO	RKENNY@GLOBALP.COM			NO	 	
04106NRTHSONECL	1311209131541	001330207	XYLENE (MIXED ISOMERS)	TRI	2011	GLOBAL COS LLC SOUTH PORTLAND TERMINAL	1 CLARK RD	SOUTH PORTLAND	CUMBERLAND	ME	041063511	YES	NO	NO	NO								424710						43.634167	-70.274722	019177757								CHELSEA SANDWICH LLC	019177757	SEE NOTES-W13:SAME AS PREVIOUS YEAR;T01:CLEANED TANKS, FIXED TANK BOTTOMS, CLEANED O/W SEPARATOR;T04:SAME AS PREVIOUS YEAR;T11:N/A	NO	RKENNY@GLOBALP.COM			NO	 	
04943RVNGTPOBOX	1311209553686	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2011	TASMAN LEATHER GROUP LLC	9 MAIN ST	HARTLAND	SOMERSET	ME	04943	YES	NO	NO	NO								316110						44.883056	-69.448056	001065580										WE CONTINUE TO LOOK FOR WAYS TO REDUCE THE GENERATION OF THIS WASTE STREAM AND INCREASE THE POETNTIAL FOR REUSE/RECYCLING.	NO	PRAMSDELL@TLGHARTLAND.COM			YES	 	
