TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
29307CRBRN24LDC	1307205291305	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2007	NO	CR BRANDS INC	230 OLD CONVERSE RD	SPARTANBURG	SPARTANBURG	SC	29307	YES	NO	NO	NO														34.993705	-81.841504	841361749								ALLIED CAPITAL		0														NO				NO	
29550STNGREASTR	1307205644343	000100425	STYRENE	TRI	Pounds																		2007	NO	STINGRAY BOATS	625 RAILROAD AVE	HARTSVILLE	DARLINGTON	SC	29551	YES	NO	NO	NO														34.371731	-80.056259	093881704										0														NO	DALEH@CTEEINC.COM			NO	
29330MTTST165AL	1307205274083	007439921	LEAD	PBT	Pounds																		2007	NO	GORIA ENTERPRISES	165 ALLISON RD	COWPENS	CHEROKEE	SC	29330	YES	NO	NO	NO														35.062978	-81.781781									OLDCASTLE, INC.	037176591	0														NO	DOUG.FOUTS@OLDCASTLEAPG.COM			YES	
29334HMMLR14CNG	1307205470584	000872504	N-METHYL-2-PYRROLIDONE	TRI	Pounds																		2007	NO	HEMMELRATH COATINGS	140 CONGRESS BLVD	DUNCAN	SPARTANBURG	SC	29334	YES	NO	NO	NO														34.905841	-82.101309											0														NO	JBFIELD80@AOL.COM			NO	
29577VXCRP17THA	1307205818242	N040	BARIUM COMPOUNDS	TRI	Pounds																		2007	NO	AVX CORP MYRTLE BEACH	801 17TH AVE S	MYRTLE BEACH	HORRY	SC	29577	YES	NO	NO	NO														33.677891	-78.913879	005995543								KYOCERA CORP	690557624	250	M2	GSW&SA	PO BOX 2368	CONWAY	SC	HORRY	29528							NO	NA			YES	
29577VXCRP17THA	1307205818255	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2007	NO	AVX CORP MYRTLE BEACH	801 17TH AVE S	MYRTLE BEACH	HORRY	SC	29577	YES	NO	NO	NO														33.677891	-78.913879	005995543								KYOCERA CORP	690557624	0														NO	NA			NO	
29577VXCRP17THA	1307205818267	N100	COPPER COMPOUNDS	TRI	Pounds																		2007	NO	AVX CORP MYRTLE BEACH	801 17TH AVE S	MYRTLE BEACH	HORRY	SC	29577	YES	NO	NO	NO														33.677891	-78.913879	005995543								KYOCERA CORP	690557624	5	M2	GSW&SA	PO BOX 2368	CONWAY	SC	HORRY	29528							NO	NA			YES	
29577VXCRP17THA	1307205818279	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	AVX CORP MYRTLE BEACH	801 17TH AVE S	MYRTLE BEACH	HORRY	SC	29577	YES	NO	NO	NO														33.677891	-78.913879	005995543								KYOCERA CORP	690557624	3	M2	GSW&SA	PO BOX 2368	CONWAY	SC	HORRY	29528							NO	NA			YES	
29577VXCRP17THA	1307205818281	N495	NICKEL COMPOUNDS	TRI	Pounds																		2007	NO	AVX CORP MYRTLE BEACH	801 17TH AVE S	MYRTLE BEACH	HORRY	SC	29577	YES	NO	NO	NO														33.677891	-78.913879	005995543								KYOCERA CORP	690557624	5	M1	GSW&SA	PO BOX 2368	CONWAY	SC	HORRY	29528							NO	NA			YES	
29577VXCRP17THA	1307205818293	N740	SILVER COMPOUNDS	TRI	Pounds																		2007	NO	AVX CORP MYRTLE BEACH	801 17TH AVE S	MYRTLE BEACH	HORRY	SC	29577	YES	NO	NO	NO														33.677891	-78.913879	005995543								KYOCERA CORP	690557624	5	M2													NO	NA			YES	
