TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
77541VSCPL102SA	1313210925525	000100425	STYRENE	TRI	2013	ENDURO COMPOSITES INC FREEPORT FACILITY	102 S AVE A	FREEPORT	BRAZORIA	TX	77541			YES	NO	NO	NO								325211						28.958643	-95.360303	088996947								ENDURO SYSTEMS INC		Facility Closing in 2014	NO	APLOCEK@ENDUROCOMPOSITES.COM			NO	 	
78409SMKNB91LEP	1313211801358	007664417	AMMONIA	TRI	2013	SAM KANE BEEF PROCESSORS INC	9001 LEOPARD ST	CORPUS CHRISTI	NUECES	TX	784092502			YES	NO	NO	NO								311611	311612	311613				27.821667	-97.53889	008145005										Facility sold to new ownership, effective May1,2013. The facility's name changed from Sam Kane Beef Processors, INC to Sam Kane Beef Processors, LLC.	NO	BRENTON@SAMKANEBEEF.COM			NO	 	
75688CNDCTHWY80	1313211120480	007439921	LEAD	TRI	2013	GENERAL CABLE INDUSTRIES INC	9975 U.S. HWY 80 E	SCOTTSVILLE	HARRISON	TX	75688			YES	NO	NO	NO								335929						32.520984	-94.230748	793463209								GENERAL CABLE CORP	793463209	|NPYF:ok	NO	SMILNER@GENERALCABLE.COM			YES	 	
75688CNDCTHWY80	1313211120478	000098862	ACETOPHENONE	TRI	2013	GENERAL CABLE INDUSTRIES INC	9975 U.S. HWY 80 E	SCOTTSVILLE	HARRISON	TX	75688			YES	NO	NO	NO								335929						32.520984	-94.230748	793463209								GENERAL CABLE CORP	793463209	|TOTRL:ok	NO	SMILNER@GENERALCABLE.COM			NO	 	
78501SFTYK1311E	1313211848419	000191242	BENZO(G,H,I)PERYLENE	PBT	2013	SAFETY-KLEEN SYSTEMS (604802)	1311 E TAMARACK	MC ALLEN	HIDALGO	TX	78501			YES	NO	NO	NO								562112	484220	484230				26.21795	-98.20316	053976551								CLEAN HARBORS INC	157793639	|NPYF:This facility did not meet the 20,000 working hour threshold for reporting in the prior year.	NO	HOMERO.MARTINEZ@SAFETY-KLEEN.COM	RR4		NO	 	
78501SFTYK1311E	1313211848421	000107211	ETHYLENE GLYCOL	TRI	2013	SAFETY-KLEEN SYSTEMS (604802)	1311 E TAMARACK	MC ALLEN	HIDALGO	TX	78501			YES	NO	NO	NO								562112	484220	484230				26.21795	-98.20316	053976551								CLEAN HARBORS INC	157793639	|NPYF:This facility did not meet the 20,000 working hour threshold for reporting in the prior year.	NO	HOMERO.MARTINEZ@SAFETY-KLEEN.COM	RR4		NO	 	
78501SFTYK1311E	1313211848433	007439921	LEAD	TRI	2013	SAFETY-KLEEN SYSTEMS (604802)	1311 E TAMARACK	MC ALLEN	HIDALGO	TX	78501			YES	NO	NO	NO								562112	484220	484230				26.21795	-98.20316	053976551								CLEAN HARBORS INC	157793639	|NPYF:This facility did not meet the 20,000 working hour threshold for reporting in the prior year.	NO	HOMERO.MARTINEZ@SAFETY-KLEEN.COM	RR4		YES	 	
78501SFTYK1311E	1313211848445	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2013	SAFETY-KLEEN SYSTEMS (604802)	1311 E TAMARACK	MC ALLEN	HIDALGO	TX	78501			YES	NO	NO	NO								562112	484220	484230				26.21795	-98.20316	053976551								CLEAN HARBORS INC	157793639	|NPYF:This facility did not meet the 20,000 working hour threshold for reporting in the prior year.	NO	HOMERO.MARTINEZ@SAFETY-KLEEN.COM	RR4		NO	 	
76574GMNNC1610E	1313211813528	007440508	COPPER	TRI	2013	GEMINI - TAYLOR	102 WAGNER WAY	TAYLOR	WILLIAMSON	TX	76574			YES	NO	NO	NO								339950	331524					30.572053	-97.392554									GEMINI INC	006257430	100% of the waste scrap is gathered up and sent in for recycling. We do offer a cheaper (and more environmentally safe) alternative to brass and bronze and that product line is catching on, but ultimately it is the customer who decides whether they want their product made from Brass, Bronze or other metals.|811AI: We do offer a cheaper (and more environmentally safe) alternative to brass and bronze and that product line is catching on. So although by a percentage of sales, the copper containing metals is decreasing, overall sales is increasing and so it may appear that we're not effective at reducing the usage of copper, but we are.	NO	DAVES@SIGNLETTERS.COM			YES	 	
7702WTYSNF3PRTW	1313211235801	007664417	AMMONIA	TRI	2013	TYSON REFRIGERATED PROCESSED MEATS INC	300 PORTWALL	HOUSTON	HOUSTON	TX	77029			YES	NO	NO	NO								311612						29.783931	-95.278823	008429284								TYSON FOODS INC	006903702	The Manufacturing side of the plant was closed for construction for 4 months in 2013. Which is why the production ration is low for 2013.In 2013 we had changes to our systems. In 2012 we had a total capacity of 43,100lbs (system not fully charged), in 2013 we had 44,089lbs. A total increase of 989lbs in capacityIn 2013 we removed 4,200lbs and refilled with 6,00lbs. and added 4,500 because we were running 5% low.|PRAI: The variable used to calculate production ratio is: Sandwich Meats. The variable used to calculate production ratio is: Sandwich Meats.	NO	KENNETH.MURRAY@TYSON.COM			NO	 	
