TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
77541VSCPL102SA	1313210925525	000100425	STYRENE	TRI	2013	ENDURO COMPOSITES INC FREEPORT FACILITY	102 S AVE A	FREEPORT	BRAZORIA	TX	77541			YES	NO	NO	NO								325211						28.958643	-95.360303	088996947								ENDURO SYSTEMS INC		Facility is in the process of closing|SRNA:N/A	NO	APLOCEK@ENDUROCOMPOSITES.COM			NO	 	
77536DRPRK5900H	1313211729429	000106990	1,3-BUTADIENE	TRI	2013	DEER PARK REFINING LP	5900 HWY 225 E	DEER PARK	HARRIS	TX	77536			YES	NO	NO	NO								324110						29.725284	-95.124016	618143986								DEER PARK REFINING LP		Increased Reliability reduced flare treatment amount	NO	JOHAN.ZAAYMAN@SHELL.COM			NO	 	
77536SHLLLHIGHW	1313211730015	000115071	PROPYLENE	TRI	2013	SHELL CHEMICAL LP	5900 HWY 225 E	DEER PARK	HARRIS	TX	77536			YES	NO	NO	NO								325110						29.725284	-95.124016	618143986								SHELL PETROLEUM INC	131489817	Increased reliability reduced flare treatment amount	NO	JOHAN.ZAAYMAN@SHELL.COM			NO	 	
76574GMNNC1610E	1313211813542	000108952	PHENOL	TRI	2013	GEMINI - TAYLOR	102 WAGNER WAY	TAYLOR	WILLIAMSON	TX	76574			YES	NO	NO	NO								339950	331524					30.572053	-97.392554									GEMINI INC	006257430	This chemical is a small constituent in a mixture used to bind sand together to create a mold for pouring molten metal. The sand is continuously re-used over and over again. It is unreasonable to attempt to capture the tiny amount of Phenol that is emitted as a gas from the molds.	NO	DAVES@SIGNLETTERS.COM			NO	 	
76574GMNNC1610E	1313211813528	007440508	COPPER	TRI	2013	GEMINI - TAYLOR	102 WAGNER WAY	TAYLOR	WILLIAMSON	TX	76574			YES	NO	NO	NO								339950	331524					30.572053	-97.392554									GEMINI INC	006257430	100% of waste scrap is sent in for recycling since this is a valuable material. Customer demand drives the usage of metals such a Brass and Bronze and we're encouraging customers to select the lower cost (and more environmentally friendly) alternative Aluminum products.|SRNA:The variable used to calculate the Production Ratio is: Metal Processed	NO	DAVES@SIGNLETTERS.COM			YES	 	
7690WGDFLL46EAS	1313211735535	N420	LEAD COMPOUNDS	PBT	2013	DOD USAF GOODFELLOW AFB	460 E KEARNEY BLVD	GOODFELLOW AFB	TOM GREEN	TX	769084104			YES	NO	YES	NO								928110						31.4319	-100.4108									US DEPARTMENT OF DEFENSE		GAFB's ISO 14001 Environmental Management System Cross-Function Team has quarterly meetings to discus methods and procedures for source reduction.	YES	ANNE.COVERSTON.1@US.AF.MIL			YES	 	
75182MRCNM359CL	1313211518372	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2013	DAL-TILE SUNNYVALE MFG	359 CLAY RD	SUNNYVALE	DALLAS	TX	75182			YES	NO	NO	NO								327122						32.766944	-96.562777									MARAZZI USA INC.		Installed dry scrubbers on kilns during year	NO	STEVE_WILLIS@MOHAWKIND.COM			NO	 	
75182MRCNM359CL	1313211518384	007664393	HYDROGEN FLUORIDE	TRI	2013	DAL-TILE SUNNYVALE MFG	359 CLAY RD	SUNNYVALE	DALLAS	TX	75182			YES	NO	NO	NO								327122						32.766944	-96.562777									MARAZZI USA INC.		installed scrubbers during year	NO	STEVE_WILLIS@MOHAWKIND.COM			NO	 	
75062MHWKL2730C	1313211570965	000075092	DICHLOROMETHANE	TRI	2013	NCH CORP MOHAWK LABS DIV	2730 CARL RD	IRVING	DALLAS	TX	75062			YES	NO	NO	NO								325612						32.842889	-96.929722	126655562								NCH CORP	008963910	The facility is actively pursuing substitute chemicals to replace dichloromethane in its formulations.	NO	MNEAR@NCH.COM			NO	 	
76384HTKPL201HA	1313211077122	000075569	PROPYLENE OXIDE	TRI	2013	SOLVAY USA INC	201 HARRISON ST	VERNON	WILBARGER	TX	76384			YES	NO	NO	NO								325998						34.165556	-99.301944	090460978								SOLVAY HOLDING INC.	874748937	|W36:Complete implementation of LDAR monitoring program for propylene in 2012 and fully executed in 2013|W58:Continue scrubber treatment operation for vented propylene oxide in 2013	NO	JIM.TRAFTON@SOLVAY.COM			NO	 	
75633TYSNF800EL	1313211244963	000079210	PERACETIC ACID	TRI	2013	TYSON POULTRY INC CARTHAGE TX PROCESSING PLANT	1484 NE LOOP 436	CARTHAGE	PANOLA	TX	75633			YES	NO	NO	NO								311615						32.173061	-94.32492	056781693		100000054344						TYSON FOODS INC	006903702	|SRNA:Food Safety Intervention	NO	SHARRLYN.HURD@TYSON.COM			NO	 	
75236PRCCH4722B	1313211147374	000050000	FORMALDEHYDE	TRI	2013	PIERCE CHEMICALS/ROYAL BOND CO	4722 BRONZE WAY	DALLAS	DALLAS	TX	75236			YES	NO	NO	NO								325998						32.687389	-96.897333	007327646								WILBERT FUNERAL SERVICES INC.	179364203	|SRNA:No new source reduction opportunities were identified during the reporting year.	NO	DBAKER@WILBERT.COM			NO	 	
75236PRCCH4722B	1313211147386	000067561	METHANOL	TRI	2013	PIERCE CHEMICALS/ROYAL BOND CO	4722 BRONZE WAY	DALLAS	DALLAS	TX	75236			YES	NO	NO	NO								325998						32.687389	-96.897333	007327646								WILBERT FUNERAL SERVICES INC.	179364203	|SRNA:No source reduction opportunities identified for reporting year	NO	DBAKER@WILBERT.COM			NO	 	
77571PPGND1901A	1313211728631	000075445	PHOSGENE	TRI	2013	EAGLE US 2 LLC - LA PORTE	1901 AVE H & 16TH ST	LA PORTE	HARRIS	TX	77571			YES	NO	NO	NO								325199						29.654833	-95.036528	095184800								AXIALL CORP	120957840	Facility has optimized recycling/recovery activities for this compound.|SRNA:Phosgene recovery also dependent on other operating units performance that cannot be optimized	NO	ERIC.SEVEBECK@AXIALL.COM			NO	 	
77029NHSRB775GE	1313211396270	007697372	NITRIC ACID	TRI	2013	ANHEUSER-BUSCH INC	775 GELLHORN DR	HOUSTON	HARRIS	TX	770291496			YES	NO	NO	NO								312120						29.774444	-95.270833	006288799								ANHEUSER-BUSCH INBEV	098630254	|SRNA:Concern that product quality may decline as a result of source reduction.  Nitric acid is used to sterilze brewing vessels.  Elimination of nitric acid would result in product quality issues.  Further, insuffiicient captial to install source reduction technologies that could replace nitric acid.	NO	MARK.LOGUE@ANHEUSER-BUSCH.COM			NO	 	
77029NHSRB775GE	1313211396268	N511	NITRATE COMPOUNDS	TRI	2013	ANHEUSER-BUSCH INC	775 GELLHORN DR	HOUSTON	HARRIS	TX	770291496			YES	NO	NO	NO								312120						29.774444	-95.270833	006288799								ANHEUSER-BUSCH INBEV	098630254	|SRNA:Concern that product quality may decline as a result of source reduction.  Nitrate compounds are formed from the neutralization of nitric acid.  Nitric acid is required to sanitize brewing vessels and there is insufficient capital to install new source reduction equipment/technology, if available.	NO	MARK.LOGUE@ANHEUSER-BUSCH.COM			NO	 	
77029NHSRB775GE	1313211396243	007664417	AMMONIA	TRI	2013	ANHEUSER-BUSCH INC	775 GELLHORN DR	HOUSTON	HARRIS	TX	770291496			YES	NO	NO	NO								312120						29.774444	-95.270833	006288799								ANHEUSER-BUSCH INBEV	098630254	|SRNA:Ammonia is the primary refrigerent in use at the brewery.  Insufficient capital to install source reduction equipment.	NO	MARK.LOGUE@ANHEUSER-BUSCH.COM			NO	 	
77029NHSRB775GE	1313211396282	N982	ZINC COMPOUNDS	TRI	2013	ANHEUSER-BUSCH INC	775 GELLHORN DR	HOUSTON	HARRIS	TX	770291496			YES	NO	NO	NO								312120						29.774444	-95.270833	006288799								ANHEUSER-BUSCH INBEV	098630254	|SRNA:Source of zinc compounds is an ingredient in the manufacturing of beer.  Product quality or yield would decline as a result of zinc cmpounds being removed from the brewing process.	NO	MARK.LOGUE@ANHEUSER-BUSCH.COM			YES	 	
77029NHSRB775GE	1313211396256	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	2013	ANHEUSER-BUSCH INC	775 GELLHORN DR	HOUSTON	HARRIS	TX	770291496			YES	NO	NO	NO								312120						29.774444	-95.270833	006288799								ANHEUSER-BUSCH INBEV	098630254	|SRNA:Other - The brewery uses landfill gas to fuel boilers.	NO	MARK.LOGUE@ANHEUSER-BUSCH.COM			NO	 	
76702PLNTTLAKES	1313210979480	007664417	AMMONIA	TRI	2013	CARGILL VALUE ADDED MEATS	2510 E LAKESHORE DR	WACO	MCLENNAN	TX	76705			YES	NO	NO	NO								311615						31.609444	-97.123056	006249198								CARGILL INC.	006249198	The facility operates 2 interconnected Ammonia refrigeration systems that allows for transfers of Ammonia from one system to another. 13,000 pounds of Ammonia was transferred from C5 Ammonia System to C2 Ammonia System for the replacement of valves within C5 system. 13,000 pounds were purchased for replacement in the C5 system.	NO	BILLY_GUERINGER1@CARGILL.COM			NO	 	
77506RPRDC1423H	1313211227412	007664417	AMMONIA	TRI	2013	AIR PRODUCTS LLC	1423 HWY 225	PASADENA	HARRIS	TX	77506			YES	NO	NO	NO								325120	325199	325192				29.716191	-95.194361	065091969								AIR PRODUCTS & CHEMICALS INC	003001070	Production units that operated in previous reporting years have been permanently shutdown and has led in part to a reduction in the amount of ammonia transferred off-site to a POTW for treatment and for total releases from the site.	NO	KOURPADT@AIRPRODUCTS.COM			NO	 	
77506RPRDC1423H	1313211227475	000108054	VINYL ACETATE	TRI	2013	AIR PRODUCTS LLC	1423 HWY 225	PASADENA	HARRIS	TX	77506			YES	NO	NO	NO								325120	325199	325192				29.716191	-95.194361	065091969								AIR PRODUCTS & CHEMICALS INC	003001070	|SRNA:This stream is sent to Air Products from an off-site tenant for treatment in a control device.   Air Products does not control the amount of this compound that is producted and ultimately treated in the industrial boiler.	NO	KOURPADT@AIRPRODUCTS.COM			NO	 	
77506RPRDC1423H	1313211227424	025376458	DIAMINOTOLUENE (MIXED ISOMERS)	TRI	2013	AIR PRODUCTS LLC	1423 HWY 225	PASADENA	HARRIS	TX	77506			YES	NO	NO	NO								325120	325199	325192				29.716191	-95.194361	065091969								AIR PRODUCTS & CHEMICALS INC	003001070	Production unit that generated this particular compound and its isomers ceased operations and will no  longer trigger TRI reporting for the site since no more production will occur at the site.	NO	KOURPADT@AIRPRODUCTS.COM			NO	 	
77506RPRDC1423H	1313211227463	007697372	NITRIC ACID	TRI	2013	AIR PRODUCTS LLC	1423 HWY 225	PASADENA	HARRIS	TX	77506			YES	NO	NO	NO								325120	325199	325192				29.716191	-95.194361	065091969								AIR PRODUCTS & CHEMICALS INC	003001070	Nitric Acid production ceased at site in CY2012.	NO	KOURPADT@AIRPRODUCTS.COM			NO	 	
77506RPRDC1423H	1313211227400	000075070	ACETALDEHYDE	TRI	2013	AIR PRODUCTS LLC	1423 HWY 225	PASADENA	HARRIS	TX	77506			YES	NO	NO	NO								325120	325199	325192				29.716191	-95.194361	065091969								AIR PRODUCTS & CHEMICALS INC	003001070	|SRNA:This compound is controlled by an off-site tenant and is sent to Air Products for treatment in a control device.	NO	KOURPADT@AIRPRODUCTS.COM			NO	 	
77506RPRDC1423H	1313211227436	025321146	DINITROTOLUENE (MIXED ISOMERS)	TRI	2013	AIR PRODUCTS LLC	1423 HWY 225	PASADENA	HARRIS	TX	77506			YES	NO	NO	NO								325120	325199	325192				29.716191	-95.194361	065091969								AIR PRODUCTS & CHEMICALS INC	003001070	Production unit that manufactured this compound and its isomers has ceased operations and will not  trigger TRI reporting of these compounds in CY2014.|SRNA:Production of this family of compounds ceased in CY2013 due to site production changes and market demand.	NO	KOURPADT@AIRPRODUCTS.COM			NO	 	
77506RPRDC1423H	1313211227448	000067561	METHANOL	TRI	2013	AIR PRODUCTS LLC	1423 HWY 225	PASADENA	HARRIS	TX	77506			YES	NO	NO	NO								325120	325199	325192				29.716191	-95.194361	065091969								AIR PRODUCTS & CHEMICALS INC	003001070	Some of the methanol each year is treated from an off-site tenant.   The majority of the remaining methanol is produced as a by-product in an industrials gases manufacturing facility.	NO	KOURPADT@AIRPRODUCTS.COM			NO	 	
77631DPNTSFARMR	1313211645294	N511	NITRATE COMPOUNDS	TRI	2013	DUPONT SABINE RIVER WORKS	3055 FARM RD 1006	ORANGE	ORANGE	TX	776301089			YES	NO	NO	NO								325110	325211	562211				30.057433	-93.755445	126040237								E I DU PONT DE NEMOURS & CO	001315704	DuPont SRW commenced the feeding of Sodium Nitrate solution to its Bioponds in December 2012 as a wastewater treatement agent to achieve improved biological oxidation of TOC.  This activity continued in earnest in 2013.  This accounts for increased treatement and release values associated with this TRI chemical.	NO	BECKY.S.PIETRAS@DUPONT.COM			NO	 	
