TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
03246MTZLCPRIMR	1307206039113	007439921	LEAD	PBT	Pounds																		2007	NO	METZ ELECTRONICS CORP	94 PRIMROSE DR O'SHEA INDUSTRIAL PARK	LACONIA	BELKNAP	NH	03246	YES	NO	NO	NO														43.547378	-71.492306	044817658								METZ ELECTRONICS CORP	044817658	0														NO	DICKM@METZELECTRONICS.COM			YES	
03301RVNGL3INDU	1307205656883	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	IRVING OIL CORP	30 INDUSTRIAL PARK	CONCORD	MERRIMACK	NH	03301	YES	NO	NO	NO														43.208191	-71.484999	019010529								IRVING OIL CORP	019010529	0														NO	JOHN.CASEY@IRVINGOIL.COM			NO	
03303BDLCT175SO	1307205772320	007439921	LEAD	PBT	Pounds																		2007	NO	BEEDE ELECTRICAL INSTRUMENT CO INC	88 VILLAGE ST	PENACOOK	MERRIMACK	NH	03303	YES	NO	NO	NO														43.27171	-71.58987	001083955										0														NO	BFANJOY@BEEDE.COM			YES	
03431KNGSB80LAU	1307205513880	N040	BARIUM COMPOUNDS	TRI	Pounds																		2007	NO	KINGSBURY CORP	80 LAUREL ST	KEENE	CHESHIRE	NH	03431	YES	NO	NO	NO														42.929095	-72.270022	001082981								VENTURA INDUSTRIES	966788572	0														NO	IMTIROPOULIS@KINGSBURYCORP.COM			YES	
03102WKFLD888DU	1307205808569	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	AGGREGATE INDUSTRIES NORTHEAST REGION INC	888 DUNBARTON RD	MANCHESTER	HILLSBOROUGH	NH	03102	YES	NO	NO	NO														43.01658	-71.491021									AGGREGATE INDUSTRIES INC.	622258929	0														NO	TIM.JONES@AGGREGATE-US.COM			YES	
03103LCTRP252WI	1307205411212	007439921	LEAD	PBT	Pounds																		2007	NO	ELECTROPAC CO INC.	252 WILLOW ST	MANCHESTER	HILLSBOROUGH	NH	03103	YES	NO	NO	NO														42.978033	-71.461538	040244428										0														NO	CURRIER@ELECTROPAC.COM			YES	
03103LCTRP252WI	1307205411224	007440508	COPPER	TRI	Pounds																		2007	NO	ELECTROPAC CO INC.	252 WILLOW ST	MANCHESTER	HILLSBOROUGH	NH	03103	YES	NO	NO	NO														42.978033	-71.461538	040244428										33	M2	MANCHESTER TREATMENT FACILITY	300 WINSTON STREET	MANCHESTER	NH	HILLSBOROUGH	03103							NO	CURRIER@ELECTROPAC.COM			YES	
03103LCTRP252WI	1307205411236	007697372	NITRIC ACID	TRI	Pounds																		2007	NO	ELECTROPAC CO INC.	252 WILLOW ST	MANCHESTER	HILLSBOROUGH	NH	03103	YES	NO	NO	NO														42.978033	-71.461538	040244428										0														NO	CURRIER@ELECTROPAC.COM			NO	
03106BRXND1500H	1307205494279	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	BROX INDUSTRIES INC	1500 HOOKSETT RD	HOOKSETT	MERRIMACK	NH	03106	YES	NO	NO	NO														43.06599	-71.446624	072134786										0														NO	ESTEVENSON@BROXINDUSTRIES.COM			NO	
03106BRXND1500H	1307205494281	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	BROX INDUSTRIES INC	1500 HOOKSETT RD	HOOKSETT	MERRIMACK	NH	03106	YES	NO	NO	NO														43.06599	-71.446624	072134786										0														NO	ESTEVENSON@BROXINDUSTRIES.COM			NO	
03246BCFBR30COO	1307205518943	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	ABC FABRICATORS INC.	30 COOK CT	LACONIA	BELKNAP	NH	03246	YES	NO	NO	NO														43.524	-71.473	037950668										2.8	M1	WINNIPESAUKEE RIVER BASIN PROGRAM	RIVER STREET EXTENSION	FRANKLIN	NH	MERRIMACK	03235							NO	DAVE@ABCFABRICATORS.COM			YES	
03447PLPCM57CRE	1307205877501	000100425	STYRENE	TRI	Pounds																		2007	NO	PLP COMPOSITE TECHNOLOGIES INC	57 CREAMERY RD	FITZWILLIAM	CHESHIRE	NH	03447	YES	NO	NO	NO														42.764	-72.152											0														NO	WBAZLEY@PLPCOMP.COM	RR5		NO	
03561NRTNCHIGHL	1307205559560	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	LITTLETON -PIKE	390 HIGHLAND ST	LITTLETON	GRAFTON	NH	03561	YES	NO	NO	NO														44.303268	-71.752239	001126234								SAINT-GOBAIN CORP		0														NO	NA			NO	
03581JMSRVCASCA	1307205321312	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	FRASER NH LLC GORHAM PAPER MILL	72 CASCADE FLATS	GORHAM	COOS	NH	03581	YES	NO	NO	NO														44.447464	-71.189949									FRASER PAPERS INC.	253598023	0														NO	CYRG@BG.FRASERPAPERS.COM			NO	
03581JMSRVCASCA	1307205321324	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams	5.16	0	2.41	1.11	0	.75	1.99	2.07	2.51	15.01	0	64.64	2.02	1.55	.78	0	0	2007	NO	FRASER NH LLC GORHAM PAPER MILL	72 CASCADE FLATS	GORHAM	COOS	NH	03581	YES	NO	NO	NO														44.447464	-71.189949									FRASER PAPERS INC.	253598023	0														NO	CYRG@BG.FRASERPAPERS.COM			NO	
03581JMSRVCASCA	1307205321336	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	FRASER NH LLC GORHAM PAPER MILL	72 CASCADE FLATS	GORHAM	COOS	NH	03581	YES	NO	NO	NO														44.447464	-71.189949									FRASER PAPERS INC.	253598023	0														NO	CYRG@BG.FRASERPAPERS.COM			YES	
03581JMSRVCASCA	1307205321348	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	FRASER NH LLC GORHAM PAPER MILL	72 CASCADE FLATS	GORHAM	COOS	NH	03581	YES	NO	NO	NO														44.447464	-71.189949									FRASER PAPERS INC.	253598023	0														NO	CYRG@BG.FRASERPAPERS.COM			NO	
03801GLDBNFREEM	1307205326832	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	NEW NGC INC D/B/A NATIONAL GYPSUM CO	MICHAEL J SUCCI DR	PORTSMOUTH	ROCKINGHAM	NH	03802	YES	NO	NO	NO														43.087778	-70.763889	808836894								NEW NGC INC.	808836894	0														NO	PKRADIGAN@NATIONALGYPSUM.COM			YES	
03801RVNGL5PREB	1307205675097	007439921	LEAD	PBT	Pounds																		2007	NO	IRVING OIL TERMINALS INC	50 PREBLE WAY	PORTSMOUTH	ROCKINGHAM	NH	03801	YES	NO	NO	NO														43.092155	-70.770865	019010529										0														NO	BRIAN.ASTBURY@IRVINGOIL.COM			YES	
03801RVNGL5PREB	1307205675109	000110543	N-HEXANE	TRI	Pounds																		2007	NO	IRVING OIL TERMINALS INC	50 PREBLE WAY	PORTSMOUTH	ROCKINGHAM	NH	03801	YES	NO	NO	NO														43.092155	-70.770865	019010529										0														NO	BRIAN.ASTBURY@IRVINGOIL.COM			NO	
03801RVNGL5PREB	1307205675111	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	IRVING OIL TERMINALS INC	50 PREBLE WAY	PORTSMOUTH	ROCKINGHAM	NH	03801	YES	NO	NO	NO														43.092155	-70.770865	019010529										0														NO	BRIAN.ASTBURY@IRVINGOIL.COM			NO	
03820TCHFB40MAP	1307205948742	007439921	LEAD	PBT	Pounds																		2007	NO	AGILITY MANUFACTURING INC	40 MAPLE ST	DOVER	STRAFFORD	NH	03820	YES	NO	NO	NO														43.206	-70.879	199076217										0	O 	DOVER WASTEWATER TREATMENT FACILITY	484 MIDDLE ROAD	DOVER	NH	STRAFFORD	03820							NO	TFERRIN@AGILITYMFG.COM			YES	
03833GTPRDPORTS	1307205440833	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	OSRAM SYLVANIA PRODUCTS INC	131 PORTSMOUTH AVE	EXETER	ROCKINGHAM	NH	03833	YES	NO	NO	NO														42.986667	-70.92944	003941655								SIEMENS CORP	001495928	0														NO	GRAHAM.WARK@SYLVANIA.COM			NO	
03833GTPRDPORTS	1307205440845	007664393	HYDROGEN FLUORIDE	TRI	Pounds																		2007	NO	OSRAM SYLVANIA PRODUCTS INC	131 PORTSMOUTH AVE	EXETER	ROCKINGHAM	NH	03833	YES	NO	NO	NO														42.986667	-70.92944	003941655								SIEMENS CORP	001495928	0														NO	GRAHAM.WARK@SYLVANIA.COM			NO	
03833GTPRDPORTS	1307205440858	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	OSRAM SYLVANIA PRODUCTS INC	131 PORTSMOUTH AVE	EXETER	ROCKINGHAM	NH	03833	YES	NO	NO	NO														42.986667	-70.92944	003941655								SIEMENS CORP	001495928	0														NO	GRAHAM.WARK@SYLVANIA.COM			NO	
03839BRXND253RO	1307205494851	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	BROX INDUSTRIES INC	253 ROCHESTER NECK RD	ROCHESTER	STRAFFORD	NH	03839	YES	NO	NO	NO														43.228333	-70.953056	072134786										0														NO	ESTEVENSON@BROXINDUSTRIES.COM			NO	
03839BRXND253RO	1307205494863	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	BROX INDUSTRIES INC	253 ROCHESTER NECK RD	ROCHESTER	STRAFFORD	NH	03839	YES	NO	NO	NO														43.228333	-70.953056	072134786										0														NO	ESTEVENSON@BROXINDUSTRIES.COM			NO	
03874DXTRDONEDE	1307205737935	000080626	METHYL METHACRYLATE	TRI	Pounds																		2007	NO	HENKEL CORP	167 BATCHELDER RD	SEABROOK	ROCKINGHAM	NH	03874	YES	NO	NO	NO														42.883187	-70.883711	051441731								HENKEL CORP	051441731	0														NO	HERB.NOVELL@US.HENKEL.COM			NO	
03054NHSRB221DA	1307206034581	007664417	AMMONIA	TRI	Pounds																		2007	NO	ANHEUSER-BUSCH, INC.	221 DANIEL WEBSTER HWY	MERRIMACK	HILLSBOROUGH	NH	030544807	YES	NO	NO	NO														42.824167	-71.48416	045008430								ANHEUSER-BUSCH COS INC.	098630254	422	C 	TOWN OF MERRIMACK WWTF	36 MAST ROAD	MERRIMACK	NH	HILLSBOROUGH	03054							NO	THOMAS.BLAKE@ANHEUSER-BUSCH.COM			NO	
03055HTCHNOLDWI	1307205294109	007664417	AMMONIA	TRI	Pounds																		2007	NO	HITCHINER MANUFACTURING CO I NC	OLD WILTON RD	MILFORD	HILLSBOROUGH	NH	030552001	YES	NO	NO	NO														42.840872	-71.699485	001078682								HITCHINER MFG. CO. INC.	001078682	0														NO	TIM_SULLIVAN@HITCHINER.COM			NO	
03060DCNLC41SIM	1307205363930	007439921	LEAD	PBT	Pounds																		2007	NO	MASS DESIGN INC	41 SIMON ST	NASHUA	HILLSBOROUGH	NH	03060	YES	NO	NO	NO														42.756919	-71.487698	040235327										.455	M2	NASHUA WASTE WATER TREAT FAC.	SAWMILL ROAD	NASHUA	NH	HILLSBOROUGH	03060							NO				YES	
03060CLNLL1CHES	1307206189577	007439921	LEAD	PBT	Pounds																		2007	NO	COLONIAL ELECTRONIC MANUFACTURERS INC	1 CHESTNUT ST	NASHUA	HILLSBOROUGH	NH	03060	YES	NO	NO	NO														42.759805	-71.469159	840214902										0		NA												NO	SEHOLZMAN@CEMINC.NET			YES	
03833NRTHS6COMM	1307206190163	007440508	COPPER	TRI	Pounds																		2007	NO	NORTHEAST LANTERN LTD	6 COMMERCE WAY	EXETER	ROCKINGHAM	NH	03833	YES	NO	NO	NO														42.994129	-70.965779	161857933										0														NO	CHRIS@NORTHEASTLANTERN.COM			YES	
03833NRTHS6COMM	1307206190175	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	NORTHEAST LANTERN LTD	6 COMMERCE WAY	EXETER	ROCKINGHAM	NH	03833	YES	NO	NO	NO														42.994129	-70.965779	161857933										0														NO	CHRIS@NORTHEASTLANTERN.COM			YES	
03062DVNCD118NO	1307205556994	N100	COPPER COMPOUNDS	TRI	Pounds																		2007	NO	ADVANCED CIRCUIT TECHNOLOGY I NC	118 NORTHEASTERN BLVD	NASHUA	HILLSBOROUGH	NH	03062	YES	NO	NO	NO														42.739451	-71.493067	081255788								AMPHENOL CORP	798686192	4.76	M2													NO	PSIMONDS@ACT-FLEXCIRCUIT.COM			YES	
03062DVNCD118NO	1307205557008	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	ADVANCED CIRCUIT TECHNOLOGY I NC	118 NORTHEASTERN BLVD	NASHUA	HILLSBOROUGH	NH	03062	YES	NO	NO	NO														42.739451	-71.493067	081255788								AMPHENOL CORP	798686192	4.08	O 	CITY OF NASHUA WASTEWATER TREATMENT FACILITY	SAWMILL ROAD	NASHUA	NH	HILLSBOROUGH	03060							NO	PSIMONDS@ACT-FLEXCIRCUIT.COM			YES	
03301SCRCR39CHE	1307205753650	007439921	LEAD	PBT	Pounds																		2007	NO	SECURE CARE PRODUCTS INC	39 CHENELL DR	CONCORD	MERRIMACK	NH	03301	YES	NO	NO	NO														43.211593	-71.495406	189852213										0														NO	HFB@SECURECARE.COM			YES	
03431CNCRD15KIT	1307205956511	000075218	ETHYLENE OXIDE	TRI	Pounds																		2007	NO	SMITHS MEDICAL ASD INC.	25 PRODUCTION AVE	KEENE	CHESHIRE	NH	03431	YES	NO	NO	NO														42.92	-72.307	056329097										0														NO	DAVID.JANKOWSKI@SMITHS-MEDICAL.COM			NO	
03431CNCRD15KIT	1307205956523	000107211	ETHYLENE GLYCOL	TRI	Pounds																		2007	NO	SMITHS MEDICAL ASD INC.	25 PRODUCTION AVE	KEENE	CHESHIRE	NH	03431	YES	NO	NO	NO														42.92	-72.307	056329097										0														NO	DAVID.JANKOWSKI@SMITHS-MEDICAL.COM			NO	
