TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
04092SLVXN45THO	1312210139818	N106	CYANIDE COMPOUNDS	TRI	2012	SILVEX INC	45 THOMAS DR	WESTBROOK	CUMBERLAND	ME	04092	YES	NO	NO	NO								332813						43.649116	-70.34904	053440319										We made some changes on our cyanide copper solutions, reducing the amount of cyanide in these baths by about 50%.  We also saw a decrease in our silver plating operations, reducing the amount of cyanide we used in our processes.	NO	PHILRIDLEY@SILVEXINC.COM			NO	 	
04092SLVXN45THO	1312210139832	007697372	NITRIC ACID	TRI	2012	SILVEX INC	45 THOMAS DR	WESTBROOK	CUMBERLAND	ME	04092	YES	NO	NO	NO								332813						43.649116	-70.34904	053440319										SRNA:There are no viable substitutes for nitric acid in metal finishing	NO	PHILRIDLEY@SILVEXINC.COM			NO	 	
04240DMNDP9ALFR	1312210871087	007439965	MANGANESE	TRI	2012	SYSTEM LOGISTICS CORP	90 ALFRED PLOURDE PKWY	LEWISTON	ANDROSCOGGIN	ME	04240	YES	NO	NO	NO								332999						44.06	-70.18	867172462								SYSTEM LOGISTICS SPA		SRNA:Category 3	NO				YES	 	
04240DMNDP9ALFR	1312210871075	007439921	LEAD	TRI	2012	SYSTEM LOGISTICS CORP	90 ALFRED PLOURDE PKWY	LEWISTON	ANDROSCOGGIN	ME	04240	YES	NO	NO	NO								332999						44.06	-70.18	867172462								SYSTEM LOGISTICS SPA		SRNA:Category 3	NO				YES	 	
04240DMNDP9ALFR	1312210871099	007440020	NICKEL	TRI	2012	SYSTEM LOGISTICS CORP	90 ALFRED PLOURDE PKWY	LEWISTON	ANDROSCOGGIN	ME	04240	YES	NO	NO	NO								332999						44.06	-70.18	867172462								SYSTEM LOGISTICS SPA		SRNA:Category 3	NO				YES	 	
04240DMNDP9ALFR	1312210871063	007440473	CHROMIUM	TRI	2012	SYSTEM LOGISTICS CORP	90 ALFRED PLOURDE PKWY	LEWISTON	ANDROSCOGGIN	ME	04240	YES	NO	NO	NO								332999						44.06	-70.18	867172462								SYSTEM LOGISTICS SPA		SRNA:Category 3	NO				YES	 	
04950MDSNPMAINS	1312209979208	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2012	MADISON PAPER INDUSTRIES	1 MAIN ST	MADISON	SOMERSET	ME	049500129	YES	NO	NO	NO								322121						44.797372	-69.885772	099898066										|W58:Converted two of the three power boilers to natural gas combustion from #6 Fuel Oil, resulting in a reduction in #6 fuel oil use in 2012.|W42:Converted two of the three power boilers to natural gas combustion from #6 Fuel Oil, resulting in a reduction in #6 fuel oil use in 2012.	NO	RUSS.DRECHSEL@UPM.COM			NO	 	
04950MDSNPMAINS	1312209979160	000191242	BENZO(G,H,I)PERYLENE	PBT	2012	MADISON PAPER INDUSTRIES	1 MAIN ST	MADISON	SOMERSET	ME	049500129	YES	NO	NO	NO								322121						44.797372	-69.885772	099898066										|W58:Reductions due to fuel switching on 2 of the 3 site power boilers from #6 Fuel Oil to Natural Gas.|W42:Reductions due to fuel switching on 2 of the 3 site power boilers from #6 Fuel Oil to Natural Gas.	NO	RUSS.DRECHSEL@UPM.COM			NO	 	
04950MDSNPMAINS	1312209979184	007439921	LEAD	TRI	2012	MADISON PAPER INDUSTRIES	1 MAIN ST	MADISON	SOMERSET	ME	049500129	YES	NO	NO	NO								322121						44.797372	-69.885772	099898066										|W42:The reduction in the 8.1b is due to fuel switching from No. 6 fuel oil to natural gas.	NO	RUSS.DRECHSEL@UPM.COM			YES	 	
04974DLTCHKIDDE	1312210014229	007782505	CHLORINE	TRI	2012	GAC CHEMICAL CORP	34 KIDDER POINT RD	SEARSPORT	WALDO	ME	04974	YES	NO	NO	NO								325188						44.465527	-68.881152	861010742								GAC CHEMICAL CORP	092014513	GAC Chemical stopped  the use of Chlorine in October 2012.  This was a result of discontinued the production of Sodium Hypochlorite Solutions.	NO	DCOLTER@GACCHEMICAL.COM			NO	 	
