TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	8/24/2017	
46219VNWTR7425E	1315213651072	007697372	NITRIC ACID	TRI	2015	UNIVAR USA INC - INDIANAPOLIS	7425 E 30TH ST	INDIANAPOLIS	MARION	IN	46219			YES	NO	NO	NO								424690						39.81	-86.036389	040295347								UNIVAR USA INC	102971785	Univar USA is a chemical distribution company.  Chemical demand varies widely on a yearly basis and is based upon customer demand. Various factors such as off-spec products, damaged products and out-of-date products drive the off-site waste disposal volume.  Univar USA has implemented pollution prevention practices to minimize the amount of self-generated waste and is committed to environmental stewardship.	NO	SHAMILLE.GOINS@UNIVAR.COM			NO	 	
46219VNWTR7425E	1315213651084	000075650	TERT-BUTYL ALCOHOL	TRI	2015	UNIVAR USA INC - INDIANAPOLIS	7425 E 30TH ST	INDIANAPOLIS	MARION	IN	46219			YES	NO	NO	NO								424690						39.81	-86.036389	040295347								UNIVAR USA INC	102971785	Univar USA is a chemical distribution company.  Chemical demand varies widely on a yearly basis and is based upon customer demand. Various factors such as off-spec products, damaged products and out-of-date products drive the off-site waste disposal volume.  Univar USA has implemented pollution prevention practices to minimize the amount of self-generated waste and is committed to environmental stewardship.	NO	SHAMILLE.GOINS@UNIVAR.COM			NO	 	
46750GLDXT4757N	1315213899471	001330207	XYLENE (MIXED ISOMERS)	TRI	2015	GLADIEUX TRADING & MARKETING	4757N. US HWY 24 E	HUNTINGTON	HUNTINGTON	IN	46750			YES	NO	NO	NO								424710						40.8998	-85.44763	188187298										Raw material containing toxic chemicals ("Lead Compound and PCB's) are eliminatedRaw material and products are re-tested, all available new information is used and therefore Shows the emission level difference	NO	RRAVAL@AOL.COM			NO	 	
00851HSSLVLIMET	1315213216144	000108883	TOLUENE	TRI	2015	LIMETREE BAY TERMINALS LLC	1 ESTATE HOPE	CHRISTIANSTED	ST CROIX	VI	00820			YES	NO	NO	NO								324110						17.7102	-64.7544	080152819										In February 2012, HOVENSA idled all of its refining process units. HOVENSA continued to operate as a Terminal Storage facility.	NO	FQUOW@LBTERMINALS.COM			NO	 	
74601MRTZN1701N	1315213594524	007439965	MANGANESE	TRI	2015	MERTZ MANUFACTURING INC	1701 N WAVERLY	PONCA CITY	KAY	OK	74601			YES	NO	NO	NO								332999						36.72287	-97.10317	007239775										We use Plymovent Air Filtration Systems to improve air quality in weld shop. This is not a source reduction.	NO	FMCENROE@MERTZOK.COM			YES	 	
2001WVRGNC2155Q	1315213873425	N511	NITRATE COMPOUNDS	TRI	2015	VIRGINIA CONCRETE QUEENS CHAPEL PLANT	2155 QUEENS CHAPEL RD NE	WASHINGTON	DISTRICT OF COLUMBIA	DC	20018			YES	NO	NO	NO								327320						38.92069	-76.97349	062006499								VULCAN MATERIALS CO	805344798	The nitrates are ingredients in a specific admixture that we put in some of our  concrete mixes.  In 2015 we had a significant increase in the amount of this admix.	NO	PRIFTISG@VMCMAIL.COM			NO	 	
48131GLBLN58NAN	1315213924501	007439921	LEAD	PBT	2015	FCA US DUNDEE ENGINE PLANT	5800 N ANN ARBOR RD	DUNDEE	MONROE	MI	48131			YES	NO	NO	NO								336310						41.97821	-83.67292	148570620								FCA US LLC	830966904	NA	NO	SCOTT.GOEGLEIN@FCAGROUP.COM			YES	 	
78526CHMPR5224F	1315213806060	000100425	STYRENE	TRI	2015	CHEM PRUF DOOR	5224 FM 802	BROWNSVILLE	CAMERON	TX	78526			YES	NO	NO	NO								339999						25.945811	-97.439031	095562570								CHASE INDUSTRIES INC	004238499	The methodology for estimating the amount of styrene transferred off-site is based on the total amount of liquid waste transferred off-site and the assumption that the average styrene weight percentage is 25% in liquid waste. The Site included 19404 pounds transferred as waste in RY2014. The RY2015 transferred amount is 21780. Comparing with this updated number , the increased amount of styrene transferred off site in RY2015 increased 12% that is related to the increased production level, which entailed more materials and generated more liquid waste with a slight waste minimization proportion  in RY2015.	NO	FTAMBORRELL@CHEM-PRUF.COM			NO	 	
46755SSXGR800WM	1315213555129	000105679	2,4-DIMETHYLPHENOL	TRI	2015	ESSEX GROUP INC	800 W MITCHELL ST	KENDALLVILLE	NOBLE	IN	46755			YES	NO	NO	NO								331420						41.442737	-85.275729									SUPERIOR ESSEX INC	153370077	Plant ceased production in September 2015 and was shut down December 2015.  One-time releases are a result of cleaning out processes and disposing of excess products after shutdown.	NO	TRI@SUPERIORESSEX.COM			NO	 	
5411WBTGPL1375P	1315213811817	007440473	CHROMIUM	TRI	2015	BTG IPI LLC	1375 PLANE SITE BLVD	DE PERE	BROWN	WI	54115	433	Oneida Tribe of Indians of Wisconsin	YES	NO	NO	NO								333249						44.45731	-88.12644	079694390								BTG GROUP		Data quality testing was performed on each waste stream in 2012. The results were less than expected. Production of business is estimated to remain flat in 2016 and 2017.	NO	TONY.HERBST@BTG.COM			YES	 	
8011WGHLTH1139E	1315213197965	000117817	DI(2-ETHYLHEXYL) PHTHALATE	TRI	2015	VITAL SIGNS INC	11039 E LANSING CIR	ENGLEWOOD	DOUGLAS	CO	80112			YES	NO	NO	NO								339112						39.54965	-104.86118	043879886								CAREFUSION CORP	829964563	Facility Closing, no longer manufacturing products.	NO	BILL.LUDLOW@CAREFUSION.COM			NO	 	
53027QDGRP1900W	1315213735754	N511	NITRATE COMPOUNDS	TRI	2015	QUAD/GRAPHICS INC	1900 W SUMNER ST	HARTFORD	DODGE	WI	53027			YES	NO	NO	NO								323111						43.32835	-88.42118	796278232								QUAD/GRAPHICS INC	055302756	In calendar year 2015, the facility reduced the amount of different types of fountain solution used, from approximately 4 different types to 1.	NO	TESTOCK@QG.COM			NO	 	
03054NSHCR57DAN	1315213848548	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2015	NASHUA - A CENVEO CO	59 DANIEL WEBSTER HWY	MERRIMACK	HILLSBOROUGH	NH	03054			YES	NO	NO	NO								322220						42.803333	-71.473333	001079433								CENVEO INC	878642560	PAC's are found in #6 fuel oil. The plant did not burn #6 fuel oil in RY2015. Natural gas only.	NO	PBEAIRD@NASHUA.COM			NO	 	
7545WMLSSP828NH	1315213848118	007439921	LEAD	PBT	2015	MELISSA PLANT	8280 N HWY 5	MELISSA	COLLIN	TX	75454			YES	NO	NO	NO								327320						33.310199	-96.559305	969962146								ARGOS USA CORP	969962146	Lead is an impurity in our raw materials	NO	JWARNER@ARGOS-US.COM			YES	 	
96913STHPC816NM	1315213186861	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2015	SOUTH PACIFIC PETROLEUM CORP	1118 CABRAS HIGHWAY	PITI	GUAM	GU	96925			YES	NO	NO	NO								424710						13.464108	144.663331	855022534								SOUTH PACIFIC PETROLEUM CORP	855022534	No Comments provided	NO	GMESA@SPPCORP.COM			NO	 	
60499CHMCN7050W	1315213651779	000108101	METHYL ISOBUTYL KETONE	TRI	2015	UNIVAR USA INC	7050 W 71ST ST	BEDFORD PARK	COOK	IL	60638			YES	NO	NO	NO								424690						41.764622	-87.796755	828342894								UNIVAR USA INC	102971785	Univar USA is a chemical distribution company.  Chemical demand varies widely on a yearly basis and is based upon customer demand. Various factors such as off-spec products, damaged products and out-of-date products drive the off-site waste disposal volume.  Univar USA has implemented pollution prevention practices to minimize the amount of self-generated waste and is committed to environmental stewardship.	NO	SHAMILLE.GOINS@UNIVAR.COM			NO	 	
0272WSWMXN39AIR	1315213623503	000100425	STYRENE	TRI	2015	SWIMEX INC	390 AIRPORT RD	FALL RIVER	BRISTOL	MA	02720			YES	NO	NO	NO								326130						41.75147	-71.1182											As of February 27, 2015, SwimEx, Inc. decommissioned their operations at 846 Airport Road, Fall River, MA and commenced operations at 390 Airport Road, Fall River, MA. SwimEx, Inc. previous TRI Facility ID Number was 02720SWMXL846AI.	NO	MFYRER@SWIMEX.COM			NO	 	
98944CNMST2002M	1315213796713	001330207	XYLENE (MIXED ISOMERS)	TRI	2015	SUN STEEL LLC	2002 MORGAN RD	SUNNYSIDE	YAKIMA	WA	98944			YES	NO	NO	NO								332312						46.327521	-119.998984	045911658								FABSOUTH LLC		In 2015, the facility processed 20402.43 lbs of xylene and otherwise used 1479.31 lbs of xylene. Therefore, the facility did not reach thresholds for TRI reporting of xylene. Because xylene has been previously reported, and because the amount processed was close to the 25,000 lb limit, we have decided to report xylene even though we are not required to. We hope this will avoid confusion when reviewing the 2015 TRI and in the future if the facility again reaches the reporting threshold for xylene.	NO	MECKERT@SUNSTEELLLC.COM			NO	 	
7516WTRRLL13MET	1315213829361	007439921	LEAD	PBT	2015	TERRELL PLANT	103 METROCREST WAY	TERRELL	KAUFMAN	TX	75160			YES	NO	NO	NO								327320						32.73671	-96.33142	969962146								ARGOS USA CORP	969962146	Lead is an impurity in our raw materials	NO	JWARNER@ARGOS-US.COM			YES	 	
08320SBRFPFAIRT	1315213618667	007439921	LEAD	PBT	2015	US BUREAU OF PRISONS FEDERAL CORRECTIONAL INSTITUTION	655 FAIRTON MILLVILLE RD	FAIRTON	CUMBERLAND	NJ	08320			YES	NO	YES	NO								922140						39.38954	-75.15985									US DEPARTMENT OF JUSTICE		N/A	YES	DDEMPSEY@BOP.GOV			YES	 	
7220WTHSTP681AL	1315213804990	007439921	LEAD	PBT	2015	65TH ST PLANT	6801 ALLIED WAY	LITTLE ROCK	PULASKI	AR	72209			YES	NO	NO	NO								327320						34.68236	-92.30191	969962146								ARGOS USA CORP	969962146	Lead is an impurity in our raw materials	NO	JWARNER@ARGOS-US.COM			YES	 	
14107CWMCH1550B	1315213534187	001336363	POLYCHLORINATED BIPHENYLS	PBT	2015	CWM CHEMICAL SERVICES LLC	1550 BALMER RD	MODEL CITY	NIAGARA	NY	14107			YES	NO	NO	NO								562211						43.22781	-78.971889									WASTE MANAGEMENT INC	194672085	No water discharged to Niagara River in 2015.  For storm water discharged to creeks, no PCBs detected by method 608.  PCB quantities calculated using 0.5 times the MDL..	NO	JBANASZ@WM.COM			NO	 	
14107CWMCH1550B	1315213534199	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2015	CWM CHEMICAL SERVICES LLC	1550 BALMER RD	MODEL CITY	NIAGARA	NY	14107			YES	NO	NO	NO								562211						43.22781	-78.971889									WASTE MANAGEMENT INC	194672085	No discharge to the Niagara River in 2015.	NO	JBANASZ@WM.COM			NO	 	
77651TXCRFCORNE	1315213927585	000100414	ETHYLBENZENE	TRI	2015	MOTIVA PORT NECHES TERMINAL	CORNER SPUR 136 & GRIGSBY DR	PORT NECHES	JEFFERSON	TX	77651			YES	NO	NO	NO								424710						29.973553	-93.939461									MOTIVA ENTERPRISES LLC	023838670	Motiva Enterprises LLC assumed operational control of this facility on 8/1/2015. The data presented here is for the time frame 8/1/2015 - 12/31/2015. The prior operator classified the facility as SIC 4226 and therefore has not previously reported a TRI.	NO	KAMMY.REECE@MOTIVA.COM			NO	 	
77651TXCRFCORNE	1315213927611	000110543	N-HEXANE	TRI	2015	MOTIVA PORT NECHES TERMINAL	CORNER SPUR 136 & GRIGSBY DR	PORT NECHES	JEFFERSON	TX	77651			YES	NO	NO	NO								424710						29.973553	-93.939461									MOTIVA ENTERPRISES LLC	023838670	Motiva Enterprises LLC assumed operational control of this facility on 8/1/2015. The data presented here is for the time frame 8/1/2015 - 12/31/2015. The prior operator classified the facility as SIC 4226 and therefore has not previously reported a TRI.	NO	KAMMY.REECE@MOTIVA.COM			NO	 	
