TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
25130NDPNDHC98B	1312210805913	007664417	AMMONIA	TRI	2012	INDEPENDENCE COAL CO INC	RT 85 S ROBINSON CREEK RD	MADISON	BOONE	WV	25130	YES	NO	NO	NO								212112						37.941113	-81.638336									ALPHA NATURAL RESOURCES LLC		We have reduced production and workforce in half at this location from last year report anticipating more decrease.	NO	KJEFFREY@ALPHANR.COM			NO	 	
2655WFRMNT25RDE	1312210697330	007440020	NICKEL	TRI	2012	FAIRMONT SERVICE CENTER	25 RODEO DR	FAIRMONT	MARION	WV	26554	YES	NO	NO	NO								332313						39.41773	-80.20751	108704446								METSO USA INC	108704446	Non tube shield work fell off in the beginning up the year and then picked up, however it involved less welding than anticipated.  This resulted in an increase in the amount of metals used, but lower fugitive air emissions due to the lower amount of welding taking place.	NO	DAVID.TONKERY@METSO.COM			YES	 	
2655WFRMNT25RDE	1312210697316	007440473	CHROMIUM	TRI	2012	FAIRMONT SERVICE CENTER	25 RODEO DR	FAIRMONT	MARION	WV	26554	YES	NO	NO	NO								332313						39.41773	-80.20751	108704446								METSO USA INC	108704446	Non tube shield work fell off in the beginning up the year and then picked up, however it involved less welding than anticipated.  This resulted in an increase in the amount of metals used, but lower fugitive air emissions due to the lower amount of welding taking place.	NO	DAVID.TONKERY@METSO.COM			YES	 	
2655WFRMNT25RDE	1312210697328	007439965	MANGANESE	TRI	2012	FAIRMONT SERVICE CENTER	25 RODEO DR	FAIRMONT	MARION	WV	26554	YES	NO	NO	NO								332313						39.41773	-80.20751	108704446								METSO USA INC	108704446	Non tube shield work fell off in the beginning up the year and then picked up, however it involved less welding than anticipated.  This resulted in an increase in the amount of metals used, but lower fugitive air emissions due to the lower amount of welding taking place.	NO	DAVID.TONKERY@METSO.COM			YES	 	
25720NCLLYRIVER	1312210803856	007440020	NICKEL	TRI	2012	HUNTINGTON ALLOYS CORP (PART)	3200 RIVERSIDE DR	HUNTINGTON	CABELL	WV	25705	NO	YES	NO	NO								423930						38.414353	-82.384179	076826015								PRECISION CASTPARTS CORP		Form R did not meet the Jul 1 deadline due to CDX being shutdown all day.  Contacted EPA, and CDX help desk on the issue multiple times throughout the day, and no resolution to the issue was made.	NO	BBOWEN@SPECIALMETALS.COM			YES	 	
25720NCLLYRIVER	1312210805139	007439965	MANGANESE	TRI	2012	HUNTINGTON ALLOYS CORP (PART)	3200 RIVERSIDE DR	HUNTINGTON	CABELL	WV	25705	NO	YES	NO	NO								331491						38.414353	-82.384179	076826015								PRECISION CASTPARTS CORP		Form R did not meet the Jul 1 deadline due to CDX being shutdown all day.  Contacted EPA, and CDX help desk on the issue multiple times throughout the day, and no resolution to the issue was made.	NO	BBOWEN@SPECIALMETALS.COM			YES	 	
25720NCLLYRIVER	1312210805091	007439921	LEAD	TRI	2012	HUNTINGTON ALLOYS CORP (PART)	3200 RIVERSIDE DR	HUNTINGTON	CABELL	WV	25705	NO	YES	NO	NO								331491						38.414353	-82.384179	076826015								PRECISION CASTPARTS CORP		Form R did not meet the Jul 1 deadline due to CDX being shutdown all day.  Contacted EPA, and CDX help desk on the issue multiple times throughout the day, and no resolution to the issue was made.	NO	BBOWEN@SPECIALMETALS.COM			YES	 	
25720NCLLYRIVER	1312210803779	007440473	CHROMIUM	TRI	2012	HUNTINGTON ALLOYS CORP (PART)	3200 RIVERSIDE DR	HUNTINGTON	CABELL	WV	25705	NO	YES	NO	NO								423930						38.414353	-82.384179	076826015								PRECISION CASTPARTS CORP		Form R did not meet the Jul 1 deadline due to CDX being shutdown all day.  Contacted EPA, and CDX help desk on the issue multiple times throughout the day, and no resolution to the issue was made.	NO	BBOWEN@SPECIALMETALS.COM			YES	 	
25720NCLLYRIVER	1312210805053	007664393	HYDROGEN FLUORIDE	TRI	2012	HUNTINGTON ALLOYS CORP (PART)	3200 RIVERSIDE DR	HUNTINGTON	CABELL	WV	25705	NO	YES	NO	NO								331491						38.414353	-82.384179	076826015								PRECISION CASTPARTS CORP		Form R did not meet the Jul 1 deadline due to CDX being shutdown all day.  Contacted EPA, and CDX help desk on the issue multiple times throughout the day, and no resolution to the issue was made.	NO	BBOWEN@SPECIALMETALS.COM			NO	 	
25720NCLLYRIVER	1312210805178	N511	NITRATE COMPOUNDS	TRI	2012	HUNTINGTON ALLOYS CORP (PART)	3200 RIVERSIDE DR	HUNTINGTON	CABELL	WV	25705	NO	YES	NO	NO								331491						38.414353	-82.384179	076826015								PRECISION CASTPARTS CORP		Form R did not meet the Jul 1 deadline due to CDX being shutdown all day.  Contacted EPA, and CDX help desk on the issue multiple times throughout the day, and no resolution to the issue was made.	NO	BBOWEN@SPECIALMETALS.COM			NO	 	
25720NCLLYRIVER	1312210803781	007440484	COBALT	TRI	2012	HUNTINGTON ALLOYS CORP (PART)	3200 RIVERSIDE DR	HUNTINGTON	CABELL	WV	25705	NO	YES	NO	NO								423930						38.414353	-82.384179	076826015								PRECISION CASTPARTS CORP		Form R did not meet the Jul 1 deadline due to CDX being shutdown all day.  Contacted EPA, and CDX help desk on the issue multiple times throughout the day, and no resolution to the issue was made.	NO	BBOWEN@SPECIALMETALS.COM			YES	 	
