TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
25401KRPLS2011M	1312210098137	000100425	STYRENE	TRI	2012	MAAX US CORP	718 MIDATLANTIC  PKWY	MARTINSBURG	BERKELEY	WV	25401	YES	NO	NO	NO								326191						39.500098	-77.94972									MAAX US CORP		Controlled spray application|W74:Employees are trained annually on Controlled spray application techniques.|T04:Continuous monitoring so employees use what they learned to make it effective	NO	JASON.WELLS@MAAX.COM			NO	 	
25401QDGRP855CA	1312210200883	N100	COPPER COMPOUNDS	TRI	2012	QUAD/GRAPHICS INC	855 CAPERTON BLVD ATTN: ENVIRON. COORD.	MARTINSBURG	BERKELEY	WV	25401	YES	NO	NO	NO								323110	323111					39.506457	-77.946698	055302756								QUAD/GRAPHICS INC		The facility reduced copper going to landfill by approximately 1000 pounds and was able to recycle 7620 pounds of copper by working with a waste vendor that reclaims metals from specific waste streams which were previously sent to a waste vendor for incineration or landfill.	NO				YES	 	
25401QDGRP855CA	1312210200895	000108883	TOLUENE	TRI	2012	QUAD/GRAPHICS INC	855 CAPERTON BLVD ATTN: ENVIRON. COORD.	MARTINSBURG	BERKELEY	WV	25401	YES	NO	NO	NO								323110	323111					39.506457	-77.946698	055302756								QUAD/GRAPHICS INC		The facility reconfigured our ink components to reduce over percentage of Toluene ink the ink composition as well as putting an emphasis on maintenance and oversight of the on-site solvent recovery system. Resulting in an overall increase capture efficiency from 99.21 in 2011 to 99.52 in 2012.  Additionally waste reduction measures continued as well increased awareness plans to re-use materials throughout the facility when applicable.   Lastly a collaboration with various waste vendors to stress the importance of recycling by waste to energy, fuel blending, or metal recovery was key to reducing our offsite disposal of solvent based waste.|W49:Ink composition was reconfigured to improve efficiency and reduce solvents usage in the ink manufacturing process, which in return reduced emissions.	NO				NO	 	
25401QDGRP855CA	1312210200919	001330207	XYLENE (MIXED ISOMERS)	TRI	2012	QUAD/GRAPHICS INC	855 CAPERTON BLVD ATTN: ENVIRON. COORD.	MARTINSBURG	BERKELEY	WV	25401	YES	NO	NO	NO								323110	323111					39.506457	-77.946698	055302756								QUAD/GRAPHICS INC		Reduction of Xylene was possible due to a collaboration of our Offset department eliminating a wash/cleaning product from use and replaced it with gentle citrus based cleanser. As well as improvements in the ink manufacturing process has almost completely eliminated the use of xylene in ink products. The facility was also able to reduce emissions with the increase in solvent recovery efficiency for 2012. The small increase made a significant difference to over recovery. The increased awareness and focused approach taken in 2012 is a main contributor to the SRS efficiency numbers.	NO				NO	 	
26554MRCNF702AF	1312210222790	N511	NITRATE COMPOUNDS	TRI	2012	FIBREK RECYCLING US INC- FAIRMONT DIV	702 AFR DR	FAIRMONT	MARION	WV	26554	YES	NO	NO	NO								322110						39.52389	-80.12389	176339091		WVR000005033		WV0110434		N/A		RESOLUTE FOREST PRODUCTS INC.	001946011	SRNA:This chemical is used in our process to aid in the reduction of odors generated by our short paper fiber.	NO	JOE.HUFFMAN@RESOLUTEFP.COM			NO	 	
26037WHLNGPENNM	1312210859664	007440473	CHROMIUM	TRI	2012	WHEELING-NISSHIN	400 PENN & MAIN	FOLLANSBEE	BROOKE	WV	26037	YES	NO	NO	NO								332812						40.32583	-80.59999	153756234										Reduced inventory	NO	LONNYR@WHEELING-NISSHIN.COM	RR5		YES	 	
26627WYRHSUSHWY	1312210127510	N120	DIISOCYANATES	TRI	2012	WEYERHAEUSER NR CO - SUTTON OSB	3601 GAULEY TURNPIKE	HEATERS	BRAXTON	WV	26627	YES	NO	NO	NO								321219						38.759722	-80.666389	888789524								WEYERHAEUSER NR CO	001306992	|W53:Catalyst media replaced in RCO B	NO	MATTHEW.RUTHERFORD@WEYERHAEUSER.COM			NO	 	
26627WYRHSUSHWY	1312210127534	000067561	METHANOL	TRI	2012	WEYERHAEUSER NR CO - SUTTON OSB	3601 GAULEY TURNPIKE	HEATERS	BRAXTON	WV	26627	YES	NO	NO	NO								321219						38.759722	-80.666389	888789524								WEYERHAEUSER NR CO	001306992	|W53:Catalyst media replaced in RCO B	NO	MATTHEW.RUTHERFORD@WEYERHAEUSER.COM			NO	 	
25702LCNLB6065K	1312210119259	002837890	2-CHLORO-1,1,1,2-TETRAFLUOROETHANE	TRI	2012	ALCON RESEARCH LTD	6065 KYLE LN	HUNTINGTON	CABELL	WV	25702	YES	NO	NO	NO								339115						38.450085	-82.300471	023512833								ALCON RESEARCH LTD	008018525	Process/Use reduction.  Begin Oxyfume 2000 phase out.	NO	CHAD.STUTLER@ALCON.COM			NO	 	
25033TYTMT1SUGA	1312210463218	007440020	NICKEL	TRI	2012	TOYOTA MOTOR MANUFACTURING WEST VIRGINIA INC	1 SUGAR MAPLE LN	BUFFALO	PUTNAM	WV	25033	YES	NO	NO	NO								336312	336350					38.591986	-82.00236	004286394								TOYOTA INDUSTRIES N.A.		SRNA:Reduction is difficult because Nickel is an integral element in our engine and transmission componenets.	NO	SANDRA.MAYNARD@TEMA.TOYOTA.COM			YES	 	
