TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
46733SLBRL2010G	1312210281198	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2012	SILBERLINE MANUFACTURING CO INC	2010 GUY BROWN DR	DECATUR	ADAMS	IN	46733	YES	NO	NO	NO								325131	331314					40.831715	-84.928299	046004107								SILBERLINE MANUFACTURING CO INC	002390284	|T04:As part of emissions reductions,Silberline has increased yield on all major milled grades of aluminum, reducing the total milling required by more than 10%.Increases in the first pass quality have reduced the material requiring off-site disposal|T04:Silberline has identified co-product users for aluminum paste to further reduce off-site transfers.	NO	MCILHANEYJ@SILBERLINE.COM			NO	 	
46899NVRSL8710I	1312210330763	N420	LEAD COMPOUNDS	PBT	2012	JOHNSON CONTROLS BATTERY GROUP INC	8710 BAER RD	FORT WAYNE	ALLEN	IN	46809	YES	NO	NO	NO								335911						41.0042	-85.1852	037842515								JOHNSON CONTROLS INC	006092860	The plant did not produce as many scrap batteries in 2012.	NO	MATT.DILLON@JCI.COM			YES	 	
46808DNCRP2100W	1312210218879	007439921	LEAD	TRI	2012	DANA LIGHT AXLE PRODUCTS LLC	2100 W STATE ST	FORT WAYNE	ALLEN	IN	46808	YES	NO	NO	NO								336350						41.096017	-85.171184	005470885								DANA HOLDING CORP	005040555	SRNA:Lead is found in the current steel alloy used at the facility.  This steel allow is optimal for the automotive related application.	NO	SARA.LAYSON@DANA.COM			YES	 	
46808DNCRP2100W	1312210218881	007439965	MANGANESE	TRI	2012	DANA LIGHT AXLE PRODUCTS LLC	2100 W STATE ST	FORT WAYNE	ALLEN	IN	46808	YES	NO	NO	NO								336350						41.096017	-85.171184	005470885								DANA HOLDING CORP	005040555	SRNA:Manganese is found in the current steel alloy used at the facility.  This alloy is the optimal steel to use for the current automotive application.	NO	SARA.LAYSON@DANA.COM			YES	 	
47670TYTMT4000T	1312210180826	001330207	XYLENE (MIXED ISOMERS)	TRI	2012	TOYOTA MOTOR MANUFACTURING INDIANA INC	4000 TULIP TREE DR	PRINCETON	GIBSON	IN	476704000	YES	NO	NO	NO								336112						38.2927	-87.5645									TOYOTA INDUSTRIES N.A.		|T10:W89-Capture and recycle paint purge solvent	NO	KELLY.DILLON@TEMA.TOYOTA.COM			NO	 	
47670TYTMT4000T	1312210180737	000067561	METHANOL	TRI	2012	TOYOTA MOTOR MANUFACTURING INDIANA INC	4000 TULIP TREE DR	PRINCETON	GIBSON	IN	476704000	YES	NO	NO	NO								336112						38.2927	-87.5645									TOYOTA INDUSTRIES N.A.		|W81:Changed formulation of paint	NO	KELLY.DILLON@TEMA.TOYOTA.COM			NO	 	
47670TYTMT4000T	1312210180651	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2012	TOYOTA MOTOR MANUFACTURING INDIANA INC	4000 TULIP TREE DR	PRINCETON	GIBSON	IN	476704000	YES	NO	NO	NO								336112						38.2927	-87.5645									TOYOTA INDUSTRIES N.A.		|W71:Changed purge solvent	NO	KELLY.DILLON@TEMA.TOYOTA.COM			NO	 	
46563KRPLS1400P	1312210433645	000100425	STYRENE	TRI	2012	OASIS LIFESTYLE LLC	1400 PIDCO DR	PLYMOUTH	MARSHALL	IN	46563	YES	NO	NO	NO								326191						41.351669	-86.32473											SRNA:Concern that product quality may decline as a result of further source reductions	NO	ANDY.AKER@OASISBATH.COM			NO	 	
46975DNFDSBOX25	1312210231484	007697372	NITRIC ACID	TRI	2012	DEAN DAIRY HOLDINGS LLC DBA DEAN FOODS CO OF IN LLC	1700 N OLD US 31	ROCHESTER	FULTON	IN	46975	YES	NO	NO	NO								311511						41.079556	-86.21775	005103973								DEAN FOODS CO	005103973	SRNA:Chemical used for cleaning and increased due to business needs.	NO	BRUCE_WINDEATT@DEANFOODS.COM			NO	 	
46975DNFDSBOX25	1312210231472	N511	NITRATE COMPOUNDS	TRI	2012	DEAN DAIRY HOLDINGS LLC DBA DEAN FOODS CO OF IN LLC	1700 N OLD US 31	ROCHESTER	FULTON	IN	46975	YES	NO	NO	NO								311511						41.079556	-86.21775	005103973								DEAN FOODS CO	005103973	SRNA:Product generated from cleaning operations, and due to increased sanitation needs, the generation of this material likely will increase or stay the same.	NO	BRUCE_WINDEATT@DEANFOODS.COM			NO	 	
