TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	8/24/2017	
21701STLCL5601M	1306204328470	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2006	EASTALCO ALUMINUM CO	5601 MANOR WOODS RD	FREDERICK	FREDERICK	MD	21703			YES	NO	NO	NO								331312						39.33867	-77.47413	049922420								ALCOA INC	001339472	Operation curtailment	NO	OSCAR.FISHER@ALCOA.COM			NO	 	
78744GTCTN3733D	1306204328746	N495	NICKEL COMPOUNDS	TRI	2006	GTI COATINGS INC	3733 DROSSETT DR	AUSTIN	TRAVIS	TX	787441101			YES	NO	NO	NO								332813						30.21136	-97.73143	019294615										stopped all plating operations as of 12/22/2006	NO	KFERRAZ@AUSTIN.RR.COM			YES	 	
43612CMFRT55ENT	1306204329066	000100425	STYRENE	TRI	2006	COMFORT LINE LTD	5500 ENTERPRISE BLVD	TOLEDO	LUCAS	OH	43612			YES	NO	NO	NO								326130						41.71784	-83.5193	005037619										Pultrusion tooling is being modified to eliminate open resin baths for an increasing number of products.	NO	MCALLANAN@COMFORTLINEINC.COM			NO	 	
18403DVFFRJFKEN	1306204363396	007439921	LEAD	PBT	2006	LOCKHEED MARTIN - ARCHBALD	459 KENNEDY DR	ARCHBALD	LACKAWANNA	PA	18403			YES	NO	NO	NO								332999						41.49439	-75.5626									LOCKHEED MARTIN CORP	602634834	Contracted with Avchem to provide chemical management.  Reduced amount of solder with expired shelf life.  Followed employee recommendation to recycle outdated solder rolls.	NO	VINCENT.M.KUCHINSKI@LMCO.COM			YES	 	
90221CSTCS3025V	1306205033501	007440473	CHROMIUM	TRI	2006	FS PRECISION TECHNOLOGY LLC	3025 E VICTORIA ST	COMPTON	LOS ANGELES	CA	90221			YES	NO	NO	NO								331528	331512					33.86488	-118.20724									FU SHENG INDUSTRIAL LTD		F s precision is a job shop investment foundry.  We welcome more business.  More business means more 17-4 metal with chromium as part of the alloy.	NO	JUAN.MOLINA@FS-PRECISION.COM			YES	 	
43347RBRTS27RUS	1306204738761	007440508	COPPER	TRI	2006	ROBERTS SCREW	270 RUSH ST	RUSHSYLVANIA	LOGAN	OH	43347			YES	NO	NO	NO								332312						40.46373	-83.6783									DAYTON SUPERIOR CORP	041604463	All unused copper was sent for recycling.  All unused production metals at facility are shipped for recycling.	NO	BBROWN@DAYTONSUPERIOR.COM			YES	 	
98607HRSSH4600N	1306204742237	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2006	HERAEUS SHINETSU AMERICA	4600 NW PACIFIC RIM BLVD	CAMAS	CLARK	WA	98607			YES	NO	NO	NO								327212						45.600961	-122.455672											Increased operations are being planned in 2008. With the addition of new equipment, it is anticipated that emissions will decrease. If the plan is approved, a new scrubber would be installed and connected to the existing production equipment.	NO				NO	 	
95052HWLTT5301S	1306204454565	000075058	ACETONITRILE	TRI	2006	AGILENT TECHNOLOGIES INC	5301 STEVENS CREEK BLVD	SANTA CLARA	SANTA CLARA	CA	95051			YES	NO	NO	NO								334516	333314					37.32311	-121.99681	084963177								AGILENT TECHNOLOGIES INC		Process improvements are continually being evaluated and implemented as needed.  More accurate monitoring of source emissions are reflected in the current reporting year data.	NO	SCOTT.GIBSON@AGILENT.COM			NO	 	
97446SKYLN495TE	1306204557829	000108883	TOLUENE	TRI	2006	SKYLINE PRODUCTS INC.	495 TERRITORIAL RD	HARRISBURG	LINN	OR	97446			YES	NO	NO	NO								336413						44.27386	-123.16852											In a effort to reduce Hazardous Ar Pollutants, Skyline Products Research and development searched for a tolene replacement in the coating process which required Toluene.  Several replacements were attempted without success. It was proposed that Toluene could be removed, or reduced, and replaced with additional solvents already in the formula.  After a series of tests it was determined that Toluene could be removed entirely with minimal effect on the final product. The toluene rich process was phased out at the end of the 2006 reporting year.  Biagio Virde Materials and Process Engineer Skyline Products P.O. Box 287 Harrisburg, Oregon 97446 U.S.A. (541) 995-6395 ext. 215 biagiov@skyline-products.com	NO				NO	 	
21226BLTMR2400P	1306204339814	001634044	METHYL TERT-BUTYL ETHER	TRI	2006	BALTIMORE TERMINAL	2400 PETROLIA AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226			YES	NO	NO	NO								424710						39.23548	-76.5648									MOTIVA ENTERPRISES LLC	023838670	Transitioned to gasoline reformulated with ethanol from gasoline reformulated with MTBE in 2006.	NO	KAMMY.REECE@MOTIVA.COM			NO	 	
