TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
74849KLHMGLDHWY	1307205585072	000191242	BENZO(G,H,I)PERYLENE	PBT	2007	OKLAHOMA GAS & ELECTRIC CO SEMINOLE GENERATING STATION	OLD HWY 99 N	KONAWA	SEMINOLE	OK	74849	YES	NO	NO	NO								221112						34.966389	-96.725833	096150560		OKD000763516		OK0000451						THE ENTIRE # 6 FUEL OIL INVENTORY WAS USED AS FUEL DURING RY 2007.  THE FUEL OIL STORAGE TANK WAS CLEANED AND WILL BE EITHER ABONDONED.  THERE ARE NO PLANS TO USE # 6 FUEL OIL AS A FUEL.  SINCE THIS IS THE ONLY SOURCE OF TRI CHEMICALS AT A REPORTABLE LEVEL, THERE WILL BE NO FUTURE REPORTS FILED FOR THIS PLANT.	NO	ALFORDBT@OGE.COM			NO	
74849KLHMGLDHWY	1307205585084	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2007	OKLAHOMA GAS & ELECTRIC CO SEMINOLE GENERATING STATION	OLD HWY 99 N	KONAWA	SEMINOLE	OK	74849	YES	NO	NO	NO								221112						34.966389	-96.725833	096150560		OKD000763516		OK0000451						THE ENTIRE # 6 FUEL OIL INVENTORY WAS USED AS FUEL DURING RY 2007.  THE FUEL OIL STORAGE TANK WAS CLEANED AND WILL BE EITHER ABONDONED.  THERE ARE NO PLANS TO USE # 6 FUEL OIL AS A FUEL.  SINCE THIS IS THE ONLY SOURCE OF TRI CHEMICALS AT A REPORTABLE LEVEL, THERE WILL BE NO FUTURE REPORTS FILED FOR THIS PLANT.	NO	ALFORDBT@OGE.COM			NO	
74849KLHMGLDHWY	1307205585096	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2007	OKLAHOMA GAS & ELECTRIC CO SEMINOLE GENERATING STATION	OLD HWY 99 N	KONAWA	SEMINOLE	OK	74849	YES	NO	NO	NO								221112						34.966389	-96.725833	096150560		OKD000763516		OK0000451						THE ENTIRE # 6 FUEL OIL INVENTORY WAS USED AS FUEL DURING RY 2007.  THE FUEL OIL STORAGE TANK WAS CLEANED AND WILL BE EITHER ABONDONED.  THERE ARE NO PLANS TO USE # 6 FUEL OIL AS A FUEL.  SINCE THIS IS THE ONLY SOURCE OF TRI CHEMICALS AT A REPORTABLE LEVEL, THERE WILL BE NO FUTURE REPORTS FILED FOR THIS PLANT.	NO	ALFORDBT@OGE.COM			NO	
73096KDKPL2720E	1307205247378	000108101	METHYL ISOBUTYL KETONE	TRI	2007	KODAK	2720 E FRONTAGE RD	WEATHERFORD	CUSTER	OK	73096	YES	NO	NO	NO								325992						35.53738	-98.673508	002206183								EASTMAN KODAK	002206183	LARGE INCREASE IN PRODUCTION VOLUME DUE TO TRANSFER OF PRODUCT FROM ANOTHER KODAK SITE.	NO	ROBERT.STEWART@KODAK.COM			NO	
73096KDKPL2720E	1307205247380	000108883	TOLUENE	TRI	2007	KODAK	2720 E FRONTAGE RD	WEATHERFORD	CUSTER	OK	73096	YES	NO	NO	NO								325992						35.53738	-98.673508	002206183								EASTMAN KODAK	002206183	LARGE INCREASE IN PRODUCTION VOLUME DUE TO TRANSFER OF PRODUCTS FROM ANOTHER KODAK SITE.	NO	ROBERT.STEWART@KODAK.COM			NO	
73126XRXCR100NM	1307205775164	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2007	XEROX CORP OKLAHOMA CITY	100 N MUSTANG RD	YUKON	CANADIAN	OK	730995104	YES	NO	NO	NO								325992	325211					35.4691	-97.719	039060280		OKD079986568		OKGP00167				XEROX CORP	039060280	MANUFACTURING MATERIAL CONTAINING THIS CHEMICAL HAS BEEN EVALUATED FOR TCLP METAL CONCENTRATIONS.  THE MATERIAL DOES NOT EXCEED TOXICITY THRESHOLD FOR CHROMIUM AND IS NOT A HAZARDOUS WASTE.	NO	ELISSA.NESBITT@XEROX.COM			YES	
74145CNTNN4102S	1307205734472	000079016	TRICHLOROETHYLENE	TRI	2007	CONTINENTAL INDUSTRIES	4102 S 74TH E AVE	TULSA	TULSA	OK	74145	YES	NO	NO	NO								326122	332996	332919				36.104256	-95.894569	064561418								HANDY & HARMAN	002028876	Our company is actively seeking alternative cleaning methods that do not require Trichloroethylene.  In addition we have switched from oil to a water based coolent throughout the facility which has progressed our effort to reduce the use of Trichloroethylene.	NO	TLEHMANN@CONIND.COM			NO	
73449RLLFFRTE1B	1307205768916	007440473	CHROMIUM	TRI	2007	ROLL OFFS USA	RT. 1 BOX 57 HWY 70 W	MEAD	BRYAN	OK	73449	YES	NO	NO	NO								332999						33.999167	-96.473889	057409187										The amount of steel recycled in 2007 was calculated according to estimates provided by the steel recycling company.	NO	NA			YES	
73449RLLFFRTE1B	1307205768928	007439921	LEAD	PBT	2007	ROLL OFFS USA	RT. 1 BOX 57 HWY 70 W	MEAD	BRYAN	OK	73449	YES	NO	NO	NO								332999						33.999167	-96.473889	057409187										The amount of lead recycled for 2007 was based upon an estimation of the steel recycled from the steel recycling company and MSDSs that were provided by Roll Offs USA.	NO	NA			YES	
73449RLLFFRTE1B	1307205768955	007440020	NICKEL	TRI	2007	ROLL OFFS USA	RT. 1 BOX 57 HWY 70 W	MEAD	BRYAN	OK	73449	YES	NO	NO	NO								332999						33.999167	-96.473889	057409187										The amount of Nickel recycled in 2007 was based upon an estimate of the steel recycled from the steel recycling company.	NO	NA			YES	
