TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
59701MNTNR600SH	1311209513288	000127184	TETRACHLOROETHYLENE	TRI	2011	MONTANA RESOURCES LLP	600 SHIELDS AVE	BUTTE	SILVER BOW	MT	59701	YES	NO	NO	NO								212234						46.013448	-112.524089											THIS IS A NEW PRODUCT WHICH IS BEING USED TO CLEAN ENERGIZED ELECTRIC MOTOR CONTACTS.	NO	TDALE@MONTANARESOURCES.COM			NO	 	
59270LWSCLSOFSI	1311209531591	007664393	HYDROGEN FLUORIDE	TRI	2011	LEWIS & CLARK STATION	35023 HWY 23	SIDNEY	RICHLAND	MT	59270	YES	NO	NO	NO								221112						47.67608	-104.16082									MDU RESOURCES GROUP INC	006962286	THE TOTAL QUANTITY OF HYDROGEN FLUORIDE RELEASED AT THIS FACILITY REPORTED A 13.2% DECREASE IN THE TOTAL AMOUNT OF PRODUCTION-RELATED WASTE (SUM OF SECTIONS 8.1 THROUGH 8.7, COLUMN B) AS COMPARED TO THE PRIOR YEAR. THIS WAS DUE TO TESTING IN 2011 THAT RESULTED IN A FUEL ANALYSIS RESULTS FOR FLUORIDE PRESENT IN COAL FOR THIS FACILITY.   THE CONCENTRATION CHANGED FROM 41 PPM FLUORINE (PUBLISHED VALUE) TO 36.9 PPM FLOURINE(ACTUAL COAL RESULT).  ALSO, FACILITY REPORTED A 603.6% CHANGE IN THE TOTAL QUANTITY OF AIR RELEASES (SUM OF SECTIONS 5.1 AND 5.2) OF HYDROGEN FLUORIDE  AS COMPARED TO THE PRIOR YEAR.   THIS WAS DUE TO TESTING IN 2011 THAT RESULTED IN A NEW SITE SPECIFIC EMISSIONS RESULT. THE RATE CHANGED FROM 0.0035 LB HF/HR TO 0.025 LB HF/HR.  THERE HAVE BEEN NO CHANGES IN THE METHOD OF OPERATION OF THE UNIT AND THAT THE DIFFERENCE MAY BE DUE TO CHANGES IN STACK TEST METHOD PROCEDURES OVER TIME.	NO	MARK.HANSON@MDURESOURCES.COM			NO	 	
59025SPRNGLAKES	1311209478801	N420	LEAD COMPOUNDS	PBT	2011	SPRING CREEK COAL LLC	LAKE SHORE DR	DECKER	BIG HORN	MT	59025	YES	NO	NO	NO								212111						45.115556	-106.891944	832086412								CLOUD PEAK ENERGY INC	832086412	IN SECTION 8.1B COLUMN B, THE CURRENT REPORTING NUMBER EXCEEDED THE REPORTING THRESHOLD BY .0037 LBS YIELDING A VALUE OF .1037 LBS DUE TO AN INCREASE IN FUGITIVE AIR EMISSIONS FROM PARTICULATES.	NO	BECKI.DALE@CLDPK.COM			YES	 	
59635MRCNCSMELT	1311209189253	007440508	COPPER	TRI	2011	AMERICAN CHEMET CORP	145 HWY 282	EAST HELENA	LEWIS AND CLARK	MT	59635	YES	NO	NO	NO								325188	325320	325510				46.58333	-111.92742	006233910										COPPER IS NEWLY REPORTED ON THIS YEAR'S FORM R.  THE COMPANY PRODUCES COPPER COMPOUNDS FROM COPPER RAW MATERIALS AND PRODUCES A SMALL AMOUNT OF COPPER PRODUCT USING THESE SAME COPPER COMPOUNDS AS A FEED MATERIAL.  IN PAST REPORTING, THE COMPANY REPORTED ALL EMISSIONS AND/OR RELEASES OF COPPER AND COPPER COMPOUNDS UNDER "COPPER COMPOUNDS".  THIS YEAR THE COPPER AND COPPER COMPOUNDS WERE REPORTED SEPARATELY.	NO	DBRIMHALL@CHEMET.COM			YES	 	
59270LWSCLSOFSI	1311209531615	N450	MANGANESE COMPOUNDS	TRI	2011	LEWIS & CLARK STATION	35023 HWY 23	SIDNEY	RICHLAND	MT	59270	YES	NO	NO	NO								221112						47.67608	-104.16082									MDU RESOURCES GROUP INC	006962286	THE TOTAL QUANTITY OF MANGANESE COMPOUNDS RELEASED AT THIS FACILITY REPORTED A 58.9% INCREASE IN THE TOTAL AMOUNT OF PRODUCTION-RELATED WASTE (SUM OF SECTIONS 8.1 THROUGH 8.7, COLUMN B) AS COMPARED TO THE PRIOR YEAR. THIS WAS PARTLY DUE TO TESTING IN 2011 THAT RESULTED IN A NEW FUEL ANALYSIS RESULTS FOR MANGANESE CONCENTRATION PRESENT IN COAL FOR THIS FACILITY.   THE CONCENTRATION CHANGED FROM 68 PPM MN (PUBLISHED VALUE) TO 88.37 PPM MN(ACTUAL COAL RESULT).  ADDITIONALLY, THE INCREASE WAS ALSO PARTLY DUE TO REMOVING DEWATERED ASH AT THE FACILITY THAT WAS PREVIOUSLY ACCOUNTED FOR IN THE PRIOR YEARS AND SHIPPING THE ASH TO A PERMANENT DISPOSAL FACILITY. THE ASH CONTAINS BARIUM, LEAD, AND MANGANESE COMPOUNDS. ASH IS DEWATERED AND TRANSFERRED AS NEEDED TO THE DISPOSAL FACILITY AND DOES NOT DIRECTLY REFLECT THE AMOUNT OF ASH THAT IS ACTUALLY PRODUCED ANNUALLY.	NO	MARK.HANSON@MDURESOURCES.COM			YES	 	
59912CLMBF2000A	1311209066392	000191242	BENZO(G,H,I)PERYLENE	PBT	2011	COLUMBIA FALLS ALUMINUM CO LLC	2000 ALUMINUM DR	COLUMBIA FALLS	FLATHEAD	MT	59912	YES	NO	NO	NO								331312						48.39179	-114.139865	144176674										PRODUCTION AT CFAC WAS CURTAILED IN OCT 2009 DUE TO ECONOMIC REASONS.  WE HOPE TO RESTART IN THE FUTURE.	NO	SWRIGHT@CFALUMINUM.COM			NO	 	
59759GLDNS453MO	1311209472303	N106	CYANIDE COMPOUNDS	TRI	2011	GOLDEN SUNLIGHT MINES INC	453 MONTANA HWY 2 E	WHITEHALL	JEFFERSON	MT	59759	YES	NO	NO	NO								212221						45.9014	-112.0115									BARRICK GOLD CORP		THE PRODUCTION RATIO WAS NA BECAUSE THE MILL DID NOT OPERATE IN 2010.	NO	MSTHOMPSON@BARICK.COM			NO	 	
5971WCRBND1SBRA	1311209661560	000540590	1,2-DICHLOROETHYLENE	TRI	2011	CORBOND CORP	100 S BROADWAY	BELGRADE	GALLATIN	MT	59714	YES	NO	NO	NO								326150						45.77522	-111.17816									BERKSHIRE HATHAWAY	045426558	A POINTS SOURCE EMISSION REDUCTION WAS REALIZED IN SECTION 5.2 DUE TO AN IMPROVEMENT OF THE EMISSION FACTOR FROM THE ONSITE MIXING VESSEL.	NO	CHRIS.LEMON@JM.COM			NO	 	
59270LWSCLSOFSI	1311209531589	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2011	LEWIS & CLARK STATION	35023 HWY 23	SIDNEY	RICHLAND	MT	59270	YES	NO	NO	NO								221112						47.67608	-104.16082									MDU RESOURCES GROUP INC	006962286	THE TOTAL QUANTITY OF HYDROCHLORIC ACID RELEASED AT THIS FACILITY REPORTED A 71.1% DECREASE IN THE TOTAL AMOUNT OF PRODUCTION-RELATED WASTE (SUM OF SECTIONS 8.1 THROUGH 8.7, COLUMN B) AS COMPARED TO THE PRIOR YEAR. THIS WAS DUE TO TESTING IN 2011 THAT RESULTED IN A FUEL ANALYSIS RESULTS FOR CHLORINE PRESENT IN COAL FOR THIS FACILITY.   THE CONCENTRATION CHANGED FROM 67 PPM CL (PUBLISHED VALUE) TO 20 PPM CL(ACTUAL COAL RESULT).  ALSO, THE FACILITY REPORTED A 198.1% CHANGE IN THE TOTAL QUANTITY OF AIR RELEASES (SUM OF SECTIONS 5.1 AND 5.2) OF HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY) AS COMPARED TO THE PRIOR YEAR.   THIS WAS DUE TO TESTING IN 2011 THAT RESULTED IN A NEW SITE SPECIFIC EMISSIONS RESULT FOR HYDROCHLORIC ACID. THE RATE CHANGED FROM 0.0035 LB HCL/HR TO 0.02 LB HCL/HR.  THERE HAVE BEEN NO CHANGES IN THE METHOD OF OPERATION OF THE UNIT AND THAT THE DIFFERENCE MAY BE DUE TO CHANGES IN STACK TEST METHOD PROCEDURES OVER TIME.	NO	MARK.HANSON@MDURESOURCES.COM			NO	 	
59019STLLW1209L	1311209340773	N100	COPPER COMPOUNDS	TRI	2011	SMC PRECIOUS METALS SMELTER & BASE METALS REFINERY	COLUMBUS INDUSTRIAL PARK 1ST AVE S	COLUMBUS	STILLWATER	MT	59019	YES	NO	NO	NO								331419						45.631667	-109.234722									STILLWATER MINING CO	106572233	IN 2011, RELEASES OF COPPER COMPOUNDS OFFSITE INCREASED PRIMARILY BECAUSE STILLWATER MINING COMPANY RECYCLED ADDITIONAL COPPER CONTAINING EQUIPMENT COMPONENTS.	NO	BGILBERT@STILLWATERMINING.COM			YES	 	
