REPORTING YEAR	TRADE SECRET INDICATOR	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	QUANTITY RELEASED PRIOR YEAR	QUANTITY RELEASED CURRENT YEAR	QUANTITY RELEASED FOLLOWING YEAR	QUANTITY RELEASED SECOND FOLLOWING YEAR	ENERGY RECOVERY ONSITE PRIOR YEAR	ENERGY RECOVERY ONSITE CURRENT YEAR	ENERGY RECOVERY ONSITE FOLLOWING YEAR	ENERGY RECOVERY ONSITE SECOND FOLLOWING YEAR	ENERGY RECOVERY OFFSITE PRIOR YEAR	ENERGY RECOVERY OFFSITE CURRENT YEAR	ENERGY RECOVERY OFFSITE FOLLOWING YEAR	ENERGY RECOVERY OFFSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED ONSITE PRIOR YEAR	QUANTITY RECYCLED ONSITE CURRENT YEAR	QUANTITY RECYCLED ONSITE FOLLOWING YEAR	QUANTITY RECYCLED ONSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE PRIOR YEAR	QUANTITY RECYCLED OFFSITE CURRENT YEAR	QUANTITY RECYCLED OFFSITE FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE SECOND FOLLOWING YEAR	QUANTITY TREATED ONSITE PRIOR YEAR	QUANTITY TREATED ONSITE CURRENT YEAR	QUANTITY TREATED ONSITE FOLLOWING YEAR	QUANTITY TREATED ONSITE SECOND FOLLOWING YEAR	QUANTITY TREATED OFFSITE PRIOR YEAR	QUANTITY TREATED OFFSITE CURRENT YEAR	QUANTITY TREATED OFFSITE FOLLOWING YEAR	QUANTITY TREATED OFFSITE SECOND FOLLOWING YEAR	CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	PROD RATIO/ACTIVITY INDEX	FIRST SOURCE REDUCTION ACTIVITY	FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 1	FIRST SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 2	FIRST SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 3	FIRST SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	SECOND SOURCE REDUCTION ACTIVITY	SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 1	SECOND SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 2	SECOND SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 3	SECOND SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	THIRD SOURCE REDUCTION ACTIVITY	THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 1	THIRD SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 2	THIRD SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 3	THIRD SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	FOURTH SOURCE REDUCTION ACTIVITY	FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 1	FOURTH SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 2	FOURTH SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 3	FOURTH SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	ON-SITE LIMITED RELEASE PRIOR YEAR	ON-SITE LIMITED RELEASE CURRENT YEAR	ON-SITE LIMITED RELEASE FOLLOWING YEAR	ON-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	ON-SITE OTHER RELEASE PRIOR YEAR	ON-SITE OTHER RELEASE CURRENT YEAR	ON-SITE OTHER RELEASE FOLLOWING YEAR	ON-SITE OTHER RELEASE SECOND FOLLOWING YEAR	OFF-SITE LIMITED RELEASE PRIOR YEAR	OFF-SITE LIMITED RELEASE CURRENT YEAR	OFF-SITE LIMITED RELEASE FOLLOWING YEAR	OFF-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	OFF-SITE OTHER RELEASE PRIOR YEAR	OFF-SITE OTHER RELEASE CURRENT YEAR	OFF-SITE OTHER RELEASE FOLLOWING YEAR	OFF-SITE OTHER RELEASE SECOND FOLLOWING YEAR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
2011	NO	30120RSRCN8RIVE	RESOURCE INNOVATIONS I LLC	8 RIVERSIDE DR SW	CARTERSVILLE	BARTOW	GA	301206346	YES	NO	NO	NO								325199						34.13994	-84.84717	185650603										1311209152988	000067561	METHANOL	TRI	Pounds																		14660	14660	14500	14500	0	0	0	0	0	0	0	0	1452300	1353420	1400000	1400000	0	0	0	0	0	0	0	0	146941	176941	150000	150000		.93	NA	NA																															0	0	0	0	14660	14660	14500	14500	0	0	0	0	0	0	0	0	NO	MARKT@RIICHEMICALS.COM			NO	 	
2011	NO	30824MLSCM194SU	MILSCO MANUFACTURING CO	1094 SUPERIOR WAY	THOMSON	MCDUFFIE	GA	30824	YES	NO	NO	NO								326150						33.447239	-82.518076	877547059								MILSCO MANUFACTURING CO	006085757	1311209198858	N120	DIISOCYANATES	TRI	Pounds																		22	1.3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.85	NA	NA																															0	0	0	0	22	1.3	1	1	0	0	0	0	0	0	0	0	NO	JKIRK@MILSCO.COM			NO	 	
2011	NO	30080RGSSP5211I	AIRGAS REFRIGERANTS INC SMYRNA	5211 INDUSTRIAL CT SE	SMYRNA	COBB	GA	30080	YES	NO	NO	NO								424690						33.83123	-84.46572									AIRGAS INC	024492860	1311209263553	000075694	TRICHLOROFLUOROMETHANE	TRI	Pounds																		0	364	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.59	NA	NA																															0	0	0	0	0	364	500	500	0	0	0	0	0	0	0	0	NO	CHRISTINA.ORTIZ@AIRGAS.COM			NO	 	
2011	NO	30132RMSTR351SI	ARMACELL LLC	351 THOMAS B MURPHY DR	DALLAS	PAULDING	GA	30132	YES	NO	NO	NO								326299						33.91026	-84.82828	618513287								ARMACELL US HOLDINGS INC	830996646	1311209212505	N982	ZINC COMPOUNDS	TRI	Pounds																		5261.889	4772.889	5219.889	5725.889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	NA	NA																															0	0	0	0	105	110	120	132	5156	4662	5099	5593	.889	.889	.889	.889	NO	MICHAEL.J.HEINTZELMAN@ARMACELL.COM			YES	 	
2011	NO	31323CHMTLCHEMI	CHEMTALL INC	CHEMICAL PLANT RD	RICEBORO	LIBERTY	GA	31323	YES	NO	NO	NO								325998						31.74413	-81.43673	045569190								SNF HOLDING CO	878930965	1311209483751	000074873	CHLOROMETHANE	TRI	Pounds																		3700	3700	3700	3700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23000	22000	22000	22000	0	0	0	0	1100	.98	NA	NA																															0	0	0	0	3700	3700	3700	3700	0	0	0	0	0	0	0	0	NO	BHANSON@SNFHC.COM			NO	 	
2011	NO	31407STNCN1BONN	WEYERHAEUSER NR PORT WENTWORTH	1 BONNYBRIDGE RD	PORT WENTWORTH	CHATHAM	GA	31407	YES	NO	NO	NO								322110						32.156836	-81.155896	888789524								WEYERHAEUSER NR CO	001306992	1311209645732	000108952	PHENOL	TRI	Pounds																		6413	6258	6575	6575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3247	3247	3412	3412	0	0	0	0		.94	NA	NA																															0	0	0	0	6413	6258	6575	6575	0	0	0	0	0	0	0	0	NO				NO	 	
2011	NO	30501KBTMN2715R	KUBOTA MANUFACTURING OF AMERICA CORP	2715 RAMSEY RD	GAINESVILLE	HALL	GA	30501	YES	NO	NO	NO								333111						34.348741	-83.782021											1311209062708	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55358	58126	61032	0	0	0	0		1.09	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	WILSONDA@KUBOTA-KMA.COM			NO	 	
2011	NO	31742CRGLL715NO	GOLDEN PEANUT - DAWSON	715 MARTIN LUTHER KING JR. DR	DAWSON	TERRELL	GA	39842	YES	NO	NO	NO								311223						31.778093	-84.446606	161765425								ARCHER DANIELS MIDLAND CO	001307586	1311209135779	000110543	N-HEXANE	TRI	Pounds																		143000	172493	175000	175000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	265.7	275	275		1.23	NA	NA																															0	0	0	0	143000	172493	175000	175000	0	0	0	0	0	0	0	0	NO	MEDIA@ADM.COM			NO	 	
2011	NO	31402NNCMPWESTL	INTERNATIONAL PAPER CO - SAVANNAH COMPLEX	1201 W LATHROP AVE	SAVANNAH	CHATHAM	GA	31415	YES	NO	NO	NO								322121	322130					32.102306	-81.118222	003275252								INTERNATIONAL PAPER CO	001316561	1311209482773	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams																		3.539887	3.46721	3.42079	3.42079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.99	NA	NA																															0	0	0	0	3.510648	3.434591	3.3886	3.3886	.002032	.002011	.00199	.00199	.027207	.030608	.0302	.0302	NO	KAREN.BOGANS@IPAPER.COM			NO	 	
2011	NO	30340MCLDR6430N	BP PRODUCTS NA INC DORAVILLE 1 TERMINAL	6430 NEW PEACHTREE RD	DORAVILLE	DEKALB	GA	30340	YES	NO	NO	NO								424710						33.911039	-84.267527	081147170								BP PRODUCTS NA INC	151317174	1311209293719	000071432	BENZENE	TRI	Pounds																		248	234	234	246	0	0	0	0	0	1	1	1	0	0	0	0	72	0	0	0	1604	1	0	0	0	0	0	0	1	.72	NA	NA																															0	0	0	0	245	234	234	246	3	0	0	0	0	0	0	0	NO	RADFORD.MURPHY@BP.COM			NO	 	
