TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
29153CTRPL1355N	1311209264720	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2011	CATERPILLAR PRECISION PIN PRODUCTS GROUP	1355 N WISE DR	SUMTER	SUMTER	SC	29153	YES	NO	NO	NO								332721						33.97402	-80.36152	008754637								CATERPILLAR INC	005070479	REPORTING CHROMIUM METAL AS SEPARATE LINE ITEM, NO SPECIFIC REDUCTION ACTIVITIES APPLY.	NO	DUGAN_JIM@CAT.COM			YES	 	
29153CTRPL1355N	1311209264718	007440473	CHROMIUM	TRI	2011	CATERPILLAR PRECISION PIN PRODUCTS GROUP	1355 N WISE DR	SUMTER	SUMTER	SC	29153	YES	NO	NO	NO								332721						33.97402	-80.36152	008754637								CATERPILLAR INC	005070479	REPORTED IN PREVIOUS YEARS ON SAME LINE ITEM AS CHROMIUM CONPOUNDS	NO	DUGAN_JIM@CAT.COM			YES	 	
29801HBBLL2200R	1311209100217	N982	ZINC COMPOUNDS	TRI	2011	HUBBELL POWER SYSTEMS INC	1850 RICHLAND AVE E	AIKEN	AIKEN	SC	29801	YES	NO	NO	NO								335999	334413					33.564907	-81.744683	054202080								HUBBELL INC	001181858	IN CY 2011 THIS FACILITY CHANGED ONE OF THE PRODUCTS USED IN THE MANUFACTURING PROCESS. AS A RESULT WE WERE UNABLE TO RECYCLE RUBBER USING OUR CURRENT VENDOR. WE WILL BE INVESTIGATING OTHER RECYCLING OPTIONS.	NO	JMULVIHI@HUBBELL.COM			YES	 	
29606MCMPNPERIM	1311209364797	000108883	TOLUENE	TRI	2011	3M CO - GREENVILLE	1400 PERIMETER RD	GREENVILLE	GREENVILLE	SC	296055467	YES	NO	NO	NO								326113	322222	333315				34.74411	-82.35851	073704975								3M CO	006173082	WE ARE WORKING ON MOVING PRODUCTS TO WATER BASED WHEN POSSIBLE.	NO	BLSTONE@MMM.COM			NO	 	
29606MCMPNPERIM	1311209364809	001330207	XYLENE (MIXED ISOMERS)	TRI	2011	3M CO - GREENVILLE	1400 PERIMETER RD	GREENVILLE	GREENVILLE	SC	296055467	YES	NO	NO	NO								326113	322222	333315				34.74411	-82.35851	073704975								3M CO	006173082	WATER BASED UTILIZED WHEN POSSIBLE.	NO	BLSTONE@MMM.COM			NO	 	
29532JMSRV126AV	1311209086711	007664417	AMMONIA	TRI	2011	DIXIE CONSUMER PRODUCTS LLC	126 A AVE	DARLINGTON	DARLINGTON	SC	29532	YES	NO	NO	NO								322215						34.299686	-79.865834									KOCH INDUSTRIES INC	006944334	THE FACILITY IS CURRENTLY INVESTIGATING THE USAGE OF PRODUCTS WITH LOWER AMMONIA CONTENT.	NO	JASON.BERRY@GAPAC.COM			NO	 	
29440VCHMCPENNY	1311209840230	000075092	DICHLOROMETHANE	TRI	2011	3V INC	888 WOODSTOCK ST	GEORGETOWN	GEORGETOWN	SC	294404789	YES	NO	NO	NO								325998						33.362222	-79.383056	009104381										-W35:INSTALLED CRYOGENIC CONDENSATION RECOVERY SYSTEM.	NO	M.BONE@3VUSA.COM	RR5		NO	 	
29440VCHMCPENNY	1311209690748	000107051	ALLYL CHLORIDE	TRI	2011	3V INC	888 WOODSTOCK ST	GEORGETOWN	GEORGETOWN	SC	294404789	YES	NO	NO	NO								325998						33.362222	-79.383056	009104381										THE INVENTORY OF THIS SUBSTANCE WAS EXHAUSTED IN 2011. NO PLANS TO USE THE SUBSTANCE AGAIN CURRENTLY IN PLACE.	NO	M.BONE@3VUSA.COM			NO	 	
29135LGLSSRURAL	1311209737725	000100425	STYRENE	TRI	2011	ALAGLASS POOLS	165 SWEETBAY RD	SAINT MATTHEWS	CALHOUN	SC	291357934	YES	NO	NO	NO								326199						33.70794	-80.9193											WE MANUFACTURED TWO PRODUCTS THIS YEAR USING A RESIN TRANSFER MOLDING METHODOLOGY WHICH ELIMINATED A SIGNIFICANT AMOUNT OF AIR EMISSIONS.  WE PLAN TO IMPLEMENT THIS METHODOLOGY FOR OUR BIGGEST SELLING ON A REGULAR BASIS IN 2013.	NO	MONTY@ALAGLAS.COM			NO	 	
29729TLDYNHWY9	1311209007754	N511	NITRATE COMPOUNDS	TRI	2011	ALLVAC RICHBURG PLANT	4374 LANCASTER HWY 9	RICHBURG	CHESTER	SC	29729	YES	NO	NO	NO								331491						34.700392	-80.978729	195026133								ALLEGHENY TECHNOLOGIES INC	195026133	THE NITRATES ARE PRODUCED DURING THE PASSIFICATION PROCESS IN THE PICKLE TANKS. THE WASTE ACID IS TREATED IN THE ON-SITE WASTE WATER TREATMENT PROCESS. THE WASTE IS PROCESSED THRU THE SLUGE PRESS AND IS DISPOSED OF AS SOLID FILTERCAKE. THE PH IS TAKEN TO A RANGE OF 8.0 - 11.0	NO	TINA.HUBERT@ATIMETALS.COM			NO	 	
29853DMRLCINDUS	1311209788266	N120	DIISOCYANATES	TRI	2011	DIXIE-NARCO	3330 DIXIE NARCO BLVD	WILLISTON	BARNWELL	SC	29853	YES	NO	NO	NO								333311						33.401111	-81.416667	003062650								CRANE CO	001280726	-W13:SWITCHED TO MORE HEAVY-DUTY HOSES AND INCREASED PREVENTATIVE MAINTENANCE TO MINIMIZE HOSE BREAKS.;T04:CHANGES DETERMINED BY MANAGEMENT STAFF.;T05:CHANGES SUGGESTED BY FACILITY MAINTENANCE LEAD.	NO	DSPIVEY@CRANEMS.COM			NO	 	
