TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
61834LLDSGNO5BR	1312210619843	000306832	2,2-DICHLORO-1,1,1-TRIFLUOROETHANE	TRI	2012	HONEYWELL INTERNATIONAL INC DANVILLE WORKS	209 BREWER RD	DANVILLE	VERMILION	IL	61834	YES	NO	NO	NO								325120						40.128113	-87.560637	005463344								HONEYWELL INTERNATIONAL INC	139691877	Increase in waste was due to the product being contaminated.|TOTRL:Increase in waste was due to the product being contaminated.|TPRL:Increase in waste was due to the product being contaminated.	NO	MATTHEW.DIBBERN@HONEYWELL.COM			NO	 	
61834LLDSGNO5BR	1312210619870	000075718	DICHLORODIFLUOROMETHANE	TRI	2012	HONEYWELL INTERNATIONAL INC DANVILLE WORKS	209 BREWER RD	DANVILLE	VERMILION	IL	61834	YES	NO	NO	NO								325120						40.128113	-87.560637	005463344								HONEYWELL INTERNATIONAL INC	139691877	Release quantities significantly changed due to decrease in sales of this particular product.|TOTRL:Release quantities significantly changed due to decrease in sales of this particular product.|TPRL:Release quantities significantly changed due to decrease in sales of this particular product.	NO	MATTHEW.DIBBERN@HONEYWELL.COM			NO	 	
61834LLDSGNO5BR	1312210619882	000076142	DICHLOROTETRAFLUOROETHANE (CFC-114)	TRI	2012	HONEYWELL INTERNATIONAL INC DANVILLE WORKS	209 BREWER RD	DANVILLE	VERMILION	IL	61834	YES	NO	NO	NO								325120						40.128113	-87.560637	005463344								HONEYWELL INTERNATIONAL INC	139691877	Release quantities significantly changed due to decrease in sales of this particular product.|TPRL:Release quantities significantly changed due to decrease in sales of this particular product.|TOTRL:Release quantities significantly changed due to decrease in sales of this particular product.|TARL:Release quantities significantly changed due to decrease in sales of this particular product.	NO	MATTHEW.DIBBERN@HONEYWELL.COM			NO	 	
61834LLDSGNO5BR	1312210619894	000075694	TRICHLOROFLUOROMETHANE	TRI	2012	HONEYWELL INTERNATIONAL INC DANVILLE WORKS	209 BREWER RD	DANVILLE	VERMILION	IL	61834	YES	NO	NO	NO								325120						40.128113	-87.560637	005463344								HONEYWELL INTERNATIONAL INC	139691877	Release quantities significantly changed due to decrease in sales of this particular product.|TOTRL:Release quantities significantly changed due to decrease in sales of this particular product.|TPRL:Release quantities significantly changed due to decrease in sales of this particular product.	NO	MATTHEW.DIBBERN@HONEYWELL.COM			NO	 	
62301HRRSC3200W	1312209971112	007439921	LEAD	TRI	2012	HARRIS CORP BROADCAST COMMUNICATION DIV	3200 WISMANN LN	QUINCY	ADAMS	IL	62305	YES	NO	NO	NO								334220						39.957179	-91.367458	021507686								HARRIS CORP	021507686	|811AI:RoHS and continued phasing out of older product which utilizes lead-based solder continued in 2012.  The ultimate goal is to be lead free by 2015.	NO	JBURKE@HARRIS.COM			YES	 	
60638PRCSN4929S	1312210265880	007439965	MANGANESE	TRI	2012	FEDERAL MOGUL DRIVELINE PRODUCTS	4929 S MASON	FOREST VIEW	COOK	IL	60638	YES	NO	NO	NO								332811						41.80298	-87.770287	006557045								FEDERAL MOGUL CORP	867189623	Facility Closure is Planned in March 2014.	NO	DAVID.WILLIAMSJR@FEDERALMOGUL.COM			YES	 	
60174NTDLB32037	1312210809808	N230	CERTAIN GLYCOL ETHERS	TRI	2012	UNITED LABORATORIES INC	320 37TH AVE	SAINT CHARLES	KANE	IL	601745464	YES	NO	NO	NO								325612	325611	325620				41.915846	-88.27159	001759737										We are using more earth smart friedly chemicals in our formulas.	NO	SCAREY@UNITEDLABSINC.COM			NO	 	
61615PRDSP4349W	1312210563692	N230	CERTAIN GLYCOL ETHERS	TRI	2012	PEORIA DISPOSAL CO #1	4349 W SOUTHPORT RD	PEORIA	PEORIA	IL	61615	YES	NO	NO	NO								562212						40.721221	-89.661481	009848193								COULTER COS INC	618560221	NO
	NO	RWELK@PDCAREA.COM			NO	 	

61615PRDSP4349W	1312210563680	N078	CADMIUM COMPOUNDS	TRI	2012	PEORIA DISPOSAL CO #1	4349 W SOUTHPORT RD	PEORIA	PEORIA	IL	61615	YES	NO	NO	NO								562212						40.721221	-89.661481	009848193								COULTER COS INC	618560221	No	NO	RWELK@PDCAREA.COM			YES	 	
62960LLDSGUSHWY	1312210348241	000107211	ETHYLENE GLYCOL	TRI	2012	HONEYWELL INTERNATIONAL INC	2768 N US HWY 45	METROPOLIS	MASSAC	IL	62960	YES	NO	NO	NO								325188						37.171278	-88.756667	139691877								HONEYWELL INTERNATIONAL INC	139691877	Facility ceased production in May 2012. Production to resume June 2013.	NO	PETER.DALPE@HONEYWELL.COM			NO	 	
62960LLDSGUSHWY	1312210348239	007664417	AMMONIA	TRI	2012	HONEYWELL INTERNATIONAL INC	2768 N US HWY 45	METROPOLIS	MASSAC	IL	62960	YES	NO	NO	NO								325188						37.171278	-88.756667	139691877								HONEYWELL INTERNATIONAL INC	139691877	Facility production ceased beginning in May 2012. Production will resume in June 2013.	NO	PETER.DALPE@HONEYWELL.COM			NO	 	
62960LLDSGUSHWY	1312210348254	007782414	FLUORINE	TRI	2012	HONEYWELL INTERNATIONAL INC	2768 N US HWY 45	METROPOLIS	MASSAC	IL	62960	YES	NO	NO	NO								325188						37.171278	-88.756667	139691877								HONEYWELL INTERNATIONAL INC	139691877	Facility ceased production in May 2012. Production will resume in June 2013.	NO	PETER.DALPE@HONEYWELL.COM			NO	 	
60185HLBLC1400N	1312210435311	N120	DIISOCYANATES	TRI	2012	BLACHFORD INC	1400 NUCLEAR DR	WEST CHICAGO	DUPAGE	IL	60185	YES	NO	NO	NO								326150	326199					41.904139	-88.232853	884732314		ILD068586429		IL0067458				BLACHFORD INVESTMENTS INC.	884732314	Changes in production, market projections.|TPRL:The TSD for this non-RCRA regulated material is the same for CY2011 and CY2012. Use of Option B in selection of off-site disposal activity resulted in an apparent facility change.  As stated, facilities are the same for CY2011 and CY2012 disposal.	NO	GSTEUCK@BLACHFORDINC.COM			NO	 	
60069ZLLWG405BA	1312210218032	000067561	METHANOL	TRI	2012	HONEYWELL ANALYTICS INC	405 BARCLAY BLVD	LINCOLNSHIRE	LAKE	IL	60069	YES	NO	NO	NO								334519						42.190305	-87.935372	068623032								HONEYWELL INTERNATIONAL INC	139691877	Additional Parent Company Information (supplement to Part 1, Section 5):Honeywell International Inc.101 Columbia RoadMorristown, NJ 07962Phone Number: 877-841-2840	NO	ROGER.GRAY@HONEYWELL.COM			NO	 	
61761DMNDS100ND	1312210569947	000110827	CYCLOHEXANE	TRI	2012	MITSUBISHI MOTORS NA INC	100 N MITSUBISHI MOTORWAY	NORMAL	MCLEAN	IL	61761	YES	NO	NO	NO								336111						40.508036	-89.054378	148393200								MITSUBISHI MOTORS N.A. INC		New Tank emissions calculation was used resulting in slightly higher fugitive emissions.	NO	GARY.SHULTZ@MMMA-BN.COM			NO	 	
61242M    22614	1312210476608	000191242	BENZO(G,H,I)PERYLENE	PBT	2012	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	YES	NO	NO	NO								325998						41.755	-90.284167	006173082								3M CO	006173082	|PRAI:The residual fuel inventory was reduced to prepare for a low sulfur distillate fuel in order to meet SO2 emission limits proposed by the Company.	NO	JPTONNESON@MMM.COM			NO	 	
61242M    22614	1312210476836	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2012	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	YES	NO	NO	NO								325998						41.755	-90.284167	006173082								3M CO	006173082	|PRAI:Plant was burning existing residual fuel oil to make way for low sulfur fuel and revised SO2 limits requested by the company.	NO	JPTONNESON@MMM.COM			NO	 	
60439ZNGLRSTEPH	1312210196174	007439921	LEAD	TRI	2012	OZINGA IL RMC   LEMONT	STEPHEN ST	LEMONT	COOK	IL	60439	YES	NO	NO	NO								327320						41.679699	-88.0019									OZINGA BROS INC		AP-42 used for emission factors as basis of point source releases.	NO	MIKECONQUEST@OZINGA.COM			YES	 	
60085MDLND17EWA	1312209931310	000071363	N-BUTYL ALCOHOL	TRI	2012	AKZONOBEL AEROSPACE COATINGS	1 E WATER ST	WAUKEGAN	LAKE	IL	60085	YES	NO	NO	NO								325510						42.35804	-87.825897	174716113								AKZO NOBEL NV	062999347	The database used to calculate usage by CAS number was updated since the last report. It was noted the estimates for n-butyl alcohol were based on total VOM. The data now reflects actual use of the specific item.	NO	CUSTOMER.SERVICE@AKZONOBEL.COM			NO	 	
60085MDLND17EWA	1312209931284	N120	DIISOCYANATES	TRI	2012	AKZONOBEL AEROSPACE COATINGS	1 E WATER ST	WAUKEGAN	LAKE	IL	60085	YES	NO	NO	NO								325510						42.35804	-87.825897	174716113								AKZO NOBEL NV	062999347	According to 2011 data review Diisocyanates was not triggered because it was below 25,000 lbs.	NO	CUSTOMER.SERVICE@AKZONOBEL.COM			NO	 	
61641KYSTN7000S	1312210526873	N982	ZINC COMPOUNDS	TRI	2012	KEYSTONE STEEL & WIRE CO	7000 SW ADAMS ST	PEORIA	PEORIA	IL	61641	YES	NO	NO	NO								331111	332618	331222				40.641952	-89.646677	102195377								KEYSTONE CONSOLIDATED INDUSTRIES INC	005129309	A change from previous years in the total quantity of air releases and production-related wastes is due to higher concentrations of zinc compounds in the baghouse dust from the electric arc furnace. However, the biweekly periodic monitoring indicates a significant decrease in the levels of zinc compounds in the wastewater.	NO	STIRNAMA@KEYSTONESTEEL.COM			YES	 	
