TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
22630DPNTFPOBOX	1313211487766	000106887	1,2-BUTYLENE OXIDE	TRI	2013	AXALTA COATING SYSTEMS LLC - FRONT ROYAL PLANT	7961 WINCHESTER RD	FRONT ROYAL	WARREN	VA	22630			YES	NO	NO	NO								325510	325211					38.981036	-78.174118	021466339								AXALTA COATING SYSTEMS LLC	611682102	|W14:reduced the amount of batches that needed this raw material	NO	LOUIS.J.PAPA@AXALTACS.COM			NO	 	
22853RCKNGCOOPD	1313211574254	007664417	AMMONIA	TRI	2013	PILGRIM'S PRIDE CORP BROADWAY FACILITY	330 CO-OP DR	TIMBERVILLE	ROCKINGHAM	VA	22853			YES	NO	NO	NO								311615	311613					38.632158	-78.784356	140036497								PILGRIMS PRIDE CORP	007334170	upstream monitoring stations, p2 team	NO	DAVE.TOWNSEND@PILGRIMS.COM			NO	 	
22980DPNTWDUPON	1313211193646	N120	DIISOCYANATES	TRI	2013	INVISTA SA RL - WAYNESBORO FACILITY	400 DU PONT BLVD	WAYNESBORO	AUGUSTA	VA	229809998			YES	NO	NO	NO								325220	325222					38.061111	-78.883333	010063600								KOCH INDUSTRIES INC	006944334	|W52:Transferred spinning activities to different machines to minimize product changes and reduce waste associated with startups and shutdowns.	NO	STEVEN.BURNETTE@INVISTA.COM			NO	 	
23434LLDCL2301W	1313211328051	007664417	AMMONIA	TRI	2013	BASF CORP	2301 WILROY RD	SUFFOLK	SUFFOLK (CITY)	VA	234340802			YES	NO	NO	NO								325199						36.77736	-76.54321	001590640								BASF CORP	001307032	In 2013 the site implemented a site wide spill prevention plan. The plan was composed of spill teams which focused their attention on over-fill protections and safe chemical transfer.	NO	MARY.JARRETTBROWN@BASF.COM			NO	 	
23434LLDCL2301W	1313211328036	000079107	ACRYLIC ACID	TRI	2013	BASF CORP	2301 WILROY RD	SUFFOLK	SUFFOLK (CITY)	VA	234340802			YES	NO	NO	NO								325199						36.77736	-76.54321	001590640								BASF CORP	001307032	In 2013 the site implemented a site wide spill prevention plan . The plan was composed of spill teams which focused their attention on over-fill protections and safe chemical transfer.	NO	MARY.JARRETTBROWN@BASF.COM			NO	 	
23434LLDCL2301W	1313211328024	000079061	ACRYLAMIDE	TRI	2013	BASF CORP	2301 WILROY RD	SUFFOLK	SUFFOLK (CITY)	VA	234340802			YES	NO	NO	NO								325199						36.77736	-76.54321	001590640								BASF CORP	001307032	In 2013 the site implemented a site wide spill prevention plan. The plan was composed of spill teams which focused their attention on over-fill protections and safe chemical transfer.	NO	MARY.JARRETTBROWN@BASF.COM			NO	 	
23434LLDCL2301W	1313211328099	000067561	METHANOL	TRI	2013	BASF CORP	2301 WILROY RD	SUFFOLK	SUFFOLK (CITY)	VA	234340802			YES	NO	NO	NO								325199						36.77736	-76.54321	001590640								BASF CORP	001307032	1. In 213 the methanol recovery process was optimized and, 2. The site implemented a site wide spill prevention plan. The plan was composed of spill teams which focused their attention on over-fill protections and safe chemical transfer.	NO	MARY.JARRETTBROWN@BASF.COM			NO	 	
23434LLDCL2301W	1313211328075	000140885	ETHYL ACRYLATE	TRI	2013	BASF CORP	2301 WILROY RD	SUFFOLK	SUFFOLK (CITY)	VA	234340802			YES	NO	NO	NO								325199						36.77736	-76.54321	001590640								BASF CORP	001307032	In 2013 the site implemented a site wide spill prevention plan. The plan was composed of spill teams which focused their attention on over-fill protections and safe chemical transfer.	NO	MARY.JARRETTBROWN@BASF.COM			NO	 	
23434LLDCL2301W	1313211328048	000107131	ACRYLONITRILE	TRI	2013	BASF CORP	2301 WILROY RD	SUFFOLK	SUFFOLK (CITY)	VA	234340802			YES	NO	NO	NO								325199						36.77736	-76.54321	001590640								BASF CORP	001307032	acrylamide production was discontinued in 2013.	NO	MARY.JARRETTBROWN@BASF.COM			NO	 	
23434LLDCL2301W	1313211328063	007440508	COPPER	TRI	2013	BASF CORP	2301 WILROY RD	SUFFOLK	SUFFOLK (CITY)	VA	234340802			YES	NO	NO	NO								325199						36.77736	-76.54321	001590640								BASF CORP	001307032	The plant the used copper was shut down in 2013.	NO	MARY.JARRETTBROWN@BASF.COM			YES	 	
