REPORTING YEAR	TRADE SECRET INDICATOR	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	QUANTITY RELEASED PRIOR YEAR	QUANTITY RELEASED CURRENT YEAR	QUANTITY RELEASED FOLLOWING YEAR	QUANTITY RELEASED SECOND FOLLOWING YEAR	ENERGY RECOVERY ONSITE PRIOR YEAR	ENERGY RECOVERY ONSITE CURRENT YEAR	ENERGY RECOVERY ONSITE FOLLOWING YEAR	ENERGY RECOVERY ONSITE SECOND FOLLOWING YEAR	ENERGY RECOVERY OFFSITE PRIOR YEAR	ENERGY RECOVERY OFFSITE CURRENT YEAR	ENERGY RECOVERY OFFSITE FOLLOWING YEAR	ENERGY RECOVERY OFFSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED ONSITE PRIOR YEAR	QUANTITY RECYCLED ONSITE CURRENT YEAR	QUANTITY RECYCLED ONSITE FOLLOWING YEAR	QUANTITY RECYCLED ONSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE PRIOR YEAR	QUANTITY RECYCLED OFFSITE CURRENT YEAR	QUANTITY RECYCLED OFFSITE FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE SECOND FOLLOWING YEAR	QUANTITY TREATED ONSITE PRIOR YEAR	QUANTITY TREATED ONSITE CURRENT YEAR	QUANTITY TREATED ONSITE FOLLOWING YEAR	QUANTITY TREATED ONSITE SECOND FOLLOWING YEAR	QUANTITY TREATED OFFSITE PRIOR YEAR	QUANTITY TREATED OFFSITE CURRENT YEAR	QUANTITY TREATED OFFSITE FOLLOWING YEAR	QUANTITY TREATED OFFSITE SECOND FOLLOWING YEAR	CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	PROD RATIO/ACTIVITY INDEX	FIRST SOURCE REDUCTION ACTIVITY	FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 1	FIRST SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 2	FIRST SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 3	FIRST SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	SECOND SOURCE REDUCTION ACTIVITY	SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 1	SECOND SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 2	SECOND SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 3	SECOND SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	THIRD SOURCE REDUCTION ACTIVITY	THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 1	THIRD SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 2	THIRD SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 3	THIRD SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	FOURTH SOURCE REDUCTION ACTIVITY	FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 1	FOURTH SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 2	FOURTH SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 3	FOURTH SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	ON-SITE LIMITED RELEASE PRIOR YEAR	ON-SITE LIMITED RELEASE CURRENT YEAR	ON-SITE LIMITED RELEASE FOLLOWING YEAR	ON-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	ON-SITE OTHER RELEASE PRIOR YEAR	ON-SITE OTHER RELEASE CURRENT YEAR	ON-SITE OTHER RELEASE FOLLOWING YEAR	ON-SITE OTHER RELEASE SECOND FOLLOWING YEAR	OFF-SITE LIMITED RELEASE PRIOR YEAR	OFF-SITE LIMITED RELEASE CURRENT YEAR	OFF-SITE LIMITED RELEASE FOLLOWING YEAR	OFF-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	OFF-SITE OTHER RELEASE PRIOR YEAR	OFF-SITE OTHER RELEASE CURRENT YEAR	OFF-SITE OTHER RELEASE FOLLOWING YEAR	OFF-SITE OTHER RELEASE SECOND FOLLOWING YEAR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
2007	NO	77007ZRCKN1705N	TEXAS TILE MANUFACTURING LLC	1705 N OLIVER	HOUSTON	HARRIS	TX	77007	YES	NO	NO	NO								424690	493190					29.774235	-95.386171	008108102										1307205387261	N040	BARIUM COMPOUNDS	TRI	Pounds																		93.2	86.5	95.2	103.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.9	W13	IMPROVED MAINTENANCE SCHEDULING, RECORDKEEPING, OR PROCEDURES	T04	PARTICIPATIVE TEAM MANAGEMENT					NA	NA																							0	0	0	0	93.2	86.5	95.2	103.8	0	0	0	0	0	0	0	0	NO	ARTURO.GUAJARDO@TXTILELLC.COM			YES	
2007	NO	77007ZRCKN1705N	TEXAS TILE MANUFACTURING LLC	1705 N OLIVER	HOUSTON	HARRIS	TX	77007	YES	NO	NO	NO								424690	493190					29.774235	-95.386171	008108102										1307205387273	N982	ZINC COMPOUNDS	TRI	Pounds																		93.2	86.5	95.2	103.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.9	W13	IMPROVED MAINTENANCE SCHEDULING, RECORDKEEPING, OR PROCEDURES	T04	PARTICIPATIVE TEAM MANAGEMENT					NA	NA																							0	0	0	0	93.2	86.5	95.2	103.8	0	0	0	0	0	0	0	0	NO	ARTURO.GUAJARDO@TXTILELLC.COM			YES	
2007	NO	77007ZRCKN1705N	TEXAS TILE MANUFACTURING LLC	1705 N OLIVER	HOUSTON	HARRIS	TX	77007	YES	NO	NO	NO								424690	493190					29.774235	-95.386171	008108102										1307205387285	000108952	PHENOL	TRI	Pounds																		55.7	49.4	54.3	59.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.9	NA	NA																															0	0	0	0	55.7	49.4	54.3	59.3	0	0	0	0	0	0	0	0	NO	ARTURO.GUAJARDO@TXTILELLC.COM			NO	
2007	NO	77008GDMNM33W11	GOODMAN MANUFACTURING CO LP - FURNACE	3300 W 11TH ST	HOUSTON	HARRIS	TX	77008	YES	NO	NO	NO								333415						29.790556	-95.4325									GOODMAN GLOBAL HOLDINGS INC.	948347927	1307205930973	000075456	CHLORODIFLUOROMETHANE	TRI	Pounds																		3139	2008	1900	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			NA	NA																															0	0	0	0	3139	2008	1900	1800	0	0	0	0	0	0	0	0	NO	JIM.MCCOY@GOODMANMFG.COM			NO	
2007	NO	77008GDMNM33W11	GOODMAN MANUFACTURING CO LP - FURNACE	3300 W 11TH ST	HOUSTON	HARRIS	TX	77008	YES	NO	NO	NO								333415						29.790556	-95.4325									GOODMAN GLOBAL HOLDINGS INC.	948347927	1307205930985	007440508	COPPER	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62735	91927	80000	70000	0	0	0	0	0	0	0	0			NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	JIM.MCCOY@GOODMANMFG.COM			YES	
2007	NO	77008GDMNM33W11	GOODMAN MANUFACTURING CO LP - FURNACE	3300 W 11TH ST	HOUSTON	HARRIS	TX	77008	YES	NO	NO	NO								333415						29.790556	-95.4325									GOODMAN GLOBAL HOLDINGS INC.	948347927	1307205930997	007439965	MANGANESE	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97500	105990	90000	85000	0	0	0	0	0	0	0	0			NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	JIM.MCCOY@GOODMANMFG.COM			YES	
2007	NO	77008NRTHW6307T	NORTHWEST PIPE CO	6307 TOLEDO	HOUSTON	HARRIS	TX	77008	YES	NO	NO	NO								331210						29.785928	-95.431173	008072779								NORTHWEST PIPE CO	008071779	1307205213895	007439965	MANGANESE	TRI	Pounds																		12	56	64	64	0	0	0	0	0	0	0	0	0	0	0	0	20628	18704	20000	20000	0	0	0	0	0	0	0	0		.84	NA	NA																															0	0	0	0	12	3	4	4	0	53	60	60	0	0	0	0	NO	NA			YES	
2007	NO	75216TMKRF7910C	TAMKO BUILDING PRODUCTS INC	7910 S CENTRAL EXPWY	DALLAS	DALLAS	TX	75216	YES	NO	NO	NO								324122						32.711523	-96.752058	056744154										1307205395849	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		261.94	120.99	122	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04	NA	NA																															0	0	0	0	1.94	1.99	2	2	260	119	120	120	0	0	0	0	NO				NO	
2007	NO	75216TMKRF7910C	TAMKO BUILDING PRODUCTS INC	7910 S CENTRAL EXPWY	DALLAS	DALLAS	TX	75216	YES	NO	NO	NO								324122						32.711523	-96.752058	056744154										1307205395852	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		67	37	37	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04	NA	NA																															0	0	0	0	10	11	11	11	57	26	26	26	0	0	0	0	NO				NO	
2007	NO	75692ZTCMNHWY80	AZTEC MANUFACTURING PTNR WASKOM LTD	990 E TEXAS AVE	WASKOM	HARRISON	TX	75692	YES	NO	NO	NO								332812						32.479179	-94.073955	008012148								AZZ INC	008012148	1307205335336	007439921	LEAD	PBT	Pounds																		700	641	630	630	0	0	0	0	0	0	0	0	0	0	0	0	3932	4216	4000	4000	0	0	0	0	0	0	0	0		1.1	NA	NA																															0	0	0	0	0	0	0	0	700	641	630	630	0	0	0	0	NO	TEPENDLEY@AZTECGALVANIZING.COM			YES	
