TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
29720RXHMCHIGHW	1312210155634	N230	CERTAIN GLYCOL ETHERS	TRI	2012	AKZONOBEL	1872 HWY 9 BYPASS W	LANCASTER	LANCASTER	SC	29720	YES	NO	NO	NO								326113	325510					34.730493	-80.822608	966688652								AKZO NOBEL NV	966688652	Decreased production due to economy. Developing more water-based coatings and paints.	NO	HANS.NELISSEN@AKZONOBEL.COM			NO	 	
29720RXHMCHIGHW	1312210155723	000108883	TOLUENE	TRI	2012	AKZONOBEL	1872 HWY 9 BYPASS W	LANCASTER	LANCASTER	SC	29720	YES	NO	NO	NO								326113	325510					34.730493	-80.822608	966688652								AKZO NOBEL NV	966688652	Decreased production due to economy. Developing more water-based coatings and paints	NO	HANS.NELISSEN@AKZONOBEL.COM			NO	 	
29720RXHMCHIGHW	1312210155661	000131113	DIMETHYL PHTHALATE	TRI	2012	AKZONOBEL	1872 HWY 9 BYPASS W	LANCASTER	LANCASTER	SC	29720	YES	NO	NO	NO								326113	325510					34.730493	-80.822608	966688652								AKZO NOBEL NV	966688652	Decreased production due to economy. Developing more water-based coatings and paints	NO	HANS.NELISSEN@AKZONOBEL.COM			NO	 	
29720RXHMCHIGHW	1312210155750	001330207	XYLENE (MIXED ISOMERS)	TRI	2012	AKZONOBEL	1872 HWY 9 BYPASS W	LANCASTER	LANCASTER	SC	29720	YES	NO	NO	NO								326113	325510					34.730493	-80.822608	966688652								AKZO NOBEL NV	966688652	Decreased production due to economy. Developing more water-based coatings and paints	NO	HANS.NELISSEN@AKZONOBEL.COM			NO	 	
29720RXHMCHIGHW	1312210155685	000091203	NAPHTHALENE	TRI	2012	AKZONOBEL	1872 HWY 9 BYPASS W	LANCASTER	LANCASTER	SC	29720	YES	NO	NO	NO								326113	325510					34.730493	-80.822608	966688652								AKZO NOBEL NV	966688652	Decreased production due to economy. Developing more water-based coatings and paints	NO	HANS.NELISSEN@AKZONOBEL.COM			NO	 	
29038STHCR405TE	1312210613992	N458	MERCURY COMPOUNDS	PBT	2012	SOUTH CAROLINA ELECTRIC & GAS CO COPE STATION	405 TEAMWORK RD	COPE	ORANGEBURG	SC	29038	YES	NO	NO	NO								221112						33.36512	-81.031158	007919517								SCANA	101904845	This reporting year was able to utilize actual mercury monitoring emission factors for RY2012.	NO	RYANITY@SCANA.COM			YES	 	
29628KRSTNPOBOX	1312210181350	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2012	MOHAWK INDUSTRIES INC - ROCKY RIVER FACILITY	572 ROCKY RIVER PLANT RD	CALHOUN FALLS	ABBEVILLE	SC	29628	YES	NO	NO	NO								313111						34.125556	-82.620556	120930102								MOHAWK INDUSTRIES INC	612757070	This facility closed in November 2011.	NO	DENISE_WOOD@MOHAWKIND.COM			NO	 	
29924WSTNGPOBOX	1312210538310	000191242	BENZO(G,H,I)PERYLENE	PBT	2012	NEVAMAR CO LLC	ONE NEVAMAR PL	HAMPTON	HAMPTON	SC	29924	YES	NO	NO	NO								326130						32.875819	-81.11222	113938752								PANOLAM INDUSTRIES INTERNATIONAL INC	947324258	Due to required maintenance of the heating tube bundle in the Number 6 fuel oil storage tank, it was necessary for the facility to consume the majority of the Number 6 fuel oil stored in the tank.  The usage of Number 6 fuel oil doubled from the prior year, therefore the emissions doubled as well.	NO	MELISSA.ANDERSON@NEVAMAR.COM			NO	 	
29153CTRPL1355N	1312209971581	N040	BARIUM COMPOUNDS	TRI	2012	CATERPILLAR PRECISION PIN PRODUCTS GROUP	1355 N WISE DR	SUMTER	SUMTER	SC	29153	YES	NO	NO	NO								332721						33.979167	-80.366389	008754637								CATERPILLAR INC	005070479	|PRAI:Hign barium production in 2012 due to tank bottom sludge cleanouts and tank replacements.	NO	DUGAN_JIM@CAT.COM			YES	 	
29006NNSWT645RU	1312210321129	007439921	LEAD	TRI	2012	ANSALDO STS USA	645 RUSSELL ST	BATESBURG	LEXINGTON	SC	29006	YES	NO	NO	NO								335313						33.880556	-81.516389	192013159								ANSALDO N.V.	428992630	|PRAI:The process was sold in 2012.	NO	JOSEPH.EISEMAN@ANSALDO-STS.US			YES	 	
