TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
07105MNPCN27215	1313211001906	007632000	SODIUM NITRITE	TRI	Pounds																		2013	NO	MANOPCO INC NEWARK POLYMER DIV	207-215 AVE L	NEWARK	ESSEX	NJ	07105			YES	NO	NO	NO								424690						40.72309	-74.142563	969985717										0		NA												NO	SOKOLOWSKITHOMAS@GMAIL.COM			YES	 	
08759RGTHR35CLN	1313211004066	007429905	ALUMINUM (FUME OR DUST)	TRI	Pounds																		2013	NO	ORGOT-THERMIT INC	3500 COLONIAL DR N	MANCHESTER	OCEAN	NJ	08759			YES	NO	NO	NO								331314						40.022608	-74.301552	078250909								GOLDSCHMIDT-THERMIT GROUP		0		NA												NO	RANDY.DRY@ORGOTHERMIT.COM			YES	 	
07430HWMDC300CO	1313211004179	007440473	CHROMIUM	TRI	Pounds																		2013	NO	STRYKER ORTHOPAEDICS	325 CORPORATE DR	MAHWAH	BERGEN	NJ	07430			YES	NO	NO	NO								339113						41.0833	-74.1537	058311945								STRYKER CORP	005373089	0		NA												NO	ROBERT.BAKER@STRYKER.COM			YES	 	
07430HWMDC300CO	1313211004181	007440484	COBALT	TRI	Pounds																		2013	NO	STRYKER ORTHOPAEDICS	325 CORPORATE DR	MAHWAH	BERGEN	NJ	07430			YES	NO	NO	NO								339113						41.0833	-74.1537	058311945								STRYKER CORP	005373089	0		NA												NO	ROBERT.BAKER@STRYKER.COM			YES	 	
07430HWMDC300CO	1313211004193	007697372	NITRIC ACID	TRI	Pounds																		2013	NO	STRYKER ORTHOPAEDICS	325 CORPORATE DR	MAHWAH	BERGEN	NJ	07430			YES	NO	NO	NO								339113						41.0833	-74.1537	058311945								STRYKER CORP	005373089	0		NA												NO	ROBERT.BAKER@STRYKER.COM			NO	 	
07206PPTTS847NA	1313211004700	N511	NITRATE COMPOUNDS	TRI	Pounds																		2013	NO	PAPETTI'S HYGRADE EGG PRODUCTS INC	847 N AVE	ELIZABETH	UNION	NJ	07206			YES	NO	NO	NO								311999						40.659183	-74.203842									MICHAEL FOODS INC	006481899	21673	O 	JOINT MEETING OF ESSEX AND UNION COUNTIES	500 SOUTH FIRST STREET	ELIZABETH	NJ	UNION	07202							NO	SHANE.MENEFEE@MICHAELFOODS.COM			NO	 	
07206PPTTS847NA	1313211004712	007697372	NITRIC ACID	TRI	Pounds																		2013	NO	PAPETTI'S HYGRADE EGG PRODUCTS INC	847 N AVE	ELIZABETH	UNION	NJ	07206			YES	NO	NO	NO								311999						40.659183	-74.203842									MICHAEL FOODS INC	006481899	0		NA												NO	SHANE.MENEFEE@MICHAELFOODS.COM			NO	 	
08846MRSLN125FA	1313211071408	000075058	ACETONITRILE	TRI	Pounds																		2013	NO	VEOLIA ES TECHNICAL SOLUTIONS LLC	125 FACTORY LN	MIDDLESEX	MIDDLESEX	NJ	08846			YES	NO	NO	NO								562211						40.560538	-74.520639	082184156								VEOLIA ENVIRONMENTAL SERVICES		1.7	C 	MIDDLESEX COUNTY UTILITIES AUTHORITY	P.O. BOX 159	SAYREVILLE	NJ	MIDDLESEX	08872							NO	MICHAEL.PIKULIN@VEOLIAES.COM			NO	 	
08846MRSLN125FA	1313211071410	N040	BARIUM COMPOUNDS	TRI	Pounds																		2013	NO	VEOLIA ES TECHNICAL SOLUTIONS LLC	125 FACTORY LN	MIDDLESEX	MIDDLESEX	NJ	08846			YES	NO	NO	NO								562211						40.560538	-74.520639	082184156								VEOLIA ENVIRONMENTAL SERVICES		0		NA												NO	MICHAEL.PIKULIN@VEOLIAES.COM			YES	 	
08846MRSLN125FA	1313211071422	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2013	NO	VEOLIA ES TECHNICAL SOLUTIONS LLC	125 FACTORY LN	MIDDLESEX	MIDDLESEX	NJ	08846			YES	NO	NO	NO								562211						40.560538	-74.520639	082184156								VEOLIA ENVIRONMENTAL SERVICES		0		NA												NO	MICHAEL.PIKULIN@VEOLIAES.COM			NO	 	
