TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
86401PRXRNI40GR	1313211024411	007664417	AMMONIA	TRI	2013	PRAXAIR INC	3426 W GRIFFITH RD	KINGMAN	MOHAVE	AZ	86401			YES	NO	NO	NO								424690	325120					35.027778	-114.136111	612796912								PRAXAIR  INC	197154586	|PRAI:Production ratio calculated by data in section 8.5, year to year..|FACC:Previously the facility address was only an intersection, " I-40 & Griffith Rd." Recently this changed and we were provided with an actual street address on Griffith Rd. - 3426.	NO	CAREY_WALTZ@PRAXAIR.COM			NO	 	
85369MRNCRAVE3E	1313211172390	000091203	NAPHTHALENE	TRI	2013	US MARINE CORPS AIR STATION YUMA	AVE 3E	YUMA	YUMA	AZ	853699110			YES	NO	YES	NO								928110						32.65458	-114.5888									US DEPARTMENT OF DEFENSE		|PRAI:variable is fuel usage	YES	JOSE.M.NEGRETE@USMC.MIL			NO	 	
85369MRNCRAVE3E	1313211172349	000100414	ETHYLBENZENE	TRI	2013	US MARINE CORPS AIR STATION YUMA	AVE 3E	YUMA	YUMA	AZ	853699110			YES	NO	YES	NO								928110						32.65458	-114.5888									US DEPARTMENT OF DEFENSE		|PRAI:variable is fuel usage.|TPRL:Reviewed waste generated. Numbers are correct.|TARL:Reviewed waste generated. Numbers are correct.	YES	JOSE.M.NEGRETE@USMC.MIL			NO	 	
85369MRNCRAVE3E	1313211172376	007439921	LEAD	TRI	2013	US MARINE CORPS AIR STATION YUMA	AVE 3E	YUMA	YUMA	AZ	853699110			YES	NO	YES	NO								928110						32.65458	-114.5888									US DEPARTMENT OF DEFENSE		|TPRL:Reviewed lead from batteries recycled in 2013. Data is correct.	YES	JOSE.M.NEGRETE@USMC.MIL			YES	 	
8534WCPPRSMILEP	1313211198940	N420	LEAD COMPOUNDS	PBT	2013	COPPERSTONE MINE	MILE POST 121.5 ARIZONA RT 95, 5 MILES W	QUARTZSITE	LA PAZ	AZ	85346			YES	NO	NO	NO								212221						33.865875	-114.29066									BONANZA EXPLORATIONS INC	145739962	The facility will be shutdown in 2014.	NO	FAYRAMTODD@MSN.COM			YES	 	
8534WCPPRSMILEP	1313211198938	N100	COPPER COMPOUNDS	TRI	2013	COPPERSTONE MINE	MILE POST 121.5 ARIZONA RT 95, 5 MILES W	QUARTZSITE	LA PAZ	AZ	85346			YES	NO	NO	NO								212221						33.865875	-114.29066									BONANZA EXPLORATIONS INC	145739962	Facility will be closed in 2014.	NO	FAYRAMTODD@MSN.COM			YES	 	
85034LLDSG1944E	1313211390137	007440473	CHROMIUM	TRI	2013	HONEYWELL AEROSPACE - PHOENIX REPAIR & OVERHAUL	1944 E SKY HARBOR CIR N	PHOENIX	MARICOPA	AZ	85034			YES	NO	NO	NO								336412						33.44129	-112.03887	184108637								HONEYWELL INTERNATIONAL INC	139691877	|TOTRL:Process improvemnets reduced the Chromium releases in 2013 from 2012.	NO	STEVEN.BRECKEN@HONEYWELL.COM			YES	 	
85040CNTNN3510E	1313211287368	007439921	LEAD	TRI	2013	EBERLE DESIGN INC	3510 E ATLANTA AVE	PHOENIX	MARICOPA	AZ	85040			YES	NO	NO	NO								334519						33.39975	-112.00562											|NPYF:This facility DID submit a form for Lead for 2012. However, it was submitted under the previous TRI Facility ID Number: 85040BRLDS3819E	NO	LSILVA@EDITRAFFIC.COM			YES	 	
8533WSBZRF4295N	1313211199183	007440473	CHROMIUM	TRI	2013	SUB ZERO FREEZER CO INC	4295 N COTTON LN	GOODYEAR	MARICOPA	AZ	85338			YES	NO	NO	NO								335222						33.49646	-112.4268									SUB ZERO FREEZER CO INC	006112254	|PRAI:Total refrigerators produced:2012= 47,8292013= 54,200|TPRL:Off site transfers increased dramatically in 2013, due to the facility introducing 23 new models of refrigerators.  Each model had to be validated on the line, which included geometric tolerancing in some cases multiple production runs of each model were produced and the process line tweaked and refrigerator shells and liners were recycled as a result of this activity.	NO	CHAD.PIERCE@SUBZERO.COM			YES	 	
8533WSBZRF4295N	1313211199195	007440508	COPPER	TRI	2013	SUB ZERO FREEZER CO INC	4295 N COTTON LN	GOODYEAR	MARICOPA	AZ	85338			YES	NO	NO	NO								335222						33.49646	-112.4268									SUB ZERO FREEZER CO INC	006112254	|TPRL:Off site transfers increased dramatically in 2013, due to the facility introducing 23 new models of refrigerators.  Each model had to be validated on the line, which included geometric tolerancing in some cases multiple production runs of each model were produced and the process line tweaked and refrigerator shells and liners were recycled as a result of this activity.	NO	CHAD.PIERCE@SUBZERO.COM			YES	 	
8533WSBZRF4295N	1313211199284	007440020	NICKEL	TRI	2013	SUB ZERO FREEZER CO INC	4295 N COTTON LN	GOODYEAR	MARICOPA	AZ	85338			YES	NO	NO	NO								335222						33.49646	-112.4268									SUB ZERO FREEZER CO INC	006112254	|TPRL:Off site transfers increased dramatically in 2013, due to the facility introducing 23 new models of refrigerators.  Each model had to be validated on the line, which included geometric tolerancing in some cases multiple production runs of each model were produced and the process line tweaked and refrigerator shells and liners were recycled as a result of this activity.	NO	CHAD.PIERCE@SUBZERO.COM			YES	 	
8533WSBZRF4295N	1313211199245	007439965	MANGANESE	TRI	2013	SUB ZERO FREEZER CO INC	4295 N COTTON LN	GOODYEAR	MARICOPA	AZ	85338			YES	NO	NO	NO								335222						33.49646	-112.4268									SUB ZERO FREEZER CO INC	006112254	|TPRL:Off site transfers increased dramatically in 2013, due to the facility introducing 23 new models of refrigerators.  Each model had to be validated on the line, which included geometric tolerancing in some cases multiple production runs of each model were produced and the process line tweaked and refrigerator shells and liners were recycled as a result of this activity.	NO	CHAD.PIERCE@SUBZERO.COM			YES	 	
85239PNLNR3851W	1313211139439	007664417	AMMONIA	TRI	2013	PINAL ENERGY LLC	38585 W COWTOWN RD	MARICOPA	PINAL	AZ	85138			YES	NO	NO	NO								325193						33.014	-111.98022	197270635								KORT INVESTMENT CORP		Facility shut down entire year|PRAI:facility shut down entire year	NO	GM@PINALENERGYLLC.COM			NO	 	
85034HMLTN17EUN	1313211375163	007439921	LEAD	TRI	2013	HAMILTON SUNDSTRAND (UTC AEROSPACE SYSTEMS)	1007 E UNIVERSITY DR	PHOENIX	MARICOPA	AZ	850346513			YES	NO	NO	NO								336413						33.42322	-112.05952	071767334								UNITED TECHNOLOGIES CORP	001344142	|PRAI:Curcuit board production partially outsourced or transferred. The variable to calculate production ratio is circuit boards produced. |811AI:Circuit board production transfers were begun in 2011 and completed in 2013.	NO	DAVID.MCWILLIAMS@UTAS.UTC.COM			YES	 	
8500WMRCNF252NR	1313211218209	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2013	AMERICAN FENCE & SECURITY CO INC	2502 N 27TH AVE	PHOENIX	MARICOPA	AZ	85009			YES	NO	NO	NO								332323						33.47544	-112.1171											|PRAI:The variable used to calculate production ratio is:  pounds of pipe manufactured.	NO	CURT.JUREK@AMERICANFENCE.COM			YES	 	
8500WMRCNF252NR	1313211218211	007439965	MANGANESE	TRI	2013	AMERICAN FENCE & SECURITY CO INC	2502 N 27TH AVE	PHOENIX	MARICOPA	AZ	85009			YES	NO	NO	NO								332323						33.47544	-112.1171											|PRAI:The variables used to calculate production ratio are: ornamental iron usage and pipe production.	NO	CURT.JUREK@AMERICANFENCE.COM			YES	 	
85713WSTRN345E3	1313211476116	000191242	BENZO(G,H,I)PERYLENE	PBT	2013	WESTERN EMULSIONS TUCSON EMULSIONS PLANT	3450 E 36TH ST	TUCSON	PIMA	AZ	85713			YES	NO	NO	NO								324121						32.191002	-110.918125	027336152								WESTERN EMULSIONS INC	027336152	|PRAI:Production factor is based on the average change in natural gas consumption and asphalt throughput from the previous year.	NO	JEFF@WESTERNEMULSIONS.COM			NO	 	
