TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
19706TXCDL2000W	1311209624939	000100425	STYRENE	TRI	2011	DELAWARE CITY REFINERY	4550 WRANGLE HILL RD	DELAWARE CITY	NEW CASTLE	DE	19706	YES	NO	NO	NO								324110						39.586667	-75.629722	012209778								PBF ENERGY	962406281	DUE TO UNIT MAINTENANCE SHUTDOWNS THROUGHOUT THE REFINERY, LOWER OR NO EMISSIONS WERE REPORTED IN 2010 BECAUSE THE UNITS WERE NOT OPERATING.	NO	LISA.LINDSEY@PBFENERGY.COM			NO	 	
19706TXCDL2000W	1311209624675	000120127	ANTHRACENE	TRI	2011	DELAWARE CITY REFINERY	4550 WRANGLE HILL RD	DELAWARE CITY	NEW CASTLE	DE	19706	YES	NO	NO	NO								324110						39.586667	-75.629722	012209778								PBF ENERGY	962406281	DUE TO UNIT MAINTENANCE SHUTDOWNS THROUGHOUT THE REFINERY, LOWER OR NO EMISSIONS WERE REPORTED IN 2010 BECAUSE THE UNITS WERE NOT OPERATING.	NO	LISA.LINDSEY@PBFENERGY.COM			NO	 	
19706TXCDL2000W	1311209624954	000127184	TETRACHLOROETHYLENE	TRI	2011	DELAWARE CITY REFINERY	4550 WRANGLE HILL RD	DELAWARE CITY	NEW CASTLE	DE	19706	YES	NO	NO	NO								324110						39.586667	-75.629722	012209778								PBF ENERGY	962406281	DUE TO UNIT MAINTENANCE SHUTDOWNS THROUGHOUT THE REFINERY, LOWER OR NO EMISSIONS WERE REPORTED IN 2010 BECAUSE THE UNITS WERE NOT OPERATING.	NO	LISA.LINDSEY@PBFENERGY.COM			NO	 	
19706TXCDL2000W	1311209624725	000463581	CARBONYL SULFIDE	TRI	2011	DELAWARE CITY REFINERY	4550 WRANGLE HILL RD	DELAWARE CITY	NEW CASTLE	DE	19706	YES	NO	NO	NO								324110						39.586667	-75.629722	012209778								PBF ENERGY	962406281	DUE TO UNIT MAINTENANCE SHUTDOWNS THROUGHOUT THE REFINERY, LOWER OR NO EMISSIONS WERE REPORTED IN 2010 BECAUSE THE UNITS WERE NOT OPERATING.	NO	LISA.LINDSEY@PBFENERGY.COM			NO	 	
19706TXCDL2000W	1311209624941	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2011	DELAWARE CITY REFINERY	4550 WRANGLE HILL RD	DELAWARE CITY	NEW CASTLE	DE	19706	YES	NO	NO	NO								324110						39.586667	-75.629722	012209778								PBF ENERGY	962406281	DUE TO UNIT MAINTENANCE SHUTDOWNS THROUGHOUT THE REFINERY, LOWER OR NO EMISSIONS WERE REPORTED IN 2010 BECAUSE THE UNITS WERE NOT OPERATING.	NO	LISA.LINDSEY@PBFENERGY.COM			NO	 	
19706THCHLRIVER	1311209615754	007782505	CHLORINE	TRI	2011	KUEHNE CO	1645 RIVER RD	DELAWARE CITY	NEW CASTLE	DE	19706	YES	NO	NO	NO								325188						39.643889	-75.629722	157688847								KUEHNE CO		FUGITIVE EMISISONS WERE DETERMINED TO HAVE BEEN FAR OVERESTIMATED ON PAST REPORTS.	NO	AROGERS@KUEHNECOMPANY.COM			NO	 	
1970WJHNSN5PATR	1311209337587	N420	LEAD COMPOUNDS	PBT	2011	JOHNSON CONTROLS INC DISTRIBUTION CENTER	50 PATRIOT DR	MIDDLETOWN	NEW CASTLE	DE	19709	YES	NO	NO	NO								335911						39.438666	-75.745278									JOHNSON CONTROLS INC	006092860	JOHNSON CONTROLS, INC DISTRIBUTION CENTER OF MIDDLETOWN DELAWARE OPENED IN SEPTEMBER 2011.  RY2012 WILL BE THE FIRST YEAR OF FULL PRODUCTION AT THIS FACILITY.	NO	RICK.A.THOMPSON@JCI.COM			YES	 	
19709JHNSNRD170	1311209256849	N420	LEAD COMPOUNDS	PBT	2011	JOHNSON CONTROLS BATTERY GROUP INC	700 N BROAD ST	MIDDLETOWN	NEW CASTLE	DE	19709	YES	NO	NO	NO								335911						39.45845	-75.71956	002353092								JOHNSON CONTROLS INC	006092860	VEOLIA TECHNICAL SOLUTIONS ES HAS A RCRA ID NUMBER NCD 986166338 WHICH WAS VERIFIED BY THE COMPANY ON MAY 11, 2012.  TOM BAKER OF VEOLIA IS CONTACTING THE US EPA TO CORRECT THE TRI ME WEB SOFTWARE TO INCLUDE HIS REGISTERED FACILITY.  THE LEADED AIR FILTERS SENT TO THE CREEDMOOR SITE ARE BEING PREPARED FOR ULTIMATE DISPOSAL IN THE MICHIGAN SUBTITLE C LANDFILL.	NO	CORY.J.HULSING@JCI.COM			YES	 	
19801FRBSS800NE	1311209010317	N420	LEAD COMPOUNDS	PBT	2011	INSTEEL WIRE PRODUCTS	800 NEW CASTLE AVE	WILMINGTON	NEW CASTLE	DE	19801	YES	NO	NO	NO								331222						39.72512	-75.54401	183299502								INSTEEL INDUSTRIES INC	003220225	THE FACILITY WAS CLOSED AND THE PROPERTY HAS BEEN SOLD.   INSTEEL WILL NO LONGER HAVE ANY MANUFACTURING OPERATIONS AT THIS FACILITY.  HENCE, THIS WILL BE OUR FINAL FORM R SUBMISSION.	NO	RSTARR@INSTEEL.COM			YES	 	
19706TXCDL2000W	1311209624877	N495	NICKEL COMPOUNDS	TRI	2011	DELAWARE CITY REFINERY	4550 WRANGLE HILL RD	DELAWARE CITY	NEW CASTLE	DE	19706	YES	NO	NO	NO								324110						39.586667	-75.629722	012209778								PBF ENERGY	962406281	DUE TO UNIT MAINTENANCE SHUTDOWNS THROUGHOUT THE REFINERY, LOWER OR NO EMISSIONS WERE REPORTED IN 2010 BECAUSE THE UNITS WERE NOT OPERATING.	NO	LISA.LINDSEY@PBFENERGY.COM			YES	 	
