TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
57226TCHNCRR2BO	1312210187694	N420	LEAD COMPOUNDS	PBT	2012	CHEMRING ENERGETIC DEVICES INC	47600 180TH ST	CLEAR LAKE	DEUEL	SD	57226	YES	NO	NO	NO								325920	332995					44.777798	-96.664098	006226971								CHEMRING GROUP PLC	618705925	|W15:Processes were evaluated and additional screening points were added to verify that the automated systems were performing as expected.  This reduced the number of failures and rejected parts.|W52:New technology was added to accurated measure features on the parts reducing the quantity of rejects and hazardous waste.	NO	BCURRER@CED.US.COM			YES	 	
57117JHNMR1400N	1312210184949	N458	MERCURY COMPOUNDS	PBT	2012	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	We have been using a better lab and are still below the detectable limit	NO	CHARLES.SCHULZ@JMFG.COM			YES	 	
57117JHNMR1400N	1312210184875	007664417	AMMONIA	TRI	2012	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	We have upgraded the wastewater treatment facility for ammonia removal	NO	CHARLES.SCHULZ@JMFG.COM			NO	 	
57117JHNMR1400N	1312210184899	007782505	CHLORINE	TRI	2012	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	We are trying ozone out as a disinfectant.	NO	CHARLES.SCHULZ@JMFG.COM			NO	 	
57117JHNMR1400N	1312210184988	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2012	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	We are ISO 14001 Certified and are going to use more bio-gas in the boilers and not #6 fuel or natural gas off a new covered anaerobic lagoon project just about done.	NO	CHARLES.SCHULZ@JMFG.COM			NO	 	
57117JHNMR1400N	1312210184964	N511	NITRATE COMPOUNDS	TRI	2012	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	We have been ISO 14001 certified and use the metrics system for control of raw material use	NO	CHARLES.SCHULZ@JMFG.COM			NO	 	
57117JHNMR1400N	1312210185005	007632000	SODIUM NITRITE	TRI	2012	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	We have been using the ISO 14001 program to identify raw material use and reduction practices	NO	CHARLES.SCHULZ@JMFG.COM			YES	 	
57117JHNMR1400N	1312210614525	007783064	HYDROGEN SULFIDE	TRI	2012	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	We are ISO 14001 and trying to go green this year	NO	CHARLES.SCHULZ@JMFG.COM			NO	 	
57117JHNMR1400N	1312210184887	000191242	BENZO(G,H,I)PERYLENE	PBT	2012	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	We are tring to remove teh #6 fuel used in the boiler system	NO	CHARLES.SCHULZ@JMFG.COM			NO	 	
57104GRCNC3501N	1312210162499	007440508	COPPER	TRI	2012	GRACO INC SIOUX FALLS	3501 N 4TH ST	SIOUX FALLS	MINNEHAHA	SD	57104	YES	NO	NO	NO								333911						43.584102	-96.721662	006253223								GRACO INC	006253223	SRNA:Copper is in copper metal and can not be removed without compromising product quality.	NO	ELILLYBLAD@GRACO.COM			YES	 	
