TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
57754WHRFRTROJA	1312210253530	N420	LEAD COMPOUNDS	PBT	2012	WHARF RESOURCES	10928 WHARF RD	LEAD	LAWRENCE	SD	57754	YES	NO	NO	NO								212221						44.34444	-103.86166									GOLDCORP INC		Spent ore was offloaded to unlined area	NO	RON.WATERLAND@GOLDCORP.COM			YES	 	
57754WHRFRTROJA	1312210253579	N511	NITRATE COMPOUNDS	TRI	2012	WHARF RESOURCES	10928 WHARF RD	LEAD	LAWRENCE	SD	57754	YES	NO	NO	NO								212221						44.34444	-103.86166									GOLDCORP INC		Cleanwater Treatment plant brought online in 2012, treats additional 200 gpm at 100 ppm nitrate,  spent ore offload off containment	NO	RON.WATERLAND@GOLDCORP.COM			NO	 	
57754WHRFRTROJA	1312210253516	007440473	CHROMIUM	TRI	2012	WHARF RESOURCES	10928 WHARF RD	LEAD	LAWRENCE	SD	57754	YES	NO	NO	NO								212221						44.34444	-103.86166									GOLDCORP INC		Increase in chromium released was due to spent ore offloaded to unlined depository	NO	RON.WATERLAND@GOLDCORP.COM			YES	 	
57754WHRFRTROJA	1312210253567	000067561	METHANOL	TRI	2012	WHARF RESOURCES	10928 WHARF RD	LEAD	LAWRENCE	SD	57754	YES	NO	NO	NO								212221						44.34444	-103.86166									GOLDCORP INC		Increase in methanol released was due to adding more nutrient to the process area injections	NO	RON.WATERLAND@GOLDCORP.COM			NO	 	
57754WHRFRTROJA	1312210253542	007439965	MANGANESE	TRI	2012	WHARF RESOURCES	10928 WHARF RD	LEAD	LAWRENCE	SD	57754	YES	NO	NO	NO								212221						44.34444	-103.86166									GOLDCORP INC		Increase of Manganese to landfills was due to 2 million tons of spent ore being offloaded to unlined area	NO	RON.WATERLAND@GOLDCORP.COM			YES	 	
57754WHRFRTROJA	1312210253581	007632000	SODIUM NITRITE	TRI	2012	WHARF RESOURCES	10928 WHARF RD	LEAD	LAWRENCE	SD	57754	YES	NO	NO	NO								212221						44.34444	-103.86166									GOLDCORP INC		Cleanwater Treatment Plant brought online in 2012,  offloaded spent ore in unlined area	NO	RON.WATERLAND@GOLDCORP.COM			YES	 	
57226TCHNCRR2BO	1312210187694	N420	LEAD COMPOUNDS	PBT	2012	CHEMRING ENERGETIC DEVICES INC	47600 180TH ST	CLEAR LAKE	DEUEL	SD	57226	YES	NO	NO	NO								325920	332995					44.777798	-96.664098	006226971								CHEMRING GROUP PLC	618705925	|TARL:For RY 2012, the parts that were treated were evaluated for the percentage of lead contained in each part rather than using an estimated amount per part.  This method allows the report to be more accurate to the total emissions of lead from the facility.	NO	BCURRER@CED.US.COM			YES	 	
57117JHNMR1400N	1312210184913	N420	LEAD COMPOUNDS	PBT	2012	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	|PRAI: The variable used to calculate production ratio is: per 100 weight. The variable used to calculate production ratio is: Fuel use per 100 weight.	NO	CHARLES.SCHULZ@JMFG.COM			YES	 	
57117JHNMR1400N	1312210184949	N458	MERCURY COMPOUNDS	PBT	2012	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	|PRAI: The variable used to calculate production ratio is: Fuel and water use per 100 weight.	NO	CHARLES.SCHULZ@JMFG.COM			YES	 	
57117JHNMR1400N	1312210184875	007664417	AMMONIA	TRI	2012	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	|PRAI: The variable used to calculate production ratio is: per 100 weight.	NO	CHARLES.SCHULZ@JMFG.COM			NO	 	
57117JHNMR1400N	1312210184899	007782505	CHLORINE	TRI	2012	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	|PRAI: The variable used to calculate production ratio is: Chemical per 100 weight.	NO	CHARLES.SCHULZ@JMFG.COM			NO	 	
57117JHNMR1400N	1312210184988	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2012	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	|PRAI: The variable used to calculate production ratio is: per 100 weight.	NO	CHARLES.SCHULZ@JMFG.COM			NO	 	
57117JHNMR1400N	1312210184964	N511	NITRATE COMPOUNDS	TRI	2012	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	|PRAI: The variable used to calculate production ratio is: Per 100 weight.	NO	CHARLES.SCHULZ@JMFG.COM			NO	 	
