TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
71801BRDNC185NI	1313211181870	000108952	PHENOL	TRI	Pounds																		2013	NO	MOMENTIVE SPECIALTY CHEMICALS INC HOPE	185 N INDUSTRIAL DR	HOPE	HEMPSTEAD	AR	718018802			YES	NO	NO	NO								325211	325199					33.732222	-93.6325	001338797								MOMENTIVE PERFORMANCE MATERIALS HOLDINGS LLC	001338797	0		NA												NO	BRAD.GIDDENS@MOMENTIVE.COM			NO	 	
71801BRDNC185NI	1313211181831	007664417	AMMONIA	TRI	Pounds																		2013	NO	MOMENTIVE SPECIALTY CHEMICALS INC HOPE	185 N INDUSTRIAL DR	HOPE	HEMPSTEAD	AR	718018802			YES	NO	NO	NO								325211	325199					33.732222	-93.6325	001338797								MOMENTIVE PERFORMANCE MATERIALS HOLDINGS LLC	001338797	0		NA												NO	BRAD.GIDDENS@MOMENTIVE.COM			NO	 	
71801BRDNC185NI	1313211229719	000067561	METHANOL	TRI	Pounds																		2013	NO	MOMENTIVE SPECIALTY CHEMICALS INC HOPE	185 N INDUSTRIAL DR	HOPE	HEMPSTEAD	AR	718018802			YES	NO	NO	NO								325211	325199					33.732222	-93.6325	001338797								MOMENTIVE PERFORMANCE MATERIALS HOLDINGS LLC	001338797	0		NA												NO	BRAD.GIDDENS@MOMENTIVE.COM	RR4		NO	 	
71801BRDNC185NI	1313211229707	000050000	FORMALDEHYDE	TRI	Pounds																		2013	NO	MOMENTIVE SPECIALTY CHEMICALS INC HOPE	185 N INDUSTRIAL DR	HOPE	HEMPSTEAD	AR	718018802			YES	NO	NO	NO								325211	325199					33.732222	-93.6325	001338797								MOMENTIVE PERFORMANCE MATERIALS HOLDINGS LLC	001338797	0		NA												NO	BRAD.GIDDENS@MOMENTIVE.COM	RR4		NO	 	
72638TYSNF601E6	1313211022746	000079210	PERACETIC ACID	TRI	Pounds																		2013	NO	TYSON POULTRY INC	601 TYSON DR	GREEN FOREST	CARROLL	AR	72638			YES	NO	NO	NO								311615						36.330556	-93.429167	082577628								TYSON FOODS INC	006903702	0		NA												NO	CHRISTY.SMITH@TYSON.COM			NO	 	
72638TYSNF601E6	1313211022734	007664417	AMMONIA	TRI	Pounds																		2013	NO	TYSON POULTRY INC	601 TYSON DR	GREEN FOREST	CARROLL	AR	72638			YES	NO	NO	NO								311615						36.330556	-93.429167	082577628								TYSON FOODS INC	006903702	0		NA												NO	CHRISTY.SMITH@TYSON.COM			NO	 	
7167WSLMHR127SE	1313210985622	007439921	LEAD	TRI	Pounds																		2013	NO	SELMA HARDWOOD FLOORING LLC	127 SELMA MILL LOOP	TILLAR	DREW	AR	71670			YES	NO	NO	NO								321113	321918					33.702776	-91.577725									SELMA HARDWOOD FLOORING LLC		0		NA												NO	MIKEATBARNES@YAHOO.COM			YES	 	
72086GRCCM351RU	1313211051394	000100425	STYRENE	TRI	Pounds																		2013	NO	GRACE COMPOSITES LLC	351 RUTH RD	LONOKE	LONOKE	AR	72086			YES	NO	NO	NO								326122						34.802613	-92.014282											0		NA												NO	JEFF@GRACECOMPOSITES.COM			NO	 	
72301PRFRM304WY	1313211452127	007439921	LEAD	TRI	Pounds																		2013	NO	STATESIDE STEEL & WIRE LLC	304 WYANOKE RD	WEST MEMPHIS	CRITTENDEN	AR	72301			YES	NO	NO	NO								332618	332812					35.106273	-90.193005	789028714								JAMIESON MANUFACTURING CO		0		NA												NO	HHOLLEY@STATESIDESTEEL.COM			YES	 	
71854RVRVL7500T	1313211059718	N511	NITRATE COMPOUNDS	TRI	Pounds																		2013	NO	RIVER VALLEY ANIMAL FOODS	5465 MILLER COUNTY RD 64	TEXARKANA	MILLER	AR	71854			YES	NO	NO	NO								311613						33.533437	-93.805545	799864301								TYSON FOODS INC	006903702	0		NA												NO	BOB.LEGROW@TYSON.COM			NO	 	
