TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
72086GRCCM351RU	1313211051394	000100425	STYRENE	TRI	2013	GRACE COMPOSITES LLC	351 RUTH RD	LONOKE	LONOKE	AR	72086			YES	NO	NO	NO								326122						34.802613	-92.014282											There are several factors that led to the Grace Composites facility to have a decreased release of styrene into the environment.  1.Continued use of a Wax inhibitor styrene suppressant.  2.  Continued use of two Nonatomized Mechanical Applicators which help to lower the emission rate by reducing the time and surface area of resin exposed to the atmosphere during mixing and distributing. 3. Moved to Internal Mix Resin Pumps in the Winding process resulting in the following:  a.  Eliminates emissions incurred when pouring resin from drums or pails into 5 gallon mix buckets, b. Eliminates emissions incurred when mixing with paddle mixer in 5 gallon pails, c. Reduces emissions from the wet-out pot by reducing the total amount of resin in the pot at any given time, d. Reduces emissions during the cure of pipe by accurately controlling the percentage of catalyst so that the resin cures as quickly as possible.	NO	JEFF@GRACECOMPOSITES.COM			NO	 	
72450MRSNLPEKIN	1313211045873	007439921	LEAD	TRI	2013	NIDEC MOTOR CORP (FORMERLY EMERSON ELECTRIC COMPANY)	1000 S SECOND AVE	PARAGOULD	GREENE	AR	72450			YES	NO	NO	NO								335312						36.047186	-90.485258	083033290								NIDEC MOTOR CORP	965004240	|SRNA:The amount of lead used and disposed of is directly related to the amount of aluminum melted.  Production determines the amount of lead disposed of and recycled.	NO	JR.GORE@NIDEC-MOTOR.COM			YES	 	
72450MRSNLPEKIN	1313211045885	007440020	NICKEL	TRI	2013	NIDEC MOTOR CORP (FORMERLY EMERSON ELECTRIC COMPANY)	1000 S SECOND AVE	PARAGOULD	GREENE	AR	72450			YES	NO	NO	NO								335312						36.047186	-90.485258	083033290								NIDEC MOTOR CORP	965004240	|SRNA:The amount of nickel used and disposed of is directly related to the amount of aluminum melted.  Production determines the amount of nickel disposed of and recycled.	NO	JR.GORE@NIDEC-MOTOR.COM			YES	 	
72450MRSNLPEKIN	1313211045861	007440508	COPPER	TRI	2013	NIDEC MOTOR CORP (FORMERLY EMERSON ELECTRIC COMPANY)	1000 S SECOND AVE	PARAGOULD	GREENE	AR	72450			YES	NO	NO	NO								335312						36.047186	-90.485258	083033290								NIDEC MOTOR CORP	965004240	|SRNA:Copper usage (contained in the aluminum melted) is production dependent.  The amount of copper recycled, released and disposed of is directly proportional to production.	NO	JR.GORE@NIDEC-MOTOR.COM			YES	 	
72601TNKNT230IN	1313210919458	000100425	STYRENE	TRI	2013	PLANT MAINTENANCE SERVICES	228 W INDUSTRIAL PARK RD	HARRISON	BOONE	AR	72601			YES	NO	NO	NO								326199						36.248154	-93.137005	004265971		ARD092921253								|W21:We no longer keep gelled resins. We order only what is needed for a job.|T04:Lean Manufacturing Team|T05:5-S Team	NO	CBROOME@PLANTMAINTENANCESERVICES.COM			NO	 	
7207WJCKSN21RED	1313211857572	007439921	LEAD	TRI	2013	JACKSONVILLE PLANT	201 REDMOND RD	JACKSONVILLE	PULASKI	AR	72076			YES	NO	NO	NO								327320						34.86428	-92.13991	134464705								ARGOS READY MIX SOUTH CENTRAL CORP	134464705	|W13:continual maintenance on abatement equipment	NO	JWARNER@ARGOS-US.COM	RR1		YES	 	
72208RMSTR5701M	1313210921540	N982	ZINC COMPOUNDS	TRI	2013	RHEIN CHEMIE CORP	5701 MURRAY ST	LITTLE ROCK	PULASKI	AR	72209			YES	NO	NO	NO								326291						34.69585	-92.31485	002323806								LANXESS CORP	145858770	|W49:Increase usage of purchased predispersed ZnO in a polymer binder in place of powdered ZnO.  This results in lower dust emissions.	NO	WES.MORRISON@RHEINCHEMIE.COM			YES	 	
72206GSRFN2701E	1313211639606	N420	LEAD COMPOUNDS	PBT	2013	CERTAINTEED CORP	2701 E ROOSEVELT RD	LITTLE ROCK	PULASKI	AR	72206			YES	NO	NO	NO								324122						34.72188	-92.24175	002358265								SAINT-GOBAIN CORP	002358265	New this year with updated spreadsheet.  Will use new spreadsheet to check previous years data.|SRNA:Lead compounds were not listed in prior years.  I was using the wrong summary numbers to report.	NO	JEFF.W.KOHLSTEDT@SAINT-GOBAIN.COM			YES	 	
72206GSRFN2701E	1313211639582	007439921	LEAD	TRI	2013	CERTAINTEED CORP	2701 E ROOSEVELT RD	LITTLE ROCK	PULASKI	AR	72206			YES	NO	NO	NO								324122						34.72188	-92.24175	002358265								SAINT-GOBAIN CORP	002358265	|SRNA:See comments under Benzo(g,h,i) perylene	NO	JEFF.W.KOHLSTEDT@SAINT-GOBAIN.COM			YES	 	
72206GSRFN2701E	1313211639570	000191242	BENZO(G,H,I)PERYLENE	PBT	2013	CERTAINTEED CORP	2701 E ROOSEVELT RD	LITTLE ROCK	PULASKI	AR	72206			YES	NO	NO	NO								324122						34.72188	-92.24175	002358265								SAINT-GOBAIN CORP	002358265	It has been brought to my attention that I have been using the incorrect summary tab from our corporate spreadsheet to report the SARA 313 PBT chemicals.  The correct numbers are much lower and are reflected in the 2013 PBT chemical amounts.  I will work with the TRI helpdesk to resolve this matter.	NO	JEFF.W.KOHLSTEDT@SAINT-GOBAIN.COM			NO	 	
72830TYSNF200EA	1313211240902	000079210	PERACETIC ACID	TRI	2013	TYSON POULTRY INC	301 E CHERRY ST	CLARKSVILLE	JOHNSON	AR	72830			YES	NO	NO	NO								311615						35.47334	-93.456927	086228856								TYSON FOODS INC	006903702	|SRNA:Food Safety Intervention	NO	SCOTT.JOHNSTON@TYSON.COM			NO	 	
71753THYLCHIGHW	1313211063033	007726956	BROMINE	TRI	2013	ALBEMARLE CORP WEST PLANT	1550 HWY 371 S	MAGNOLIA	COLUMBIA	AR	71753			YES	NO	NO	NO								325188	325180					33.263184	-93.31567									ALBEMARLE CORP	825080096	We started up a halogen recovery unit at the sister site in Magnolia.  This unit recovers bromine from coproduct.	NO				NO	 	
71753THYLCHIGHW	1313211063019	000123911	1,4-DIOXANE	TRI	2013	ALBEMARLE CORP WEST PLANT	1550 HWY 371 S	MAGNOLIA	COLUMBIA	AR	71753			YES	NO	NO	NO								325188	325180					33.263184	-93.31567									ALBEMARLE CORP	825080096	started a new halogen recovery unit at the sister site in Magnolia.  This unit recovers bromine from coprouct.	NO				NO	 	
72315RLLCT5888E	1313211010816	000091203	NAPHTHALENE	TRI	2013	PRECOAT METALS	5888 E COUNTY RD 180	BLYTHEVILLE	MISSISSIPPI	AR	72315			YES	NO	NO	NO								332812						35.928682	-89.776709	793476636								THE CARLYLE GROUP	001374727	|SRNA:Pollution prevention previously implemented- additional reduction does not appear technically or economically feasible.	NO	KELLY_LAWRENCE@PRECOAT.COM			NO	 	
72315RLLCT5888E	1313211010792	000100414	ETHYLBENZENE	TRI	2013	PRECOAT METALS	5888 E COUNTY RD 180	BLYTHEVILLE	MISSISSIPPI	AR	72315			YES	NO	NO	NO								332812						35.928682	-89.776709	793476636								THE CARLYLE GROUP	001374727	|SRNA:Pollution prevention previously implemented- additional reduction does not appear technically or economically feasible.	NO	KELLY_LAWRENCE@PRECOAT.COM			NO	 	
72315RLLCT5888E	1313211010766	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2013	PRECOAT METALS	5888 E COUNTY RD 180	BLYTHEVILLE	MISSISSIPPI	AR	72315			YES	NO	NO	NO								332812						35.928682	-89.776709	793476636								THE CARLYLE GROUP	001374727	|SRNA:Pollution prevention previously implemented- additional reduction does not appear technically or economically feasible.	NO	KELLY_LAWRENCE@PRECOAT.COM			NO	 	
72315RLLCT5888E	1313211010830	001330207	XYLENE (MIXED ISOMERS)	TRI	2013	PRECOAT METALS	5888 E COUNTY RD 180	BLYTHEVILLE	MISSISSIPPI	AR	72315			YES	NO	NO	NO								332812						35.928682	-89.776709	793476636								THE CARLYLE GROUP	001374727	|SRNA:Pollution prevention previously implemented- additional reduction does not appear technically or economically feasible.	NO	KELLY_LAWRENCE@PRECOAT.COM			NO	 	
72315RLLCT5888E	1313211010778	N230	CERTAIN GLYCOL ETHERS	TRI	2013	PRECOAT METALS	5888 E COUNTY RD 180	BLYTHEVILLE	MISSISSIPPI	AR	72315			YES	NO	NO	NO								332812						35.928682	-89.776709	793476636								THE CARLYLE GROUP	001374727	|SRNA:Pollution prevention previously implemented- additional reduction does not appear technically or economically feasible.	NO	KELLY_LAWRENCE@PRECOAT.COM			NO	 	
72315RLLCT5888E	1313211010828	N495	NICKEL COMPOUNDS	TRI	2013	PRECOAT METALS	5888 E COUNTY RD 180	BLYTHEVILLE	MISSISSIPPI	AR	72315			YES	NO	NO	NO								332812						35.928682	-89.776709	793476636								THE CARLYLE GROUP	001374727	|SRNA:Pollution prevention previously implemented- additional reduction does not appear technically or economically feasible.	NO	KELLY_LAWRENCE@PRECOAT.COM			YES	 	
72315RLLCT5888E	1313211010804	000071363	N-BUTYL ALCOHOL	TRI	2013	PRECOAT METALS	5888 E COUNTY RD 180	BLYTHEVILLE	MISSISSIPPI	AR	72315			YES	NO	NO	NO								332812						35.928682	-89.776709	793476636								THE CARLYLE GROUP	001374727	|SRNA:Pollution prevention previously implemented- additional reduction does not appear technically or economically feasible.	NO	KELLY_LAWRENCE@PRECOAT.COM			NO	 	
72315RLLCT5888E	1313211010780	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2013	PRECOAT METALS	5888 E COUNTY RD 180	BLYTHEVILLE	MISSISSIPPI	AR	72315			YES	NO	NO	NO								332812						35.928682	-89.776709	793476636								THE CARLYLE GROUP	001374727	|SRNA:Pollution prevention previously implemented- additional reduction does not appear technically or economically feasible.	NO	KELLY_LAWRENCE@PRECOAT.COM			YES	 	
71753MTCHC1760H	1313211836554	000101779	4,4'-METHYLENEDIANILINE	TRI	2013	EVONIK FOAMS INC	1560 HWY 371 S	MAGNOLIA	COLUMBIA	AR	71753			YES	NO	NO	NO								326150						33.259204	-93.312514	047214820								EVONIK INDUSTRIES		|W58:better yield improvements|W13:less down time due to equipment failure|W14:TPM for better preventative maintenance	NO	JAMES.D.WILLIAMS@EVONIK.COM			NO	 	
71753MTCHC1760H	1313211836580	000067561	METHANOL	TRI	2013	EVONIK FOAMS INC	1560 HWY 371 S	MAGNOLIA	COLUMBIA	AR	71753			YES	NO	NO	NO								326150						33.259204	-93.312514	047214820								EVONIK INDUSTRIES		|W14:less down time due to scheduling|W58:better yield improvements|W13:TPM for better preventative maintenance	NO	JAMES.D.WILLIAMS@EVONIK.COM			NO	 	
72830GRNVLLUCAS	1313211816006	007440020	NICKEL	TRI	2013	GREENVILLE TUBE CO LLC	501 S MONTGOMERY ST	CLARKSVILLE	JOHNSON	AR	72830			YES	NO	NO	NO								331210						35.463264	-93.472999	434307114								PRECESSION CASTPARTS CORP		Reduced raw material needs for finished product	NO	AARONHEMUND@RATHGIBSON.COM			YES	 	
72830GRNVLLUCAS	1313211815980	007440473	CHROMIUM	TRI	2013	GREENVILLE TUBE CO LLC	501 S MONTGOMERY ST	CLARKSVILLE	JOHNSON	AR	72830			YES	NO	NO	NO								331210						35.463264	-93.472999	434307114								PRECESSION CASTPARTS CORP		Reduce raw material needs by changing process	NO	AARONHEMUND@RATHGIBSON.COM			YES	 	
72830GRNVLLUCAS	1313211815992	007439965	MANGANESE	TRI	2013	GREENVILLE TUBE CO LLC	501 S MONTGOMERY ST	CLARKSVILLE	JOHNSON	AR	72830			YES	NO	NO	NO								331210						35.463264	-93.472999	434307114								PRECESSION CASTPARTS CORP		Reduced raw material used to make finished product.	NO	AARONHEMUND@RATHGIBSON.COM			YES	 	
72206LMGLS8FRAZ	1313211766492	000100425	STYRENE	TRI	2013	LM WIND POWER AR PORT INC	8000 FRAZIER PIKE	LITTLE ROCK	PULASKI	AR	72206			YES	NO	NO	NO								333611						34.707497	-92.182648	012060535								LM WIND POWER USA INC		|SRNA:Styrene is an inherent component in fiberglass / polyester resin molding. The company began sourcing a low-styrene gel coat material the previous year and has continued to use that material. There were no new source reduction projects during the reporting year.	NO	DPAR@LMWINDPOWER.COM			NO	 	
72702PCFRK3265H	1313211187568	007439921	LEAD	TRI	2013	ELKHART PRODUCTS CORP	3265 HWY 71 S	FAYETTEVILLE	WASHINGTON	AR	72701			YES	NO	NO	NO								332996	331420					35.887222	-93.920721	053658654								AALBERTS INDUSTRIES		|W53:USE FLUID INSTEAD OF METAL FOR FORMING|W52:MODIFIED EQUIPMENT TO UTILIZE DIFFERENT CATALYST	NO	JESSE.DAVIS@ELKHARTPRODUCTS.COM			YES	 	
72076VNWTR1925R	1313210992246	N230	CERTAIN GLYCOL ETHERS	TRI	2013	UNIVAR USA INC LITTLE ROCK	1925 REDMOND RD	JACKSONVILLE	PULASKI	AR	72076			YES	NO	NO	NO								424690						34.88381	-92.1389	102971785								UNIVAR USA INC	102971785	Univar USA Inc. is a Chemical Distributor. Volumes of chemicals repackaged and transferred vary from year to year based on market demands. Univar implements pollution prevention activities and is conscientious regarding impact to the environment. Univar uses currently available methods of treatment and/or disposal for hazardous wastes, which minimizes the present and future threat to human health and the environment. These methods are in the treatment standards and technologies contained in the RCRA hazardous waste regulations, or are the best demonstrated available technologies (BADT). The following Univar waste minimization program applies to all wastes managed at the facility, including wastes generated from operations on-site and waste received into storage: 1) Personnel have been trained in procedures to reduce the creation of waste resulting from poor operational practices, such as, damage during warehousing.2) A standard operating practice of rotating stock has been established to keep inventories from exceeding its recommended shelf life. 3) A standard operating practice has been established to maintain inventories at an appropriate level to only service or customer¿s needs, reducing the potential for product to exceed its recommended shelf life. 4) A standard operating practice has been established to identify excess product inventories and to sell products nearing their shelf life dates. 5) A standard operating practice has been established which requires us to contact manufacturers of the products we warehouse to recycle out-of-date and damaged chemicals. 6) A standard operating practice of equipment dedication (as feasible) reduces the need to create flush line waste. 7) A standard operating practice has been established to reduce the amount of material used when flushing the lines before repackaging. 8) A standard operating practice has been established to develop customers that can beneficially use line flush as product. 9) A program for introducing new and innovate technology is in place to utilize equipment and develop operating practices which will reduce the amount of waste created (OSM 6.42). 10) A management team has been formed to develop methods of reducing waste generated.	NO	MICHAEL.BUTZ@UNIVARUSA.COM			NO	 	
72734MDMRCDAWNH	1313211195173	000108883	TOLUENE	TRI	2013	MID-AMERICA CABINETS INC	20980 MARION LEE RD	GENTRY	BENTON	AR	72734			YES	NO	NO	NO								337110						36.246265	-94.497828	053734554								MID-AMERICA CABINETS INC	053734554	|SRNA:Insufficient capital to installl new source reduction equipment.	NO	MIDAMCABTERESA@COX-INTERNET.COM			NO	 	
72756SPRRN1301N	1313211673140	N230	CERTAIN GLYCOL ETHERS	TRI	2013	SUPERIOR INDUSTRIES INTERNATIONAL ARKANSAS LLC	1301 N DIXIELAND RD	ROGERS	BENTON	AR	72756			YES	NO	NO	NO								331521	336399					36.3474	-94.1416	189528762								SUPERIOR INDUSTRIES INTERNATIONAL INC	050809177	|W74:Reduced process over-spray with better equipment.	NO	MTURNER@SUPIND.COM			NO	 	
