TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
44657CLFRM461DA	1307205514856	007440020	NICKEL	TRI	2007	COLFOR MANUFACTURING INC-MINERVA	461 KNOX CT	MINERVA	CARROLL	OH	44657	YES	NO	NO	NO								336350						40.72444	-81.113495	958028581								AMERICAN AXLE & MANUFACTURING INC	808844567	All scrap metal is sent to Timken for re-melt, not really considered recycling.	NO	TIM.MORAN@AAM.COM			YES	
44657CLFRM461DA	1307205514868	007439965	MANGANESE	TRI	2007	COLFOR MANUFACTURING INC-MINERVA	461 KNOX CT	MINERVA	CARROLL	OH	44657	YES	NO	NO	NO								336350						40.72444	-81.113495	958028581								AMERICAN AXLE & MANUFACTURING INC	808844567	All Scap metal was sent to Timken for re-melt, which is not really considered a form of recycling.	NO	TIM.MORAN@AAM.COM			YES	
44667MNRCH516JE	1307205817859	000100425	STYRENE	TRI	2007	MONARCH PLASTIC INC	516 JEFFERSON AVE	ORRVILLE	WAYNE	OH	44667	YES	NO	NO	NO								326199						40.839806	-81.770864											MACT REGULATIONS APPLICABLE TO THIS OPERATION HAVE RESULTED IN LESS STYRENE MONOMER CONTENT IN THE RAW MATERIAL, HENCE THE AMOUNT OF STYRENE EMITTED OVER TIME WILL DIMINSH. PRODUCT MIX MAY ALOS AFFECT EMISSIONS.	NO	MONARCHPL@YAHOO.COM			NO	
44420SC   706SS	1307205633466	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2007	INDALEX INC. GIRARD FACILITY	706 S STATE ST	GIRARD	TRUMBULL	OH	44420	YES	NO	NO	NO								331316						41.147042	-80.698677	045673555								INDALEX HOLDING CO	626132133	The facility ceased operations forever in May of 2008.	NO	CHRISTOPHER_RAMSEY@INDALEX.COM			NO	
44420SC   706SS	1307205633478	000100414	ETHYLBENZENE	TRI	2007	INDALEX INC. GIRARD FACILITY	706 S STATE ST	GIRARD	TRUMBULL	OH	44420	YES	NO	NO	NO								331316						41.147042	-80.698677	045673555								INDALEX HOLDING CO	626132133	The facility ceased operations forever in May of 2008.	NO	CHRISTOPHER_RAMSEY@INDALEX.COM			NO	
44420SC   706SS	1307205633480	MIXTURE	MIXTURE	TRI	2007	INDALEX INC. GIRARD FACILITY	706 S STATE ST	GIRARD	TRUMBULL	OH	44420	YES	NO	NO	NO								331316						41.147042	-80.698677	045673555								INDALEX HOLDING CO	626132133	The facility ceased operations forever in May of 2008.	NO	CHRISTOPHER_RAMSEY@INDALEX.COM			NO	
44420SC   706SS	1307205633492	007439921	LEAD	PBT	2007	INDALEX INC. GIRARD FACILITY	706 S STATE ST	GIRARD	TRUMBULL	OH	44420	YES	NO	NO	NO								331316						41.147042	-80.698677	045673555								INDALEX HOLDING CO	626132133	The facility ceased operations forever in May of 2008.	NO	CHRISTOPHER_RAMSEY@INDALEX.COM			YES	
44420SC   706SS	1307205633504	000108101	METHYL ISOBUTYL KETONE	TRI	2007	INDALEX INC. GIRARD FACILITY	706 S STATE ST	GIRARD	TRUMBULL	OH	44420	YES	NO	NO	NO								331316						41.147042	-80.698677	045673555								INDALEX HOLDING CO	626132133	The facilty ceased operation forever in May of 2008.	NO	CHRISTOPHER_RAMSEY@INDALEX.COM			NO	
44420SC   706SS	1307205633528	000108883	TOLUENE	TRI	2007	INDALEX INC. GIRARD FACILITY	706 S STATE ST	GIRARD	TRUMBULL	OH	44420	YES	NO	NO	NO								331316						41.147042	-80.698677	045673555								INDALEX HOLDING CO	626132133	The facilty Ceased operations forever in May of 2008.	NO	CHRISTOPHER_RAMSEY@INDALEX.COM			NO	
44420SC   706SS	1307205633530	001330207	XYLENE (MIXED ISOMERS)	TRI	2007	INDALEX INC. GIRARD FACILITY	706 S STATE ST	GIRARD	TRUMBULL	OH	44420	YES	NO	NO	NO								331316						41.147042	-80.698677	045673555								INDALEX HOLDING CO	626132133	The facility ceased operations forever in May of 2008.	NO	CHRISTOPHER_RAMSEY@INDALEX.COM			NO	
44430DNMNT400DI	1307205593039	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2007	DENMAN TIRE CORP	400 S DIEHL RD	LEAVITTSBURG	TRUMBULL	OH	44430	YES	NO	NO	NO								326211						41.23334	-80.905649	004470340								PENSLER CAPITAL CORP	874424450	The Denman Tire Corporation selected an alternative coal supply that contains less chlorine. Reducuing the amount of Chlorine present in the coal has reduced the amount of HCl coincidentally manufactured by the coal fired boiler.	NO	STEVE@DENMANTIRE.COM			NO	
44482CPPRW4000M	1307206099463	N420	LEAD COMPOUNDS	PBT	2007	WARREN STEEL HOLDINGS LLC.	4000 MAHONING AVE	WARREN	TRUMBULL	OH	44483	YES	NO	NO	NO								331111						41.273543	-80.840407											DURING 2007 WARREN STEEL HOLDINGS, LLC CONTINUED A PROGRAM TO PREPARE THE FORMER CSC, INC. OR COPPERWELD STEEL CORP. PLANT FOR OPERATION.  SINCE THE PLANT HAD BEEN CLOSED FOR A SIGNIFICANT PERIOD OF TIME (5 YEARS), WARREN STEEL AND THEIR CONTRACTORS SPENT THE YEAR CLEANING, REPAIRING, AND TESTING THE MELTING, CASTING AND ENVIRONMENTAL PROTECTION FACILITIES.  THE 2007 PRODUCTION REPRESENTS APPROXIMATELY 2 % OF THE PLANT'S POTENTIAL ANNUAL CAPACITY.	NO	NA			YES	
44482CPPRW4000M	1307206099475	N450	MANGANESE COMPOUNDS	TRI	2007	WARREN STEEL HOLDINGS LLC.	4000 MAHONING AVE	WARREN	TRUMBULL	OH	44483	YES	NO	NO	NO								331111						41.273543	-80.840407											DURING 2007 WARREN STEEL HOLDINGS, LLC CONTINUED A PROGRAM TO PREPARE THE FORMER CSC, INC. OR COPPERWELD STEEL CORP. PLANT FOR OPERATION. SINCE THE PLANT HAD BEEN CLOSED FOR A SIGNIFICANT PERIOD OF TIME (5 YEARS), WARREN STEEL AND THEIR CONTRACTORS SPENT THE YEAR CLEANING, REPAIRNG, AND TESTING THE MELTING, CASTING AND ENVIRONMENTAL PROTECTION FACILITIES.  THE 2007 PRODUCTION REPRESENTS APPROXIMATELY 2 % OF THE PLANTS POTENTIAL ANNUAL CAPACITY.	NO	NA			YES	
