TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
45140GLNSC1971P	1311209798937	007439965	MANGANESE	TRI	Pounds																		2011	NO	GL NAUSE CO INC	1971 PHOENIX DR	LOVELAND	CLERMONT	OH	45140	YES	NO	NO	NO								332312	333111					39.215791	-84.186217	556494110										0														NO	NA			YES	 	
44110CLVLN1333E	1311209126008	007440473	CHROMIUM	TRI	Pounds																		2011	NO	CLEVELAND RANGE LLC	1333 E 179TH ST	CLEVELAND	CUYAHOGA	OH	44110	YES	NO	NO	NO								333319						41.57044	-81.55447	605525138								THE MANITOWOC CO INC	006073183	0		NA												NO	BFISHELL@CLEVELANDRANGE.COM			YES	 	
44127MNRLM7700B	1311209117252	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	Pounds																		2011	NO	CHEMALLOY MINERAL MET INC DIV	7700 BESSEMER AVE	CLEVELAND	CUYAHOGA	OH	44127	YES	NO	NO	NO								331112						41.46732	-81.63428	053271656								CHEMALLOY CO INC	043566777	0		NA												NO				YES	 	
44127MNRLM7700B	1311209117264	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2011	NO	CHEMALLOY MINERAL MET INC DIV	7700 BESSEMER AVE	CLEVELAND	CUYAHOGA	OH	44127	YES	NO	NO	NO								331112						41.46732	-81.63428	053271656								CHEMALLOY CO INC	043566777	0		NA												NO				YES	 	
44062MDDLF15815	1311209120435	N511	NITRATE COMPOUNDS	TRI	Pounds																		2011	NO	MIDDLEFIELD CHEESE	15815 NAUVOO RD	MIDDLEFIELD	GEAUGA	OH	44062	YES	NO	NO	NO								311513						41.47924	-81.07851									HANS ROTHENBUHLER & SON INC		0		NA												NO	JOYCEF@MIDDLEFIELDCHEESE.COM			NO	 	
44062MDDLF15815	1311209120447	007697372	NITRIC ACID	TRI	Pounds																		2011	NO	MIDDLEFIELD CHEESE	15815 NAUVOO RD	MIDDLEFIELD	GEAUGA	OH	44062	YES	NO	NO	NO								311513						41.47924	-81.07851									HANS ROTHENBUHLER & SON INC		0		NA												NO	JOYCEF@MIDDLEFIELDCHEESE.COM			NO	 	
43162JFFRS6670S	1311209120498	007439965	MANGANESE	TRI	Pounds																		2011	NO	JEFFERSON INDUSTRIES CORP	6670 STATE RT 29 NE	WEST JEFFERSON	MADISON	OH	43162	YES	NO	NO	NO								336370						39.94315	-83.30734											0		NA												NO	K_UNDERWOOD@JIC-OHIO.COM			YES	 	
4563WMRCSS925CU	1311209121110	000100414	ETHYLBENZENE	TRI	Pounds																		2011	NO	AMERICAS STYRENICS LLC	925 COUNTY RD 1A	IRONTON	LAWRENCE	OH	45638	YES	NO	NO	NO								325211						38.575	-82.791667	825292100								AMERICAS STYRENICS LLC	825292100	0		NA												NO	CDARLING@AMSTYRENICS.COM			NO	 	
4563WMRCSS925CU	1311209121108	000098828	CUMENE	TRI	Pounds																		2011	NO	AMERICAS STYRENICS LLC	925 COUNTY RD 1A	IRONTON	LAWRENCE	OH	45638	YES	NO	NO	NO								325211						38.575	-82.791667	825292100								AMERICAS STYRENICS LLC	825292100	0		NA												NO	CDARLING@AMSTYRENICS.COM			NO	 	
4563WMRCSS925CU	1311209121122	000100425	STYRENE	TRI	Pounds																		2011	NO	AMERICAS STYRENICS LLC	925 COUNTY RD 1A	IRONTON	LAWRENCE	OH	45638	YES	NO	NO	NO								325211						38.575	-82.791667	825292100								AMERICAS STYRENICS LLC	825292100	0		NA												NO	CDARLING@AMSTYRENICS.COM			NO	 	
