TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
43615CNBRR3610H	1311209780446	N230	CERTAIN GLYCOL ETHERS	TRI	2011	CANBERRA CORP	3610 N HOLLAND-SYLVANIA RD	TOLEDO	LUCAS	OH	43615	YES	NO	NO	NO								325612						41.68391	-83.68333											WE HAVE INSTITUTED A PROGRAM TO RECYCLE TANK AND FILLING LINE RINSATES AS MUCH AS POSSIBLE.-W42:WE HAVE INSTITUTED A PROGRAM TO REPLACE N30 GLYCOL ETHERS WITH ALTERNATIVE MATERIALS, WHEN FEASIBLE.;T11:FORMULATION REVIEW	NO	DAN.JOHNSON@CANBERRACORP.COM			NO	 	
43521DYTNW705NF	1311209221720	007440020	NICKEL	TRI	2011	TRW AUTOMOTIVE-FAYETTE PLANT	705 N FAYETTE ST	FAYETTE	FULTON	OH	43521	YES	NO	NO	NO								336399						41.67977	-84.32769	005052675								TRW INC	004179453	ISO14001 ACTIVITIES	NO	PAUL.ANTEAU@TRW.COM			YES	 	
44004DTRXC1100N	1311209219017	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2011	DETREX	1100 STATE RD	ASHTABULA	ASHTABULA	OH	44004	YES	NO	NO	NO								325188						41.896111	-80.770278	005317599								DETREX CORP	005317599	WASTE REDUCTION AND POLLUTION PREVENTION ACTIVITIES INCLUDE BUT ARE NOT LIMITED TO RESEARCH AND DEVELOPMENT EFFORTS FOR PROCESS IMPROVEMENTS AND CONTROL, IMPROVING PRODUCTION PLANNING, PROPER INVENTORY MANAGEMENT TECHNIQUES, PROCESS IMPROVEMENT MEETINGS WITH ALL EMPLOYEE INVOLVEMENT TO ELIMINATE MANUFACTURING OF OFF SPECIFICATION MATERIALS, AND PREVENTIVE MAINTENANCE AND PREDICTIVE MAINTENANCE.  WE ARE ALSO ISO 14001 CERTIFIED, ISO 9001 CERTIFED, AND HAVE A MERCURY PMP PROGRAM.  BOTH ISO 14001 AND ISO 9001 DRIVE OUR EFFORTS FOR CONTINUOUS IMPORVEMENTS IN DAY TO DAY ACTIVITES FOR WASTE REDUCTION AND POLLUTION PREVENTION.	NO	TSTEIB@ELCOCORP.COM			NO	 	
44142FRDMT5600H	1311209249630	007440020	NICKEL	TRI	2011	FORD MOTOR CO CLEVELAND ENGINE PLANTS	18300 SNOW RD	BROOK PARK	CUYAHOGA	OH	44142	NO	YES	NO	NO								336312						41.40939	-81.81979	094485679	016208241							FORD MOTOR CO	001344746	FORD MOTOR COMPANY HAS A FORMAL WRITTEN ENVIRONMENTAL POLICY FOCUSED ON PROTECTING HUMAN HEALTH AND THE ENVIRONMENT.  THE COMPANY HAS COMMITTED TO THE INTERNATIONAL CHAMBER OF COMMERCE "PRINCIPLES FOR ENVIRONMENTAL MANAGEMENT" AND IS A MEMBER OF THE WORLD BUSINESS COUNCIL FOR SUSTAINABLE DEVELOPMENT (WBCSD) AND THE COALITION FOR ENVIRONMENTALLY RESPONSIBLE ECONOMIES (CERES).  FORD MOTOR COMPANY ALSO ISSUES AN ANNUAL SUSTAINABILITY REPORT, WHICH FOLLOWS THE GLOBAL REPORTING INITIATIVE (GRI) GUIDELINES FOR SUSTAINABILITY REPORTING.  FORD IS COMMITTED TO POLLUTION PREVENTION.  ALL MANUFACTURING FACILITIES WORLDWIDE HAVE BEEN THIRD-PARTY CERTIFIED TO THE ISO 14001 STANDARD.	NO	CMCCART5@FORD.COM			YES	 	
45241FRDMT3000S	1311209545843	007439965	MANGANESE	TRI	2011	FORD MOTOR CO SHARONVILLE PLANT	3000 SHARON RD	SHARONVILLE	HAMILTON	OH	452411975	YES	NO	NO	NO								336350						39.268935	-84.423353	004263653								FORD MOTOR CO	001344746	FORD MOTOR COMPANY HAS A FORMAL WRITTEN ENVIRONMENTAL POLICY FOCUSED ON PROTECTING HUMAN HEALTH AND THE ENVIRONMENT.  THE COMPANY HAS COMMITTED TO THE INTERNATIONAL CHAMBER OF COMMERCE "PRINCIPLES FOR ENVIRONMENTAL MANAGEMENT" AND IS A MEMBER OF THE WORLD BUSINESS COUNCIL FOR SUSTAINABLE DEVELOPMENT (WBCSD) AND THE COALITION FOR ENVIRONMENTALLY RESPONSIBLE ECONOMIES (CERES).  FORD MOTOR COMPANY ALSO ISSUES AN ANNUAL SUSTAINABILITY REPORT, WHICH FOLLOWS THE GLOBAL REPORTING INITIATIVE (GRI) GUIDELINES FOR SUSTAINABILITY REPORTING.  FORD IS COMMITTED TO POLLUTION PREVENTION.  ALL MANUFACTURING FACILITIES WORLDWIDE HAVE BEEN THIRD-PARTY CERTIFIED TO THE ISO 14001 STANDARD.	NO	MSCHULHO@FORD.COM			YES	 	
44905SHLHC42NIN	1311209221807	007440473	CHROMIUM	TRI	2011	SHILOH CORP  MANSFIELD BLANKING	402 NINTH AVE	MANSFIELD	RICHLAND	OH	44905	YES	NO	NO	NO								336370						40.76898	-82.492583	004176194								SHILOH INDUSTRIES INC	809953136	MATERIAL WAS PRESENT AS AN ALLOY IN SHEET METAL. FACILITY CLOSED AT THE END OF 2011.	NO	RWPARKER@SHILOH.COM			YES	 	
45371DPNC 875NO	1311209601956	000108883	TOLUENE	TRI	2011	DAP INC	875 N THIRD ST	TIPP CITY	MIAMI	OH	45371	YES	NO	NO	NO								325510						39.970289	-84.171727	007022486								RPM INC	004155651	SOURCE REDUCTION, RECYCLING, OR POLLUTION CONTROL ACTIVITIES AT DAP INC. TIPP CITY "FIRST PASS RIGHT" QUALITY INITIATIVE.  AS ONE MIGHT EXPECT, THE DOWNTURN IN ECONOMY HAS NOT BEEN KIND TO THE DAP TIPP CITY FACILITY.  THE DAP TIPP CITY FACILITY HAS BEEN EXPLORING METHODS FOR POLLUTION REDUCTION IN ITS OPERATIONS.  ONE OF OUR SUCCESS STORIES IS THE FACILITY'S "FIRST PASS RIGHT" PROGRAM. THIS IS A PROGRAM WHERE THE FACILITY ENDEAVORS TO MAKE BATCHES CORRECTLY THE FIRST TIME.  IF WE MAKE BATCHES CORRECTLY THE FIRST TIME, THEN THE FACILITY OPTIMIZES THE USE OF A.  RAW MATERIALS (AIR, SOLID WASTE AND HAZARDOUS WASTE POLLUTION IS MINIMIZED IF THE BATCH IS CORRECT ON THE FIRST TRIAL).  B.  ENERGY (USED TO DRIVE THE FACILITIES EQUIPMENT AND PROCESSES IS MINIMIZED IF THE BATCH IS CORRECT ON THE FIRST TRIAL).  DUE TO THE HARD WORK OF OUR ASSOCIATES, THE DAP TIPP CITY FACILITY WAS ABLE TO RAISE ITS FIRST TIME RIGHT PERCENTAGE FROM 76.4% IN CY 2010 TO 79.8% IN CY 2011.  PROCESS ENHANCEMENTS - THE DAP TIPP CITY FACILITY HAS PURCHASED TOOLING AND IMPLEMENTED PROCEDURES THAT ALLOW THE FACILITIES 4-STEM CARTRIDGE FILLER TO COMPLETELY EMPTY THE TANKS SUPPLYING THE 4-STEM CARTRIDGE FILLER.  THIS PREVENTS WHAT PREVIOUSLY WASTE IN THE BOTTOM OF THE MIXING TANK FROM BEING THROWN AWAY.  ONCE AGAIN, DUE TO THE HARD WORK OF OUR ASSOCIATES, THE FACILITY HAS INCREASED ITS PACKAGING YIELD IN ITS 10 OZ. CARTRIDGE PACKAGING OPERATION.	NO	TDEVAULT@DAP.COM			NO	 	
44077VRYSP205CH	1311209377163	000110543	N-HEXANE	TRI	2011	AVERY DENNISON CORP SPECIALTY TAPE DIV	205 CHESTER ST	PAINESVILLE	LAKE	OH	44077	YES	NO	NO	NO								322222						41.730413	-81.252232	008256364								AVERY DENNISON CORP	008256364	THIS YEAR'S REPORT IS COMBINED WITH 44077VRYDN211CH, SINCE THE RELEASES IN THE PREVIOUSLY MENTIONED SITE ARE MINIMAL AND BOTH SITES ARE PART OF A MULTI-ESTABLISHMENT FACILITY. ALSO, CONTINUED TO RECYCLED SCRAP FINAL PRODUCT WITH LOCAL RECYCLER.  FURTHER REDUCING LANDFILLED MATERIAL INTO 2012-2013.	NO	JEFF.NICK@AVERYDENNISON.COM			NO	 	
45801FRDMT1155B	1311209478799	007440020	NICKEL	TRI	2011	FORD MOTOR CO LIMA ENGINE PLANT	1155 BIBLE RD	LIMA	ALLEN	OH	45801	YES	NO	NO	NO								336312						40.77423	-84.0814	135657435								FORD MOTOR CO	001344746	FORD MOTOR COMPANY HAS A FORMAL WRITTEN ENVIRONMENTAL POLICY FOCUSED ON PROTECTING HUMAN HEALTH AND THE ENVIRONMENT.  THE COMPANY HAS COMMITTED TO THE INTERNATIONAL CHAMBER OF COMMERCE "PRINCIPLES FOR ENVIRONMENTAL MANAGEMENT" AND IS A MEMBER OF THE WORLD BUSINESS COUNCIL FOR SUSTAINABLE DEVELOPMENT (WBCSD) AND THE COALITION FOR ENVIRONMENTALLY RESPONSIBLE ECONOMIES (CERES).  FORD MOTOR COMPANY ALSO ISSUES AN ANNUAL SUSTAINABILITY REPORT, WHICH FOLLOWS THE GLOBAL REPORTING INITIATIVE (GRI) GUIDELINES FOR SUSTAINABILITY REPORTING.  FORD IS COMMITTED TO POLLUTION PREVENTION.  ALL MANUFACTURING FACILITIES WORLDWIDE HAVE BEEN THIRD-PARTY CERTIFIED TO THE ISO 14001 STANDARD.	NO				YES	 	
45232HNKLC4900E	1311209227786	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2011	EMERY OLEOCHEMICALS LLC CINCINNATI PLANT	4900 ESTE AVE	CINCINNATI	HAMILTON	OH	45232	YES	NO	NO	NO								325199						39.179778	-84.507917	614010838								EMERY OLEOCHEMICALS UK LTD		SHUT DOWN COAL BOILER IN OCTOBER 2011.	NO	MIKE.FLAHERTY@EMERYOLEO.COM			NO	 	
