TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
84043RCNCRPELIC	1313211140429	N511	NITRATE COMPOUNDS	TRI	2013	DYNO NOBEL INC LEHI SITE B	9210 W 1750 N	SARATOGA SPRINGS	UTAH	UT	840459580			YES	NO	NO	NO								325920						40.408286	-111.871626	009091257								DYNO NOBEL INC		Reduction in reported quantities is due to reallocation of materials to other company production sites. Nitrates that have been stored here in past years are being recycled at other company sites.|SRNA:Capital resource limited.	NO	DAN.MCATEE@AM.DYNONOBEL.COM			NO	 	
84043RCNCRPELIC	1313211140417	007664417	AMMONIA	TRI	2013	DYNO NOBEL INC LEHI SITE B	9210 W 1750 N	SARATOGA SPRINGS	UTAH	UT	840459580			YES	NO	NO	NO								325920						40.408286	-111.871626	009091257								DYNO NOBEL INC		We are lowering our production volumes and working on plans and capital to install more efficient process equipment.	NO	DAN.MCATEE@AM.DYNONOBEL.COM			NO	 	
8451WMLYCR1877E	1313211770716	007697372	NITRIC ACID	TRI	2013	MOLYCORP RARE METALS UTAH	1877 E HARRIS LN	BLANDING	SAN JUAN	UT	84511			YES	NO	NO	NO								331492						37.61345	-109.4379	174956359								MOLYCORP INC.	001294719	|SRNA:It is a reactant in our product.   It is not wasted.  it is consumed	NO	HAL.PALMER@MOLYCORP.COM			NO	 	
84110BGNTR440W8	1313211707916	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2013	WEIR SPECIALTY PUMPS	440 W 800 S	SALT LAKE CITY	SALT LAKE	UT	841010209			YES	NO	NO	NO								333911						40.753002	-111.902992			UTD056090277		UT0025089						|SRNA:As increased demand occurs the amount of stainless steel and other metals goes up as well.  This is an unavoidable consequence that cannot be avoided.	NO	BILL.FATH@WEIRGROUP.COM			YES	 	
84110BGNTR440W8	1313211707928	N495	NICKEL COMPOUNDS	TRI	2013	WEIR SPECIALTY PUMPS	440 W 800 S	SALT LAKE CITY	SALT LAKE	UT	841010209			YES	NO	NO	NO								333911						40.753002	-111.902992			UTD056090277		UT0025089						|SRNA:As increased demand occurs the amount of stainless steel and other metals goes up as well.  This is an unavoidable consequence that cannot be avoided.	NO	BILL.FATH@WEIRGROUP.COM			YES	 	
84088MRCNW5520W	1313211243415	007439965	MANGANESE	TRI	2013	QUALITY STEEL CORP OF MS	5520 W OLD BINGHAM HWY	WEST JORDAN	SALT LAKE	UT	840815668			YES	NO	NO	NO								332420						40.57337	-112.02124	800735750								QUALITY STEEL CORP	007026875	See source reduction activities.  Pursuing recycling strategy which we hope will dramatically reduced offsite disposal of flux and overall flux purchases.|W42:Initiated testing of recycled flux (which will reduce flux purchases, and hence use); with vendor assistance.	NO	SPICOU@PROPANETANK.COM			YES	 	
84116TSCLT595WA	1313211353471	007440020	NICKEL	TRI	2013	TOSCA LTD UTAH	5950 W AMELIA EARHART DR	SALT LAKE CITY	SALT LAKE	UT	84116			YES	NO	NO	NO								332431						40.7788	-112.03278									TOSCA LTD	023253404	|SRNA:The 313 metals are present in stainless steel and carbon alloy steel. Any changes in 313 metal usage is related to changes in the business climate.	NO	GDEAN@TOSCALTD.COM			YES	 	
84116TSCLT595WA	1313211353457	007440473	CHROMIUM	TRI	2013	TOSCA LTD UTAH	5950 W AMELIA EARHART DR	SALT LAKE CITY	SALT LAKE	UT	84116			YES	NO	NO	NO								332431						40.7788	-112.03278									TOSCA LTD	023253404	|SRNA:The 313 metals are present in stainless steel and carbon alloy steel. Any changes in 313 metal usage is related to changes in the business climate.	NO	GDEAN@TOSCALTD.COM			YES	 	
84116TSCLT595WA	1313211353469	007439965	MANGANESE	TRI	2013	TOSCA LTD UTAH	5950 W AMELIA EARHART DR	SALT LAKE CITY	SALT LAKE	UT	84116			YES	NO	NO	NO								332431						40.7788	-112.03278									TOSCA LTD	023253404	|SRNA:The 313 metals are present in stainless steel and carbon alloy steel. Any changes in 313 metal usage is related to changes in the business climate.	NO	GDEAN@TOSCALTD.COM			YES	 	
84087CRYSN2355S	1313211584634	000071432	BENZENE	TRI	2013	SILVER EAGLE REFINING WOODS CROSS	2355 S 1100 W	WOODS CROSS	DAVIS	UT	84087			YES	NO	NO	NO								324110						40.866389	-111.911389	932826027								THE INTERNATIONAL GROUP INC.	002358455	|SRNA:Material is inherent in Crude Oil	NO	BZWAHLEN@SILVEREAGLEREFINING.COM			NO	 	
