TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
63045FMSPP4387N	1313211002910	N120	DIISOCYANATES	TRI	Pounds																		2013	NO	FOAM SUPPLIES INC	4387 N RIDER TRAIL	EARTH CITY	ST LOUIS	MO	63045			YES	NO	NO	NO								325991						38.769522	-90.453274	062430756								FOAM SUPPLIES INC		0		NA												NO	MSCHULTE@FOAMSUPPLIES.COM			NO	 	
63045FMSPP4387N	1313211002922	000064186	FORMIC ACID	TRI	Pounds																		2013	NO	FOAM SUPPLIES INC	4387 N RIDER TRAIL	EARTH CITY	ST LOUIS	MO	63045			YES	NO	NO	NO								325991						38.769522	-90.453274	062430756								FOAM SUPPLIES INC		0		NA												NO	MSCHULTE@FOAMSUPPLIES.COM			NO	 	
63045FMSPP4387N	1313211002934	N420	LEAD COMPOUNDS	PBT	Pounds																		2013	NO	FOAM SUPPLIES INC	4387 N RIDER TRAIL	EARTH CITY	ST LOUIS	MO	63045			YES	NO	NO	NO								325991						38.769522	-90.453274	062430756								FOAM SUPPLIES INC		0		NA												NO	MSCHULTE@FOAMSUPPLIES.COM			YES	 	
63467TRFFCHIGHW	1313211003660	000067561	METHANOL	TRI	Pounds																		2013	NO	ENNIS PAINT INC	13213 HWY 79	HANNIBAL	RALLS	MO	634017860			YES	NO	NO	NO								325510						39.638745	-91.275345	081749566								ENNIS PAINT		0		NA												NO	RONS@ENNISTRAFFIC.COM			NO	 	
63114BTRCF8501P	1313211073061	N511	NITRATE COMPOUNDS	TRI	Pounds																		2013	NO	CONAGRA FOODS	8501 PAGE AVE	SAINT LOUIS	ST LOUIS	MO	63114			YES	NO	NO	NO								311999						38.68828	-90.34065	010829624		MO0000261297						CONAGRA FOODS INC	007258908	48000	O 	METROPOLITAN ST. LOUIS SEWER DISTRICT	2350 MARKET STREET	ST LOUIS	MO	ST LOUIS	631032555							NO	BRAD.KINNE@CONAGRAFOODS.COM			NO	 	
63114BTRCF8501P	1313211073073	007697372	NITRIC ACID	TRI	Pounds																		2013	NO	CONAGRA FOODS	8501 PAGE AVE	SAINT LOUIS	ST LOUIS	MO	63114			YES	NO	NO	NO								311999						38.68828	-90.34065	010829624		MO0000261297						CONAGRA FOODS INC	007258908	0		NA												NO	BRAD.KINNE@CONAGRAFOODS.COM			NO	 	
65708TYSNFKYLER	1313210906855	000079210	PERACETIC ACID	TRI	Pounds																		2013	NO	TYSON FOODS INC	800 COUNTY RD	MONETT	BARRY	MO	65708			YES	NO	NO	NO								311615						36.91772	-93.91375	045094984								TYSON FOODS INC	006903702	0		NA												NO	BECKY.THOMAS@TYSON.COM			NO	 	
64116DVSPN1311I	1313210908113	000100414	ETHYLBENZENE	TRI	Pounds																		2013	NO	DAVIS PAINT CO	1311 IRON ST	NORTH KANSAS CITY	CLAY	MO	641160289			YES	NO	NO	NO								325510						39.13316	-94.57159	007148265										0		NA												NO	BCLAIBOURN@DAVISPAINT.COM			NO	 	
64116DVSPN1311I	1313210908125	000107211	ETHYLENE GLYCOL	TRI	Pounds																		2013	NO	DAVIS PAINT CO	1311 IRON ST	NORTH KANSAS CITY	CLAY	MO	641160289			YES	NO	NO	NO								325510						39.13316	-94.57159	007148265										0		NA												NO	BCLAIBOURN@DAVISPAINT.COM			NO	 	
64116DVSPN1311I	1313210908137	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2013	NO	DAVIS PAINT CO	1311 IRON ST	NORTH KANSAS CITY	CLAY	MO	641160289			YES	NO	NO	NO								325510						39.13316	-94.57159	007148265										0		NA												NO	BCLAIBOURN@DAVISPAINT.COM			NO	 	
