TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
15017GNRLLMAYER	1311209146859	N420	LEAD COMPOUNDS	PBT	2011	GE CO BRIDGEVILLE GLASS PLANT	540 MAYER ST	BRIDGEVILLE	ALLEGHENY	PA	15017	YES	NO	NO	NO								327212						40.365449	-80.10639	060682622								GENERAL ELECTRIC CO (GE CO)	001367960	USE OF CULLET (SCRAP GLASS) AS A RAW MATERIAL.	NO	JOHN.WILLIAMS@GE.COM			YES	 	
15017GNRLLMAYER	1311209146834	N010	ANTIMONY COMPOUNDS	TRI	2011	GE CO BRIDGEVILLE GLASS PLANT	540 MAYER ST	BRIDGEVILLE	ALLEGHENY	PA	15017	YES	NO	NO	NO								327212						40.365449	-80.10639	060682622								GENERAL ELECTRIC CO (GE CO)	001367960	USE OF CULLET (SCRAP GLASS) AS A RAW MATERIAL.	NO	JOHN.WILLIAMS@GE.COM			YES	 	
15017GNRLLMAYER	1311209146846	N040	BARIUM COMPOUNDS	TRI	2011	GE CO BRIDGEVILLE GLASS PLANT	540 MAYER ST	BRIDGEVILLE	ALLEGHENY	PA	15017	YES	NO	NO	NO								327212						40.365449	-80.10639	060682622								GENERAL ELECTRIC CO (GE CO)	001367960	USE OF CULLET (SCRAP GLASS) AS A RAW MATERIAL.	NO	JOHN.WILLIAMS@GE.COM			YES	 	
16512MDRNN613W1	1311209660479	007440508	COPPER	TRI	2011	MODERN INDUSTRIES INC	613 W 11TH ST	ERIE	ERIE	PA	16512	YES	NO	NO	NO								336350						42.118505	-80.09486	068736065										COPPER IS ALLOYED IN METAL. ALL METAL IS SHIPPED AS FINAL PRODUCT OR AS METAL TURNINGS TO METAL RECYCLER.	NO				YES	 	
16512MDRNN613W1	1311209660481	007439921	LEAD	TRI	2011	MODERN INDUSTRIES INC	613 W 11TH ST	ERIE	ERIE	PA	16512	YES	NO	NO	NO								336350						42.118505	-80.09486	068736065										ALL LEAD IS ALLOYED IN METAL PRODUCTS. ALL LEAD IS CONTAINED IN FINISHED PRODUCTS OR TURNINGS SOLD TO A METAL RECYCLER.	NO				YES	 	
16512MDRNN613W1	1311209660467	007664417	AMMONIA	TRI	2011	MODERN INDUSTRIES INC	613 W 11TH ST	ERIE	ERIE	PA	16512	YES	NO	NO	NO								336350						42.118505	-80.09486	068736065										ANHYDROUS AMMONIA USED AS A REACTANT IN HEAT TREATING PROCESS. ALL AMMONIA IS TRANSPORTED VIA PIPING SYSTEM FROM STORAGE TANK TO PROCESS EQUIPMENT.	NO				NO	 	
15935FRSTMRTE60	1311209530245	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2011	NORTH AMERICAN HOGANAS	111 HOGANAS WAY	HOLLSOPPLE	SOMERSET	PA	159356416	YES	NO	NO	NO								331111	331513					40.191383	-78.935757	196671416								NORTH AMERICAN HOGANAS INC	090160008	IN 2012 WE SENT 226 TONS OF SCRAP IRON POWDER TO A RECLAMATION COMPANY THAT IS ABLE TO USE IT AS A COMPONENT IN A SHOT BLAST PELLET PROJECT.  THESE PELLETS ARE MAINLY USED TO REMOVE PAINT FROM BRIDGES.  THIS MATERIAL WAS PREVIOUSLY LANDFILLED.	NO	TERRY.HUNSICKER@NAH.COM			YES	 	
19153CHMSN7825H	1311209818778	N040	BARIUM COMPOUNDS	TRI	2011	CHEMSON INC	7825 HOLSTEIN AVE	PHILADELPHIA	PHILADELPHIA	PA	19153	YES	NO	NO	NO								325998						39.89692	-75.23338	967394909								CHEMSON AG		A. CLEAN MATERIALS (FREE OF CONTAMINANTS) CAN BE SOLD AS A "OFF SPEC" PRODUCT TO EXISTING CUSTOMERS FOR USE IN LOW END APPLICATIONS.   B. ELIMINATE THE WASTE GENERATED DURING "FLUSHING" PROCESS OF THE PRODUCTION SYSTEM BY USING EXISTING RAW MATERIALS TO "FLUSH" SYSTEM WHICH CAN BE RE-USED IN NEW PRODUCTION RUN OF THE PRODUCT BEING CLEANOUT OUT AFTER PRODUCTS.	NO	D.JANISZEWSKI@CHEMSONINC.COM			YES	 	
19153CHMSN7825H	1311209818780	N420	LEAD COMPOUNDS	PBT	2011	CHEMSON INC	7825 HOLSTEIN AVE	PHILADELPHIA	PHILADELPHIA	PA	19153	YES	NO	NO	NO								325998						39.89692	-75.23338	967394909								CHEMSON AG		A. CLEAN MATERIALS (FREE OF CONTAMINANTS) CAN BE SOLD AS AN "OFF-SPEC" PRODUCT TO EXISTING CUSTOMERS FOR USE IN LOW END APPLICATIONS.  B. ELIMINATE THE WASTE GENERATED DURING "FLUSHING" PROCESS OF THE PRODUCTION SYSTEM BY USING EXISTING RAW MATERIALS TO "FLUSH" SYSTEM WHICH CAN BE RE-USED IN NEW PRODUCTION RUN OF THE PRODUCT BEING CLEANOUT OUT AFTER PRODUCTS.	NO	D.JANISZEWSKI@CHEMSONINC.COM			YES	 	
19153CHMSN7825H	1311209818766	N010	ANTIMONY COMPOUNDS	TRI	2011	CHEMSON INC	7825 HOLSTEIN AVE	PHILADELPHIA	PHILADELPHIA	PA	19153	YES	NO	NO	NO								325998						39.89692	-75.23338	967394909								CHEMSON AG		A. CLEAN POWDER CHEMICAL MATERIALS (FREE OF CONTAMINANTS) CAN BE SOLD AS A "OFF SPEC" PRODUCT TO EXISTING CUSTOMERS FOR USE IN LOW END APPLICATIONS RATHER THAN FOR RECYCLING/DISPOSAL. B. ELIMINATE THE WASTE GENERATED DURING "FLUSHING" PROCESS OF THE PRODUCTION SYSTEM BY USING EXISTING RAW MATERIALS TO "FLUSH" SYSTEM WHICH CAN BE RE-USED IN NEW PRODUCTION RUN OF THE PRODUCT BEING CLEANOUT OUT AFTER PRODUCTS.	NO	D.JANISZEWSKI@CHEMSONINC.COM			YES	 	
