TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
26547HLLNCROUTE	1313211221104	000050000	FORMALDEHYDE	TRI	Pounds																		2013	NO	SUPERIOR FIBERS	456 S ROBERT STONE WAY	REEDSVILLE	PRESTON	WV	26547			YES	NO	NO	NO								327215						39.506474	-79.804782	084770148								SUPERIOR FIBERS LLC		0		NA												NO	CNESTOR@SUPERIORFIBERS.COM			NO	 	
26547HLLNCROUTE	1313211221116	000067561	METHANOL	TRI	Pounds																		2013	NO	SUPERIOR FIBERS	456 S ROBERT STONE WAY	REEDSVILLE	PRESTON	WV	26547			YES	NO	NO	NO								327215						39.506474	-79.804782	084770148								SUPERIOR FIBERS LLC		0		NA												NO	CNESTOR@SUPERIORFIBERS.COM			NO	 	
25130NDPNDHC98B	1313211178835	007664417	AMMONIA	TRI	Pounds																		2013	NO	INDEPENDENCE COAL CO INC	RT 85 S ROBINSON CREEK RD	MADISON	BOONE	WV	25130			YES	NO	NO	NO								212112						38.015556	-81.754167									ALPHA NATURAL RESOURCES LLC		0		NA												NO	KJEFFREY@ALPHANR.COM			NO	 	
25530SHLNDBIGSA	1313210972927	N770	VANADIUM COMPOUNDS	TRI	Pounds																		2013	NO	ASHLAND INC - NEAL WV	100 BIG SANDY RIVER RD	KENOVA	WAYNE	WV	25530			YES	NO	NO	NO								325192						38.367466	-82.592883	005003264								ASHLAND INC	005003264	0		NA												NO	GLRHODES@ASHLAND.COM			YES	 	
25530SHLNDBIGSA	1313210972903	000108316	MALEIC ANHYDRIDE	TRI	Pounds																		2013	NO	ASHLAND INC - NEAL WV	100 BIG SANDY RIVER RD	KENOVA	WAYNE	WV	25530			YES	NO	NO	NO								325192						38.367466	-82.592883	005003264								ASHLAND INC	005003264	0		NA												NO	GLRHODES@ASHLAND.COM			NO	 	
25530SHLNDBIGSA	1313210972915	000095476	O-XYLENE	TRI	Pounds																		2013	NO	ASHLAND INC - NEAL WV	100 BIG SANDY RIVER RD	KENOVA	WAYNE	WV	25530			YES	NO	NO	NO								325192						38.367466	-82.592883	005003264								ASHLAND INC	005003264	0		NA												NO	GLRHODES@ASHLAND.COM			NO	 	
25530SHLNDBIGSA	1313210972891	000079107	ACRYLIC ACID	TRI	Pounds																		2013	NO	ASHLAND INC - NEAL WV	100 BIG SANDY RIVER RD	KENOVA	WAYNE	WV	25530			YES	NO	NO	NO								325192						38.367466	-82.592883	005003264								ASHLAND INC	005003264	0		NA												NO	GLRHODES@ASHLAND.COM			NO	 	
26836MRCNW587RB	1313211827439	000100414	ETHYLBENZENE	TRI	Pounds																		2013	NO	AMERICAN WOODMARK CORP SOUTH BRANCH PLANT	587 ROBERT C. BYRD INDUSTRIAL PARK RD	MOOREFIELD	HARDY	WV	26836			YES	NO	NO	NO								337110						39.07497	-78.94203	021458534								AMERICAN WOODMARK CORP	021458534	0		NA												NO	TREGULA@WOODMARK.COM			NO	 	
26836MRCNW587RB	1313211827454	000108101	METHYL ISOBUTYL KETONE	TRI	Pounds																		2013	NO	AMERICAN WOODMARK CORP SOUTH BRANCH PLANT	587 ROBERT C. BYRD INDUSTRIAL PARK RD	MOOREFIELD	HARDY	WV	26836			YES	NO	NO	NO								337110						39.07497	-78.94203	021458534								AMERICAN WOODMARK CORP	021458534	0		NA												NO	TREGULA@WOODMARK.COM			NO	 	
26836MRCNW587RB	1313211827441	000067561	METHANOL	TRI	Pounds																		2013	NO	AMERICAN WOODMARK CORP SOUTH BRANCH PLANT	587 ROBERT C. BYRD INDUSTRIAL PARK RD	MOOREFIELD	HARDY	WV	26836			YES	NO	NO	NO								337110						39.07497	-78.94203	021458534								AMERICAN WOODMARK CORP	021458534	0		NA												NO	TREGULA@WOODMARK.COM			NO	 	
