TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
29730SMSWD103RO	1313211348697	N511	NITRATE COMPOUNDS	TRI	2013	OSMOSE INC	103 ROBERTSON RD	ROCK HILL	YORK	SC	29730			YES	NO	NO	NO								325188	325180					34.890653	-81.073753	002112944								OSMOSE INC		This chemical was new to our facility in 2013, and used as a formulation component.|NPYF:This chemical was new to our facility in 2013, and used as a formulation component.	NO	GCAVANAUGH@OSMOSE.COM			NO	 	
29730SMSWD103RO	1313211348673	N100	COPPER COMPOUNDS	TRI	2013	OSMOSE INC	103 ROBERTSON RD	ROCK HILL	YORK	SC	29730			YES	NO	NO	NO								325188	325180					34.890653	-81.073753	002112944								OSMOSE INC		In 2013, tank clean outs were required to dispose of obsolete product that could not be reworked into current processes.|TOTRL:In 2013, several tank clean outs were required to dispose of obsolete product which could not be reworked into current processes.	NO	GCAVANAUGH@OSMOSE.COM			YES	 	
29730SMSWD103RO	1313211348685	000067561	METHANOL	TRI	2013	OSMOSE INC	103 ROBERTSON RD	ROCK HILL	YORK	SC	29730			YES	NO	NO	NO								325188	325180					34.890653	-81.073753	002112944								OSMOSE INC		|NPYF:This chemical was new to our facility in 2013, and used in small amounts in our QC Lab to maintain equipment.  This chemical is not used in for process.	NO	GCAVANAUGH@OSMOSE.COM			NO	 	
29302VNWTR2750S	1313211186679	000075092	DICHLOROMETHANE	TRI	2013	UNIVAR USA SPARTANBURG FACILIT Y	2750 SOUTHPORT RD	SPARTANBURG	SPARTANBURG	SC	29302			YES	NO	NO	NO								424690						34.916667	-81.851389	102971785								UNIVAR USA INC		|TPRL:Large increase in through put|TOTRL:Large increase in through put|TARL:Large increase in through put	NO	LEE.JARRETT@UNIVARUSA.COM			NO	 	
2960WCLMBF1354R	1313211222219	000079210	PERACETIC ACID	TRI	2013	COLUMBIA FARMS GREENVILLE DIV	1354 RUTHERFORD RD	GREENVILLE	GREENVILLE	SC	29609			YES	NO	NO	NO								311615						34.89452	-82.36693	052284072								HOUSE OF RAEFORD		|PRAI:we switched as predicted to a different anti-microbial|TPRL:we changed to a different antimicrobial used half as much PAA	NO	CLINT.JONES@HOUSEOFRAEFORD.COM			NO	 	
29853DMRLCINDUS	1313211184852	N120	DIISOCYANATES	TRI	2013	DIXIE-NARCO	3330 CRANE WAY	WILLISTON	BARNWELL	SC	29853			YES	NO	NO	NO								333311						33.401111	-81.416667	003062650								CRANE CO	001280726	|FACC:The street name for the facility has changed from Dixie-Narco Blvd. to Crane Way.	NO	DSPIVEY@CRANEMS.COM			NO	 	
29160TNNRN115WH	1313211276136	007664417	AMMONIA	TRI	2013	TANNER INDUSTRIES INC	115 WHETSTONE RD	SWANSEA	LEXINGTON	SC	29160			YES	NO	NO	NO								424690						33.719444	-81.101667	039026802								TANNER INDUSTRIES INC	039026802	|TPRL:Reduction in Production at facility|TOTRL:Reduction in Production at facility|TARL:Reduction in Production at facility	NO	DBINDER@TANNERIND.COM			NO	 	
29605THXCHPERIM	1313211121532	000064675	DIETHYL SULFATE	TRI	2013	ETHOX CHEMICALS LLC	1801 PERIMETER RD	GREENVILLE	GREENVILLE	SC	29605			YES	NO	NO	NO								325199						34.734471	-82.375617	055063077								PIEDMONT CHEMICAL INDUSTRIES INC	003215779	|PRAI:Pounds used in production	NO	PHOLLAND@ETHOX.COM			NO	 	
29605THXCHPERIM	1313211121518	N230	CERTAIN GLYCOL ETHERS	TRI	2013	ETHOX CHEMICALS LLC	1801 PERIMETER RD	GREENVILLE	GREENVILLE	SC	29605			YES	NO	NO	NO								325199						34.734471	-82.375617	055063077								PIEDMONT CHEMICAL INDUSTRIES INC	003215779	|PRAI:Pounds used in production|TPRL:Production decreased 59%	NO	PHOLLAND@ETHOX.COM			NO	 	
29605THXCHPERIM	1313211121520	000111422	DIETHANOLAMINE	TRI	2013	ETHOX CHEMICALS LLC	1801 PERIMETER RD	GREENVILLE	GREENVILLE	SC	29605			YES	NO	NO	NO								325199						34.734471	-82.375617	055063077								PIEDMONT CHEMICAL INDUSTRIES INC	003215779	|PRAI:Pounds used in production|TPRL:The product mix changed, generating more waste.	NO	PHOLLAND@ETHOX.COM			NO	 	
29605THXCHPERIM	1313211121494	000079107	ACRYLIC ACID	TRI	2013	ETHOX CHEMICALS LLC	1801 PERIMETER RD	GREENVILLE	GREENVILLE	SC	29605			YES	NO	NO	NO								325199						34.734471	-82.375617	055063077								PIEDMONT CHEMICAL INDUSTRIES INC	003215779	|PRAI:pounds used in production	NO	PHOLLAND@ETHOX.COM			NO	 	
29605THXCHPERIM	1313211121571	000085449	PHTHALIC ANHYDRIDE	TRI	2013	ETHOX CHEMICALS LLC	1801 PERIMETER RD	GREENVILLE	GREENVILLE	SC	29605			YES	NO	NO	NO								325199						34.734471	-82.375617	055063077								PIEDMONT CHEMICAL INDUSTRIES INC	003215779	|PRAI:Pounds used in production|TPRL:Production decreased 49%	NO	PHOLLAND@ETHOX.COM			NO	 	
29605THXCHPERIM	1313211121569	000067561	METHANOL	TRI	2013	ETHOX CHEMICALS LLC	1801 PERIMETER RD	GREENVILLE	GREENVILLE	SC	29605			YES	NO	NO	NO								325199						34.734471	-82.375617	055063077								PIEDMONT CHEMICAL INDUSTRIES INC	003215779	|PRAI:pounds used in production|TPRL:Production decreased 57%.	NO	PHOLLAND@ETHOX.COM			NO	 	
29605THXCHPERIM	1313211121583	000075569	PROPYLENE OXIDE	TRI	2013	ETHOX CHEMICALS LLC	1801 PERIMETER RD	GREENVILLE	GREENVILLE	SC	29605			YES	NO	NO	NO								325199						34.734471	-82.375617	055063077								PIEDMONT CHEMICAL INDUSTRIES INC	003215779	|PRAI:Pounds used in production	NO	PHOLLAND@ETHOX.COM			NO	 	
29605THXCHPERIM	1313211121506	000062533	ANILINE	TRI	2013	ETHOX CHEMICALS LLC	1801 PERIMETER RD	GREENVILLE	GREENVILLE	SC	29605			YES	NO	NO	NO								325199						34.734471	-82.375617	055063077								PIEDMONT CHEMICAL INDUSTRIES INC	003215779	|PRAI:pounds used in production|TPRL:Production decreased 59%.	NO	PHOLLAND@ETHOX.COM			NO	 	
29605THXCHPERIM	1313211121544	000107211	ETHYLENE GLYCOL	TRI	2013	ETHOX CHEMICALS LLC	1801 PERIMETER RD	GREENVILLE	GREENVILLE	SC	29605			YES	NO	NO	NO								325199						34.734471	-82.375617	055063077								PIEDMONT CHEMICAL INDUSTRIES INC	003215779	|PRAI:Pounds used in production	NO	PHOLLAND@ETHOX.COM			NO	 	
29605THXCHPERIM	1313211121557	000075218	ETHYLENE OXIDE	TRI	2013	ETHOX CHEMICALS LLC	1801 PERIMETER RD	GREENVILLE	GREENVILLE	SC	29605			YES	NO	NO	NO								325199						34.734471	-82.375617	055063077								PIEDMONT CHEMICAL INDUSTRIES INC	003215779	|PRAI:Pounds used in production	NO	PHOLLAND@ETHOX.COM			NO	 	
29304HCHSTI85AT	1313211672441	000092524	BIPHENYL	TRI	2013	AURIGA POLYMERS INC -  SPARTANBURG FACILITY	1550 DEWBERRY RD	SPARTANBURG	SPARTANBURG	SC	29307			YES	NO	NO	NO								325211	325222					35.037623	-81.862326	068834919								AURIGA POLYMERS INC	068834919	|TPRL:There were more losses of Dowtherm A this reporting year compared to last year including losses from on-time events|TOTRL:There were more losses of Dowtherm A this reporting year compared to last year, including losses from on-time events|TARL:The prior year's preparer neglected to enter the fugitive losses in last year's report (Section 5.2) but did include these losses in the total release.	NO	JUAN.FLORES@US.INDORAMA.NET			NO	 	
29304HCHSTI85AT	1313211672415	000123911	1,4-DIOXANE	TRI	2013	AURIGA POLYMERS INC -  SPARTANBURG FACILITY	1550 DEWBERRY RD	SPARTANBURG	SPARTANBURG	SC	29307			YES	NO	NO	NO								325211	325222					35.037623	-81.862326	068834919								AURIGA POLYMERS INC	068834919	|TWRL:Last year's preparer only used the non-zero values of the daily  dioxane sampling to calculate the average inlet dioxane concentration to the facility's WWTP. For this year's report, all sampling data was used to calculate the inlet dioxane concentration	NO	JUAN.FLORES@US.INDORAMA.NET			NO	 	
29304HCHSTI85AT	1313211672492	000067561	METHANOL	TRI	2013	AURIGA POLYMERS INC -  SPARTANBURG FACILITY	1550 DEWBERRY RD	SPARTANBURG	SPARTANBURG	SC	29307			YES	NO	NO	NO								325211	325222					35.037623	-81.862326	068834919								AURIGA POLYMERS INC	068834919	|PRAI:A change in production methods has reduced methanol generation to virtually zero lbs/yr.|TARL:Change in production process virtually eliminates methanol generation.|TOTRL:Change in production process virtually eliminates methanol generation.|TPRL:Change in production process virtually eliminates methanol generation.	NO	JUAN.FLORES@US.INDORAMA.NET			NO	 	
29304HCHSTI85AT	1313211672478	N096	COBALT COMPOUNDS	TRI	2013	AURIGA POLYMERS INC -  SPARTANBURG FACILITY	1550 DEWBERRY RD	SPARTANBURG	SPARTANBURG	SC	29307			YES	NO	NO	NO								325211	325222					35.037623	-81.862326	068834919								AURIGA POLYMERS INC	068834919	|TOTRL:Change in production process resulted in less use of cobalt compounds this year vs last year.	NO	JUAN.FLORES@US.INDORAMA.NET			YES	 	
29304HCHSTI85AT	1313211672480	000107211	ETHYLENE GLYCOL	TRI	2013	AURIGA POLYMERS INC -  SPARTANBURG FACILITY	1550 DEWBERRY RD	SPARTANBURG	SPARTANBURG	SC	29307			YES	NO	NO	NO								325211	325222					35.037623	-81.862326	068834919								AURIGA POLYMERS INC	068834919	|TPRL:Production Process change resulted in less use of ethylene glycol, which eliminated opportunities for glycol spillage.	NO	JUAN.FLORES@US.INDORAMA.NET			NO	 	
29670PNDLTHIGHW	1313211174964	N420	LEAD COMPOUNDS	PBT	2013	MILLIKEN & CO-PENDLETON FINISHING PLANT	200 EXCELSIOR MILL RD	PENDLETON	ANDERSON	SC	29670			YES	NO	NO	NO								313311						34.658889	-82.805556	003357548								MILLIKEN & CO	002017440	|PRAI:2013 Coal consumption versus 2012 coal consumption	NO	RICHARD.DILLARD@MILLIKEN.COM			YES	 	
29670PNDLTHIGHW	1313211174976	N511	NITRATE COMPOUNDS	TRI	2013	MILLIKEN & CO-PENDLETON FINISHING PLANT	200 EXCELSIOR MILL RD	PENDLETON	ANDERSON	SC	29670			YES	NO	NO	NO								313311						34.658889	-82.805556	003357548								MILLIKEN & CO	002017440	|PRAI:Effluent Flow (2013) divided by Effluent Flow (2012)	NO	RICHARD.DILLARD@MILLIKEN.COM			NO	 	
29651SFTYK2818O	1313211847013	000107211	ETHYLENE GLYCOL	TRI	2013	SAFETY-KLEEN SYSTEMS (306601)	2818 OLD WOODRUFF RD	GREER	SPARTANBURG	SC	29651			YES	NO	NO	NO								562112	484220	484230				34.90167	-82.16633	053976551								CLEAN HARBORS INC	157793639	|NPYF:This facility did not process material containing this TRI chemical in the prior year.	NO	MATTHEW.GORMAN@SAFETY-KLEEN.COM	RR4		NO	 	
29651SFTYK2818O	1313211846985	000191242	BENZO(G,H,I)PERYLENE	PBT	2013	SAFETY-KLEEN SYSTEMS (306601)	2818 OLD WOODRUFF RD	GREER	SPARTANBURG	SC	29651			YES	NO	NO	NO								562112	484220	484230				34.90167	-82.16633	053976551								CLEAN HARBORS INC	157793639	|TPRL:The change in total quantity for this chemical is due to a change in the facility waste tracking system and waste profile processes.	NO	MATTHEW.GORMAN@SAFETY-KLEEN.COM	RR4		NO	 	
29651SFTYK2818O	1313211847090	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2013	SAFETY-KLEEN SYSTEMS (306601)	2818 OLD WOODRUFF RD	GREER	SPARTANBURG	SC	29651			YES	NO	NO	NO								562112	484220	484230				34.90167	-82.16633	053976551								CLEAN HARBORS INC	157793639	|TPRL:The change in total quantity for this chemical is due to a change in the facility waste tracking system and waste profile processes.	NO	MATTHEW.GORMAN@SAFETY-KLEEN.COM	RR4		NO	 	
2944WPGSSS1ALLI	1313211754445	007440020	NICKEL	TRI	2013	PEGASUS STEEL	1 ALLIANCE DR	GOOSE CREEK	BERKELEY	SC	29445			YES	NO	NO	NO								333319						33.02064	-80.08622	800786753								PEGASUS STEEL LLC	800786753	|TPRL:Changes in orders received from customers required changes in materials used.	NO	PORTIA@PEGASUSSTEEL.COM			YES	 	
2944WPGSSS1ALLI	1313211754433	007439965	MANGANESE	TRI	2013	PEGASUS STEEL	1 ALLIANCE DR	GOOSE CREEK	BERKELEY	SC	29445			YES	NO	NO	NO								333319						33.02064	-80.08622	800786753								PEGASUS STEEL LLC	800786753	|TPRL:Changes in the orders received from customers required changes in materials used.	NO	PORTIA@PEGASUSSTEEL.COM			YES	 	
29003STHST51SWE	1313211331816	000100425	STYRENE	TRI	2013	SOUTHEASTERN FIBERGLASS PRODUCTS INC	51 SWEET PEA RD	BAMBERG	BAMBERG	SC	29003			YES	NO	NO	NO								326199	326122					33.30773	-81.07635	175234582										|PRAI:Used calendar years 2013 and 2012 sales volume to calculate production ratio	NO	SBC@SEFRP.COM			NO	 	
29602CRMPTWOODF	1313211508332	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2013	GREENVILLE COLORANTS LLC	105 WOOD ST	GREENVILLE	GREENVILLE	SC	29611			YES	NO	NO	NO								325130						34.85706	-82.43641											see note on previous page. I tried to copy and paste but it did not work.	NO	LARRYR@GREENVILLECOLORANTS.COM			YES	 	
29625FBRCH1704D	1313211003518	N230	CERTAIN GLYCOL ETHERS	TRI	2013	CUSTOM SYNTHESIS LLC	1704 DENVER RD	ANDERSON	ANDERSON	SC	29625			YES	NO	NO	NO								325998	325199	325613				34.57504	-82.73705	062690847								PIEDMONT CHEMICAL INDUSTRIES INC	003215779	|PRAI:New Production of esters based on Glycol Ether increased the Production Ratio for 2013.	NO	DREW@CUSTOMSYNTHESIS.NET			NO	 	
