TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
97818CLMBR79588	1313211569330	007697372	NITRIC ACID	TRI	2013	COLUMBIA RIVER PROCESSING	79588 RIPPEE RD	BOARDMAN	MORROW	OR	97818			YES	NO	NO	NO								311513						45.843948	-119.6576	007909278								TILLAMOOK COUNTY CREAMERY ASSOC	007909278	Tillamook (TCCA) has implemented many projects for pollution control, recycling and energy usage reduction including replacement of older lighting systems with reduced energy LED systems; improvement of ventilation in refrigerated warehouses using large mechanical fans and reducing unnecessary cooling load on the ammonia refrigeration system; office paper recycling; battery recycling; saving water from final rinsing of cheese manufacturing equipment and using as first washout water source; recycling of plastic buckets and barrels used for delivery of ingredients; collection compaction baling and recycling of cardboard; and plastic aluminum beverage container recycling.	NO	JMULDER@TILLAMOOK.COM			NO	 	
97818CLMBR79588	1313211569316	007664417	AMMONIA	TRI	2013	COLUMBIA RIVER PROCESSING	79588 RIPPEE RD	BOARDMAN	MORROW	OR	97818			YES	NO	NO	NO								311513						45.843948	-119.6576	007909278								TILLAMOOK COUNTY CREAMERY ASSOC	007909278	Tillamook (TCCA) has implemented many projects for pollution control, recycling and energy usage reduction including replacement of older lighting systems with reduced energy LED systems; improvement of ventilation in refrigerated warehouses using large mechanical fans and reducing unnecessary cooling load on the ammonia refrigeration system; office paper recycling; battery recycling; saving water from final rinsing of cheese manufacturing equipment and using as first washout water source; recycling of plastic buckets and barrels used for delivery of ingredients; collection compaction baling and recycling of cardboard; and plastic aluminum beverage container recycling.	NO	JMULDER@TILLAMOOK.COM			NO	 	
97818CLMBR79588	1313211569328	N511	NITRATE COMPOUNDS	TRI	2013	COLUMBIA RIVER PROCESSING	79588 RIPPEE RD	BOARDMAN	MORROW	OR	97818			YES	NO	NO	NO								311513						45.843948	-119.6576	007909278								TILLAMOOK COUNTY CREAMERY ASSOC	007909278	Tillamook (TCCA) has implemented many projects for pollution control, recycling and energy usage reduction including replacement of older lighting systems with reduced energy LED systems; improvement of ventilation in refrigerated warehouses using large mechanical fans and reducing unnecessary cooling load on the ammonia refrigeration system; office paper recycling; battery recycling; saving water from final rinsing of cheese manufacturing equipment and using as first washout water source; recycling of plastic buckets and barrels used for delivery of ingredients; collection compaction baling and recycling of cardboard; and plastic aluminum beverage container recycling.	NO	JMULDER@TILLAMOOK.COM			NO	 	
9712WTRQNT23NEB	1313211359789	000872504	N-METHYL-2-PYRROLIDONE	TRI	2013	TRIQUINT SEMICONDUCTOR INC	2300 NE BROOKWOOD PKWY	HILLSBORO	WASHINGTON	OR	97124			YES	NO	NO	NO								334413						45.54103	-122.93766	045444635										Discontinued use of NMP as a primary processing chemistry.	NO	JAMES.MCLEAN@TQS.COM			NO	 	
97503CRTNT12AVE	1313210945263	007439921	LEAD	TRI	2013	CERTAINTEED CORP	1200 AVE G	WHITE CITY	JACKSON	OR	97503			YES	NO	NO	NO								327390						42.43692	-122.8731	002358265	080893944							SAINT-GOBAIN CORP	002358265	We are exploring additional options for reusing materials and recovery of downfall.|SRNA:Transfer of ownership triggered disposal of obsolete inventory	NO	JRICHMOND@ELEMENTIA.COM			YES	 	
97210WCKRS7200N	1313211291190	N511	NITRATE COMPOUNDS	TRI	2013	SILTRONIC CORP	7200 NW FRONT AVE	PORTLAND	MULTNOMAH	OR	972103676			YES	NO	NO	NO								334413						45.576652	-122.756343	096253737										The decrease in nitrates was primarily due to the closure of the older manufacturing facility on our site. However,  Siltronic still remains committed to further reducing nitrate compounds through inovative process improvements.|SRNA:Pollution prevention previously implemented.  Additional reduction is being evaluated.	NO	TOM.FAHEY@SILTRONIC.COM			NO	 	
97210WCKRS7200N	1313211291188	007664393	HYDROGEN FLUORIDE	TRI	2013	SILTRONIC CORP	7200 NW FRONT AVE	PORTLAND	MULTNOMAH	OR	972103676			YES	NO	NO	NO								334413						45.576652	-122.756343	096253737										Decrease was primarily due to closure of the older facility on our site.|SRNA:Pollution prevention previously implemented-additional reduction at this time does not appear technically or economically feasible.	NO	TOM.FAHEY@SILTRONIC.COM			NO	 	
97210WCKRS7200N	1313211291202	007697372	NITRIC ACID	TRI	2013	SILTRONIC CORP	7200 NW FRONT AVE	PORTLAND	MULTNOMAH	OR	972103676			YES	NO	NO	NO								334413						45.576652	-122.756343	096253737										Decrease was primarily due to closure of the older manufacturing facility on our site.|SRNA:Pollution prevention previously implemented - additional reduction is being evaluated.	NO	TOM.FAHEY@SILTRONIC.COM			NO	 	
97210WCKRS7200N	1313211291176	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2013	SILTRONIC CORP	7200 NW FRONT AVE	PORTLAND	MULTNOMAH	OR	972103676			YES	NO	NO	NO								334413						45.576652	-122.756343	096253737										Decrease was due to to the closure of the older facility on our site.|SRNA:Reduction of this chemical is not technically or economically feasible at this time.	NO	TOM.FAHEY@SILTRONIC.COM			NO	 	
97123GLCRN21480	1313211075902	007439921	LEAD	TRI	2013	GLACIER NORTHWEST INC HILLSBORO READY-MIX PLANT	21480 NW AMBERWOOD DR	HILLSBORO	WASHINGTON	OR	97123			YES	NO	NO	NO								327320						45.53763	-122.89792	183298678		ORQ000011981		1200A				GLACIER NORTHWEST INC	183298678	The amount of lead processed is dependent on market demand for concrete and thus the amount of cement used at the facility. The lead content within the supplied cement is not in the ready mixed concrete facility's control.|SRNA:The amount of lead processed is dependent on market demand for concrete and thus the amount of cement used at the facility. The lead content within the supplied cement is not in the ready mixed concrete facility's control.	NO	BWIGGINTON@MSN.COM			YES	 	
