TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
50129WCLND601EC	1307205379314	007440508	COPPER	TRI	Pounds																		2007	NO	ELECTROLUX HOME PRODUCTS	601 E CENTRAL	JEFFERSON	GREENE	IA	50129	YES	NO	NO	NO														42.025581	-94.36778	004203642								ELECTROLUX HOME PRODUCTS NA	004203642	5	M2	JEFFERSON WASTEWATER TREATMENT WORKS	WEST RUSSELL ST.	JEFFERSON	IA	GREENE	50129							NO	STEVE.POPE@ELECTROLUX.COM			YES	
50129WCLND601EC	1307205379326	007439965	MANGANESE	TRI	Pounds																		2007	NO	ELECTROLUX HOME PRODUCTS	601 E CENTRAL	JEFFERSON	GREENE	IA	50129	YES	NO	NO	NO														42.025581	-94.36778	004203642								ELECTROLUX HOME PRODUCTS NA	004203642	5	M2	JEFFERSON WASTEWATER TREATMENT WORKS	WEST RUSSELL ST.	JEFFERSON	IA	GREENE	50129							NO	STEVE.POPE@ELECTROLUX.COM			YES	
50129WCLND601EC	1307205379338	007440020	NICKEL	TRI	Pounds																		2007	NO	ELECTROLUX HOME PRODUCTS	601 E CENTRAL	JEFFERSON	GREENE	IA	50129	YES	NO	NO	NO														42.025581	-94.36778	004203642								ELECTROLUX HOME PRODUCTS NA	004203642	5	M2	JEFFERSON WASTEWATER TREATMENT WORKS	WEST RUSSELL ST.	JEFFERSON	IA	GREENE	50129							NO	STEVE.POPE@ELECTROLUX.COM			YES	
50158FSHRCGOVER	1307206111748	007440473	CHROMIUM	TRI	Pounds																		2007	NO	FISHER CONTROLS INTERNATIONAL INC.	1702 S 12TH AVE	MARSHALLTOWN	MARSHALL	IA	50158	YES	NO	NO	NO														42.026779	-92.892772	179554381								EMERSON ELECTRIC CO.	006269633	.0055	M1	MARSHALLTOWN WATER POLLUTION	WOODLAND ST	MARSHALLTOWN	IA	MARSHALL	50158							NO	JEFF.MARTIN@EMERSON.COM			YES	
50158FSHRCGOVER	1307206111751	007440020	NICKEL	TRI	Pounds																		2007	NO	FISHER CONTROLS INTERNATIONAL INC.	1702 S 12TH AVE	MARSHALLTOWN	MARSHALL	IA	50158	YES	NO	NO	NO														42.026779	-92.892772	179554381								EMERSON ELECTRIC CO.	006269633	.19	M1	MARSHALLTOWN WATER POLLUTION	WOODLAND ST	MARSHALLTOWN	IA	MARSHALL	50158							NO	JEFF.MARTIN@EMERSON.COM			YES	
50158FSHRCGOVER	1307206111763	007439965	MANGANESE	TRI	Pounds																		2007	NO	FISHER CONTROLS INTERNATIONAL INC.	1702 S 12TH AVE	MARSHALLTOWN	MARSHALL	IA	50158	YES	NO	NO	NO														42.026779	-92.892772	179554381								EMERSON ELECTRIC CO.	006269633	0														NO	JEFF.MARTIN@EMERSON.COM			YES	
51054GPRCSBOX20	1307205447446	000110543	N-HEXANE	TRI	Pounds																		2007	NO	AG PROCESSING INC	2753 PORT NEAL CIR	SERGEANT BLUFF	WOODBURY	IA	51054	YES	NO	NO	NO														42.305167	-96.361778	005275631								AG PROCESSING INC	005275631	0														NO	LRICKERS@AGP.COM			NO	
51054GPRCSBOX20	1307205451103	000067561	METHANOL	TRI	Pounds																		2007	NO	AG PROCESSING INC	2753 PORT NEAL CIR	SERGEANT BLUFF	WOODBURY	IA	51054	YES	NO	NO	NO														42.305167	-96.361778	005275631								AG PROCESSING INC	005275631	26204	M2													NO	LRICKERS@AGP.COM			NO	
52627CHVRN1800S	1307205714090	000094757	2,4-D	TRI	Pounds																		2007	NO	SCOTTS CO FORT MADISON IOWA	1910 48TH ST	FORT MADISON	LEE	IA	52627	YES	NO	NO	NO														40.620106	-91.373233	781364518								SCOTTS CO	147211270	0														NO	JIM.KING@SCOTTS.COM			NO	
52627CHVRN1800S	1307205714102	000093652	MECOPROP	TRI	Pounds																		2007	NO	SCOTTS CO FORT MADISON IOWA	1910 48TH ST	FORT MADISON	LEE	IA	52627	YES	NO	NO	NO														40.620106	-91.373233	781364518								SCOTTS CO	147211270	.53	M2	CITY OF FORT MADISON SEWAGE	NONE 20TH. STREET	FORT MADISON	IA	LEE	52627							NO	JIM.KING@SCOTTS.COM			NO	
