REPORTING YEAR	TRADE SECRET INDICATOR	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	QUANTITY RELEASED PRIOR YEAR	QUANTITY RELEASED CURRENT YEAR	QUANTITY RELEASED FOLLOWING YEAR	QUANTITY RELEASED SECOND FOLLOWING YEAR	ENERGY RECOVERY ONSITE PRIOR YEAR	ENERGY RECOVERY ONSITE CURRENT YEAR	ENERGY RECOVERY ONSITE FOLLOWING YEAR	ENERGY RECOVERY ONSITE SECOND FOLLOWING YEAR	ENERGY RECOVERY OFFSITE PRIOR YEAR	ENERGY RECOVERY OFFSITE CURRENT YEAR	ENERGY RECOVERY OFFSITE FOLLOWING YEAR	ENERGY RECOVERY OFFSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED ONSITE PRIOR YEAR	QUANTITY RECYCLED ONSITE CURRENT YEAR	QUANTITY RECYCLED ONSITE FOLLOWING YEAR	QUANTITY RECYCLED ONSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE PRIOR YEAR	QUANTITY RECYCLED OFFSITE CURRENT YEAR	QUANTITY RECYCLED OFFSITE FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE SECOND FOLLOWING YEAR	QUANTITY TREATED ONSITE PRIOR YEAR	QUANTITY TREATED ONSITE CURRENT YEAR	QUANTITY TREATED ONSITE FOLLOWING YEAR	QUANTITY TREATED ONSITE SECOND FOLLOWING YEAR	QUANTITY TREATED OFFSITE PRIOR YEAR	QUANTITY TREATED OFFSITE CURRENT YEAR	QUANTITY TREATED OFFSITE FOLLOWING YEAR	QUANTITY TREATED OFFSITE SECOND FOLLOWING YEAR	CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	PROD RATIO/ACTIVITY INDEX	FIRST SOURCE REDUCTION ACTIVITY	FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 1	FIRST SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 2	FIRST SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 3	FIRST SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	SECOND SOURCE REDUCTION ACTIVITY	SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 1	SECOND SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 2	SECOND SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 3	SECOND SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	THIRD SOURCE REDUCTION ACTIVITY	THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 1	THIRD SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 2	THIRD SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 3	THIRD SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	FOURTH SOURCE REDUCTION ACTIVITY	FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 1	FOURTH SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 2	FOURTH SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 3	FOURTH SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	ON-SITE LIMITED RELEASE PRIOR YEAR	ON-SITE LIMITED RELEASE CURRENT YEAR	ON-SITE LIMITED RELEASE FOLLOWING YEAR	ON-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	ON-SITE OTHER RELEASE PRIOR YEAR	ON-SITE OTHER RELEASE CURRENT YEAR	ON-SITE OTHER RELEASE FOLLOWING YEAR	ON-SITE OTHER RELEASE SECOND FOLLOWING YEAR	OFF-SITE LIMITED RELEASE PRIOR YEAR	OFF-SITE LIMITED RELEASE CURRENT YEAR	OFF-SITE LIMITED RELEASE FOLLOWING YEAR	OFF-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	OFF-SITE OTHER RELEASE PRIOR YEAR	OFF-SITE OTHER RELEASE CURRENT YEAR	OFF-SITE OTHER RELEASE FOLLOWING YEAR	OFF-SITE OTHER RELEASE SECOND FOLLOWING YEAR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
2007	NO	50129WCLND601EC	ELECTROLUX HOME PRODUCTS	601 E CENTRAL	JEFFERSON	GREENE	IA	50129	YES	NO	NO	NO								335224						42.025581	-94.36778	004203642								ELECTROLUX HOME PRODUCTS NA	004203642	1307205379314	007440508	COPPER	TRI	Pounds																		7	6	5	4	0	0	0	0	0	0	0	0	0	0	0	0	7000	6930	6000	5500	0	0	0	0	0	0	0	0		1	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	7	6	5	4	NO	STEVE.POPE@ELECTROLUX.COM			YES	
2007	NO	50129WCLND601EC	ELECTROLUX HOME PRODUCTS	601 E CENTRAL	JEFFERSON	GREENE	IA	50129	YES	NO	NO	NO								335224						42.025581	-94.36778	004203642								ELECTROLUX HOME PRODUCTS NA	004203642	1307205379326	007439965	MANGANESE	TRI	Pounds																		1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	15891	15730	15000	14500	0	0	0	0	0	0	0	0		1	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	NO	STEVE.POPE@ELECTROLUX.COM			YES	
2007	NO	50129WCLND601EC	ELECTROLUX HOME PRODUCTS	601 E CENTRAL	JEFFERSON	GREENE	IA	50129	YES	NO	NO	NO								335224						42.025581	-94.36778	004203642								ELECTROLUX HOME PRODUCTS NA	004203642	1307205379338	007440020	NICKEL	TRI	Pounds																		3.6	3	2.5	2	0	0	0	0	0	0	0	0	0	0	0	0	6408	5987	5500	5000	0	0	0	0	0	0	0	0		1	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	3.6	3	2.5	2	NO	STEVE.POPE@ELECTROLUX.COM			YES	
2007	NO	50158FSHRCGOVER	FISHER CONTROLS INTERNATIONAL INC.	1702 S 12TH AVE	MARSHALLTOWN	MARSHALL	IA	50158	YES	NO	NO	NO								332911						42.026779	-92.892772	179554381								EMERSON ELECTRIC CO.	006269633	1307206111748	007440473	CHROMIUM	TRI	Pounds																		563	338	355	372	0	0	0	0	0	0	0	0	0	0	0	0	77477	81213	85000	90000	0	0	0	0	0	0	0	0		1.05	NA	NA																															0	0	0	0	563	338	355	372	0	0	0	0	0	0	0	0	NO	JEFF.MARTIN@EMERSON.COM			YES	
2007	NO	50158FSHRCGOVER	FISHER CONTROLS INTERNATIONAL INC.	1702 S 12TH AVE	MARSHALLTOWN	MARSHALL	IA	50158	YES	NO	NO	NO								332911						42.026779	-92.892772	179554381								EMERSON ELECTRIC CO.	006269633	1307206111751	007440020	NICKEL	TRI	Pounds																		336	191	204	210	0	0	0	0	0	0	0	0	0	0	0	0	43782	46888	50170	53500	0	0	0	0	0	0	0	0		1.07	NA	NA																															0	0	0	0	336	191	204	210	0	0	0	0	0	0	0	0	NO	JEFF.MARTIN@EMERSON.COM			YES	
2007	NO	50158FSHRCGOVER	FISHER CONTROLS INTERNATIONAL INC.	1702 S 12TH AVE	MARSHALLTOWN	MARSHALL	IA	50158	YES	NO	NO	NO								332911						42.026779	-92.892772	179554381								EMERSON ELECTRIC CO.	006269633	1307206111763	007439965	MANGANESE	TRI	Pounds																		0	62	65	70	0	0	0	0	0	0	0	0	0	0	0	0	0	10827	12000	14000	0	0	0	0	0	0	0	0			NA	NA																															0	0	0	0	0	62	65	70	0	0	0	0	0	0	0	0	NO	JEFF.MARTIN@EMERSON.COM			YES	
2007	NO	51054GPRCSBOX20	AG PROCESSING INC	2753 PORT NEAL CIR	SERGEANT BLUFF	WOODBURY	IA	51054	YES	NO	NO	NO								311222	325199					42.305167	-96.361778	005275631								AG PROCESSING INC	005275631	1307205447446	000110543	N-HEXANE	TRI	Pounds																		119300	94139	105075	104436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	6777	255	82	0	0	0	0		.98	NA	NA																															0	0	0	0	119300	94139	105075	104436	0	0	0	0	0	0	0	0	NO	LRICKERS@AGP.COM			NO	
2007	NO	51054GPRCSBOX20	AG PROCESSING INC	2753 PORT NEAL CIR	SERGEANT BLUFF	WOODBURY	IA	51054	YES	NO	NO	NO								311222	325199					42.305167	-96.361778	005275631								AG PROCESSING INC	005275631	1307205451103	000067561	METHANOL	TRI	Pounds																		108338	8666	8666	8666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34500	26204	26204	26204	0	1.4	W52	MODIFIED EQUIPMENT, LAYOUT, OR PIPING	T11	OTHER																													0	0	0	0	108338	8666	8666	8666	0	0	0	0	0	0	0	0	NO	LRICKERS@AGP.COM			NO	
2007	NO	52627CHVRN1800S	SCOTTS CO FORT MADISON IOWA	1910 48TH ST	FORT MADISON	LEE	IA	52627	YES	NO	NO	NO								325320						40.620106	-91.373233	781364518								SCOTTS CO	147211270	1307205714090	000094757	2,4-D	TRI	Pounds																		1	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6862	6963	6500	6500			NA	NA																															0	0	0	0	1	10	10	10	0	0	0	0	0	0	0	0	NO	JIM.KING@SCOTTS.COM			NO	
2007	NO	52627CHVRN1800S	SCOTTS CO FORT MADISON IOWA	1910 48TH ST	FORT MADISON	LEE	IA	52627	YES	NO	NO	NO								325320						40.620106	-91.373233	781364518								SCOTTS CO	147211270	1307205714102	000093652	MECOPROP	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2613	2379	2200	2200			NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	JIM.KING@SCOTTS.COM			NO	
2007	NO	52627CHVRN1800S	SCOTTS CO FORT MADISON IOWA	1910 48TH ST	FORT MADISON	LEE	IA	52627	YES	NO	NO	NO								325320						40.620106	-91.373233	781364518								SCOTTS CO	147211270	1307205714114	N020	ARSENIC COMPOUNDS	TRI	Pounds																		50	375	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			NA	NA																															0	0	0	0	0	0	0	0	50	375	300	300	0	0	0	0	NO	JIM.KING@SCOTTS.COM			YES	
