REPORTING YEAR	TRADE SECRET INDICATOR	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	QUANTITY RELEASED PRIOR YEAR	QUANTITY RELEASED CURRENT YEAR	QUANTITY RELEASED FOLLOWING YEAR	QUANTITY RELEASED SECOND FOLLOWING YEAR	ENERGY RECOVERY ONSITE PRIOR YEAR	ENERGY RECOVERY ONSITE CURRENT YEAR	ENERGY RECOVERY ONSITE FOLLOWING YEAR	ENERGY RECOVERY ONSITE SECOND FOLLOWING YEAR	ENERGY RECOVERY OFFSITE PRIOR YEAR	ENERGY RECOVERY OFFSITE CURRENT YEAR	ENERGY RECOVERY OFFSITE FOLLOWING YEAR	ENERGY RECOVERY OFFSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED ONSITE PRIOR YEAR	QUANTITY RECYCLED ONSITE CURRENT YEAR	QUANTITY RECYCLED ONSITE FOLLOWING YEAR	QUANTITY RECYCLED ONSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE PRIOR YEAR	QUANTITY RECYCLED OFFSITE CURRENT YEAR	QUANTITY RECYCLED OFFSITE FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE SECOND FOLLOWING YEAR	QUANTITY TREATED ONSITE PRIOR YEAR	QUANTITY TREATED ONSITE CURRENT YEAR	QUANTITY TREATED ONSITE FOLLOWING YEAR	QUANTITY TREATED ONSITE SECOND FOLLOWING YEAR	QUANTITY TREATED OFFSITE PRIOR YEAR	QUANTITY TREATED OFFSITE CURRENT YEAR	QUANTITY TREATED OFFSITE FOLLOWING YEAR	QUANTITY TREATED OFFSITE SECOND FOLLOWING YEAR	CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	PROD RATIO/ACTIVITY INDEX	FIRST SOURCE REDUCTION ACTIVITY	FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 1	FIRST SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 2	FIRST SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 3	FIRST SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	SECOND SOURCE REDUCTION ACTIVITY	SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 1	SECOND SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 2	SECOND SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 3	SECOND SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	THIRD SOURCE REDUCTION ACTIVITY	THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 1	THIRD SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 2	THIRD SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 3	THIRD SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	FOURTH SOURCE REDUCTION ACTIVITY	FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 1	FOURTH SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 2	FOURTH SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 3	FOURTH SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	ON-SITE LIMITED RELEASE PRIOR YEAR	ON-SITE LIMITED RELEASE CURRENT YEAR	ON-SITE LIMITED RELEASE FOLLOWING YEAR	ON-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	ON-SITE OTHER RELEASE PRIOR YEAR	ON-SITE OTHER RELEASE CURRENT YEAR	ON-SITE OTHER RELEASE FOLLOWING YEAR	ON-SITE OTHER RELEASE SECOND FOLLOWING YEAR	OFF-SITE LIMITED RELEASE PRIOR YEAR	OFF-SITE LIMITED RELEASE CURRENT YEAR	OFF-SITE LIMITED RELEASE FOLLOWING YEAR	OFF-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	OFF-SITE OTHER RELEASE PRIOR YEAR	OFF-SITE OTHER RELEASE CURRENT YEAR	OFF-SITE OTHER RELEASE FOLLOWING YEAR	OFF-SITE OTHER RELEASE SECOND FOLLOWING YEAR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
2007	NO	02903RGLPL85SOU	REGAL PLATING CO	85 S ST	PROVIDENCE	PROVIDENCE	RI	02903	YES	NO	NO	NO								332813						41.816598	-71.408696	058064353										1307205548845	N420	LEAD COMPOUNDS	PBT	Pounds																		1.1	.4	.5	.5	0	0	0	0	0	0	0	0	0	0	0	0	7.4	3.4	3.5	3.5	0	0	0	0	0	0	0	0		1.11	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	1.1	.4	.5	.5	NO	JOHNJFEENEY@COMCAST.NET			YES	
2007	NO	02903RGLPL85SOU	REGAL PLATING CO	85 S ST	PROVIDENCE	PROVIDENCE	RI	02903	YES	NO	NO	NO								332813						41.816598	-71.408696	058064353										1307205548858	007697372	NITRIC ACID	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	42	42	42	10919	10299	10300	10300	0	0	0	0		1.11	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	JOHNJFEENEY@COMCAST.NET			NO	
2007	NO	02903SPRGP144AL	SPRAGUE PROVIDENCE	144 ALLENS AVE	PROVIDENCE	PROVIDENCE	RI	02903	YES	NO	NO	NO								424710						41.809907	-71.404379	131362733								AXEL JOHNSON CORP	147848113	1307205469036	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		269.366	269.366	269	269	0	0	0	0	.6578	0	.7	.7	0	0	0	0	570.4	570.4	0	0	0	0	0	0	0	.7	0	0	0	1.15	W13	IMPROVED MAINTENANCE SCHEDULING, RECORDKEEPING, OR PROCEDURES	T04	PARTICIPATIVE TEAM MANAGEMENT																													0	0	0	0	269.366	269.366	269	269	0	0	0	0	0	0	0	0	NO	LFORTIN@SPRAGUEENERGY.COM			NO	
2007	NO	02903SPRGP144AL	SPRAGUE PROVIDENCE	144 ALLENS AVE	PROVIDENCE	PROVIDENCE	RI	02903	YES	NO	NO	NO								424710						41.809907	-71.404379	131362733								AXEL JOHNSON CORP	147848113	1307205469048	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		.2216	.2266	.22	.22	0	0	0	0	0	0	0	0	0	0	0	0	0	.26394	.26	.26	0	0	0	0	0	.0003	.0003	.0003	0	.99	W13	IMPROVED MAINTENANCE SCHEDULING, RECORDKEEPING, OR PROCEDURES	T04	PARTICIPATIVE TEAM MANAGEMENT																													0	0	0	0	.2216	.2266	.22	.22	0	0	0	0	0	0	0	0	NO	LFORTIN@SPRAGUEENERGY.COM			NO	
2007	NO	02903SPRGP144AL	SPRAGUE PROVIDENCE	144 ALLENS AVE	PROVIDENCE	PROVIDENCE	RI	02903	YES	NO	NO	NO								424710						41.809907	-71.404379	131362733								AXEL JOHNSON CORP	147848113	1307205469051	N420	LEAD COMPOUNDS	PBT	Pounds																		.541294	.541196	.540015	.540015	0	0	0	0	0	0	0	0	0	0	0	0	0	.013567	.015	.015	0	0	0	0	0	0	0	0	0	1	W13	IMPROVED MAINTENANCE SCHEDULING, RECORDKEEPING, OR PROCEDURES	T04	PARTICIPATIVE TEAM MANAGEMENT																													0	0	0	0	.541294	.54118	.54	.54	0	0	0	0	0	.000016	.000015	.000015	NO	LFORTIN@SPRAGUEENERGY.COM			YES	
2007	NO	02903SPRGP144AL	SPRAGUE PROVIDENCE	144 ALLENS AVE	PROVIDENCE	PROVIDENCE	RI	02903	YES	NO	NO	NO								424710						41.809907	-71.404379	131362733								AXEL JOHNSON CORP	147848113	1307205469063	007439976	MERCURY	PBT	Pounds																		.00945	.008896	.009025	.009025	0	0	0	0	0	0	0	0	0	0	0	0	0	.022903	.02	.02	0	0	0	0	0	0	0	0	0	.94	W13	IMPROVED MAINTENANCE SCHEDULING, RECORDKEEPING, OR PROCEDURES	T04	PARTICIPATIVE TEAM MANAGEMENT																													0	0	0	0	.00945	.00887	.009	.009	0	0	0	0	0	.000026	.000025	.000025	NO	LFORTIN@SPRAGUEENERGY.COM			YES	
2007	NO	02903SPRGP144AL	SPRAGUE PROVIDENCE	144 ALLENS AVE	PROVIDENCE	PROVIDENCE	RI	02903	YES	NO	NO	NO								424710						41.809907	-71.404379	131362733								AXEL JOHNSON CORP	147848113	1307205469075	000110543	N-HEXANE	TRI	Pounds																		234.337	219.732	220	220	0	0	0	0	0	0	0	0	0	0	0	0	0	570.3694	250	250	0	0	0	0	0	.6578	.3	.3	0	.94	W13	IMPROVED MAINTENANCE SCHEDULING, RECORDKEEPING, OR PROCEDURES	T04	PARTICIPATIVE TEAM MANAGEMENT																													0	0	0	0	234.337	219.732	220	220	0	0	0	0	0	0	0	0	NO	LFORTIN@SPRAGUEENERGY.COM			NO	
2007	NO	02903SPRGP144AL	SPRAGUE PROVIDENCE	144 ALLENS AVE	PROVIDENCE	PROVIDENCE	RI	02903	YES	NO	NO	NO								424710						41.809907	-71.404379	131362733								AXEL JOHNSON CORP	147848113	1307205469087	000091203	NAPHTHALENE	TRI	Pounds																		137.526	129.4135	130	130	0	0	0	0	0	.3729	.4	.4	0	0	0	0	0	323.3252	150	150	0	0	0	0	0	0	0	0	0	.94	W13	IMPROVED MAINTENANCE SCHEDULING, RECORDKEEPING, OR PROCEDURES	T04	PARTICIPATIVE TEAM MANAGEMENT																													0	0	0	0	137.526	129.4135	130	130	0	0	0	0	0	0	0	0	NO	LFORTIN@SPRAGUEENERGY.COM			NO	
2007	NO	02903SPRGP144AL	SPRAGUE PROVIDENCE	144 ALLENS AVE	PROVIDENCE	PROVIDENCE	RI	02903	YES	NO	NO	NO								424710						41.809907	-71.404379	131362733								AXEL JOHNSON CORP	147848113	1307205469099	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		21.71	21.4957	21	0	0	0	0	0	0	.02881	.01	.01	0	0	0	0	0	24.981	10	10	0	0	0	0	0	0	0	0	0	.99	W13	IMPROVED MAINTENANCE SCHEDULING, RECORDKEEPING, OR PROCEDURES	T04	PARTICIPATIVE TEAM MANAGEMENT																													0	0	0	0	21.71	21.4957	21	0	0	0	0	0	0	0	0	0	NO	LFORTIN@SPRAGUEENERGY.COM			NO	
2007	NO	02905FRGSN13014	FERGUSON PERFORATING & WIRE CO  INC	130-140 ERNEST ST	PROVIDENCE	PROVIDENCE	RI	029050038	YES	NO	NO	NO								332116						41.793333	-71.408333	001198399										1307205740234	007440473	CHROMIUM	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	THENDRIX@FERGUSONPERF.COM			YES	
