TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
02903RGLPL85SOU	1307205548845	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	REGAL PLATING CO	85 S ST	PROVIDENCE	PROVIDENCE	RI	02903	YES	NO	NO	NO														41.816598	-71.408696	058064353										.4	C 													NO	JOHNJFEENEY@COMCAST.NET			YES	
02903RGLPL85SOU	1307205548858	007697372	NITRIC ACID	TRI	Pounds																		2007	NO	REGAL PLATING CO	85 S ST	PROVIDENCE	PROVIDENCE	RI	02903	YES	NO	NO	NO														41.816598	-71.408696	058064353										0	C 													NO	JOHNJFEENEY@COMCAST.NET			NO	
02903SPRGP144AL	1307205469036	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2007	NO	SPRAGUE PROVIDENCE	144 ALLENS AVE	PROVIDENCE	PROVIDENCE	RI	02903	YES	NO	NO	NO														41.809907	-71.404379	131362733								AXEL JOHNSON CORP	147848113	0														NO	LFORTIN@SPRAGUEENERGY.COM			NO	
02903SPRGP144AL	1307205469048	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	SPRAGUE PROVIDENCE	144 ALLENS AVE	PROVIDENCE	PROVIDENCE	RI	02903	YES	NO	NO	NO														41.809907	-71.404379	131362733								AXEL JOHNSON CORP	147848113	0														NO	LFORTIN@SPRAGUEENERGY.COM			NO	
02903SPRGP144AL	1307205469051	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	SPRAGUE PROVIDENCE	144 ALLENS AVE	PROVIDENCE	PROVIDENCE	RI	02903	YES	NO	NO	NO														41.809907	-71.404379	131362733								AXEL JOHNSON CORP	147848113	0														NO	LFORTIN@SPRAGUEENERGY.COM			YES	
02903SPRGP144AL	1307205469063	007439976	MERCURY	PBT	Pounds																		2007	NO	SPRAGUE PROVIDENCE	144 ALLENS AVE	PROVIDENCE	PROVIDENCE	RI	02903	YES	NO	NO	NO														41.809907	-71.404379	131362733								AXEL JOHNSON CORP	147848113	0														NO	LFORTIN@SPRAGUEENERGY.COM			YES	
02903SPRGP144AL	1307205469075	000110543	N-HEXANE	TRI	Pounds																		2007	NO	SPRAGUE PROVIDENCE	144 ALLENS AVE	PROVIDENCE	PROVIDENCE	RI	02903	YES	NO	NO	NO														41.809907	-71.404379	131362733								AXEL JOHNSON CORP	147848113	0														NO	LFORTIN@SPRAGUEENERGY.COM			NO	
02903SPRGP144AL	1307205469087	000091203	NAPHTHALENE	TRI	Pounds																		2007	NO	SPRAGUE PROVIDENCE	144 ALLENS AVE	PROVIDENCE	PROVIDENCE	RI	02903	YES	NO	NO	NO														41.809907	-71.404379	131362733								AXEL JOHNSON CORP	147848113	0														NO	LFORTIN@SPRAGUEENERGY.COM			NO	
02903SPRGP144AL	1307205469099	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	SPRAGUE PROVIDENCE	144 ALLENS AVE	PROVIDENCE	PROVIDENCE	RI	02903	YES	NO	NO	NO														41.809907	-71.404379	131362733								AXEL JOHNSON CORP	147848113	0														NO	LFORTIN@SPRAGUEENERGY.COM			NO	
02885TLLTSMARKE	1307206022865	000100425	STYRENE	TRI	Pounds																		2007	NO	PEARSON COMPOSITES LLC	373 MARKET ST	WARREN	BRISTOL	RI	02885	YES	NO	NO	NO														41.739082	-71.274406	001194661										0														NO	SFLETCHER@PEARSONCOMPOSITES.COM			NO	
