TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
57006DKTRN33132	1307205440353	000108883	TOLUENE	TRI	Pounds																		2007	NO	DAKTRONICS INC	331 32ND AVE PO BOX 5128	BROOKINGS	BROOKINGS	SD	57006	YES	NO	NO	NO														44.310116	-96.750244	049521511										0														NO	SLANAM@DAKTRONICS.COM			NO	
57006DKTRN33132	1307205440415	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	DAKTRONICS INC	331 32ND AVE PO BOX 5128	BROOKINGS	BROOKINGS	SD	57006	YES	NO	NO	NO														44.310116	-96.750244	049521511										0														NO	SLANAM@DAKTRONICS.COM			YES	
57013MCCRDROUTE	1307206067187	007440508	COPPER	TRI	Pounds																		2007	NO	ADAMS THERMAL SYSTEMS INC.	47920 5TH ST	CANTON	LINCOLN	SD	57013	YES	NO	NO	NO														43.301389	-96.627778	140389755										4	C 	CITY OF CANTON	210 N DAKOTA STREET	CANTON	SD	LINCOLN	57013							NO	MADAMS@ADAMSTHERMAL.COM			YES	
57013MCCRDROUTE	1307206067249	007439965	MANGANESE	TRI	Pounds																		2007	NO	ADAMS THERMAL SYSTEMS INC.	47920 5TH ST	CANTON	LINCOLN	SD	57013	YES	NO	NO	NO														43.301389	-96.627778	140389755										0														NO	MADAMS@ADAMSTHERMAL.COM			YES	
57013MCCRDROUTE	1307206067276	007439921	LEAD	PBT	Pounds																		2007	NO	ADAMS THERMAL SYSTEMS INC.	47920 5TH ST	CANTON	LINCOLN	SD	57013	YES	NO	NO	NO														43.301389	-96.627778	140389755										.95	C 	CITY OF CANTON	210 N DAKOTA STREET	CANTON	SD	LINCOLN	57013							NO	MADAMS@ADAMSTHERMAL.COM			YES	
57034SXRVR29619	1307205199211	000075070	ACETALDEHYDE	TRI	Pounds																		2007	NO	SIOUX RIVER ETHANOL (POET BIOREFINING-HUDSON)	29619 SPUR AVE	HUDSON	LINCOLN	SD	57034	YES	NO	NO	NO														43.098056	-96.47472	131990405										0														NO	JOEL.JARMAN@POETENERGY.COM			NO	
57034SXRVR29619	1307205199223	007664417	AMMONIA	TRI	Pounds																		2007	NO	SIOUX RIVER ETHANOL (POET BIOREFINING-HUDSON)	29619 SPUR AVE	HUDSON	LINCOLN	SD	57034	YES	NO	NO	NO														43.098056	-96.47472	131990405										0														NO	JOEL.JARMAN@POETENERGY.COM			NO	
57034SXRVR29619	1307205199250	000064186	FORMIC ACID	TRI	Pounds																		2007	NO	SIOUX RIVER ETHANOL (POET BIOREFINING-HUDSON)	29619 SPUR AVE	HUDSON	LINCOLN	SD	57034	YES	NO	NO	NO														43.098056	-96.47472	131990405										0														NO	JOEL.JARMAN@POETENERGY.COM			NO	
57034SXRVR29619	1307205199262	000110543	N-HEXANE	TRI	Pounds																		2007	NO	SIOUX RIVER ETHANOL (POET BIOREFINING-HUDSON)	29619 SPUR AVE	HUDSON	LINCOLN	SD	57034	YES	NO	NO	NO														43.098056	-96.47472	131990405										0														NO	JOEL.JARMAN@POETENERGY.COM			NO	
57042GHLC 915SW	1307205411085	007440473	CHROMIUM	TRI	Pounds																		2007	NO	GEHL POWER PRODUCTS INC.	915 SW 7TH ST	MADISON	LAKE	SD	57042	YES	NO	NO	NO														43.996111	-97.127778									GEHL CO	006070031	0														NO	DWILLIAMS@GEHL.COM			YES	
57042GHLC 915SW	1307205411097	007439965	MANGANESE	TRI	Pounds																		2007	NO	GEHL POWER PRODUCTS INC.	915 SW 7TH ST	MADISON	LAKE	SD	57042	YES	NO	NO	NO														43.996111	-97.127778									GEHL CO	006070031	0														NO	DWILLIAMS@GEHL.COM			YES	
57042GHLC 915SW	1307205411109	007440020	NICKEL	TRI	Pounds																		2007	NO	GEHL POWER PRODUCTS INC.	915 SW 7TH ST	MADISON	LAKE	SD	57042	YES	NO	NO	NO														43.996111	-97.127778									GEHL CO	006070031	0														NO	DWILLIAMS@GEHL.COM			YES	
57042RCTCM70112	1307206112397	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	ARCTIC CAT INC.	701 12TH ST	MADISON	LAKE	SD	57042	YES	NO	NO	NO														43.99018	-97.102235									ARCTIC CAT INC.	072429947	0														NO	DSONNEK@ARCTICCATINC.COM			NO	
57064DTSNC27157	1307205998331	007439921	LEAD	PBT	Pounds																		2007	NO	DTS INC	27157 470TH AVE	TEA	LINCOLN	SD	57064	YES	NO	NO	NO														43.452433	-96.806399	099557951										0														NO	NA			YES	
57064DTSNC27157	1307205998356	007439965	MANGANESE	TRI	Pounds																		2007	NO	DTS INC	27157 470TH AVE	TEA	LINCOLN	SD	57064	YES	NO	NO	NO														43.452433	-96.806399	099557951										0														NO	NA			YES	
57078GHLPW900FE	1307205471675	007440473	CHROMIUM	TRI	Pounds																		2007	NO	GEHL POWER PRODUCTS INC.	900 FERDIG AVE	YANKTON	YANKTON	SD	57078	YES	NO	NO	NO														42.878118	-97.371903									GEHL CO	006070031	0														NO	DEWALD@GEHL.COM			YES	
57078GHLPW900FE	1307205471687	007439965	MANGANESE	TRI	Pounds																		2007	NO	GEHL POWER PRODUCTS INC.	900 FERDIG AVE	YANKTON	YANKTON	SD	57078	YES	NO	NO	NO														42.878118	-97.371903									GEHL CO	006070031	0														NO	DEWALD@GEHL.COM			YES	
57078GHLPW900FE	1307205471814	007440020	NICKEL	TRI	Pounds																		2007	NO	GEHL POWER PRODUCTS INC.	900 FERDIG AVE	YANKTON	YANKTON	SD	57078	YES	NO	NO	NO														42.878118	-97.371903									GEHL CO	006070031	0														NO	DEWALD@GEHL.COM			YES	
57101MRQP 300EA	1307205482983	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	ALAMO SMC	300 E 60TH ST N	SIOUX FALLS	MINNEHAHA	SD	57104	YES	NO	NO	NO														43.601759	-96.72312									ALAMO GROUP INC		0														NO	SCLEARY@ALAMO-GROUP.COM			NO	
57104SRFRC1201W	1307205201647	000091203	NAPHTHALENE	TRI	Pounds																		2007	NO	US AIR FORCE JOE FOSS FIELD ANG AFB SD	1201 W ALGONQUIN ST	SIOUX FALLS	MINNEHAHA	SD	571040264	YES	NO	YES	NO														43.572803	-96.742521									U.S. DEPARTMENT OF DEFENSE		0														YES	REID.CHRISTOPHERSON@SDSIOU.ANG.AF.MIL			NO	
57201GLCLL30120	1307205681606	000075070	ACETALDEHYDE	TRI	Pounds																		2007	NO	GLACIAL LAKES ENERGY LLC	301 20TH AVE SE	WATERTOWN	CODINGTON	SD	57201	YES	NO	NO	NO														44.879722	-97.109444	030201144										0														NO	PETE@GLACIALLAKESENERGY.COM			NO	
57201GLCLL30120	1307205681618	007664417	AMMONIA	TRI	Pounds																		2007	NO	GLACIAL LAKES ENERGY LLC	301 20TH AVE SE	WATERTOWN	CODINGTON	SD	57201	YES	NO	NO	NO														44.879722	-97.109444	030201144										0														NO	PETE@GLACIALLAKESENERGY.COM			NO	
57201GLCLL30120	1307205681657	000064186	FORMIC ACID	TRI	Pounds																		2007	NO	GLACIAL LAKES ENERGY LLC	301 20TH AVE SE	WATERTOWN	CODINGTON	SD	57201	YES	NO	NO	NO														44.879722	-97.109444	030201144										0														NO	PETE@GLACIALLAKESENERGY.COM			NO	
57201GLCLL30120	1307205681669	000110543	N-HEXANE	TRI	Pounds																		2007	NO	GLACIAL LAKES ENERGY LLC	301 20TH AVE SE	WATERTOWN	CODINGTON	SD	57201	YES	NO	NO	NO														44.879722	-97.109444	030201144										0														NO	PETE@GLACIALLAKESENERGY.COM			NO	
57201MNNST600QU	1307205687938	N982	ZINC COMPOUNDS	TRI	Pounds																		2007	NO	MINNESOTA RUBBER & PLASTICS	600 QUADEE DR	WATERTOWN	CODINGTON	SD	57201	YES	NO	NO	NO														44.893611	-97.139167	006198980								QUADION CORP	006477244	16	M2	WATERTOWN WASTE WATER TREATMEN T FACILITY	13-- 11TH ST SE	WATERTOWN	SD	CODINGTON	57201							NO	BMILLER@MNRUBBER.COM			YES	
