TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
02138HYPRN38SMI	1311209514975	000074851	ETHYLENE	TRI	2011	HYPERION CATALYSIS INC	38 SMITH PL	CAMBRIDGE	MIDDLESEX	MA	02138	YES	NO	NO	NO								325188						42.390773	-71.150774	114223480										THE FACILITY HAS EXPERIENCED AN INCREASE IN PRODUCTION ACTIVITY, BUT IS STILL WELL BELOW OUR PEAK YEAR 2003.	NO	DREYNOLDS@HYPERIONCATALYSIS.COM			NO	 	
02140THDDG165CA	1311209687793	000050000	FORMALDEHYDE	TRI	2011	DODGE CO	165 CAMBRIDGE PARK DR	CAMBRIDGE	MIDDLESEX	MA	02140	YES	NO	NO	NO								325998						42.395614	-71.146817	001045517										THE DODGE COMPANY HAS MOVED FORMALDEHYDE AND OTHER PRODUCTION TO ANOTHER STATE.  THIS WAS DONE IN THE EARLY PART OF 2011.  PREVIOUSLY WATER WHICH WAS USED TO RINSE OUT TANKS AND PIPES WAS RECOLLECTED AND RECYCLED BACK INTO PRODUCT.  THOUGH IT WAS MOSTLY WATER IT WAS SENT OFF AS WASTE SINSE PRODUCTION HAD STOPPED.  THIS CAUSED FOR A NOTICEABLE SPIKE IN WASTE REMOVAL.  WITHIN THE NEXT YEAR OR TWO EMISSIONS SHOULD BECOME ZERO AND WASTE SENT OFFSITE SHOULD DISSIPATE TOWARDS ZERO AS WELL.	NO	FCIFUENTES@DODGECO.COM			NO	 	
02140THDDG165CA	1311209687805	000067561	METHANOL	TRI	2011	DODGE CO	165 CAMBRIDGE PARK DR	CAMBRIDGE	MIDDLESEX	MA	02140	YES	NO	NO	NO								325998						42.395614	-71.146817	001045517										AS STATED IN THE OPTIONAL INFORMATION.  THE DODGE COMPANY STARTED TO OUTSOURCE ITS PRODUCTION FROM THE START OF 2011.  IN THE PROCESS THERE WERE SPIKES IN WASTE REMOVAL FROM CLEAN UP BUT SINCE MOST OF THE PRODUCTION CEASED EARLY IN THE YEAR, THE PRODUCTION WAS MUCH LOWER THAN THE PREVIOUS YEAR.	NO	FCIFUENTES@DODGECO.COM			NO	 	
02151GLBLP140LE	1311209428743	000110543	N-HEXANE	TRI	2011	GLOBAL PETROLEUM CORP	71 & 140 LEE BURBANK HWY	REVERE	SUFFOLK	MA	02151	YES	NO	NO	NO								424710						42.398609	-71.011108									GLOBALPETROLEUM CORP		APPROXIMATELY 50% REDUCTION - NO KERO PROCESSED IN 2011	NO	RKENNY@GLOBALP.COM			NO	 	
02151GLBLP140LE	1311209428770	000108883	TOLUENE	TRI	2011	GLOBAL PETROLEUM CORP	71 & 140 LEE BURBANK HWY	REVERE	SUFFOLK	MA	02151	YES	NO	NO	NO								424710						42.398609	-71.011108									GLOBALPETROLEUM CORP		INCREASE IN GASOLINE REPACKAGING	NO	RKENNY@GLOBALP.COM			NO	 	
02150CHLSS11BRO	1311209428958	001330207	XYLENE (MIXED ISOMERS)	TRI	2011	CHELSEA SANDWICH LLC	11 BROADWAY	CHELSEA	SUFFOLK	MA	02150	YES	NO	NO	NO								424710						42.38692	-71.04534									CHELSEA SANDWICH LLC		XYLENE IS OTHERWISE USED FUEL ADDITIVE	NO	RKENNY@GLOBALP.COM			NO	 	
01453MNSNC154PI	1311209300449	000067561	METHANOL	TRI	2011	MONSON COS INC	154 PIONEER DR	LEOMINSTER	WORCESTER	MA	01453	YES	NO	NO	NO								424690						42.532195	-71.708541	049419682										A FORM R IS BEING SUBMITTED RATHER THAN A FORM A (SUBMITTED FOR PREVIOUS YEAR) DUE TO AN INCREASE IN PRODUCTION.  INCREASE IN PRODUCTION INCREASED THE EMISSIONS TO GREATER THAN 500LBS INTIATING THE COMPLETION OF THE FORM R.	NO	BJOYCE@MONSONCO.COM	RR4		NO	 	
01810THGLL30BUR	1311209260518	N511	NITRATE COMPOUNDS	TRI	2011	GILLETTE CO	30 BURTT RD	ANDOVER	ESSEX	MA	01810	YES	NO	NO	NO								325620						42.606667	-71.166667	001025931								THE PROCTER & GAMBLE CO	001316827	NITRATE COMPOUNDS ARE A BYPRODUCT FROM THE USE OF SODIUM NITRITE IN THE AERSOL CAN MANUFACTURING 'LEAK TEST' PROCESS.	NO	GOMBOS.TA@PG.COM			NO	 	
01810THGLL30BUR	1311209260520	007632000	SODIUM NITRITE	TRI	2011	GILLETTE CO	30 BURTT RD	ANDOVER	ESSEX	MA	01810	YES	NO	NO	NO								325620						42.606667	-71.166667	001025931								THE PROCTER & GAMBLE CO	001316827	EMPTY SODIUM NITRITE FIBER DRUMS ARE REUSED TO HOLD RECYCLABLE SCRAP STEEL OR ALUMINUM CANS FROM THE AEROSOL MANUFACTURING PROCESS.  THESE DRUMS ARE CONSIDERED "RCRA EMPTY", BUT AS A WORST CASE SCENARIO, IT WAS ASSUMED THAT UP TO 1 OZ OF SODIUM NITRITE REMAINS AS TRACE RESIDUE IN THE DRUMS.  THESE CANS ARE SENT OFF SITE TO COVANTA FOR METAL RECYCLING AND ENERGY RECOVERY.	NO	GOMBOS.TA@PG.COM			YES	 	
02563CNLLC9FREE	1311209443934	000191242	BENZO(G,H,I)PERYLENE	PBT	2011	GENON CANAL LLC	9 FREEZER RD	SANDWICH	BARNSTABLE	MA	02563	YES	NO	NO	NO								221112						41.76895	-70.50551	037347429								GENON ENERGY INC	008200680	NA	NO	CHIP.LITTLE@GENON.COM			NO	 	
02563CNLLC9FREE	1311209443946	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2011	GENON CANAL LLC	9 FREEZER RD	SANDWICH	BARNSTABLE	MA	02563	YES	NO	NO	NO								221112						41.76895	-70.50551	037347429								GENON ENERGY INC	008200680	NA	NO	CHIP.LITTLE@GENON.COM			NO	 	
01605BSFBR100RE	1311209100128	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2011	ABBOTT BIORESEARCH CENTER	100 RESEARCH DR	WORCESTER	WORCESTER	MA	01605	YES	NO	NO	NO								325414						42.27572	-71.76788	927001636								ABBOTT LABORATORIES	090358029	THE FACILITY PURCHASED MORE NATURAL GAS TO FUEL THE BOILERS THAN FUEL OIL IN 2011.	NO	KENNY.HARTUNG@ABBOTT.COM			NO	 	
02747DRTMT1ENER	1311209223256	007664417	AMMONIA	TRI	2011	DARTMOUTH POWER ASSOCIATES	1 ENERGY RD	NORTH DARTMOUTH	BRISTOL	MA	02747	YES	NO	NO	NO								221112						41.6728	-70.9989	789515764								SAPPHIRE POWER HOLDINGS LLC		AQUEOUS AMMONIA IS USED IN SCR TO REDUCE NOX AIR EMISSIONS	NO	PFREY@MORRISENERGY.COM			NO	 	
01970VNWTRCOLON	1311209373719	000108883	TOLUENE	TRI	2011	UNIVAR USA INC  SALEM BRANCH	COLONIAL RD	SALEM	ESSEX	MA	01970	YES	NO	NO	NO								424690						42.50944	-70.899444	102971785								UNIVAR USA INC	102971785	INCREASE IN WASTE DISPOSAL BECAUSE OF OFF SPECIFICATION PRODUCT.	NO	MICHAEL.AMENTA@UNIVARUSA.COM			NO	 	
02038HLXHT20FOR	1311209566936	N010	ANTIMONY COMPOUNDS	TRI	2011	GENERAL CABLE INDUSTRIES INC	20 FORGE PARK	FRANKLIN	NORFOLK	MA	02038	YES	NO	NO	NO								335929	331421	331422	335921			42.082244	-71.438389	793463209								GENERAL CABLE CORP	847914173	N/A	NO	JACLARK@GENERALCABLE.COM			YES	 	
02722HVTXC106FE	1311209065123	000080626	METHYL METHACRYLATE	TRI	2011	TEXTILE RUBBER & CHEMICAL CO	63 WATER ST	FALL RIVER	BRISTOL	MA	027212760	YES	NO	NO	NO								325520						41.703884	-71.16331	001023621								TEXTILE RUBBER & CHEMICAL CO	001023621	THIS CHEMICAL WAS PURCHASED IN BULK QUANTITIES(TANK TRUCKS) PREVIOUSLY AND STORED IN AN OUTDOOR STORAGE TANK. IT IS NOW PURCHASED IN SMALLER QUANTITIES(55 GALLON DRUMS) DUE TO REDUCED CONSUMPTION.	NO	RMINARDI@TRCC.COM			NO	 	
01507NCMNCRT169	1311209461829	N420	LEAD COMPOUNDS	PBT	2011	INCOM INC	294 SOUTHBRIDGE RD (ROUTE 169)	CHARLTON	WORCESTER	MA	01507	YES	NO	NO	NO								327215						42.110649	-72.013306	055739791										NA	NO	MAD@INCOMUSA.COM			YES	 	
01752RTDYN33HAY	1311209330962	000117817	DI(2-ETHYLHEXYL) PHTHALATE	TRI	2011	ROTADYNE ROLL GROUP-MARLBORO	33 HAYES MEMORIAL DR	MARLBOROUGH	MIDDLESEX	MA	01752	YES	NO	NO	NO								326299						42.32251	-71.59691	064398712								ROTATION DYNAMICS CORP INC	064398712	I WITHDREW 2 SUBMISSIONS FOR 2011. THE FIRST WAS DUE TO AN ERROR IN FILLING THE 2010 DATA FEILDS. THE SECOND WAS DUE TO BETTER INFORMATION REGARDING RELEASE AMOUNTS PART II SECTION 6.2.1 THAT I RECEIVED AFTER FILING.	NO	MCAVIC@ROTADYNE.COM			NO	 	
02339HPCNC353CI	1311209298544	N120	DIISOCYANATES	TRI	2011	HAPCO INC	353 CIRCUIT ST	HANOVER	PLYMOUTH	MA	02339	YES	NO	NO	NO								325211						42.10871	-70.86768	051772291										AN INTERNAL LIMITED ENVIRONMENTAL AUDIT WAS CONDUCTED IN FEBRUARY 2012 REGARDING FORM R REPORTING FILES AND CHEMICALS PROCESSED ON-SITE.  THE RESULT WAS A NECESSARY RECALCULATION OF MASS BALANCE DATA FOR CALENDAR YEARS 2008, 2009 AND 2010.  A FORM R REVISION WAS REQUIRED FOR CHANGES TO SECTION 6.2 AND SECTION 8.7 FOR CALENDAR YEARS 2008 AND 2010, AND A REVISED FORM R HAS BEEN SUBMITTED FOR 2008 AND 2010.  PLEASE NOTE THAT THE REPORTING THRESHOLD OF 25,000 LB PROCESSED WAS NOT EXCEEDED FOR CALENDAR YEAR 2009.   AFTER RECALCULATION OF HISTORICAL DATA, IT WAS NECESSARY TO REVISE CALENDAR YEAR 2010 SECTION  8.7 COLUMN A PRIOR YEAR (POUNDS) DATA FROM 367 LB TO 1228 LB.  PLEASE CALL OUR TECHNICAL CONTACT SHOULD YOU HAVE ANY QUESTIONS REGARDING THIS SUBMISSION OR THE 2008 AND 2010 FORM R REVISIONS.  ALSO, IT IS CORRECT THAT THE AMOUNT OF PRODUCTION RELATED WASTE  DROPPED FROM 1228 LBS IN 2010 TO 420 LBS IN 2011 AS A RESULT OF DECREASE IN PRODUCTION DRIVEN BY THE CURRENT STATE OF THE ECONOMY.  THANK YOU.	NO	ROBERT_HALE@HAPCOWEB.COM			NO	 	
02093TLNTC10CUS	1311209165846	007440508	COPPER	TRI	2011	CAPSTAN ATLANTIC	10 CUSHING DR	WRENTHAM	NORFOLK	MA	02093	YES	NO	NO	NO								332117						42.086199	-71.304315	789576600										CAPSTAN PURCHASED A COMPETITOR IN 2011 WHICH RESULTED IN A MAJOR INCREASE OF COPPER INFILTRATE AND OFF SITE RECYCLING.	NO	CDOUGHTY@CAPSTANATLANTIC.COM			YES	 	
01570GNTXP183WE	1311209594237	000067561	METHANOL	TRI	2011	GENTEX OPTICS INC	183 W MAIN ST	DUDLEY	WORCESTER	MA	01571	YES	NO	NO	NO								339115						42.04058	-71.9117	555403690								EOA HOLDING CO INC	593727674	PLEASE NOTE THAT A CHANGE WAS MADE TO THE 2010 RY ON LINE 8.6.  THE QUANTITY TREATED ONSITE WAS LISTED AS 9376 POUNDS.  THIS REPRESENTS THE FEED TO THE TREATMENT UNIT.  THE ACTUAL CONSUMED FIGURE WHICH IS WHAT SHOULD BE REPORTED ON THIS LINE IS 6970 POUNDS.  THE REPORT IS CURRENTLY WAITING CERTIFICATION.  IF NOT PROCESSED IN TIME FOR REPORTING THE 2011 RY WILL NOT SHOW THE CORRECTION FOR PRIOR YEAR ON LINE 8.6.	NO	BVANWIEREN@ESSILORUSA.COM			NO	 	
01613SPRGL115NO	1311209559677	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2011	ALLEGRO MICROSYSTEMS INC	115 NE CUTOFF	WORCESTER	WORCESTER	MA	016061224	YES	NO	NO	NO								334413						42.307503	-71.766139	606281376								SANKEN ELECTRIC CO LTD		THE MAJORITY OF THE PRODUCTION ACTIVITY CEASED AT THE FACILITY 4/12, AND IS EXPECTED TO FULLY CEASE AROUND 10/12.	NO	SFENNELLY@ALLEGROMICRO.COM			NO	 	
01613SPRGL115NO	1311209559689	007664393	HYDROGEN FLUORIDE	TRI	2011	ALLEGRO MICROSYSTEMS INC	115 NE CUTOFF	WORCESTER	WORCESTER	MA	016061224	YES	NO	NO	NO								334413						42.307503	-71.766139	606281376								SANKEN ELECTRIC CO LTD		THE MAJORITY OF THE PRODUCTION CEASED IN 4/12, AND THE BALANCE IS EXPECTED TO CEASE 10/12.	NO	SFENNELLY@ALLEGROMICRO.COM			NO	 	
01613SPRGL115NO	1311209559691	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2011	ALLEGRO MICROSYSTEMS INC	115 NE CUTOFF	WORCESTER	WORCESTER	MA	016061224	YES	NO	NO	NO								334413						42.307503	-71.766139	606281376								SANKEN ELECTRIC CO LTD		THE MAJORITY OF THE PRODUCTION CEASED IN 4/12, AND THE BALANCE IS EXPECTED TO CEASE 10/12.	NO	SFENNELLY@ALLEGROMICRO.COM			NO	 	
01432PHRMC25PAT	1311209190432	000075092	DICHLOROMETHANE	TRI	2011	JOHNSON MATTHEY PHARMA SERVICES	25 PATTON RD	DEVENS	WORCESTER	MA	01434	YES	NO	NO	NO								325412						42.5288	-71.62626	055774186								JOHNSON MATTHEY INC	055774186	PROJECTS CONDUCTED IN 2011 REQUIRED CONSIDERABLY MORE USE OF DCM OVER THE PREVIOUS YEAR.  SOLVENT USAGE IS DICTATED BY CLIENT SPECIFICATIONS AND THE OVERALL NUMBER OF PROJECTS (INCREASED BUSINESS GROWTH).	NO	MANDERSON@JMUSA.COM			NO	 	
01432PHRMC25PAT	1311209190457	001634044	METHYL TERT-BUTYL ETHER	TRI	2011	JOHNSON MATTHEY PHARMA SERVICES	25 PATTON RD	DEVENS	WORCESTER	MA	01434	YES	NO	NO	NO								325412						42.5288	-71.62626	055774186								JOHNSON MATTHEY INC	055774186	MTBE WAS NOT USED IN REPORTABLE QUANTITIES FOR THE 2010 RY AND THEREFORE NO FORM R WAS REQUIRED.	NO	MANDERSON@JMUSA.COM			NO	 	
01432PHRMC25PAT	1311209190469	000108883	TOLUENE	TRI	2011	JOHNSON MATTHEY PHARMA SERVICES	25 PATTON RD	DEVENS	WORCESTER	MA	01434	YES	NO	NO	NO								325412						42.5288	-71.62626	055774186								JOHNSON MATTHEY INC	055774186	TOLUENE WAS NOT USED IN REPORTABLE QUANTITIES IN RY2010 AND THEREFORE NO FORM R WAS REQUIRED.	NO	MANDERSON@JMUSA.COM			NO	 	
