TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
39567BRDJH3719I	1312210448167	007440473	CHROMIUM	TRI	2012	ROLLS-ROYCE NAVAL MARINE INC	3719 INDUSTRIAL RD	PASCAGOULA	JACKSON	MS	39581	YES	NO	NO	NO								331525	332710	331513				30.374889	-88.501694	001006311								ROLLS-ROYCE PLC	001006311	Our customers, the US Navy, has commisioned a new ship & it has different drive and therefore material requirements. Where the bronze requirements have lowered our stainless steel has increased.	NO	BILLY.SIBLEY@ROLLS-ROYCE.COM			YES	 	
38655CTRPL36COU	1312210094191	007439965	MANGANESE	TRI	2012	CATERPILLAR INC HPE	36 COUNTY RD 166	OXFORD	LAFAYETTE	MS	38655	YES	NO	NO	NO								332912						34.414458	-89.531397	005070479								CATERPILLAR INC	005070479	Production for 2012 was down significantly from 2011 which resulted in lower quantities of raw materials thereby reducing emissions. Three Rivers Regional Landfill does not have EPAID# - State issued permit number is SW0580010427	NO	DUNN_RUSTY@CAT.COM			YES	 	
39074CHCTW1225J	1312210195057	000079210	PERACETIC ACID	TRI	2012	TYSON FOODS INC FOREST MS T2	1225 JACK LEE DR	FOREST	SCOTT	MS	39074	YES	NO	NO	NO								311615						32.358023	-89.493395	033265513		100000020844						TYSON FOODS INC	006903702	Usage in prior year was not a complete year. 2012 chemical was used entire year.	NO	JIMBO.HARVEY@TYSON.COM			NO	 	
39401BFGDR1301W	1312209896568	000106898	EPICHLOROHYDRIN	TRI	2012	ZEON CHEMICALS LP MISSISSIPPI PLANT	1301 W 7TH ST	HATTIESBURG	FORREST	MS	394012800	YES	NO	NO	NO								325212						31.340176	-89.314745	605475011								ZEON CHEMICALS LP	605443340	|PRAI:Pounds of production in 2012 correlated to pounds in 2011	NO	GRAHAM@ZEONCHEMICALS.COM			NO	 	
39212NCBLD201AP	1312210194128	N120	DIISOCYANATES	TRI	2012	METL-SPAN A DIV OF NCI GROUP INC	201 APACHE DR	JACKSON	HINDS	MS	39272	YES	NO	NO	NO								332311						32.18	-90.257778			MS0000317701						NCI GROUP INC.	861174324	The chemical was reported in 2011 as having been treated on-site. More accurately it was reacted as part of a insulated foam panel forming process with minimal air emissions and no waste.	NO	TODD.HARBOUR@NCIGROUP.COM			NO	 	
38843MLLRC1030S	1312210067005	N100	COPPER COMPOUNDS	TRI	2012	MUELLER COPPER FITTINGS CO INC	1033 S SPRINGS ST EXTENSION	FULTON	ITAWAMBA	MS	38843	YES	NO	NO	NO								332913						34.2512	-88.4087	622031748								MUELLER INDUSTRIES INC	622031748	Facility reduction in production and installation of new equipment	NO	CBLANTON@MUELLERINDUSTRIES.COM			YES	 	
38843MLLRC1030S	1312210067029	N420	LEAD COMPOUNDS	PBT	2012	MUELLER COPPER FITTINGS CO INC	1033 S SPRINGS ST EXTENSION	FULTON	ITAWAMBA	MS	38843	YES	NO	NO	NO								332913						34.2512	-88.4087	622031748								MUELLER INDUSTRIES INC	622031748	Reduction in natural gas fired equipment	NO	CBLANTON@MUELLERINDUSTRIES.COM			YES	 	
38879TCMSHHWY45	1312210479679	007439921	LEAD	TRI	2012	TECUMSEH PRODUCTS CO	5424 HWY 145 S	VERONA	LEE	MS	38879	YES	NO	NO	NO								333415						34.161889	-88.708444	320043184								TECUMSEH PRODUCTS CO	320043184	no longer machining	NO	DAVID.BEARD@TECUMSEH.COM			YES	 	
38879TCMSHHWY45	1312210479705	007440020	NICKEL	TRI	2012	TECUMSEH PRODUCTS CO	5424 HWY 145 S	VERONA	LEE	MS	38879	YES	NO	NO	NO								333415						34.161889	-88.708444	320043184								TECUMSEH PRODUCTS CO	320043184	Buisness slow|PRAI:Machining and assembly went overseas, orders down	NO	DAVID.BEARD@TECUMSEH.COM			YES	 	
39581FRDGL600LO	1312210290983	000071363	N-BUTYL ALCOHOL	TRI	2012	SIGNAL INTERNATIONAL	601 BAYOU CASSOTTE PKWY	PASCAGOULA	JACKSON	MS	39581	YES	NO	NO	NO								332312	336611					30.342833	-88.514	066744343		MSR000004374		MSR001316						|PRAI:Man hours were used to calculate the activity index.	NO	PKILLEEN@SIGNALINT.COM			NO	 	
39581FRDGL600LO	1312210290995	001330207	XYLENE (MIXED ISOMERS)	TRI	2012	SIGNAL INTERNATIONAL	601 BAYOU CASSOTTE PKWY	PASCAGOULA	JACKSON	MS	39581	YES	NO	NO	NO								332312	336611					30.342833	-88.514	066744343		MSR000004374		MSR001316						|PRAI:Man hours were used to provide the activity index.	NO	PKILLEEN@SIGNALINT.COM			NO	 	
38632PYRL 720VA	1312210112645	N230	CERTAIN GLYCOL ETHERS	TRI	2012	VALVOLINE	720 VAIDEN DR	HERNANDO	DESOTO	MS	38632	YES	NO	NO	NO								325998						34.815833	-89.976389	612138743								ASHLAND INC	005003264	2011 TRI emissions have been revised and 2012 Certain Glycol Ehter emissions increase by 24%.	NO	GLRHODES@ASHLAND.COM			NO	 	
38802CPRTR1689S	1312210674204	000122394	DIPHENYLAMINE	TRI	2012	THE COOPER TIRE CO	1804 S GREEN ST	TUPELO	LEE	MS	38804	YES	NO	NO	NO								326211						34.238196	-88.710317	005037601								COOPER TIRE & RUBBER CO	005037601	|NPYF:Diphenylamine has been evaluated for reportability for several years, but the amount processed did not reach the reporting threshold until the reporting year (2012)	NO	PEJODON@COOPERTIRE.COM			NO	 	
39567CHVRNPOBOX	1312210699043	007783064	HYDROGEN SULFIDE	TRI	2012	CHEVRON PRODUCTS CO PASCAGOULA REFINERY	250 INDUSTRIAL RD	PASCAGOULA	JACKSON	MS	395813201	YES	NO	NO	NO								324110	325110					30.343733	-88.4938	054179403								CHEVRON CORP	001382555	|NPYF:Hydrogen Sulfide was first required for the reporting year 2012.	NO	ALANSUDDUTH@CHEVRON.COM			NO	 	
39051CHCTWHWY35	1312210184507	N511	NITRATE COMPOUNDS	TRI	2012	TYSON FOODS CARTHAGE MS PROCESSING PLANT	3865 HWY 35N	CARTHAGE	LEAKE	MS	39051	YES	NO	NO	NO								311615						32.825556	-89.534722	033265513								TYSON FOODS INC	006903702	None at this time	NO	MIKE.SMITH@TYSON.COM			NO	 	
39051CHCTWHWY35	1312210184519	000079210	PERACETIC ACID	TRI	2012	TYSON FOODS CARTHAGE MS PROCESSING PLANT	3865 HWY 35N	CARTHAGE	LEAKE	MS	39051	YES	NO	NO	NO								311615						32.825556	-89.534722	033265513								TYSON FOODS INC	006903702	None at this time	NO	MIKE.SMITH@TYSON.COM			NO	 	
38901NWSPRPAPER	1312209990860	007439976	MERCURY	PBT	2012	RESOLUTE FP US INC - GRENADA MILL	1000 PAPERMILL RD	GRENADA	GRENADA	MS	38901	YES	NO	NO	NO								322122						33.794004	-89.816475	001946011								RESOLUTE FOREST PRODUCTS INC.	243478828	stack emissions reported in 2012 are much lower than previous reporting years based on site specific stack test reports.	NO	MACK.BURNS@RESOLUTEFP.COM			YES	 	
38901NWSPRPAPER	1312209990807	N450	MANGANESE COMPOUNDS	TRI	2012	RESOLUTE FP US INC - GRENADA MILL	1000 PAPERMILL RD	GRENADA	GRENADA	MS	38901	YES	NO	NO	NO								322122						33.794004	-89.816475	001946011								RESOLUTE FOREST PRODUCTS INC.	243478828	change in site-specific emission factor based on stack test.	NO	MACK.BURNS@RESOLUTEFP.COM			YES	 	
38901NWSPRPAPER	1312209990757	N420	LEAD COMPOUNDS	PBT	2012	RESOLUTE FP US INC - GRENADA MILL	1000 PAPERMILL RD	GRENADA	GRENADA	MS	38901	YES	NO	NO	NO								322122						33.794004	-89.816475	001946011								RESOLUTE FOREST PRODUCTS INC.	243478828	change in site-specific emission factor based on stack test.	NO	MACK.BURNS@RESOLUTEFP.COM			YES	 	
38821FBRSP500WA	1312210325155	000080626	METHYL METHACRYLATE	TRI	2012	NAUTIC STAR LLC	500 WATERWAY DR	AMORY	MONROE	MS	38821	YES	NO	NO	NO								336612						33.996667	-88.499306									NAUTIC STAR LLC		Did not meet reporting threshold in 2011.	NO	PHILF@NAUTICSTARBOATS.COM			NO	 	
39466SNBLT210CR	1312210495774	001330207	XYLENE (MIXED ISOMERS)	TRI	2012	VALSPAR REFINISH	210 CROSBY ST	PICAYUNE	PEARL RIVER	MS	39466	YES	NO	NO	NO								325510						30.525556	-89.69	839228855								THE VALSPAR CORP	050736453	Manufacturing operations ceased in 2012.	NO	SETHIER@VALSPAR.COM			NO	 	
39466SNBLT210CR	1312210495685	000100414	ETHYLBENZENE	TRI	2012	VALSPAR REFINISH	210 CROSBY ST	PICAYUNE	PEARL RIVER	MS	39466	YES	NO	NO	NO								325510						30.525556	-89.69	839228855								THE VALSPAR CORP	050736453	Manufacturing operations ceased in 2012.	NO	SETHIER@VALSPAR.COM			NO	 	
39466SNBLT210CR	1312210495646	N230	CERTAIN GLYCOL ETHERS	TRI	2012	VALSPAR REFINISH	210 CROSBY ST	PICAYUNE	PEARL RIVER	MS	39466	YES	NO	NO	NO								325510						30.525556	-89.69	839228855								THE VALSPAR CORP	050736453	Manufacturing operations ceased in 2012.	NO	SETHIER@VALSPAR.COM			NO	 	
39466SNBLT210CR	1312210495723	000108883	TOLUENE	TRI	2012	VALSPAR REFINISH	210 CROSBY ST	PICAYUNE	PEARL RIVER	MS	39466	YES	NO	NO	NO								325510						30.525556	-89.69	839228855								THE VALSPAR CORP	050736453	Manufacturing operations ceased in 2012.	NO	SETHIER@VALSPAR.COM			NO	 	
39571DPNTD7685K	1312210489629	N760	THALLIUM COMPOUNDS	TRI	2012	DUPONT DELISLE PLANT	7685 KILN-DELISLE RD	PASS CHRISTIAN	HARRISON	MS	395710430	YES	NO	NO	NO								325131						30.380556	-89.307778	096046792								E I DU PONT DE NEMOURS & CO	001315704	This chemical has historically been below the reporting threshold and a Form R in past years was not required.   It is a naturally occuring compound in virgin ore (raw material) and ore content may differ or flucuate from year to year based on the supplier and geographical source of the ore.   Its presence over the reporting threshold in 2012 requires a Form R.	NO	DUANE.O.WILSON@DUPONT.COM			YES	 	
